,Report_Date,France_st martin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.94457725768359,24.443208493502294,True,1,0.0005712172892296698,45.1772148869283
1,2020-01-23,0,73.94457725768359,24.443208493502294,True,2,0.000667449941943914,45.1772148869283
2,2020-01-24,0,73.94457725768359,24.443208493502294,True,3,0.0007798945964360555,45.1772148869283
3,2020-01-25,0,73.94457725768359,24.443208493502294,True,4,0.0009112823413915113,45.1772148869283
4,2020-01-26,0,73.94457725768359,24.443208493502294,True,5,0.0010648043126826356,45.1772148869283
5,2020-01-27,0,73.94457725768359,24.443208493502294,True,6,0.0012441891749155566,45.1772148869283
6,2020-01-28,0,73.94457725768359,24.443208493502294,True,7,0.0014537936478798178,45.1772148869283
7,2020-01-29,0,73.94457725768359,24.443208493502294,True,8,0.0016987082724760898,45.1772148869283
8,2020-01-30,0,73.94457725768359,24.443208493502294,True,9,0.0019848809792808704,45.1772148869283
9,2020-01-31,0,73.94457725768359,24.443208493502294,True,10,0.0023192614531703085,45.1772148869283
10,2020-02-01,0,73.94457725768359,24.443208493502294,True,11,0.002709969789607343,45.1772148869283
11,2020-02-02,0,73.94457725768359,24.443208493502294,True,12,0.0031664935242061137,45.1772148869283
12,2020-02-03,0,73.94457725768359,24.443208493502294,True,13,0.0036999178008645115,45.1772148869283
13,2020-02-04,0,73.94457725768359,24.443208493502294,True,14,0.004323194241167739,45.1772148869283
14,2020-02-05,0,73.94457725768359,24.443208493502294,True,15,0.005051455007546519,45.1772148869283
15,2020-02-06,0,73.94457725768359,24.443208493502294,True,16,0.005902379636404532,45.1772148869283
16,2020-02-07,0,73.94457725768359,24.443208493502294,True,17,0.006896623480065337,45.1772148869283
17,2020-02-08,0,73.94457725768359,24.443208493502294,True,18,0.008058318066731216,45.1772148869283
18,2020-02-09,0,73.94457725768359,24.443208493502294,True,19,0.009415655398861836,45.1772148869283
19,2020-02-10,0,73.94457725768359,24.443208493502294,True,20,0.01100157020055978,45.1772148869283
20,2020-02-11,0,73.94457725768359,24.443208493502294,True,21,0.012854536437295089,45.1772148869283
21,2020-02-12,0,73.94457725768359,24.443208493502294,True,22,0.015019497116328658,45.1772148869283
22,2020-02-13,0,73.94457725768359,24.443208493502294,True,23,0.0175489494899168,45.1772148869283
23,2020-02-14,0,73.94457725768359,24.443208493502294,True,24,0.020504211389430562,45.1772148869283
24,2020-02-15,0,73.94457725768359,24.443208493502294,True,25,0.023956898588149166,45.1772148869283
25,2020-02-16,0,73.94457725768359,24.443208493502294,True,26,0.0279906479027117,45.1772148869283
26,2020-02-17,0,73.94457725768359,24.443208493502294,True,27,0.03270312628463696,45.1772148869283
27,2020-02-18,0,73.94457725768359,24.443208493502294,True,28,0.038208372517348564,45.1772148869283
28,2020-02-19,0,73.94457725768359,24.443208493502294,True,29,0.0446395254193519,45.1772148869283
29,2020-02-20,0,73.94457725768359,24.443208493502294,True,30,0.0521520007614866,45.1772148869283
30,2020-02-21,0,73.94457725768359,24.443208493502294,True,31,0.06092718853407363,45.1772148869283
31,2020-02-22,0,73.94457725768359,24.443208493502294,True,32,0.07117675283733259,45.1772148869283
32,2020-02-23,0,73.94457725768359,24.443208493502294,True,33,0.08314762858454036,45.1772148869283
33,2020-02-24,0,73.94457725768359,24.443208493502294,True,34,0.09712782243524418,45.1772148869283
34,2020-02-25,0,73.94457725768359,24.443208493502294,True,35,0.11345313989085877,45.1772148869283
35,2020-02-26,0,73.94457725768359,24.443208493502294,True,36,0.13251497617381225,45.1772148869283
36,2020-02-27,0,73.94457725768359,24.443208493502294,True,37,0.15476932512897032,45.1772148869283
37,2020-02-28,0,73.94457725768359,24.443208493502294,True,38,0.18074717749682762,45.1772148869283
38,2020-02-29,0,73.94457725768359,24.443208493502294,True,39,0.2110664968066639,45.1772148869283
39,2020-03-01,0,73.94457725768359,24.443208493502294,True,40,0.24644597674382746,45.1772148869283
40,2020-03-02,0,73.94457725768359,24.443208493502294,True,41,0.287720796563232,45.1772148869283
41,2020-03-03,0,73.94457725768359,24.443208493502294,True,42,0.33586059866087203,45.1772148869283
42,2020-03-04,0,73.94457725768359,24.443208493502294,True,43,0.39198991156206986,45.1772148869283
43,2020-03-05,0,73.94457725768359,24.443208493502294,True,44,0.45741122791451755,45.1772148869283
44,2020-03-06,0,73.94457725768359,24.443208493502294,True,45,0.5336309146053053,45.1772148869283
45,2020-03-07,0,73.94457725768359,24.443208493502294,True,46,0.6223880729154035,45.1772148869283
46,2020-03-08,0,73.94457725768359,24.443208493502294,True,47,0.7256863703446459,45.1772148869283
47,2020-03-09,2,73.94457725768359,24.443208493502294,True,48,0.8458287192084073,45.1772148869283
48,2020-03-10,2,73.94457725768359,24.443208493502294,True,49,0.9854544639498111,45.1772148869283
49,2020-03-11,2,73.94457725768359,24.443208493502294,True,50,1.14757843961705,45.1772148869283
50,2020-03-12,2,73.94457725768359,24.443208493502294,True,51,1.3356308553785237,45.1772148869283
51,2020-03-13,2,73.94457725768359,24.443208493502294,True,52,1.553496414596151,45.1772148869283
52,2020-03-14,2,73.94457725768359,24.443208493502294,True,53,1.8055503825726367,45.1772148869283
53,2020-03-15,2,73.94457725768359,24.443208493502294,True,54,2.0966884350713153,45.1772148869283
54,2020-03-16,2,73.94457725768359,24.443208493502294,True,55,2.43234605728783,45.1772148869283
55,2020-03-17,2,73.94457725768359,24.443208493502294,True,56,2.818502028795346,45.1772148869283
56,2020-03-18,3,73.94457725768359,24.443208493502294,True,57,3.2616591772251398,45.1772148869283
57,2020-03-19,4,73.94457725768359,24.443208493502294,True,58,3.768794221120459,45.1772148869283
58,2020-03-20,4,73.94457725768359,24.443208493502294,True,59,4.347267338986709,45.1772148869283
59,2020-03-21,4,73.94457725768359,24.443208493502294,True,60,5.00468138681089,45.1772148869283
60,2020-03-22,5,73.94457725768359,24.443208493502294,True,61,5.748680844845355,45.1772148869283
61,2020-03-23,8,73.94457725768359,24.443208493502294,True,62,6.586682118528189,45.1772148869283
62,2020-03-24,8,73.94457725768359,24.443208493502294,True,63,7.525530322767144,45.1772148869283
63,2020-03-25,11,73.94457725768359,24.443208493502294,True,64,8.571083677908819,45.1772148869283
64,2020-03-26,11,73.94457725768359,24.443208493502294,True,65,9.727735459284578,45.1772148869283
65,2020-03-27,11,73.94457725768359,24.443208493502294,True,66,10.997894932717188,45.1772148869283
66,2020-03-28,11,73.94457725768359,24.443208493502294,True,67,12.381462008838863,45.1772148869283
67,2020-03-29,11,73.94457725768359,24.443208493502294,True,68,13.875343649248082,45.1772148869283
68,2020-03-30,15,73.94457725768359,24.443208493502294,True,69,15.473070583397158,45.1772148869283
69,2020-03-31,15,73.94457725768359,24.443208493502294,True,70,17.164577230986936,45.1772148869283
70,2020-04-01,15,73.94457725768359,24.443208493502294,True,71,18.936202566304914,45.1772148869283
71,2020-04-02,22,73.94457725768359,24.443208493502294,True,72,20.770952928695056,45.1772148869283
72,2020-04-03,22,73.94457725768359,24.443208493502294,True,73,22.649039795084658,45.1772148869283
73,2020-04-04,24,73.94457725768359,24.443208493502294,True,74,24.54866973878253,45.1772148869283
74,2020-04-05,32,73.94457725768359,24.443208493502294,True,75,26.44702658572663,45.1772148869283
75,2020-04-06,32,73.94457725768359,24.443208493502294,True,76,28.321355082958632,45.1772148869283
76,2020-04-07,32,73.94457725768359,24.443208493502294,True,77,30.150038456235553,45.1772148869283
77,2020-04-08,32,73.94457725768359,24.443208493502294,True,78,31.91356326673437,45.1772148869283
78,2020-04-09,32,73.94457725768359,24.443208493502294,True,79,33.595283719860944,45.1772148869283
79,2020-04-10,32,73.94457725768359,24.443208493502294,True,80,35.1819293890543,45.1772148869283
