,Report_Date,Zimbabwe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,212.59305017578416,6360.974002843661,False,1,0.13429756699579495,12721.948005687325
1,2020-01-23,0,212.59305017578416,6360.974002843661,False,2,0.14177086946734338,12721.948005687325
2,2020-01-24,0,212.59305017578416,6360.974002843661,False,3,0.1496600364556923,12721.948005687325
3,2020-01-25,0,212.59305017578416,6360.974002843661,False,4,0.15798820888343368,12721.948005687325
4,2020-01-26,0,212.59305017578416,6360.974002843661,False,5,0.16677981529365649,12721.948005687325
5,2020-01-27,0,212.59305017578416,6360.974002843661,False,6,0.1760606434891425,12721.948005687325
6,2020-01-28,0,212.59305017578416,6360.974002843661,False,7,0.18585791615650626,12721.948005687325
7,2020-01-29,0,212.59305017578416,6360.974002843661,False,8,0.19620037069684623,12721.948005687325
8,2020-01-30,0,212.59305017578416,6360.974002843661,False,9,0.20711834349678382,12721.948005687325
9,2020-01-31,0,212.59305017578416,6360.974002843661,False,10,0.21864385888675636,12721.948005687325
10,2020-02-01,0,212.59305017578416,6360.974002843661,False,11,0.23081072304714256,12721.948005687325
11,2020-02-02,0,212.59305017578416,6360.974002843661,False,12,0.2436546231372692,12721.948005687325
12,2020-02-03,0,212.59305017578416,6360.974002843661,False,13,0.25721323193762125,12721.948005687325
13,2020-02-04,0,212.59305017578416,6360.974002843661,False,14,0.27152631831169655,12721.948005687325
14,2020-02-05,0,212.59305017578416,6360.974002843661,False,15,0.2866358638109585,12721.948005687325
15,2020-02-06,0,212.59305017578416,6360.974002843661,False,16,0.30258618576429386,12721.948005687325
16,2020-02-07,0,212.59305017578416,6360.974002843661,False,17,0.3194240672123306,12721.948005687325
17,2020-02-08,0,212.59305017578416,6360.974002843661,False,18,0.3371988940669677,12721.948005687325
18,2020-02-09,0,212.59305017578416,6360.974002843661,False,19,0.3559627998975704,12721.948005687325
19,2020-02-10,0,212.59305017578416,6360.974002843661,False,20,0.37577081876755697,12721.948005687325
20,2020-02-11,0,212.59305017578416,6360.974002843661,False,21,0.3966810465685996,12721.948005687325
21,2020-02-12,0,212.59305017578416,6360.974002843661,False,22,0.418754811324468,12721.948005687325
22,2020-02-13,0,212.59305017578416,6360.974002843661,False,23,0.44205685296270814,12721.948005687325
23,2020-02-14,0,212.59305017578416,6360.974002843661,False,24,0.4666555130799696,12721.948005687325
24,2020-02-15,0,212.59305017578416,6360.974002843661,False,25,0.4926229352559299,12721.948005687325
25,2020-02-16,0,212.59305017578416,6360.974002843661,False,26,0.5200352765015144,12721.948005687325
26,2020-02-17,0,212.59305017578416,6360.974002843661,False,27,0.5489729304595542,12721.948005687325
27,2020-02-18,0,212.59305017578416,6360.974002843661,False,28,0.579520763010251,12721.948005687325
28,2020-02-19,0,212.59305017578416,6360.974002843661,False,29,0.6117683609699421,12721.948005687325
29,2020-02-20,0,212.59305017578416,6360.974002843661,False,30,0.645810294609758,12721.948005687325
30,2020-02-21,0,212.59305017578416,6360.974002843661,False,31,0.6817463947609728,12721.948005687325
31,2020-02-22,0,212.59305017578416,6360.974002843661,False,32,0.7196820453162552,12721.948005687325
32,2020-02-23,0,212.59305017578416,6360.974002843661,False,33,0.7597284919807813,12721.948005687325
33,2020-02-24,0,212.59305017578416,6360.974002843661,False,34,0.8020031681743585,12721.948005687325
34,2020-02-25,0,212.59305017578416,6360.974002843661,False,35,0.846630039035514,12721.948005687325
35,2020-02-26,0,212.59305017578416,6360.974002843661,False,36,0.8937399645310177,12721.948005687325
36,2020-02-27,0,212.59305017578416,6360.974002843661,False,37,0.9434710827297036,12721.948005687325
37,2020-02-28,0,212.59305017578416,6360.974002843661,False,38,0.9959692143578952,12721.948005687325
38,2020-02-29,0,212.59305017578416,6360.974002843661,False,39,1.051388289815358,12721.948005687325
39,2020-03-01,0,212.59305017578416,6360.974002843661,False,40,1.1098907998956982,12721.948005687325
40,2020-03-02,0,212.59305017578416,6360.974002843661,False,41,1.1716482715236713,12721.948005687325
41,2020-03-03,0,212.59305017578416,6360.974002843661,False,42,1.2368417698941339,12721.948005687325
42,2020-03-04,0,212.59305017578416,6360.974002843661,False,43,1.305662428473584,12721.948005687325
43,2020-03-05,0,212.59305017578416,6360.974002843661,False,44,1.3783120084056018,12721.948005687325
44,2020-03-06,0,212.59305017578416,6360.974002843661,False,45,1.4550034889462038,12721.948005687325
45,2020-03-07,0,212.59305017578416,6360.974002843661,False,46,1.5359616906444638,12721.948005687325
46,2020-03-08,0,212.59305017578416,6360.974002843661,False,47,1.6214239330778695,12721.948005687325
47,2020-03-09,0,212.59305017578416,6360.974002843661,False,48,1.7116407290511677,12721.948005687325
48,2020-03-10,0,212.59305017578416,6360.974002843661,False,49,1.8068765172720151,12721.948005687325
49,2020-03-11,0,212.59305017578416,6360.974002843661,False,50,1.9074104356269963,12721.948005687325
50,2020-03-12,0,212.59305017578416,6360.974002843661,False,51,2.0135371372977473,12721.948005687325
51,2020-03-13,0,212.59305017578416,6360.974002843661,False,52,2.125567652079295,12721.948005687325
52,2020-03-14,0,212.59305017578416,6360.974002843661,False,53,2.2438302953917053,12721.948005687325
53,2020-03-15,0,212.59305017578416,6360.974002843661,False,54,2.3686716276119357,12721.948005687325
54,2020-03-16,0,212.59305017578416,6360.974002843661,False,55,2.500457466495938,12721.948005687325
55,2020-03-17,0,212.59305017578416,6360.974002843661,False,56,2.639573955611685,12721.948005687325
56,2020-03-18,0,212.59305017578416,6360.974002843661,False,57,2.7864286918625374,12721.948005687325
57,2020-03-19,0,212.59305017578416,6360.974002843661,False,58,2.941451915347409,12721.948005687325
58,2020-03-20,1,212.59305017578416,6360.974002843661,False,59,3.105097764980124,12721.948005687325
59,2020-03-21,3,212.59305017578416,6360.974002843661,False,60,3.277845603475453,12721.948005687325
60,2020-03-22,3,212.59305017578416,6360.974002843661,False,61,3.4602014155041734,12721.948005687325
61,2020-03-23,3,212.59305017578416,6360.974002843661,False,62,3.652699283024499,12721.948005687325
62,2020-03-24,3,212.59305017578416,6360.974002843661,False,63,3.8559029420128756,12721.948005687325
63,2020-03-25,3,212.59305017578416,6360.974002843661,False,64,4.070407425043984,12721.948005687325
64,2020-03-26,3,212.59305017578416,6360.974002843661,False,65,4.29684079440825,12721.948005687325
65,2020-03-27,5,212.59305017578416,6360.974002843661,False,66,4.535865970706007,12721.948005687325
66,2020-03-28,7,212.59305017578416,6360.974002843661,False,67,4.788182662120936,12721.948005687325
67,2020-03-29,7,212.59305017578416,6360.974002843661,False,68,5.054529399852321,12721.948005687325
68,2020-03-30,7,212.59305017578416,6360.974002843661,False,69,5.335685685476688,12721.948005687325
69,2020-03-31,8,212.59305017578416,6360.974002843661,False,70,5.632474256314747,12721.948005687325
70,2020-04-01,8,212.59305017578416,6360.974002843661,False,71,5.945763475200441,12721.948005687325
71,2020-04-02,9,212.59305017578416,6360.974002843661,False,72,6.276469851385353,12721.948005687325
72,2020-04-03,9,212.59305017578416,6360.974002843661,False,73,6.625560699665068,12721.948005687325
73,2020-04-04,9,212.59305017578416,6360.974002843661,False,74,6.994056945184242,12721.948005687325
74,2020-04-05,9,212.59305017578416,6360.974002843661,False,75,7.383036081765439,12721.948005687325
75,2020-04-06,10,212.59305017578416,6360.974002843661,False,76,7.793635292013728,12721.948005687325
76,2020-04-07,11,212.59305017578416,6360.974002843661,False,77,8.227054737874814,12721.948005687325
77,2020-04-08,11,212.59305017578416,6360.974002843661,False,78,8.684561030770851,12721.948005687325
78,2020-04-09,11,212.59305017578416,6360.974002843661,False,79,9.167490890904526,12721.948005687325
79,2020-04-10,13,212.59305017578416,6360.974002843661,False,80,9.67725500581008,12721.948005687325
80,2020-04-11,14,212.59305017578416,6360.974002843661,False,81,10.21534209873997,12721.948005687325
81,2020-04-12,14,212.59305017578416,6360.974002843661,False,82,10.783323218008405,12721.948005687325
82,2020-04-13,17,212.59305017578416,6360.974002843661,False,83,11.38285625896901,12721.948005687325
83,2020-04-14,17,212.59305017578416,6360.974002843661,False,84,12.01569073088331,12721.948005687325
84,2020-04-15,23,212.59305017578416,6360.974002843661,False,85,12.683672781541137,12721.948005687325
85,2020-04-16,23,212.59305017578416,6360.974002843661,False,86,13.388750493122565,12721.948005687325
86,2020-04-17,24,212.59305017578416,6360.974002843661,False,87,14.132979463445366,12721.948005687325
87,2020-04-18,25,212.59305017578416,6360.974002843661,False,88,14.918528687421379,12721.948005687325
88,2020-04-19,25,212.59305017578416,6360.974002843661,False,89,15.747686754250747,12721.948005687325
89,2020-04-20,25,212.59305017578416,6360.974002843661,False,90,16.622868376614147,12721.948005687325
90,2020-04-21,28,212.59305017578416,6360.974002843661,False,91,17.54662126887992,12721.948005687325
91,2020-04-22,28,212.59305017578416,6360.974002843661,False,92,18.521633392126052,12721.948005687325
92,2020-04-23,28,212.59305017578416,6360.974002843661,False,93,19.550740584584148,12721.948005687325
93,2020-04-24,29,212.59305017578416,6360.974002843661,False,94,20.636934596945235,12721.948005687325
94,2020-04-25,31,212.59305017578416,6360.974002843661,False,95,21.78337155282282,12721.948005687325
95,2020-04-26,31,212.59305017578416,6360.974002843661,False,96,22.993380855547183,12721.948005687325
96,2020-04-27,32,212.59305017578416,6360.974002843661,False,97,24.270474563364214,12721.948005687325
97,2020-04-28,32,212.59305017578416,6360.974002843661,False,98,25.61835725603019,12721.948005687325
98,2020-04-29,32,212.59305017578416,6360.974002843661,False,99,27.040936416729522,12721.948005687325
99,2020-04-30,40,212.59305017578416,6360.974002843661,False,100,28.542333354191115,12721.948005687325
100,2020-05-01,40,212.59305017578416,6360.974002843661,False,101,30.126894690838807,12721.948005687325
101,2020-05-02,34,212.59305017578416,6360.974002843661,False,102,31.799204443777565,12721.948005687325
102,2020-05-03,34,212.59305017578416,6360.974002843661,False,103,33.56409672638524,12721.948005687325
103,2020-05-04,34,212.59305017578416,6360.974002843661,False,104,35.426669099244144,12721.948005687325
104,2020-05-05,34,212.59305017578416,6360.974002843661,False,105,37.39229660010186,12721.948005687325
105,2020-05-06,34,212.59305017578416,6360.974002843661,False,106,39.46664648348698,12721.948005687325
106,2020-05-07,34,212.59305017578416,6360.974002843661,False,107,41.655693701518935,12721.948005687325
107,2020-05-08,34,212.59305017578416,6360.974002843661,False,108,43.96573715832585,12721.948005687325
108,2020-05-09,35,212.59305017578416,6360.974002843661,False,109,46.4034167713156,12721.948005687325
109,2020-05-10,36,212.59305017578416,6360.974002843661,False,110,48.97573137331583,12721.948005687325
110,2020-05-11,36,212.59305017578416,6360.974002843661,False,111,51.69005749029738,12721.948005687325
111,2020-05-12,36,212.59305017578416,6360.974002843661,False,112,54.554169030004054,12721.948005687325
112,2020-05-13,37,212.59305017578416,6360.974002843661,False,113,57.5762579173137,12721.948005687325
113,2020-05-14,37,212.59305017578416,6360.974002843661,False,114,60.76495571252992,12721.948005687325
114,2020-05-15,42,212.59305017578416,6360.974002843661,False,115,64.12935624902698,12721.948005687325
115,2020-05-16,42,212.59305017578416,6360.974002843661,False,116,67.67903932671832,12721.948005687325
116,2020-05-17,44,212.59305017578416,6360.974002843661,False,117,71.42409549766163,12721.948005687325
117,2020-05-18,46,212.59305017578416,6360.974002843661,False,118,75.37515197972044,12721.948005687325
118,2020-05-19,46,212.59305017578416,6360.974002843661,False,119,79.5433997335362,12721.948005687325
119,2020-05-20,48,212.59305017578416,6360.974002843661,False,120,83.94062173708691,12721.948005687325
120,2020-05-21,51,212.59305017578416,6360.974002843661,False,121,88.57922249077903,12721.948005687325
121,2020-05-22,51,212.59305017578416,6360.974002843661,False,122,93.47225878428206,12721.948005687325
122,2020-05-23,56,212.59305017578416,6360.974002843661,False,123,98.63347175412603,12721.948005687325
123,2020-05-24,56,212.59305017578416,6360.974002843661,False,124,104.07732025837622,12721.948005687325
124,2020-05-25,56,212.59305017578416,6360.974002843661,False,125,109.81901559141605,12721.948005687325
125,2020-05-26,56,212.59305017578416,6360.974002843661,False,126,115.87455755793766,12721.948005687325
126,2020-05-27,132,212.59305017578416,6360.974002843661,False,127,122.26077192057983,12721.948005687325
127,2020-05-28,149,212.59305017578416,6360.974002843661,False,128,128.99534923019073,12721.948005687325
128,2020-05-29,149,212.59305017578416,6360.974002843661,False,129,136.09688504132436,12721.948005687325
129,2020-05-30,174,212.59305017578416,6360.974002843661,False,130,143.58492150821877,12721.948005687325
130,2020-05-31,178,212.59305017578416,6360.974002843661,False,131,151.47999034803797,12721.948005687325
131,2020-06-01,203,212.59305017578416,6360.974002843661,False,132,159.80365714847605,12721.948005687325
132,2020-06-02,206,212.59305017578416,6360.974002843661,False,133,168.5785669858004,12721.948005687325
133,2020-06-03,222,212.59305017578416,6360.974002843661,False,134,177.82849130691628,12721.948005687325
134,2020-06-04,237,212.59305017578416,6360.974002843661,False,135,187.5783760149382,12721.948005687325
135,2020-06-05,265,212.59305017578416,6360.974002843661,False,136,197.8543906818946,12721.948005687325
136,2020-06-06,279,212.59305017578416,6360.974002843661,False,137,208.68397879443015,12721.948005687325
137,2020-06-07,282,212.59305017578416,6360.974002843661,False,138,220.0959089185349,12721.948005687325
138,2020-06-08,287,212.59305017578416,6360.974002843661,False,139,232.12032664726223,12721.948005687325
139,2020-06-09,314,212.59305017578416,6360.974002843661,False,140,244.78880717091673,12721.948005687325
140,2020-06-10,320,212.59305017578416,6360.974002843661,False,141,258.1344082821334,12721.948005687325
141,2020-06-11,332,212.59305017578416,6360.974002843661,False,142,272.19172359845595,12721.948005687325
142,2020-06-12,343,212.59305017578416,6360.974002843661,False,143,286.99693575226684,12721.948005687325
143,2020-06-13,356,212.59305017578416,6360.974002843661,False,144,302.58786926207785,12721.948005687325
144,2020-06-14,383,212.59305017578416,6360.974002843661,False,145,319.00404276007475,12721.948005687325
145,2020-06-15,387,212.59305017578416,6360.974002843661,False,146,336.2867202082969,12721.948005687325
146,2020-06-16,391,212.59305017578416,6360.974002843661,False,147,354.4789606897784,12721.948005687325
147,2020-06-17,401,212.59305017578416,6360.974002843661,False,148,373.62566631128243,12721.948005687325
148,2020-06-18,463,212.59305017578416,6360.974002843661,False,149,393.77362770087234,12721.948005687325
149,2020-06-19,479,212.59305017578416,6360.974002843661,False,150,414.97156652642656,12721.948005687325
150,2020-06-20,479,212.59305017578416,6360.974002843661,False,151,437.2701744003565,12721.948005687325
151,2020-06-21,489,212.59305017578416,6360.974002843661,False,152,460.72214747132614,12721.948005687325
152,2020-06-22,512,212.59305017578416,6360.974002843661,False,153,485.38221593585297,12721.948005687325
153,2020-06-23,525,212.59305017578416,6360.974002843661,False,154,511.30716763150235,12721.948005687325
154,2020-06-24,530,212.59305017578416,6360.974002843661,False,155,538.5558647994446,12721.948005687325
155,2020-06-25,551,212.59305017578416,6360.974002843661,False,156,567.1892530277295,12721.948005687325
156,2020-06-26,561,212.59305017578416,6360.974002843661,False,157,597.2703613085727,12721.948005687325
157,2020-06-27,567,212.59305017578416,6360.974002843661,False,158,628.8642920638126,12721.948005687325
158,2020-06-28,567,212.59305017578416,6360.974002843661,False,159,662.0381999136248,12721.948005687325
159,2020-06-29,574,212.59305017578416,6360.974002843661,False,160,696.8612578856159,12721.948005687325
160,2020-06-30,591,212.59305017578416,6360.974002843661,False,161,733.4046096859619,12721.948005687325
