,Report_Date,Grenada_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,70.33280985510328,8.267467582268154,True,22,0.006056700094262161,16.140040731679374
22,2020-02-13,0,70.33280985510328,8.267467582268154,True,23,0.007133429183200267,16.140040731679374
23,2020-02-14,0,70.33280985510328,8.267467582268154,True,24,0.008401476354311719,16.140040731679374
24,2020-02-15,0,70.33280985510328,8.267467582268154,True,25,0.009894798207436018,16.140040731679374
25,2020-02-16,0,70.33280985510328,8.267467582268154,True,26,0.011653363645707801,16.140040731679374
26,2020-02-17,0,70.33280985510328,8.267467582268154,True,27,0.013724212764751232,16.140040731679374
27,2020-02-18,0,70.33280985510328,8.267467582268154,True,28,0.016162700050131172,16.140040731679374
28,2020-02-19,0,70.33280985510328,8.267467582268154,True,29,0.019033953116008976,16.140040731679374
29,2020-02-20,0,70.33280985510328,8.267467582268154,True,30,0.022414583179617982,16.140040731679374
30,2020-02-21,0,70.33280985510328,8.267467582268154,True,31,0.026394689084234046,16.140040731679374
31,2020-02-22,0,70.33280985510328,8.267467582268154,True,32,0.03108020298928435,16.140040731679374
32,2020-02-23,0,70.33280985510328,8.267467582268154,True,33,0.03659563284568063,16.140040731679374
33,2020-02-24,0,70.33280985510328,8.267467582268154,True,34,0.04308726443107271,16.140040731679374
34,2020-02-25,0,70.33280985510328,8.267467582268154,True,35,0.050726893932732046,16.140040731679374
35,2020-02-26,0,70.33280985510328,8.267467582268154,True,36,0.05971617063841659,16.140040731679374
36,2020-02-27,0,70.33280985510328,8.267467582268154,True,37,0.07029163789154659,16.140040731679374
37,2020-02-28,0,70.33280985510328,8.267467582268154,True,38,0.08273056855137141,16.140040731679374
38,2020-02-29,0,70.33280985510328,8.267467582268154,True,39,0.09735769795859682,16.140040731679374
39,2020-03-01,0,70.33280985510328,8.267467582268154,True,40,0.11455296164670845,16.140040731679374
40,2020-03-02,0,70.33280985510328,8.267467582268154,True,41,0.13476034504567855,16.140040731679374
41,2020-03-03,0,70.33280985510328,8.267467582268154,True,42,0.15849794579580784,16.140040731679374
42,2020-03-04,0,70.33280985510328,8.267467582268154,True,43,0.18636933272478307,16.140040731679374
43,2020-03-05,0,70.33280985510328,8.267467582268154,True,44,0.2190762545959966,16.140040731679374
44,2020-03-06,0,70.33280985510328,8.267467582268154,True,45,0.2574327005509178,16.140040731679374
45,2020-03-07,0,70.33280985510328,8.267467582268154,True,46,0.3023802352004024,16.140040731679374
46,2020-03-08,0,70.33280985510328,8.267467582268154,True,47,0.35500441513712333,16.140040731679374
47,2020-03-09,0,70.33280985510328,8.267467582268154,True,48,0.41655192887554815,16.140040731679374
48,2020-03-10,0,70.33280985510328,8.267467582268154,True,49,0.48844787585200267,16.140040731679374
49,2020-03-11,0,70.33280985510328,8.267467582268154,True,50,0.5723122983125315,16.140040731679374
50,2020-03-12,0,70.33280985510328,8.267467582268154,True,51,0.6699746898637794,16.140040731679374
51,2020-03-13,0,70.33280985510328,8.267467582268154,True,52,0.7834847175855006,16.140040731679374
52,2020-03-14,0,70.33280985510328,8.267467582268154,True,53,0.9151168118078626,16.140040731679374
53,2020-03-15,0,70.33280985510328,8.267467582268154,True,54,1.0673656171409924,16.140040731679374
54,2020-03-16,0,70.33280985510328,8.267467582268154,True,55,1.24292860628928,16.140040731679374
55,2020-03-17,0,70.33280985510328,8.267467582268154,True,56,1.4446715219241928,16.140040731679374
56,2020-03-18,0,70.33280985510328,8.267467582268154,True,57,1.675571873769731,16.140040731679374
57,2020-03-19,0,70.33280985510328,8.267467582268154,True,58,1.9386356858235931,16.140040731679374
58,2020-03-20,0,70.33280985510328,8.267467582268154,True,59,2.2367833350157675,16.140040731679374
59,2020-03-21,0,70.33280985510328,8.267467582268154,True,60,2.572701963119776,16.140040731679374
60,2020-03-22,1,70.33280985510328,8.267467582268154,True,61,2.948664879844118,16.140040731679374
61,2020-03-23,1,70.33280985510328,8.267467582268154,True,62,3.366322792196892,16.140040731679374
62,2020-03-24,1,70.33280985510328,8.267467582268154,True,63,3.826477516942522,16.140040731679374
63,2020-03-25,1,70.33280985510328,8.267467582268154,True,64,4.328855555712928,16.140040731679374
64,2020-03-26,7,70.33280985510328,8.267467582268154,True,65,4.87190548028617,16.140040731679374
65,2020-03-27,7,70.33280985510328,8.267467582268154,True,66,5.452647886861556,16.140040731679374
66,2020-03-28,7,70.33280985510328,8.267467582268154,True,67,6.066607819894556,16.140040731679374
67,2020-03-29,9,70.33280985510328,8.267467582268154,True,68,6.707855323268419,16.140040731679374
68,2020-03-30,9,70.33280985510328,8.267467582268154,True,69,7.369169338131234,16.140040731679374
69,2020-03-31,9,70.33280985510328,8.267467582268154,True,70,8.042324288708421,16.140040731679374
70,2020-04-01,9,70.33280985510328,8.267467582268154,True,71,8.718479976426602,16.140040731679374
71,2020-04-02,10,70.33280985510328,8.267467582268154,True,72,9.388637868047354,16.140040731679374
72,2020-04-03,12,70.33280985510328,8.267467582268154,True,73,10.044114865794514,16.140040731679374
73,2020-04-04,12,70.33280985510328,8.267467582268154,True,74,10.676982401477407,16.140040731679374
74,2020-04-05,12,70.33280985510328,8.267467582268154,True,75,11.280425100515483,16.140040731679374
75,2020-04-06,12,70.33280985510328,8.267467582268154,True,76,11.84898755478817,16.140040731679374
76,2020-04-07,12,70.33280985510328,8.267467582268154,True,77,12.378696171872207,16.140040731679374
77,2020-04-08,12,70.33280985510328,8.267467582268154,True,78,12.867061232941413,16.140040731679374
78,2020-04-09,12,70.33280985510328,8.267467582268154,True,79,13.312978549622294,16.140040731679374
79,2020-04-10,14,70.33280985510328,8.267467582268154,True,80,13.716558472456189,16.140040731679374
80,2020-04-11,14,70.33280985510328,8.267467582268154,True,81,14.0789122954682,16.140040731679374
81,2020-04-12,14,70.33280985510328,8.267467582268154,True,82,14.401923518579931,16.140040731679374
82,2020-04-13,14,70.33280985510328,8.267467582268154,True,83,14.688025825547564,16.140040731679374
