,Report_Date,Zambia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,0,68.65649807996826,25.185296202372935,True,42,0.5700843938261451,49.93977456591333
42,2020-03-04,0,68.65649807996826,25.185296202372935,True,43,0.6727737299140718,49.93977456591333
43,2020-03-05,0,68.65649807996826,25.185296202372935,True,44,0.7936657104869327,49.93977456591333
44,2020-03-06,0,68.65649807996826,25.185296202372935,True,45,0.9358719220966808,49.93977456591333
45,2020-03-07,0,68.65649807996826,25.185296202372935,True,46,1.102991258035588,49.93977456591333
46,2020-03-08,0,68.65649807996826,25.185296202372935,True,47,1.299168937538981,49.93977456591333
47,2020-03-09,0,68.65649807996826,25.185296202372935,True,48,1.5291557451636428,49.93977456591333
48,2020-03-10,0,68.65649807996826,25.185296202372935,True,49,1.7983641499162613,49.93977456591333
49,2020-03-11,0,68.65649807996826,25.185296202372935,True,50,2.1129164792292494,49.93977456591333
50,2020-03-12,0,68.65649807996826,25.185296202372935,True,51,2.479678470457627,49.93977456591333
51,2020-03-13,0,68.65649807996826,25.185296202372935,True,52,2.906269314090701,49.93977456591333
52,2020-03-14,0,68.65649807996826,25.185296202372935,True,53,3.4010368251925684,49.93977456591333
53,2020-03-15,0,68.65649807996826,25.185296202372935,True,54,3.97298383993954,49.93977456591333
54,2020-03-16,0,68.65649807996826,25.185296202372935,True,55,4.631629714872074,49.93977456591333
55,2020-03-17,0,68.65649807996826,25.185296202372935,True,56,5.386789519764231,49.93977456591333
56,2020-03-18,2,68.65649807996826,25.185296202372935,True,57,6.248254036774532,49.93977456591333
57,2020-03-19,2,68.65649807996826,25.185296202372935,True,58,7.225357126615111,49.93977456591333
58,2020-03-20,2,68.65649807996826,25.185296202372935,True,59,8.326424629046059,49.93977456591333
59,2020-03-21,2,68.65649807996826,25.185296202372935,True,60,9.558111789157104,49.93977456591333
60,2020-03-22,3,68.65649807996826,25.185296202372935,True,61,10.924654648831915,49.93977456591333
61,2020-03-23,3,68.65649807996826,25.185296202372935,True,62,12.42708403046,49.93977456591333
62,2020-03-24,3,68.65649807996826,25.185296202372935,True,63,14.062475855334524,49.93977456591333
63,2020-03-25,12,68.65649807996826,25.185296202372935,True,64,15.823333515127324,49.93977456591333
64,2020-03-26,16,68.65649807996826,25.185296202372935,True,65,17.697209930512297,49.93977456591333
65,2020-03-27,22,68.65649807996826,25.185296202372935,True,66,19.66667148774099,49.93977456591333
66,2020-03-28,28,68.65649807996826,25.185296202372935,True,67,21.70967809263363,49.93977456591333
67,2020-03-29,29,68.65649807996826,25.185296202372935,True,68,23.80040303380382,49.93977456591333
68,2020-03-30,35,68.65649807996826,25.185296202372935,True,69,25.910450165664436,49.93977456591333
69,2020-03-31,35,68.65649807996826,25.185296202372935,True,70,28.010357748905033,49.93977456591333
70,2020-04-01,36,68.65649807996826,25.185296202372935,True,71,30.071225035917564,49.93977456591333
71,2020-04-02,39,68.65649807996826,25.185296202372935,True,72,32.0662739587765,49.93977456591333
72,2020-04-03,39,68.65649807996826,25.185296202372935,True,73,33.972170890134684,49.93977456591333
73,2020-04-04,39,68.65649807996826,25.185296202372935,True,74,35.769978754155225,49.93977456591333
74,2020-04-05,39,68.65649807996826,25.185296202372935,True,75,37.44567509751777,49.93977456591333
75,2020-04-06,39,68.65649807996826,25.185296202372935,True,76,38.99024025040913,49.93977456591333
76,2020-04-07,39,68.65649807996826,25.185296202372935,True,77,40.3993762462022,49.93977456591333
77,2020-04-08,39,68.65649807996826,25.185296202372935,True,78,41.672952491583004,49.93977456591333
78,2020-04-09,39,68.65649807996826,25.185296202372935,True,79,42.81428629599529,49.93977456591333
79,2020-04-10,40,68.65649807996826,25.185296202372935,True,80,43.829359145446695,49.93977456591333
80,2020-04-11,40,68.65649807996826,25.185296202372935,True,81,44.72604997661488,49.93977456591333
81,2020-04-12,43,68.65649807996826,25.185296202372935,True,82,45.51344192560091,49.93977456591333
82,2020-04-13,45,68.65649807996826,25.185296202372935,True,83,46.20123482780013,49.93977456591333
83,2020-04-14,45,68.65649807996826,25.185296202372935,True,84,46.799275639520395,49.93977456591333
84,2020-04-15,48,68.65649807996826,25.185296202372935,True,85,47.317204364150776,49.93977456591333
85,2020-04-16,48,68.65649807996826,25.185296202372935,True,86,47.764203920476376,49.93977456591333
86,2020-04-17,52,68.65649807996826,25.185296202372935,True,87,48.14883777281984,49.93977456591333
