,Report_Date,Zambia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.65649807996826,25.185296202372935,True,1,0.0005956597314313828,49.93977456591333
1,2020-01-23,0,68.65649807996826,25.185296202372935,True,2,0.0007044069337954088,49.93977456591333
2,2020-01-24,0,68.65649807996826,25.185296202372935,True,3,0.0008330073473521646,49.93977456591333
3,2020-01-25,0,68.65649807996826,25.185296202372935,True,4,0.0009850853022818273,49.93977456591333
4,2020-01-26,0,68.65649807996826,25.185296202372935,True,5,0.001164926721199014,49.93977456591333
5,2020-01-27,0,68.65649807996826,25.185296202372935,True,6,0.0013775998667795088,49.93977456591333
6,2020-01-28,0,68.65649807996826,25.185296202372935,True,7,0.001629098118831261,49.93977456591333
7,2020-01-29,0,68.65649807996826,25.185296202372935,True,8,0.0019265087966084578,49.93977456591333
8,2020-01-30,0,68.65649807996826,25.185296202372935,True,9,0.002278212772902253,49.93977456591333
9,2020-01-31,0,68.65649807996826,25.185296202372935,True,10,0.0026941204896204617,49.93977456591333
10,2020-02-01,0,68.65649807996826,25.185296202372935,True,11,0.0031859510039869412,49.93977456591333
11,2020-02-02,0,68.65649807996826,25.185296202372935,True,12,0.003767561898136802,49.93977456591333
12,2020-02-03,0,68.65649807996826,25.185296202372935,True,13,0.004455339305639115,49.93977456591333
13,2020-02-04,0,68.65649807996826,25.185296202372935,True,14,0.005268658984932457,49.93977456591333
14,2020-02-05,0,68.65649807996826,25.185296202372935,True,15,0.006230431347026062,49.93977456591333
15,2020-02-06,0,68.65649807996826,25.185296202372935,True,16,0.007367745675988483,49.93977456591333
16,2020-02-07,0,68.65649807996826,25.185296202372935,True,17,0.008712631527446096,49.93977456591333
17,2020-02-08,0,68.65649807996826,25.185296202372935,True,18,0.010302958524408259,49.93977456591333
18,2020-02-09,0,68.65649807996826,25.185296202372935,True,19,0.012183499574620825,49.93977456591333
19,2020-02-10,0,68.65649807996826,25.185296202372935,True,20,0.014407187005732918,49.93977456591333
20,2020-02-11,0,68.65649807996826,25.185296202372935,True,21,0.017036596364764074,49.93977456591333
21,2020-02-12,0,68.65649807996826,25.185296202372935,True,22,0.020145698783546294,49.93977456591333
22,2020-02-13,0,68.65649807996826,25.185296202372935,True,23,0.023821930016016103,49.93977456591333
23,2020-02-14,0,68.65649807996826,25.185296202372935,True,24,0.02816863266841442,49.93977456591333
24,2020-02-15,0,68.65649807996826,25.185296202372935,True,25,0.0333079379495325,49.93977456591333
25,2020-02-16,0,68.65649807996826,25.185296202372935,True,26,0.039384164661722745,49.93977456591333
26,2020-02-17,0,68.65649807996826,25.185296202372935,True,27,0.04656782634453417,49.93977456591333
27,2020-02-18,0,68.65649807996826,25.185296202372935,True,28,0.0550603526888307,49.93977456591333
28,2020-02-19,0,68.65649807996826,25.185296202372935,True,29,0.06509964877399889,49.93977456591333
29,2020-02-20,0,68.65649807996826,25.185296202372935,True,30,0.07696663553777071,49.93977456591333
30,2020-02-21,0,68.65649807996826,25.185296202372935,True,31,0.09099293731394885,49.93977456591333
31,2020-02-22,0,68.65649807996826,25.185296202372935,True,32,0.10756990732853987,49.93977456591333
32,2020-02-23,0,68.65649807996826,25.185296202372935,True,33,0.1271592096465517,49.93977456591333
33,2020-02-24,0,68.65649807996826,25.185296202372935,True,34,0.15030520590088595,49.93977456591333
34,2020-02-25,0,68.65649807996826,25.185296202372935,True,35,0.17764942655918342,49.93977456591333
35,2020-02-26,0,68.65649807996826,25.185296202372935,True,36,0.2099474383359068,49.93977456591333
36,2020-02-27,0,68.65649807996826,25.185296202372935,True,37,0.24808844974692287,49.93977456591333
37,2020-02-28,0,68.65649807996826,25.185296202372935,True,38,0.29311802281022764,49.93977456591333
38,2020-02-29,0,68.65649807996826,25.185296202372935,True,39,0.34626427615903044,49.93977456591333
39,2020-03-01,0,68.65649807996826,25.185296202372935,True,40,0.40896796702569627,49.93977456591333
40,2020-03-02,0,68.65649807996826,25.185296202372935,True,41,0.4829168177103448,49.93977456591333
