,Report_Date,China_guangxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,254,13.219167009534711,126.43423560742121,True,65,252.86568433531508,252.86845995608894
65,2020-03-27,254,13.219167009534711,126.43423560742121,True,66,252.86623571915615,252.86845995608894
66,2020-03-28,254,13.219167009534711,126.43423560742121,True,67,252.86667801253193,252.86845995608894
67,2020-03-29,254,13.219167009534711,126.43423560742121,True,68,252.86703279855143,252.86845995608894
68,2020-03-30,254,13.219167009534711,126.43423560742121,True,69,252.86731739029085,252.86845995608894
69,2020-03-31,254,13.219167009534711,126.43423560742121,True,70,252.86754567554777,252.86845995608894
70,2020-04-01,254,13.219167009534711,126.43423560742121,True,71,252.86772879448765,252.86845995608894
71,2020-04-02,254,13.219167009534711,126.43423560742121,True,72,252.86787568323462,252.86845995608894
72,2020-04-03,254,13.219167009534711,126.43423560742121,True,73,252.86799350992388,252.86845995608894
73,2020-04-04,254,13.219167009534711,126.43423560742121,True,74,252.8680880244875,252.86845995608894
74,2020-04-05,254,13.219167009534711,126.43423560742121,True,75,252.86816383923966,252.86845995608894
75,2020-04-06,254,13.219167009534711,126.43423560742121,True,76,252.86822465395082,252.86845995608894
76,2020-04-07,254,13.219167009534711,126.43423560742121,True,77,252.86827343639217,252.86845995608894
77,2020-04-08,254,13.219167009534711,126.43423560742121,True,78,252.86831256716056,252.86845995608894
78,2020-04-09,254,13.219167009534711,126.43423560742121,True,79,252.8683439558505,252.86845995608894
79,2020-04-10,254,13.219167009534711,126.43423560742121,True,80,252.86836913424202,252.86845995608894
