,Report_Date,UK_isle of man_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,85.57049452015265,310.2155073606272,False,1,0.007097750972045217,620.431014721242
1,2020-01-23,0,85.57049452015265,310.2155073606272,False,2,0.008119913217809837,620.431014721242
2,2020-01-24,0,85.57049452015265,310.2155073606272,False,3,0.009289277023239338,620.431014721242
3,2020-01-25,0,85.57049452015265,310.2155073606272,False,4,0.01062704020077774,620.431014721242
4,2020-01-26,0,85.57049452015265,310.2155073606272,False,5,0.012157452951200241,620.431014721242
5,2020-01-27,0,85.57049452015265,310.2155073606272,False,6,0.013908257328738655,620.431014721242
6,2020-01-28,0,85.57049452015265,310.2155073606272,False,7,0.015911189957809206,620.431014721242
7,2020-01-29,0,85.57049452015265,310.2155073606272,False,8,0.01820255709887211,620.431014721242
8,2020-01-30,0,85.57049452015265,310.2155073606272,False,9,0.02082389246754709,620.431014721242
9,2020-01-31,0,85.57049452015265,310.2155073606272,False,10,0.023822709704767766,620.431014721242
10,2020-02-01,0,85.57049452015265,310.2155073606272,False,11,0.027253363103079433,620.431014721242
11,2020-02-02,0,85.57049452015265,310.2155073606272,False,12,0.031178032145494812,620.431014721242
12,2020-02-03,0,85.57049452015265,310.2155073606272,False,13,0.03566784764317408,620.431014721242
13,2020-02-04,0,85.57049452015265,310.2155073606272,False,14,0.04080417980594138,620.431014721242
14,2020-02-05,0,85.57049452015265,310.2155073606272,False,15,0.046680111490071605,620.431014721242
15,2020-02-06,0,85.57049452015265,310.2155073606272,False,16,0.053402123191804686,620.431014721242
16,2020-02-07,0,85.57049452015265,310.2155073606272,False,17,0.061092020150524444,620.431014721242
17,2020-02-08,0,85.57049452015265,310.2155073606272,False,18,0.069889136258139,620.431014721242
18,2020-02-09,0,85.57049452015265,310.2155073606272,False,19,0.07995285441534973,620.431014721242
19,2020-02-10,0,85.57049452015265,310.2155073606272,False,20,0.09146548861544543,620.431014721242
20,2020-02-11,0,85.57049452015265,310.2155073606272,False,21,0.10463557946721694,620.431014721242
21,2020-02-12,0,85.57049452015265,310.2155073606272,False,22,0.11970166219793543,620.431014721242
22,2020-02-13,0,85.57049452015265,310.2155073606272,False,23,0.13693657452591715,620.431014721242
23,2020-02-14,0,85.57049452015265,310.2155073606272,False,24,0.15665238129562473,620.431014721242
24,2020-02-15,0,85.57049452015265,310.2155073606272,False,25,0.17920600357825664,620.431014721242
25,2020-02-16,0,85.57049452015265,310.2155073606272,False,26,0.20500565222645725,620.431014721242
26,2020-02-17,0,85.57049452015265,310.2155073606272,False,27,0.23451817982075246,620.431014721242
27,2020-02-18,0,85.57049452015265,310.2155073606272,False,28,0.2682774807646128,620.431014721242
28,2020-02-19,0,85.57049452015265,310.2155073606272,False,29,0.3068940872015677,620.431014721242
29,2020-02-20,0,85.57049452015265,310.2155073606272,False,30,0.351066128688182,620.431014721242
30,2020-02-21,0,85.57049452015265,310.2155073606272,False,31,0.40159184642626844,620.431014721242
31,2020-02-22,0,85.57049452015265,310.2155073606272,False,32,0.45938387861800806,620.431014721242
32,2020-02-23,0,85.57049452015265,310.2155073606272,False,33,0.5254855624522442,620.431014721242
33,2020-02-24,0,85.57049452015265,310.2155073606272,False,34,0.6010895306579038,620.431014721242
34,2020-02-25,0,85.57049452015265,310.2155073606272,False,35,0.6875589167648953,620.431014721242
35,2020-02-26,0,85.57049452015265,310.2155073606272,False,36,0.7864515234674871,620.431014721242
36,2020-02-27,0,85.57049452015265,310.2155073606272,False,37,0.8995473530222621,620.431014721242
37,2020-02-28,0,85.57049452015265,310.2155073606272,False,38,1.028879947593349,620.431014721242
38,2020-02-29,0,85.57049452015265,310.2155073606272,False,39,1.1767720409315638,620.431014721242
39,2020-03-01,0,85.57049452015265,310.2155073606272,False,40,1.3458760806247292,620.431014721242
40,2020-03-02,0,85.57049452015265,310.2155073606272,False,41,1.5392202420280678,620.431014721242
41,2020-03-03,0,85.57049452015265,310.2155073606272,False,42,1.760260620184359,620.431014721242
42,2020-03-04,0,85.57049452015265,310.2155073606272,False,43,2.012940353418796,620.431014721242
43,2020-03-05,0,85.57049452015265,310.2155073606272,False,44,2.3017565000611553,620.431014721242
44,2020-03-06,0,85.57049452015265,310.2155073606272,False,45,2.631835555286491,620.431014721242
45,2020-03-07,0,85.57049452015265,310.2155073606272,False,46,3.0090185546440353,620.431014721242
46,2020-03-08,0,85.57049452015265,310.2155073606272,False,47,3.4399567592812255,620.431014721242
47,2020-03-09,0,85.57049452015265,310.2155073606272,False,48,3.932218948110299,620.431014721242
48,2020-03-10,0,85.57049452015265,310.2155073606272,False,49,4.494411344756273,620.431014721242
49,2020-03-11,0,85.57049452015265,310.2155073606272,False,50,5.136311169589262,620.431014721242
50,2020-03-12,0,85.57049452015265,310.2155073606272,False,51,5.869014713228987,620.431014721242
51,2020-03-13,0,85.57049452015265,310.2155073606272,False,52,6.705100656731901,620.431014721242
52,2020-03-14,0,85.57049452015265,310.2155073606272,False,53,7.658809088763701,620.431014721242
53,2020-03-15,0,85.57049452015265,310.2155073606272,False,54,8.74623625836895,620.431014721242
54,2020-03-16,0,85.57049452015265,310.2155073606272,False,55,9.985544512882006,620.431014721242
55,2020-03-17,0,85.57049452015265,310.2155073606272,False,56,11.39718605518146,620.431014721242
56,2020-03-18,0,85.57049452015265,310.2155073606272,False,57,13.004138055354556,620.431014721242
57,2020-03-19,0,85.57049452015265,310.2155073606272,False,58,14.832145203258118,620.431014721242
58,2020-03-20,1,85.57049452015265,310.2155073606272,False,59,16.909963918500434,620.431014721242
59,2020-03-21,1,85.57049452015265,310.2155073606272,False,60,19.269600068743536,620.431014721242
