,Report_Date,Romania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
117,2020-05-18,17036,108.90675409381754,13807.113670142127,True,118,16865.699350759085,26783.04838137756
118,2020-05-19,17191,108.90675409381754,13807.113670142127,True,119,17189.102270556894,26783.04838137756
119,2020-05-20,17387,108.90675409381754,13807.113670142127,True,120,17508.604996709717,26783.04838137756
120,2020-05-21,17585,108.90675409381754,13807.113670142127,True,121,17823.892951025868,26783.04838137756
121,2020-05-22,17712,108.90675409381754,13807.113670142127,True,122,18134.669995120108,26783.04838137756
122,2020-05-23,17857,108.90675409381754,13807.113670142127,True,123,18440.659303236553,26783.04838137756
123,2020-05-24,18070,108.90675409381754,13807.113670142127,True,124,18741.604069196343,26783.04838137756
124,2020-05-25,18283,108.90675409381754,13807.113670142127,True,125,19037.26804738796,26783.04838137756
125,2020-05-26,18429,108.90675409381754,13807.113670142127,True,126,19327.435929876116,26783.04838137756
126,2020-05-27,18594,108.90675409381754,13807.113670142127,True,127,19611.91356370752,26783.04838137756
127,2020-05-28,18791,108.90675409381754,13807.113670142127,True,128,19890.528014306998,26783.04838137756
128,2020-05-29,18982,108.90675409381754,13807.113670142127,True,129,20163.127482462132,26783.04838137756
129,2020-05-30,19133,108.90675409381754,13807.113670142127,True,130,20429.581083770147,26783.04838137756
130,2020-05-31,19257,108.90675409381754,13807.113670142127,True,131,20689.77850055888,26783.04838137756
131,2020-06-01,19398,108.90675409381754,13807.113670142127,True,132,20943.62951718927,26783.04838137756
132,2020-06-02,19517,108.90675409381754,13807.113670142127,True,133,21191.063450303216,26783.04838137756
133,2020-06-03,19669,108.90675409381754,13807.113670142127,True,134,21432.0284860058,26783.04838137756
134,2020-06-04,19907,108.90675409381754,13807.113670142127,True,135,21666.490936177135,26783.04838137756
135,2020-06-05,20103,108.90675409381754,13807.113670142127,True,136,21894.434426113003,26783.04838137756
136,2020-06-06,20290,108.90675409381754,13807.113670142127,True,137,22115.859025514615,26783.04838137756
137,2020-06-07,20479,108.90675409381754,13807.113670142127,True,138,22330.780334507217,26783.04838137756
138,2020-06-08,20604,108.90675409381754,13807.113670142127,True,139,22539.22853588777,26783.04838137756
139,2020-06-09,20749,108.90675409381754,13807.113670142127,True,140,22741.247424207086,26783.04838137756
140,2020-06-10,20945,108.90675409381754,13807.113670142127,True,141,22936.89342160382,26783.04838137756
141,2020-06-11,21182,108.90675409381754,13807.113670142127,True,142,23126.234589549797,26783.04838137756
142,2020-06-12,21404,108.90675409381754,13807.113670142127,True,143,23309.3496448585,26783.04838137756
143,2020-06-13,21679,108.90675409381754,13807.113670142127,True,144,23486.326987471482,26783.04838137756
144,2020-06-14,21999,108.90675409381754,13807.113670142127,True,145,23657.263746687764,26783.04838137756
145,2020-06-15,22165,108.90675409381754,13807.113670142127,True,146,23822.2648516554,26783.04838137756
146,2020-06-16,22415,108.90675409381754,13807.113670142127,True,147,23981.44213111523,26783.04838137756
147,2020-06-17,22760,108.90675409381754,13807.113670142127,True,148,24134.913446585975,26783.04838137756
148,2020-06-18,23080,108.90675409381754,13807.113670142127,True,149,24282.80186241663,26783.04838137756
149,2020-06-19,23400,108.90675409381754,13807.113670142127,True,150,24425.234855413735,26783.04838137756
150,2020-06-20,23730,108.90675409381754,13807.113670142127,True,151,24562.343566082967,26783.04838137756
151,2020-06-21,24045,108.90675409381754,13807.113670142127,True,152,24694.26209291035,26783.04838137756
152,2020-06-22,24291,108.90675409381754,13807.113670142127,True,153,24821.12683055056,26783.04838137756
153,2020-06-23,24505,108.90675409381754,13807.113670142127,True,154,24943.075852288697,26783.04838137756
154,2020-06-24,24826,108.90675409381754,13807.113670142127,True,155,25060.248336698027,26783.04838137756
155,2020-06-25,25286,108.90675409381754,13807.113670142127,True,156,25172.784038027123,26783.04838137756
156,2020-06-26,25697,108.90675409381754,13807.113670142127,True,157,25280.822799515132,26783.04838137756
157,2020-06-27,26022,108.90675409381754,13807.113670142127,True,158,25384.504108549056,26783.04838137756
158,2020-06-28,26313,108.90675409381754,13807.113670142127,True,159,25483.96669234062,26783.04838137756
159,2020-06-29,26582,108.90675409381754,13807.113670142127,True,160,25579.34815260783,26783.04838137756
160,2020-06-30,26970,108.90675409381754,13807.113670142127,True,161,25670.784637594606,26783.04838137756
161,2020-07-01,27296,108.90675409381754,13807.113670142127,True,162,25758.410549647386,26783.04838137756
162,2020-07-02,27746,108.90675409381754,13807.113670142127,True,163,25842.3582864858,26783.04838137756
163,2020-07-03,28166,108.90675409381754,13807.113670142127,True,164,25922.758014252926,26783.04838137756
164,2020-07-04,28582,108.90675409381754,13807.113670142127,True,165,25999.73747040435,26783.04838137756
165,2020-07-05,28973,108.90675409381754,13807.113670142127,True,166,26073.421794492097,26783.04838137756
166,2020-07-06,29223,108.90675409381754,13807.113670142127,True,167,26143.933384915435,26783.04838137756
167,2020-07-07,29620,108.90675409381754,13807.113670142127,True,168,26211.39177974293,26783.04838137756
168,2020-07-08,30175,108.90675409381754,13807.113670142127,True,169,26275.913559756264,26783.04838137756
