,Report_Date,Romania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,108.90675409381754,13807.113670142127,True,1,131.0043192573287,26783.04838137756
1,2020-01-23,0,108.90675409381754,13807.113670142127,True,2,137.62506561763803,26783.04838137756
2,2020-01-24,0,108.90675409381754,13807.113670142127,True,3,144.5786535768665,26783.04838137756
3,2020-01-25,0,108.90675409381754,13807.113670142127,True,4,151.8816336267256,26783.04838137756
4,2020-01-26,0,108.90675409381754,13807.113670142127,True,5,159.55136036007943,26783.04838137756
5,2020-01-27,0,108.90675409381754,13807.113670142127,True,6,167.60602958077305,26783.04838137756
6,2020-01-28,0,108.90675409381754,13807.113670142127,True,7,176.06471692110716,26783.04838137756
7,2020-01-29,0,108.90675409381754,13807.113670142127,True,8,184.94741800604805,26783.04838137756
8,2020-01-30,0,108.90675409381754,13807.113670142127,True,9,194.2750902016223,26783.04838137756
9,2020-01-31,0,108.90675409381754,13807.113670142127,True,10,204.06969598289325,26783.04838137756
10,2020-02-01,0,108.90675409381754,13807.113670142127,True,11,214.35424795439215,26783.04838137756
11,2020-02-02,0,108.90675409381754,13807.113670142127,True,12,225.15285555283782,26783.04838137756
12,2020-02-03,0,108.90675409381754,13807.113670142127,True,13,236.49077345835548,26783.04838137756
13,2020-02-04,0,108.90675409381754,13807.113670142127,True,14,248.3944517361453,26783.04838137756
14,2020-02-05,0,108.90675409381754,13807.113670142127,True,15,260.89158772557363,26783.04838137756
15,2020-02-06,0,108.90675409381754,13807.113670142127,True,16,274.01117968790334,26783.04838137756
16,2020-02-07,0,108.90675409381754,13807.113670142127,True,17,287.7835822172506,26783.04838137756
17,2020-02-08,0,108.90675409381754,13807.113670142127,True,18,302.2405634117785,26783.04838137756
18,2020-02-09,0,108.90675409381754,13807.113670142127,True,19,317.415363793512,26783.04838137756
19,2020-02-10,0,108.90675409381754,13807.113670142127,True,20,333.3427569553915,26783.04838137756
20,2020-02-11,0,108.90675409381754,13807.113670142127,True,21,350.05911190316243,26783.04838137756
21,2020-02-12,0,108.90675409381754,13807.113670142127,True,22,367.6024570473123,26783.04838137756
22,2020-02-13,0,108.90675409381754,13807.113670142127,True,23,386.0125457864081,26783.04838137756
23,2020-02-14,0,108.90675409381754,13807.113670142127,True,24,405.33092360770485,26783.04838137756
24,2020-02-15,0,108.90675409381754,13807.113670142127,True,25,425.60099661368656,26783.04838137756
25,2020-02-16,0,108.90675409381754,13807.113670142127,True,26,446.8681013641063,26783.04838137756
26,2020-02-17,0,108.90675409381754,13807.113670142127,True,27,469.17957590197125,26783.04838137756
27,2020-02-18,0,108.90675409381754,13807.113670142127,True,28,492.5848318086333,26783.04838137756
28,2020-02-19,0,108.90675409381754,13807.113670142127,True,29,517.1354271075278,26783.04838137756
29,2020-02-20,0,108.90675409381754,13807.113670142127,True,30,542.885139808015,26783.04838137756
30,2020-02-21,0,108.90675409381754,13807.113670142127,True,31,569.8900418500406,26783.04838137756
31,2020-02-22,0,108.90675409381754,13807.113670142127,True,32,598.2085731768165,26783.04838137756
32,2020-02-23,0,108.90675409381754,13807.113670142127,True,33,627.901615626251,26783.04838137756
33,2020-02-24,0,108.90675409381754,13807.113670142127,True,34,659.0325662922968,26783.04838137756
34,2020-02-25,0,108.90675409381754,13807.113670142127,True,35,691.6674099645946,26783.04838137756
35,2020-02-26,1,108.90675409381754,13807.113670142127,True,36,725.8747902086393,26783.04838137756
36,2020-02-27,1,108.90675409381754,13807.113670142127,True,37,761.7260785990754,26783.04838137756
37,2020-02-28,3,108.90675409381754,13807.113670142127,True,38,799.2954415655557,26783.04838137756
38,2020-02-29,3,108.90675409381754,13807.113670142127,True,39,838.6599042538111,26783.04838137756
39,2020-03-01,3,108.90675409381754,13807.113670142127,True,40,879.8994107441432,26783.04838137756
40,2020-03-02,3,108.90675409381754,13807.113670142127,True,41,923.096879905496,26783.04838137756
41,2020-03-03,3,108.90675409381754,13807.113670142127,True,42,968.3382560956452,26783.04838137756
42,2020-03-04,4,108.90675409381754,13807.113670142127,True,43,1015.7125538469825,26783.04838137756
43,2020-03-05,6,108.90675409381754,13807.113670142127,True,44,1065.3118956030835,26783.04838137756
44,2020-03-06,9,108.90675409381754,13807.113670142127,True,45,1117.2315414939565,26783.04838137756
45,2020-03-07,9,108.90675409381754,13807.113670142127,True,46,1171.569910058023,26783.04838137756
46,2020-03-08,15,108.90675409381754,13807.113670142127,True,47,1228.4285887368587,26783.04838137756
47,2020-03-09,15,108.90675409381754,13807.113670142127,True,48,1287.91233288518,26783.04838137756
48,2020-03-10,25,108.90675409381754,13807.113670142127,True,49,1350.1290519542142,26783.04838137756
49,2020-03-11,45,108.90675409381754,13807.113670142127,True,50,1415.189781422293,26783.04838137756
50,2020-03-12,49,108.90675409381754,13807.113670142127,True,51,1483.2086389632996,26783.04838137756
51,2020-03-13,89,108.90675409381754,13807.113670142127,True,52,1554.3027632627536,26783.04838137756
52,2020-03-14,123,108.90675409381754,13807.113670142127,True,53,1628.5922338141445,26783.04838137756
53,2020-03-15,131,108.90675409381754,13807.113670142127,True,54,1706.1999699563796,26783.04838137756
54,2020-03-16,158,108.90675409381754,13807.113670142127,True,55,1787.2516073485992,26783.04838137756
55,2020-03-17,184,108.90675409381754,13807.113670142127,True,56,1871.8753500233272,26783.04838137756
56,2020-03-18,260,108.90675409381754,13807.113670142127,True,57,1960.2017961152167,26783.04838137756
57,2020-03-19,277,108.90675409381754,13807.113670142127,True,58,2052.3637353330732,26783.04838137756
58,2020-03-20,308,108.90675409381754,13807.113670142127,True,59,2148.495916230205,26783.04838137756
59,2020-03-21,367,108.90675409381754,13807.113670142127,True,60,2248.73478133552,26783.04838137756
60,2020-03-22,433,108.90675409381754,13807.113670142127,True,61,2353.2181682382966,26783.04838137756
61,2020-03-23,576,108.90675409381754,13807.113670142127,True,62,2462.084974776743,26783.04838137756
62,2020-03-24,794,108.90675409381754,13807.113670142127,True,63,2575.474786567878,26783.04838137756
63,2020-03-25,906,108.90675409381754,13807.113670142127,True,64,2693.527465237551,26783.04838137756
64,2020-03-26,1029,108.90675409381754,13807.113670142127,True,65,2816.382695868388,26783.04838137756
65,2020-03-27,1292,108.90675409381754,13807.113670142127,True,66,2944.1794923837915,26783.04838137756
66,2020-03-28,1452,108.90675409381754,13807.113670142127,True,67,3077.0556598314147,26783.04838137756
67,2020-03-29,1815,108.90675409381754,13807.113670142127,True,68,3215.1472128231144,26783.04838137756
68,2020-03-30,2109,108.90675409381754,13807.113670142127,True,69,3358.587749733457,26783.04838137756
69,2020-03-31,2245,108.90675409381754,13807.113670142127,True,70,3507.5077826576317,26783.04838137756
70,2020-04-01,2460,108.90675409381754,13807.113670142127,True,71,3662.03402358438,26783.04838137756
71,2020-04-02,2738,108.90675409381754,13807.113670142127,True,72,3822.2886277510597,26783.04838137756
72,2020-04-03,3183,108.90675409381754,13807.113670142127,True,73,3988.3883957164935,26783.04838137756
73,2020-04-04,3613,108.90675409381754,13807.113670142127,True,74,4160.443936311629,26783.04838137756
74,2020-04-05,3864,108.90675409381754,13807.113670142127,True,75,4338.558793305899,26783.04838137756
75,2020-04-06,4057,108.90675409381754,13807.113670142127,True,76,4522.82853935433,26783.04838137756
76,2020-04-07,4417,108.90675409381754,13807.113670142127,True,77,4713.339841561347,26783.04838137756
77,2020-04-08,4761,108.90675409381754,13807.113670142127,True,78,4910.1695038040625,26783.04838137756
78,2020-04-09,5202,108.90675409381754,13807.113670142127,True,79,5113.383491791073,26783.04838137756
79,2020-04-10,5467,108.90675409381754,13807.113670142127,True,80,5323.035947680489,26783.04838137756
80,2020-04-11,5990,108.90675409381754,13807.113670142127,True,81,5539.168201929477,26783.04838137756
81,2020-04-12,6300,108.90675409381754,13807.113670142127,True,82,5761.807790880582,26783.04838137756
82,2020-04-13,6633,108.90675409381754,13807.113670142127,True,83,5990.967489390032,26783.04838137756
83,2020-04-14,6879,108.90675409381754,13807.113670142127,True,84,6226.644368549702,26783.04838137756
84,2020-04-15,7216,108.90675409381754,13807.113670142127,True,85,6468.818889226736,26783.04838137756
85,2020-04-16,7707,108.90675409381754,13807.113670142127,True,86,6717.4540427200245,26783.04838137756
86,2020-04-17,8067,108.90675409381754,13807.113670142127,True,87,6972.494550287962,26783.04838137756
87,2020-04-18,8418,108.90675409381754,13807.113670142127,True,88,7233.866133614054,26783.04838137756
88,2020-04-19,8746,108.90675409381754,13807.113670142127,True,89,7501.474868423381,26783.04838137756
89,2020-04-20,8936,108.90675409381754,13807.113670142127,True,90,7775.2066334225365,26783.04838137756
90,2020-04-21,9242,108.90675409381754,13807.113670142127,True,91,8054.926666489773,26783.04838137756
91,2020-04-22,9710,108.90675409381754,13807.113670142127,True,92,8340.479239574732,26783.04838137756
92,2020-04-23,10096,108.90675409381754,13807.113670142127,True,93,8631.687463066392,26783.04838137756
93,2020-04-24,10417,108.90675409381754,13807.113670142127,True,94,8928.353229447132,26783.04838137756
94,2020-04-25,10635,108.90675409381754,13807.113670142127,True,95,9230.257304868157,26783.04838137756
95,2020-04-26,11036,108.90675409381754,13807.113670142127,True,96,9537.159575861853,26783.04838137756
96,2020-04-27,11339,108.90675409381754,13807.113670142127,True,97,9848.79945676152,26783.04838137756
97,2020-04-28,11616,108.90675409381754,13807.113670142127,True,98,10164.89646154679,26783.04838137756
98,2020-04-29,11978,108.90675409381754,13807.113670142127,True,99,10485.15094179882,26783.04838137756
99,2020-04-30,12240,108.90675409381754,13807.113670142127,True,100,10809.244990266383,26783.04838137756
100,2020-05-01,12567,108.90675409381754,13807.113670142127,True,101,11136.843507249903,26783.04838137756
101,2020-05-02,12732,108.90675409381754,13807.113670142127,True,102,11467.595424650392,26783.04838137756
102,2020-05-03,13163,108.90675409381754,13807.113670142127,True,103,11801.13508015215,26783.04838137756
103,2020-05-04,13512,108.90675409381754,13807.113670142127,True,104,12137.083731664927,26783.04838137756
104,2020-05-05,13837,108.90675409381754,13807.113670142127,True,105,12475.05119989608,26783.04838137756
105,2020-05-06,14107,108.90675409381754,13807.113670142127,True,106,12814.637624810044,26783.04838137756
106,2020-05-07,14499,108.90675409381754,13807.113670142127,True,107,13155.435319813767,26783.04838137756
107,2020-05-08,14811,108.90675409381754,13807.113670142127,True,108,13497.030705830693,26783.04838137756
108,2020-05-09,15131,108.90675409381754,13807.113670142127,True,109,13839.006306036079,26783.04838137756
109,2020-05-10,15362,108.90675409381754,13807.113670142127,True,110,14180.942780959742,26783.04838137756
110,2020-05-11,15588,108.90675409381754,13807.113670142127,True,111,14522.420982947131,26783.04838137756
111,2020-05-12,15778,108.90675409381754,13807.113670142127,True,112,14863.024008624774,26783.04838137756
112,2020-05-13,16002,108.90675409381754,13807.113670142127,True,113,15202.339228052042,26783.04838137756
113,2020-05-14,16247,108.90675409381754,13807.113670142127,True,114,15539.960269655687,26783.04838137756
114,2020-05-15,16437,108.90675409381754,13807.113670142127,True,115,15875.488940826253,26783.04838137756
115,2020-05-16,16704,108.90675409381754,13807.113670142127,True,116,16208.537065184853,26783.04838137756
116,2020-05-17,16871,108.90675409381754,13807.113670142127,True,117,16538.728218975048,26783.04838137756
