,Report_Date,France_mayotte_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.67509016970494,159.0276741177324,True,1,0.003695795078831778,280.16769787690515
1,2020-01-23,0,76.67509016970494,159.0276741177324,True,2,0.004294546324854646,280.16769787690515
2,2020-01-24,0,76.67509016970494,159.0276741177324,True,3,0.004990299006827535,280.16769787690515
3,2020-01-25,0,76.67509016970494,159.0276741177324,True,4,0.005798767429222583,280.16769787690515
4,2020-01-26,0,76.67509016970494,159.0276741177324,True,5,0.0067382114387526375,280.16769787690515
5,2020-01-27,0,76.67509016970494,159.0276741177324,True,6,0.007829848708450915,280.16769787690515
6,2020-01-28,0,76.67509016970494,159.0276741177324,True,7,0.009098333773677306,280.16769787690515
7,2020-01-29,0,76.67509016970494,159.0276741177324,True,8,0.0105723146196713,280.16769787690515
8,2020-01-30,0,76.67509016970494,159.0276741177324,True,9,0.01228507936470229,280.16769787690515
9,2020-01-31,0,76.67509016970494,159.0276741177324,True,10,0.014275307608086185,280.16769787690515
10,2020-02-01,0,76.67509016970494,159.0276741177324,True,11,0.01658794336319304,280.16769787690515
11,2020-02-02,0,76.67509016970494,159.0276741177324,True,12,0.019275209223955894,280.16769787690515
12,2020-02-03,0,76.67509016970494,159.0276741177324,True,13,0.022397784579304022,280.16769787690515
13,2020-02-04,0,76.67509016970494,159.0276741177324,True,14,0.02602617436269322,280.16769787690515
14,2020-02-05,0,76.67509016970494,159.0276741177324,True,15,0.03024229908347988,280.16769787690515
15,2020-02-06,0,76.67509016970494,159.0276741177324,True,16,0.03514134182548815,280.16769787690515
16,2020-02-07,0,76.67509016970494,159.0276741177324,True,17,0.040833893621890646,280.16769787690515
17,2020-02-08,0,76.67509016970494,159.0276741177324,True,18,0.04744844524644802,280.16769787690515
18,2020-02-09,0,76.67509016970494,159.0276741177324,True,19,0.05513428113915555,280.16769787690515
19,2020-02-10,0,76.67509016970494,159.0276741177324,True,20,0.06406484006956352,280.16769787690515
20,2020-02-11,0,76.67509016970494,159.0276741177324,True,21,0.0744416174162438,280.16769787690515
21,2020-02-12,0,76.67509016970494,159.0276741177324,True,22,0.08649869581398109,280.16769787690515
22,2020-02-13,0,76.67509016970494,159.0276741177324,True,23,0.10050800462687047,280.16769787690515
23,2020-02-14,0,76.67509016970494,159.0276741177324,True,24,0.11678542451125984,280.16769787690515
24,2020-02-15,0,76.67509016970494,159.0276741177324,True,25,0.13569787153520133,280.16769787690515
25,2020-02-16,0,76.67509016970494,159.0276741177324,True,26,0.15767151625216122,280.16769787690515
26,2020-02-17,0,76.67509016970494,159.0276741177324,True,27,0.18320131715156907,280.16769787690515
27,2020-02-18,0,76.67509016970494,159.0276741177324,True,28,0.2128620754254662,280.16769787690515
28,2020-02-19,0,76.67509016970494,159.0276741177324,True,29,0.2473212494260919,280.16769787690515
29,2020-02-20,0,76.67509016970494,159.0276741177324,True,30,0.2873538029923228,280.16769787690515
30,2020-02-21,0,76.67509016970494,159.0276741177324,True,31,0.3338594024508672,280.16769787690515
31,2020-02-22,0,76.67509016970494,159.0276741177324,True,32,0.38788232299713576,280.16769787690515
32,2020-02-23,0,76.67509016970494,159.0276741177324,True,33,0.450634476735123,280.16769787690515
33,2020-02-24,0,76.67509016970494,159.0276741177324,True,34,0.5235220322231824,280.16769787690515
34,2020-02-25,0,76.67509016970494,159.0276741177324,True,35,0.6081761591002723,280.16769787690515
35,2020-02-26,0,76.67509016970494,159.0276741177324,True,36,0.7064885011807044,280.16769787690515
