,Report_Date,France_mayotte_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
36,2020-02-27,0,76.67509016970494,159.0276741177324,True,37,0.8206520568631552,280.16769787690515
37,2020-02-28,0,76.67509016970494,159.0276741177324,True,38,0.953208225820857,280.16769787690515
38,2020-02-29,0,76.67509016970494,159.0276741177324,True,39,1.1071008639704427,280.16769787690515
39,2020-03-01,0,76.67509016970494,159.0276741177324,True,40,1.2857382718172958,280.16769787690515
40,2020-03-02,0,76.67509016970494,159.0276741177324,True,41,1.493064120105566,280.16769787690515
41,2020-03-03,0,76.67509016970494,159.0276741177324,True,42,1.733638384879783,280.16769787690515
42,2020-03-04,0,76.67509016970494,159.0276741177324,True,43,2.0127294124693704,280.16769787690515
43,2020-03-05,0,76.67509016970494,159.0276741177324,True,44,2.3364182507852607,280.16769787690515
44,2020-03-06,0,76.67509016970494,159.0276741177324,True,45,2.7117163491802643,280.16769787690515
45,2020-03-07,0,76.67509016970494,159.0276741177324,True,46,3.1466976213980544,280.16769787690515
46,2020-03-08,0,76.67509016970494,159.0276741177324,True,47,3.650645653571429,280.16769787690515
47,2020-03-09,0,76.67509016970494,159.0276741177324,True,48,4.234216481111413,280.16769787690515
48,2020-03-10,0,76.67509016970494,159.0276741177324,True,49,4.9096168025767,280.16769787690515
49,2020-03-11,0,76.67509016970494,159.0276741177324,True,50,5.690796680017528,280.16769787690515
50,2020-03-12,0,76.67509016970494,159.0276741177324,True,51,6.593654614251834,280.16769787690515
51,2020-03-13,0,76.67509016970494,159.0276741177324,True,52,7.636251285986325,280.16769787690515
52,2020-03-14,0,76.67509016970494,159.0276741177324,True,53,8.839026113211228,280.16769787690515
53,2020-03-15,1,76.67509016970494,159.0276741177324,True,54,10.225007978900871,280.16769787690515
54,2020-03-16,1,76.67509016970494,159.0276741177324,True,55,11.820007922855845,280.16769787690515
55,2020-03-17,1,76.67509016970494,159.0276741177324,True,56,13.652777184942183,280.16769787690515
56,2020-03-18,3,76.67509016970494,159.0276741177324,True,57,15.755108708838705,280.16769787690515
57,2020-03-19,3,76.67509016970494,159.0276741177324,True,58,18.16185414535899,280.16769787690515
58,2020-03-20,6,76.67509016970494,159.0276741177324,True,59,20.91082178234312,280.16769787690515
59,2020-03-21,7,76.67509016970494,159.0276741177324,True,60,24.04251417742336,280.16769787690515
60,2020-03-22,11,76.67509016970494,159.0276741177324,True,61,27.599658433301475,280.16769787690515
61,2020-03-23,24,76.67509016970494,159.0276741177324,True,62,31.62647832742431,280.16769787690515
62,2020-03-24,36,76.67509016970494,159.0276741177324,True,63,36.16765768687687,280.16769787690515
63,2020-03-25,36,76.67509016970494,159.0276741177324,True,64,41.26695076565575,280.16769787690515
64,2020-03-26,36,76.67509016970494,159.0276741177324,True,65,46.96541053137804,280.16769787690515
65,2020-03-27,50,76.67509016970494,159.0276741177324,True,66,53.29923222108737,280.16769787690515
66,2020-03-28,63,76.67509016970494,159.0276741177324,True,67,60.29724904308622,280.16769787690515
67,2020-03-29,63,76.67509016970494,159.0276741177324,True,68,67.97816951513312,280.16769787690515
68,2020-03-30,82,76.67509016970494,159.0276741177324,True,69,76.34770878808591,280.16769787690515
69,2020-03-31,94,76.67509016970494,159.0276741177324,True,70,85.39583263739421,280.16769787690515
70,2020-04-01,94,76.67509016970494,159.0276741177324,True,71,95.09439148661538,280.16769787690515
71,2020-04-02,116,76.67509016970494,159.0276741177324,True,72,105.39545814352627,280.16769787690515
72,2020-04-03,128,76.67509016970494,159.0276741177324,True,73,116.23068103677006,280.16769787690515
73,2020-04-04,134,76.67509016970494,159.0276741177324,True,74,127.51191183776668,280.16769787690515
74,2020-04-05,147,76.67509016970494,159.0276741177324,True,75,139.1332577869028,280.16769787690515
75,2020-04-06,147,76.67509016970494,159.0276741177324,True,76,150.97455269307716,280.16769787690515
76,2020-04-07,171,76.67509016970494,159.0276741177324,True,77,162.90605837276246,280.16769787690515
77,2020-04-08,171,76.67509016970494,159.0276741177324,True,78,174.79403322395558,280.16769787690515
78,2020-04-09,184,76.67509016970494,159.0276741177324,True,79,186.50667310595523,280.16769787690515
79,2020-04-10,191,76.67509016970494,159.0276741177324,True,80,197.91987134206474,280.16769787690515
