,Report_Date,Australia_northern territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.3891080442172,19.23763653190203,True,1,0.00045208000939175527,36.65294613026786
1,2020-01-23,0,71.3891080442172,19.23763653190203,True,2,0.0005311939325941237,36.65294613026786
2,2020-01-24,0,71.3891080442172,19.23763653190203,True,3,0.000624152554032333,36.65294613026786
3,2020-01-25,0,71.3891080442172,19.23763653190203,True,4,0.0007333785687048484,36.65294613026786
4,2020-01-26,0,71.3891080442172,19.23763653190203,True,5,0.0008617185884393577,36.65294613026786
5,2020-01-27,0,71.3891080442172,19.23763653190203,True,6,0.0010125173053653473,36.65294613026786
6,2020-01-28,0,71.3891080442172,19.23763653190203,True,7,0.0011897046254364392,36.65294613026786
7,2020-01-29,0,71.3891080442172,19.23763653190203,True,8,0.001397898038470198,36.65294613026786
8,2020-01-30,0,71.3891080442172,19.23763653190203,True,9,0.0016425228865467136,36.65294613026786
9,2020-01-31,0,71.3891080442172,19.23763653190203,True,10,0.0019299536566915062,36.65294613026786
10,2020-02-01,0,71.3891080442172,19.23763653190203,True,11,0.002267679968404922,36.65294613026786
11,2020-02-02,0,71.3891080442172,19.23763653190203,True,12,0.002664501565633771,36.65294613026786
12,2020-02-03,0,71.3891080442172,19.23763653190203,True,13,0.0031307573723830134,36.65294613026786
13,2020-02-04,0,71.3891080442172,19.23763653190203,True,14,0.003678594550205252,36.65294613026786
14,2020-02-05,0,71.3891080442172,19.23763653190203,True,15,0.004322284526272561,36.65294613026786
15,2020-02-06,0,71.3891080442172,19.23763653190203,True,16,0.005078594168214477,36.65294613026786
16,2020-02-07,0,71.3891080442172,19.23763653190203,True,17,0.005967221696113728,36.65294613026786
17,2020-02-08,0,71.3891080442172,19.23763653190203,True,18,0.007011308577425509,36.65294613026786
18,2020-02-09,0,71.3891080442172,19.23763653190203,True,19,0.008238040586931915,36.65294613026786
19,2020-02-10,0,71.3891080442172,19.23763653190203,True,20,0.009679353477023025,36.65294613026786
20,2020-02-11,0,71.3891080442172,19.23763653190203,True,21,0.011372761346246272,36.65294613026786
21,2020-02-12,0,71.3891080442172,19.23763653190203,True,22,0.013362328876310194,36.65294613026786
22,2020-02-13,0,71.3891080442172,19.23763653190203,True,23,0.01569981219784062,36.65294613026786
23,2020-02-14,0,71.3891080442172,19.23763653190203,True,24,0.018445997320123152,36.65294613026786
24,2020-02-15,0,71.3891080442172,19.23763653190203,True,25,0.021672269905763385,36.65294613026786
25,2020-02-16,0,71.3891080442172,19.23763653190203,True,26,0.025462455782467776,36.65294613026786
26,2020-02-17,0,71.3891080442172,19.23763653190203,True,27,0.02991497806393856,36.65294613026786
27,2020-02-18,0,71.3891080442172,19.23763653190203,True,28,0.035145384209548707,36.65294613026786
28,2020-02-19,0,71.3891080442172,19.23763653190203,True,29,0.04128930490063736,36.65294613026786
29,2020-02-20,0,71.3891080442172,19.23763653190203,True,30,0.048505916360559495,36.65294613026786
30,2020-02-21,0,71.3891080442172,19.23763653190203,True,31,0.056981988796375775,36.65294613026786
31,2020-02-22,0,71.3891080442172,19.23763653190203,True,32,0.06693661606982461,36.65294613026786
32,2020-02-23,0,71.3891080442172,19.23763653190203,True,33,0.07862673555026288,36.65294613026786
33,2020-02-24,0,71.3891080442172,19.23763653190203,True,34,0.09235356233097798,36.65294613026786
34,2020-02-25,0,71.3891080442172,19.23763653190203,True,35,0.10847007846529984,36.65294613026786
35,2020-02-26,0,71.3891080442172,19.23763653190203,True,36,0.1273897353042336,36.65294613026786
36,2020-02-27,0,71.3891080442172,19.23763653190203,True,37,0.14959654486508359,36.65294613026786
37,2020-02-28,0,71.3891080442172,19.23763653190203,True,38,0.17565675357160226,36.65294613026786
38,2020-02-29,0,71.3891080442172,19.23763653190203,True,39,0.2062323073562493,36.65294613026786
39,2020-03-01,0,71.3891080442172,19.23763653190203,True,40,0.24209632903743902,36.65294613026786
40,2020-03-02,0,71.3891080442172,19.23763653190203,True,41,0.2841508342391794,36.65294613026786
41,2020-03-03,0,71.3891080442172,19.23763653190203,True,42,0.33344690689952033,36.65294613026786
42,2020-03-04,1,71.3891080442172,19.23763653190203,True,43,0.39120753407595343,36.65294613026786
