,Report_Date,Australia_northern territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,1,71.3891080442172,19.23763653190203,True,44,0.4588532547844062,36.65294613026786
44,2020-03-06,0,71.3891080442172,19.23763653190203,True,45,0.5380306990096583,36.65294613026786
45,2020-03-07,0,71.3891080442172,19.23763653190203,True,46,0.6306439677920794,36.65294613026786
46,2020-03-08,0,71.3891080442172,19.23763653190203,True,47,0.738888616915766,36.65294613026786
47,2020-03-09,0,71.3891080442172,19.23763653190203,True,48,0.865287734860857,36.65294613026786
48,2020-03-10,1,71.3891080442172,19.23763653190203,True,49,1.0127292262691485,36.65294613026786
49,2020-03-11,1,71.3891080442172,19.23763653190203,True,50,1.1845028982675216,36.65294613026786
50,2020-03-12,1,71.3891080442172,19.23763653190203,True,51,1.3843352709711614,36.65294613026786
51,2020-03-13,1,71.3891080442172,19.23763653190203,True,52,1.6164191713045344,36.65294613026786
52,2020-03-14,1,71.3891080442172,19.23763653190203,True,53,1.885434107813657,36.65294613026786
53,2020-03-15,1,71.3891080442172,19.23763653190203,True,54,2.196552172734354,36.65294613026786
54,2020-03-16,1,71.3891080442172,19.23763653190203,True,55,2.5554228247290207,36.65294613026786
55,2020-03-17,1,71.3891080442172,19.23763653190203,True,56,2.9681284813055155,36.65294613026786
56,2020-03-18,1,71.3891080442172,19.23763653190203,True,57,3.441101591759751,36.65294613026786
57,2020-03-19,1,71.3891080442172,19.23763653190203,True,58,3.9809930816497348,36.65294613026786
58,2020-03-20,3,71.3891080442172,19.23763653190203,True,59,4.594482202133169,36.65294613026786
59,2020-03-21,3,71.3891080442172,19.23763653190203,True,60,5.2880194504078535,36.65294613026786
60,2020-03-22,5,71.3891080442172,19.23763653190203,True,61,6.067497990620443,36.65294613026786
61,2020-03-23,5,71.3891080442172,19.23763653190203,True,62,6.93785548450022,36.65294613026786
62,2020-03-24,6,71.3891080442172,19.23763653190203,True,63,7.902617758215574,36.65294613026786
63,2020-03-25,6,71.3891080442172,19.23763653190203,True,64,8.96340804680803,36.65294613026786
64,2020-03-26,12,71.3891080442172,19.23763653190203,True,65,10.119459548874888,36.65294613026786
65,2020-03-27,12,71.3891080442172,19.23763653190203,True,66,11.367182461898482,36.65294613026786
66,2020-03-28,15,71.3891080442172,19.23763653190203,True,67,12.699846258651963,36.65294613026786
67,2020-03-29,15,71.3891080442172,19.23763653190203,True,68,14.107439848193385,36.65294613026786
68,2020-03-30,15,71.3891080442172,19.23763653190203,True,69,15.576763043814209,36.65294613026786
69,2020-03-31,17,71.3891080442172,19.23763653190203,True,70,17.09178089018441,36.65294613026786
70,2020-04-01,19,71.3891080442172,19.23763653190203,True,71,18.63423947600698,36.65294613026786
71,2020-04-02,21,71.3891080442172,19.23763653190203,True,72,20.184503122675498,36.65294613026786
72,2020-04-03,22,71.3891080442172,19.23763653190203,True,73,21.722536387111916,36.65294613026786
73,2020-04-04,26,71.3891080442172,19.23763653190203,True,74,23.22892892303222,36.65294613026786
74,2020-04-05,27,71.3891080442172,19.23763653190203,True,75,24.685853514414926,36.65294613026786
75,2020-04-06,28,71.3891080442172,19.23763653190203,True,76,26.0778596070349,36.65294613026786
76,2020-04-07,28,71.3891080442172,19.23763653190203,True,77,27.392433201083666,36.65294613026786
77,2020-04-08,28,71.3891080442172,19.23763653190203,True,78,28.620291703124128,36.65294613026786
78,2020-04-09,28,71.3891080442172,19.23763653190203,True,79,29.755420406768497,36.65294613026786
79,2020-04-10,28,71.3891080442172,19.23763653190203,True,80,30.794888072009975,36.65294613026786
