,Report_Date,Netherlands_sint maarten_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
66,2020-03-28,3,88.75862356299714,94.11486051314313,False,67,10.582900220568108,165.60615305140522
67,2020-03-29,6,88.75862356299714,94.11486051314313,False,68,11.954614927960893,165.60615305140522
68,2020-03-30,6,88.75862356299714,94.11486051314313,False,69,13.490624024038933,165.60615305140522
69,2020-03-31,6,88.75862356299714,94.11486051314313,False,70,15.206964226562175,165.60615305140522
70,2020-04-01,16,88.75862356299714,94.11486051314313,False,71,17.12027108551661,165.60615305140522
71,2020-04-02,18,88.75862356299714,94.11486051314313,False,72,19.247526761962718,165.60615305140522
72,2020-04-03,23,88.75862356299714,94.11486051314313,False,73,21.605726478634686,165.60615305140522
73,2020-04-04,23,88.75862356299714,94.11486051314313,False,74,24.21145519107041,165.60615305140522
74,2020-04-05,25,88.75862356299714,94.11486051314313,False,75,27.080369418055017,165.60615305140522
75,2020-04-06,37,88.75862356299714,94.11486051314313,False,76,30.226584450710344,165.60615305140522
76,2020-04-07,40,88.75862356299714,94.11486051314313,False,77,33.661974548863114,165.60615305140522
77,2020-04-08,40,88.75862356299714,94.11486051314313,False,78,37.39540323065314,165.60615305140522
78,2020-04-09,43,88.75862356299714,94.11486051314313,False,79,41.43191202587782,165.60615305140522
79,2020-04-10,50,88.75862356299714,94.11486051314313,False,80,45.77190830073861,165.60615305140522
