,Report_Date,Trinidad and Tobago_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,243.15827380315554,3396.646857558095,True,1,0.07122600357751518,6736.428373818084
1,2020-01-23,0,243.15827380315554,3396.646857558095,True,2,0.07467944726881647,6736.428373818084
2,2020-01-24,0,243.15827380315554,3396.646857558095,True,3,0.0783003317158087,6736.428373818084
3,2020-01-25,0,243.15827380315554,3396.646857558095,True,4,0.08209677511794176,6736.428373818084
4,2020-01-26,0,243.15827380315554,3396.646857558095,True,5,0.08607728925849825,6736.428373818084
5,2020-01-27,0,243.15827380315554,3396.646857558095,True,6,0.09025079858430246,6736.428373818084
6,2020-01-28,0,243.15827380315554,3396.646857558095,True,7,0.09462666021016573,6736.428373818084
7,2020-01-29,0,243.15827380315554,3396.646857558095,True,8,0.09921468489286904,6736.428373818084
8,2020-01-30,0,243.15827380315554,3396.646857558095,True,9,0.10402515902165183,6736.428373818084
9,2020-01-31,0,243.15827380315554,3396.646857558095,True,10,0.10906886767444975,6736.428373818084
10,2020-02-01,0,243.15827380315554,3396.646857558095,True,11,0.11435711879150703,6736.428373818084
11,2020-02-02,0,243.15827380315554,3396.646857558095,True,12,0.1199017685204873,6736.428373818084
12,2020-02-03,0,243.15827380315554,3396.646857558095,True,13,0.1257152477898264,6736.428373818084
13,2020-02-04,0,243.15827380315554,3396.646857558095,True,14,0.13181059016981556,6736.428373818084
14,2020-02-05,0,243.15827380315554,3396.646857558095,True,15,0.13820146108378079,6736.428373818084
15,2020-02-06,0,243.15827380315554,3396.646857558095,True,16,0.1449021884347433,6736.428373818084
16,2020-02-07,0,243.15827380315554,3396.646857558095,True,17,0.15192779471610537,6736.428373818084
17,2020-02-08,0,243.15827380315554,3396.646857558095,True,18,0.15929403067822348,6736.428373818084
18,2020-02-09,0,243.15827380315554,3396.646857558095,True,19,0.16701741062620418,6736.428373818084
19,2020-02-10,0,243.15827380315554,3396.646857558095,True,20,0.17511524942790163,6736.428373818084
20,2020-02-11,0,243.15827380315554,3396.646857558095,True,21,0.18360570131491244,6736.428373818084
21,2020-02-12,0,243.15827380315554,3396.646857558095,True,22,0.19250780056336708,6736.428373818084
22,2020-02-13,0,243.15827380315554,3396.646857558095,True,23,0.20184150414551108,6736.428373818084
23,2020-02-14,0,243.15827380315554,3396.646857558095,True,24,0.21162773644746657,6736.428373818084
24,2020-02-15,0,243.15827380315554,3396.646857558095,True,25,0.22188843615317297,6736.428373818084
25,2020-02-16,0,243.15827380315554,3396.646857558095,True,26,0.2326466053993372,6736.428373818084
26,2020-02-17,0,243.15827380315554,3396.646857558095,True,27,0.24392636131128498,6736.428373818084
27,2020-02-18,0,243.15827380315554,3396.646857558095,True,28,0.2557529900349128,6736.428373818084
28,2020-02-19,0,243.15827380315554,3396.646857558095,True,29,0.2681530033855009,6736.428373818084
29,2020-02-20,0,243.15827380315554,3396.646857558095,True,30,0.28115419823997656,6736.428373818084
30,2020-02-21,0,243.15827380315554,3396.646857558095,True,31,0.29478571880532556,6736.428373818084
31,2020-02-22,0,243.15827380315554,3396.646857558095,True,32,0.3090781219022522,6736.428373818084
32,2020-02-23,0,243.15827380315554,3396.646857558095,True,33,0.3240634454098974,6736.428373818084
33,2020-02-24,0,243.15827380315554,3396.646857558095,True,34,0.339775280024456,6736.428373818084
34,2020-02-25,0,243.15827380315554,3396.646857558095,True,35,0.35624884449190103,6736.428373818084
35,2020-02-26,0,243.15827380315554,3396.646857558095,True,36,0.3735210644827471,6736.428373818084
36,2020-02-27,0,243.15827380315554,3396.646857558095,True,37,0.3916306552848725,6736.428373818084
37,2020-02-28,0,243.15827380315554,3396.646857558095,True,38,0.4106182084989012,6736.428373818084
38,2020-02-29,0,243.15827380315554,3396.646857558095,True,39,0.4305262829295277,6736.428373818084
39,2020-03-01,0,243.15827380315554,3396.646857558095,True,40,0.4513994998754757,6736.428373818084
40,2020-03-02,0,243.15827380315554,3396.646857558095,True,41,0.4732846430305376,6736.428373818084
41,2020-03-03,0,243.15827380315554,3396.646857558095,True,42,0.49623076321835574,6736.428373818084
42,2020-03-04,0,243.15827380315554,3396.646857558095,True,43,0.5202892881943164,6736.428373818084
43,2020-03-05,0,243.15827380315554,3396.646857558095,True,44,0.5455141377591398,6736.428373818084
44,2020-03-06,0,243.15827380315554,3396.646857558095,True,45,0.5719618444405024,6736.428373818084
45,2020-03-07,0,243.15827380315554,3396.646857558095,True,46,0.599691680011333,6736.428373818084
46,2020-03-08,0,243.15827380315554,3396.646857558095,True,47,0.6287657881263217,6736.428373818084
47,2020-03-09,0,243.15827380315554,3396.646857558095,True,48,0.6592493233716819,6736.428373818084
48,2020-03-10,0,243.15827380315554,3396.646857558095,True,49,0.6912105970373561,6736.428373818084
49,2020-03-11,0,243.15827380315554,3396.646857558095,True,50,0.7247212299356698,6736.428373818084
50,2020-03-12,0,243.15827380315554,3396.646857558095,True,51,0.7598563126059531,6736.428373818084
51,2020-03-13,0,243.15827380315554,3396.646857558095,True,52,0.7966945732609078,6736.428373818084
52,2020-03-14,2,243.15827380315554,3396.646857558095,True,53,0.8353185538475032,6736.428373818084
53,2020-03-15,2,243.15827380315554,3396.646857558095,True,54,0.8758147946130166,6736.428373818084
54,2020-03-16,4,243.15827380315554,3396.646857558095,True,55,0.9182740275854799,6736.428373818084
55,2020-03-17,5,243.15827380315554,3396.646857558095,True,56,0.9627913793973398,6736.428373818084
56,2020-03-18,7,243.15827380315554,3396.646857558095,True,57,1.0094665839015793,6736.428373818084
57,2020-03-19,9,243.15827380315554,3396.646857558095,True,58,1.0584042050509725,6736.428373818084
58,2020-03-20,9,243.15827380315554,3396.646857558095,True,59,1.1097138705335365,6736.428373818084
59,2020-03-21,49,243.15827380315554,3396.646857558095,True,60,1.1635105166807156,6736.428373818084
60,2020-03-22,50,243.15827380315554,3396.646857558095,True,61,1.219914645189379,6736.428373818084
61,2020-03-23,51,243.15827380315554,3396.646857558095,True,62,1.2790525922243956,6736.428373818084
62,2020-03-24,57,243.15827380315554,3396.646857558095,True,63,1.341056810495441,6736.428373818084
63,2020-03-25,60,243.15827380315554,3396.646857558095,True,64,1.4060661649298158,6736.428373818084
64,2020-03-26,65,243.15827380315554,3396.646857558095,True,65,1.4742262425924717,6736.428373818084
65,2020-03-27,66,243.15827380315554,3396.646857558095,True,66,1.545689677535235,6736.428373818084
66,2020-03-28,74,243.15827380315554,3396.646857558095,True,67,1.6206164912893943,6736.428373818084
67,2020-03-29,78,243.15827380315554,3396.646857558095,True,68,1.6991744497495087,6736.428373818084
68,2020-03-30,82,243.15827380315554,3396.646857558095,True,69,1.7815394372314701,6736.428373818084
69,2020-03-31,87,243.15827380315554,3396.646857558095,True,70,1.8678958485246921,6736.428373818084
70,2020-04-01,90,243.15827380315554,3396.646857558095,True,71,1.958436999796754,6736.428373818084
71,2020-04-02,94,243.15827380315554,3396.646857558095,True,72,2.0533655592490563,6736.428373818084
72,2020-04-03,98,243.15827380315554,3396.646857558095,True,73,2.1528939984640707,6736.428373818084
73,2020-04-04,103,243.15827380315554,3396.646857558095,True,74,2.2572450654286853,6736.428373818084
74,2020-04-05,104,243.15827380315554,3396.646857558095,True,75,2.366652280264029,6736.428373818084
75,2020-04-06,105,243.15827380315554,3396.646857558095,True,76,2.4813604547400607,6736.428373818084
76,2020-04-07,107,243.15827380315554,3396.646857558095,True,77,2.601626236703269,6736.428373818084
77,2020-04-08,107,243.15827380315554,3396.646857558095,True,78,2.727718680598071,6736.428373818084
78,2020-04-09,109,243.15827380315554,3396.646857558095,True,79,2.859919845317015,6736.428373818084
79,2020-04-10,109,243.15827380315554,3396.646857558095,True,80,2.9985254206718426,6736.428373818084
80,2020-04-11,112,243.15827380315554,3396.646857558095,True,81,3.1438453838368017,6736.428373818084
81,2020-04-12,113,243.15827380315554,3396.646857558095,True,82,3.296204687177574,6736.428373818084
82,2020-04-13,113,243.15827380315554,3396.646857558095,True,83,3.4559439789437496,6736.428373818084
83,2020-04-14,113,243.15827380315554,3396.646857558095,True,84,3.623420358370111,6736.428373818084
84,2020-04-15,114,243.15827380315554,3396.646857558095,True,85,3.79900816680215,6736.428373818084
85,2020-04-16,114,243.15827380315554,3396.646857558095,True,86,3.9830998165343714,6736.428373818084
86,2020-04-17,114,243.15827380315554,3396.646857558095,True,87,4.176106659126009,6736.428373818084
87,2020-04-18,114,243.15827380315554,3396.646857558095,True,88,4.378459895038123,6736.428373818084
88,2020-04-19,114,243.15827380315554,3396.646857558095,True,89,4.590611526518402,6736.428373818084
89,2020-04-20,114,243.15827380315554,3396.646857558095,True,90,4.813035355745964,6736.428373818084
90,2020-04-21,115,243.15827380315554,3396.646857558095,True,91,5.0462280303374465,6736.428373818084
91,2020-04-22,115,243.15827380315554,3396.646857558095,True,92,5.290710138408637,6736.428373818084
92,2020-04-23,115,243.15827380315554,3396.646857558095,True,93,5.547027355481942,6736.428373818084
93,2020-04-24,115,243.15827380315554,3396.646857558095,True,94,5.8157516456302565,6736.428373818084
94,2020-04-25,115,243.15827380315554,3396.646857558095,True,95,6.097482519351289,6736.428373818084
95,2020-04-26,115,243.15827380315554,3396.646857558095,True,96,6.392848350774255,6736.428373818084
96,2020-04-27,116,243.15827380315554,3396.646857558095,True,97,6.702507756912083,6736.428373818084
97,2020-04-28,116,243.15827380315554,3396.646857558095,True,98,7.027151041788071,6736.428373818084
98,2020-04-29,116,243.15827380315554,3396.646857558095,True,99,7.367501708385169,6736.428373818084
99,2020-04-30,116,243.15827380315554,3396.646857558095,True,100,7.72431804148977,6736.428373818084
100,2020-05-01,116,243.15827380315554,3396.646857558095,True,101,8.098394764629667,6736.428373818084
101,2020-05-02,116,243.15827380315554,3396.646857558095,True,102,8.490564774437388,6736.428373818084
102,2020-05-03,116,243.15827380315554,3396.646857558095,True,103,8.901700955906398,6736.428373818084
103,2020-05-04,116,243.15827380315554,3396.646857558095,True,104,9.332718082147231,6736.428373818084
104,2020-05-05,116,243.15827380315554,3396.646857558095,True,105,9.784574802395245,6736.428373818084
105,2020-05-06,116,243.15827380315554,3396.646857558095,True,106,10.258275722169163,6736.428373818084
106,2020-05-07,116,243.15827380315554,3396.646857558095,True,107,10.754873579632108,6736.428373818084
107,2020-05-08,116,243.15827380315554,3396.646857558095,True,108,11.275471522362094,6736.428373818084
108,2020-05-09,116,243.15827380315554,3396.646857558095,True,109,11.821225488898746,6736.428373818084
109,2020-05-10,116,243.15827380315554,3396.646857558095,True,110,12.393346699595302,6736.428373818084
110,2020-05-11,116,243.15827380315554,3396.646857558095,True,111,12.993104261471478,6736.428373818084
111,2020-05-12,116,243.15827380315554,3396.646857558095,True,112,13.621827891930955,6736.428373818084
112,2020-05-13,116,243.15827380315554,3396.646857558095,True,113,14.280910766379163,6736.428373818084
113,2020-05-14,116,243.15827380315554,3396.646857558095,True,114,14.97181249495015,6736.428373818084
114,2020-05-15,116,243.15827380315554,3396.646857558095,True,115,15.696062233726353,6736.428373818084
115,2020-05-16,116,243.15827380315554,3396.646857558095,True,116,16.455261936011684,6736.428373818084
116,2020-05-17,116,243.15827380315554,3396.646857558095,True,117,17.251089749394225,6736.428373818084
117,2020-05-18,116,243.15827380315554,3396.646857558095,True,118,18.0853035645119,6736.428373818084
118,2020-05-19,116,243.15827380315554,3396.646857558095,True,119,18.95974472160877,6736.428373818084
119,2020-05-20,116,243.15827380315554,3396.646857558095,True,120,19.876341881143492,6736.428373818084
120,2020-05-21,116,243.15827380315554,3396.646857558095,True,121,20.837115064880347,6736.428373818084
121,2020-05-22,116,243.15827380315554,3396.646857558095,True,122,21.844179874059716,6736.428373818084
122,2020-05-23,116,243.15827380315554,3396.646857558095,True,123,22.89975189140337,6736.428373818084
123,2020-05-24,116,243.15827380315554,3396.646857558095,True,124,24.006151273863445,6736.428373818084
124,2020-05-25,116,243.15827380315554,3396.646857558095,True,125,25.165807543166032,6736.428373818084
125,2020-05-26,116,243.15827380315554,3396.646857558095,True,126,26.38126458133373,6736.428373818084
126,2020-05-27,116,243.15827380315554,3396.646857558095,True,127,27.655185838489608,6736.428373818084
127,2020-05-28,116,243.15827380315554,3396.646857558095,True,128,28.990359760349673,6736.428373818084
128,2020-05-29,116,243.15827380315554,3396.646857558095,True,129,30.38970544289544,6736.428373818084
129,2020-05-30,117,243.15827380315554,3396.646857558095,True,130,31.85627852178353,6736.428373818084
130,2020-05-31,117,243.15827380315554,3396.646857558095,True,131,33.39327730408873,6736.428373818084
131,2020-06-01,117,243.15827380315554,3396.646857558095,True,132,35.0040491499889,6736.428373818084
132,2020-06-02,117,243.15827380315554,3396.646857558095,True,133,36.69209711198148,6736.428373818084
133,2020-06-03,117,243.15827380315554,3396.646857558095,True,134,38.46108683916387,6736.428373818084
134,2020-06-04,117,243.15827380315554,3396.646857558095,True,135,40.314853754015004,6736.428373818084
135,2020-06-05,117,243.15827380315554,3396.646857558095,True,136,42.257410508970466,6736.428373818084
136,2020-06-06,117,243.15827380315554,3396.646857558095,True,137,44.29295472989067,6736.428373818084
137,2020-06-07,117,243.15827380315554,3396.646857558095,True,138,46.42587705326664,6736.428373818084
138,2020-06-08,117,243.15827380315554,3396.646857558095,True,139,48.6607694636922,6736.428373818084
139,2020-06-09,117,243.15827380315554,3396.646857558095,True,140,51.00243393773872,6736.428373818084
140,2020-06-10,117,243.15827380315554,3396.646857558095,True,141,53.4558913999009,6736.428373818084
141,2020-06-11,117,243.15827380315554,3396.646857558095,True,142,56.02639099571897,6736.428373818084
142,2020-06-12,117,243.15827380315554,3396.646857558095,True,143,58.719419686528084,6736.428373818084
143,2020-06-13,117,243.15827380315554,3396.646857558095,True,144,61.54071216951499,6736.428373818084
144,2020-06-14,123,243.15827380315554,3396.646857558095,True,145,64.49626112587823,6736.428373818084
145,2020-06-15,123,243.15827380315554,3396.646857558095,True,146,67.59232779886653,6736.428373818084
146,2020-06-16,123,243.15827380315554,3396.646857558095,True,147,70.83545290230937,6736.428373818084
147,2020-06-17,123,243.15827380315554,3396.646857558095,True,148,74.23246785893014,6736.428373818084
148,2020-06-18,123,243.15827380315554,3396.646857558095,True,149,77.79050636623855,6736.428373818084
149,2020-06-19,123,243.15827380315554,3396.646857558095,True,150,81.51701628611696,6736.428373818084
150,2020-06-20,123,243.15827380315554,3396.646857558095,True,151,85.41977185232498,6736.428373818084
151,2020-06-21,123,243.15827380315554,3396.646857558095,True,152,89.50688618803902,6736.428373818084
152,2020-06-22,123,243.15827380315554,3396.646857558095,True,153,93.786824123187,6736.428373818084
153,2020-06-23,123,243.15827380315554,3396.646857558095,True,154,98.26841529873069,6736.428373818084
154,2020-06-24,123,243.15827380315554,3396.646857558095,True,155,102.96086754214716,6736.428373818084
155,2020-06-25,123,243.15827380315554,3396.646857558095,True,156,107.87378049516933,6736.428373818084
156,2020-06-26,124,243.15827380315554,3396.646857558095,True,157,113.01715947131653,6736.428373818084
157,2020-06-27,126,243.15827380315554,3396.646857558095,True,158,118.40142951687956,6736.428373818084
158,2020-06-28,126,243.15827380315554,3396.646857558095,True,159,124.03744964477629,6736.428373818084
159,2020-06-29,126,243.15827380315554,3396.646857558095,True,160,129.9365272060587,6736.428373818084
160,2020-06-30,130,243.15827380315554,3396.646857558095,True,161,136.11043235878563,6736.428373818084
161,2020-07-01,130,243.15827380315554,3396.646857558095,True,162,142.57141258847523,6736.428373818084
162,2020-07-02,130,243.15827380315554,3396.646857558095,True,163,149.33220722837223,6736.428373818084
163,2020-07-03,130,243.15827380315554,3396.646857558095,True,164,156.40606192129556,6736.428373818084
164,2020-07-04,130,243.15827380315554,3396.646857558095,True,165,163.80674295785371,6736.428373818084
165,2020-07-05,133,243.15827380315554,3396.646857558095,True,166,171.54855141828546,6736.428373818084
166,2020-07-06,133,243.15827380315554,3396.646857558095,True,167,179.64633703711814,6736.428373818084
167,2020-07-07,133,243.15827380315554,3396.646857558095,True,168,188.11551170117693,6736.428373818084
168,2020-07-08,133,243.15827380315554,3396.646857558095,True,169,196.97206248225626,6736.428373818084
169,2020-07-09,133,243.15827380315554,3396.646857558095,True,170,206.23256409592975,6736.428373818084
170,2020-07-10,133,243.15827380315554,3396.646857558095,True,171,215.91419066756322,6736.428373818084
171,2020-07-11,133,243.15827380315554,3396.646857558095,True,172,226.0347266755721,6736.428373818084
172,2020-07-12,133,243.15827380315554,3396.646857558095,True,173,236.6125769303733,6736.428373818084
173,2020-07-13,133,243.15827380315554,3396.646857558095,True,174,247.6667754353269,6736.428373818084
174,2020-07-14,133,243.15827380315554,3396.646857558095,True,175,259.2169929632611,6736.428373818084
175,2020-07-15,133,243.15827380315554,3396.646857558095,True,176,271.28354316900567,6736.428373818084
176,2020-07-16,133,243.15827380315554,3396.646857558095,True,177,283.88738704473406,6736.428373818084
177,2020-07-17,136,243.15827380315554,3396.646857558095,True,178,297.0501355109471,6736.428373818084
178,2020-07-18,137,243.15827380315554,3396.646857558095,True,179,310.7940499216648,6736.428373818084
179,2020-07-19,137,243.15827380315554,3396.646857558095,True,180,325.1420402479828,6736.428373818084
180,2020-07-20,137,243.15827380315554,3396.646857558095,True,181,340.1176606897015,6736.428373818084
181,2020-07-21,139,243.15827380315554,3396.646857558095,True,182,355.7451024503812,6736.428373818084
182,2020-07-22,141,243.15827380315554,3396.646857558095,True,183,372.04918339715664,6736.428373818084
183,2020-07-23,141,243.15827380315554,3396.646857558095,True,184,389.0553343130989,6736.428373818084
184,2020-07-24,142,243.15827380315554,3396.646857558095,True,185,406.7895814371403,6736.428373818084
185,2020-07-25,147,243.15827380315554,3396.646857558095,True,186,425.2785249747862,6736.428373818084
186,2020-07-26,147,243.15827380315554,3396.646857558095,True,187,444.5493132524083,6736.428373818084
187,2020-07-27,148,243.15827380315554,3396.646857558095,True,188,464.62961217910714,6736.428373818084
188,2020-07-28,153,243.15827380315554,3396.646857558095,True,189,485.54756967339443,6736.428373818084
189,2020-07-29,156,243.15827380315554,3396.646857558095,True,190,507.3317747076175,6736.428373818084
190,2020-07-30,164,243.15827380315554,3396.646857558095,True,191,530.0112106216569,6736.428373818084
191,2020-07-31,169,243.15827380315554,3396.646857558095,True,192,553.6152023593776,6736.428373818084
192,2020-08-01,173,243.15827380315554,3396.646857558095,True,193,578.1733572871852,6736.428373818084
193,2020-08-02,182,243.15827380315554,3396.646857558095,True,194,603.7154992642973,6736.428373818084
194,2020-08-03,182,243.15827380315554,3396.646857558095,True,195,630.2715956496294,6736.428373818084
195,2020-08-04,194,243.15827380315554,3396.646857558095,True,196,657.871676951056,6736.428373818084
196,2020-08-05,199,243.15827380315554,3396.646857558095,True,197,686.5457488497645,6736.428373818084
197,2020-08-06,210,243.15827380315554,3396.646857558095,True,198,716.3236963662061,6736.428373818084
198,2020-08-07,225,243.15827380315554,3396.646857558095,True,199,747.2351799751499,6736.428373818084
199,2020-08-08,275,243.15827380315554,3396.646857558095,True,200,779.3095235262556,6736.428373818084
