,Report_Date,Canada_grand princess_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,57.05294070191332,7.066248472773757,True,1,0.0001729224929071971,14.11420561487602
1,2020-01-23,0,57.05294070191332,7.066248472773757,True,2,0.00021158662011982435,14.11420561487602
2,2020-01-24,0,57.05294070191332,7.066248472773757,True,3,0.0002588955877002518,14.11420561487602
3,2020-01-25,0,57.05294070191332,7.066248472773757,True,4,0.00031678220070681016,14.11420561487602
4,2020-01-26,0,57.05294070191332,7.066248472773757,True,5,0.0003876113597396104,14.11420561487602
5,2020-01-27,0,57.05294070191332,7.066248472773757,True,6,0.0004742766402308381,14.11420561487602
6,2020-01-28,0,57.05294070191332,7.066248472773757,True,7,0.0005803184488573381,14.11420561487602
7,2020-01-29,0,57.05294070191332,7.066248472773757,True,8,0.0007100685728860101,14.11420561487602
8,2020-01-30,0,57.05294070191332,7.066248472773757,True,9,0.0008688270107134617,14.11420561487602
9,2020-01-31,0,57.05294070191332,7.066248472773757,True,10,0.0010630782819497238,14.11420561487602
10,2020-02-01,0,57.05294070191332,7.066248472773757,True,11,0.0013007560151846857,14.11420561487602
11,2020-02-02,0,57.05294070191332,7.066248472773757,True,12,0.0015915665642375126,14.11420561487602
12,2020-02-03,0,57.05294070191332,7.066248472773757,True,13,0.0019473847857257138,14.11420561487602
13,2020-02-04,0,57.05294070191332,7.066248472773757,True,14,0.0023827380146198276,14.11420561487602
14,2020-02-05,0,57.05294070191332,7.066248472773757,True,15,0.0029153978113766995,14.11420561487602
15,2020-02-06,0,57.05294070191332,7.066248472773757,True,16,0.0035671033578043385,14.11420561487602
16,2020-02-07,0,57.05294070191332,7.066248472773757,True,17,0.004364445608429784,14.11420561487602
17,2020-02-08,0,57.05294070191332,7.066248472773757,True,18,0.005339947648966718,14.11420561487602
18,2020-02-09,0,57.05294070191332,7.066248472773757,True,19,0.006533384396115772,14.11420561487602
19,2020-02-10,0,57.05294070191332,7.066248472773757,True,20,0.007993394052580675,14.11420561487602
20,2020-02-11,0,57.05294070191332,7.066248472773757,True,21,0.00977944490538944,14.11420561487602
21,2020-02-12,0,57.05294070191332,7.066248472773757,True,22,0.011964234459259943,14.11420561487602
22,2020-02-13,0,57.05294070191332,7.066248472773757,True,23,0.014636613896273713,14.11420561487602
23,2020-02-14,0,57.05294070191332,7.066248472773757,True,24,0.017905149832630605,14.11420561487602
24,2020-02-15,0,57.05294070191332,7.066248472773757,True,25,0.021902457677719346,14.11420561487602
25,2020-02-16,0,57.05294070191332,7.066248472773757,True,26,0.026790466908801144,14.11420561487602
26,2020-02-17,0,57.05294070191332,7.066248472773757,True,27,0.032766808440170124,14.11420561487602
27,2020-02-18,0,57.05294070191332,7.066248472773757,True,28,0.040072547912314356,14.11420561487602
28,2020-02-19,0,57.05294070191332,7.066248472773757,True,29,0.049001525622222465,14.11420561487602
29,2020-02-20,0,57.05294070191332,7.066248472773757,True,30,0.05991160267554241,14.11420561487602
30,2020-02-21,0,57.05294070191332,7.066248472773757,True,31,0.07323815128452402,14.11420561487602
31,2020-02-22,0,57.05294070191332,7.066248472773757,True,32,0.08951016064202044,14.11420561487602
32,2020-02-23,0,57.05294070191332,7.066248472773757,True,33,0.10936935139126037,14.11420561487602
33,2020-02-24,0,57.05294070191332,7.066248472773757,True,34,0.1335926902683631,14.11420561487602
34,2020-02-25,0,57.05294070191332,7.066248472773757,True,35,0.16311865515743898,14.11420561487602
35,2020-02-26,0,57.05294070191332,7.066248472773757,True,36,0.1990774947642161,14.11420561487602
36,2020-02-27,0,57.05294070191332,7.066248472773757,True,37,0.24282552101937094,14.11420561487602
37,2020-02-28,0,57.05294070191332,7.066248472773757,True,38,0.29598311746301065,14.11420561487602
38,2020-02-29,0,57.05294070191332,7.066248472773757,True,39,0.36047557895345106,14.11420561487602
39,2020-03-01,0,57.05294070191332,7.066248472773757,True,40,0.4385750369678623,14.11420561487602
40,2020-03-02,0,57.05294070191332,7.066248472773757,True,41,0.5329404789466118,14.11420561487602
41,2020-03-03,0,57.05294070191332,7.066248472773757,True,42,0.6466511499729252,14.11420561487602
42,2020-03-04,0,57.05294070191332,7.066248472773757,True,43,0.7832263719662643,14.11420561487602
43,2020-03-05,0,57.05294070191332,7.066248472773757,True,44,0.9466220549496104,14.11420561487602
44,2020-03-06,0,57.05294070191332,7.066248472773757,True,45,1.1411911015903393,14.11420561487602
45,2020-03-07,0,57.05294070191332,7.066248472773757,True,46,1.3715920037250418,14.11420561487602
46,2020-03-08,0,57.05294070191332,7.066248472773757,True,47,1.6426281085526337,14.11420561487602
47,2020-03-09,0,57.05294070191332,7.066248472773757,True,48,1.9590007351627423,14.11420561487602
48,2020-03-10,0,57.05294070191332,7.066248472773757,True,49,2.324964487712533,14.11420561487602
49,2020-03-11,0,57.05294070191332,7.066248472773757,True,50,2.7438848306270605,14.11420561487602
50,2020-03-12,0,57.05294070191332,7.066248472773757,True,51,3.2177176750759906,14.11420561487602
51,2020-03-13,2,57.05294070191332,7.066248472773757,True,52,3.7464577386462476,14.11420561487602
52,2020-03-14,2,57.05294070191332,7.066248472773757,True,53,4.327632513811954,14.11420561487602
53,2020-03-15,2,57.05294070191332,7.066248472773757,True,54,4.955943019202023,14.11420561487602
54,2020-03-16,2,57.05294070191332,7.066248472773757,True,55,5.623158945372996,14.11420561487602
55,2020-03-17,8,57.05294070191332,7.066248472773757,True,56,6.318353062435492,14.11420561487602
56,2020-03-18,9,57.05294070191332,7.066248472773757,True,57,7.0285041069941645,14.11420561487602
57,2020-03-19,9,57.05294070191332,7.066248472773757,True,58,7.739418433000008,14.11420561487602
58,2020-03-20,10,57.05294070191332,7.066248472773757,True,59,8.43684157767364,14.11420561487602
59,2020-03-21,10,57.05294070191332,7.066248472773757,True,60,9.107579894026696,14.11420561487602
60,2020-03-22,13,57.05294070191332,7.066248472773757,True,61,9.740449625940032,14.11420561487602
61,2020-03-23,13,57.05294070191332,7.066248472773757,True,62,10.326917377703715,14.11420561487602
62,2020-03-24,13,57.05294070191332,7.066248472773757,True,63,10.861373399445803,14.11420561487602
63,2020-03-25,13,57.05294070191332,7.066248472773757,True,64,11.341059344519563,14.11420561487602
64,2020-03-26,13,57.05294070191332,7.066248472773757,True,65,11.765730987289226,14.11420561487602
65,2020-03-27,13,57.05294070191332,7.066248472773757,True,66,12.137162638669725,14.11420561487602
66,2020-03-28,13,57.05294070191332,7.066248472773757,True,67,12.458596187175617,14.11420561487602
67,2020-03-29,13,57.05294070191332,7.066248472773757,True,68,12.734214643222455,14.11420561487602
68,2020-03-30,13,57.05294070191332,7.066248472773757,True,69,12.968690103510184,14.11420561487602
69,2020-03-31,13,57.05294070191332,7.066248472773757,True,70,13.166828437238633,14.11420561487602
70,2020-04-01,13,57.05294070191332,7.066248472773757,True,71,13.333312455261213,14.11420561487602
71,2020-04-02,13,57.05294070191332,7.066248472773757,True,72,13.47253280495283,14.11420561487602
72,2020-04-03,13,57.05294070191332,7.066248472773757,True,73,13.588490069980317,14.11420561487602
73,2020-04-04,13,57.05294070191332,7.066248472773757,True,74,13.684750477353,14.11420561487602
74,2020-04-05,13,57.05294070191332,7.066248472773757,True,75,13.764439245900665,14.11420561487602
75,2020-04-06,13,57.05294070191332,7.066248472773757,True,76,13.830258450087573,14.11420561487602
76,2020-04-07,13,57.05294070191332,7.066248472773757,True,77,13.884519357534373,14.11420561487602
77,2020-04-08,13,57.05294070191332,7.066248472773757,True,78,13.929182005512661,14.11420561487602
78,2020-04-09,13,57.05294070191332,7.066248472773757,True,79,13.965897091856588,14.11420561487602
79,2020-04-10,13,57.05294070191332,7.066248472773757,True,80,13.996047030479865,14.11420561487602
