,Report_Date,Colombia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,0,244.5506709472137,756087.1980642977,True,32,4857.0817399403395,1415560.7885547327
32,2020-02-23,0,244.5506709472137,756087.1980642977,True,33,4989.5422616917585,1415560.7885547327
33,2020-02-24,0,244.5506709472137,756087.1980642977,True,34,5125.602913448258,1415560.7885547327
34,2020-02-25,0,244.5506709472137,756087.1980642977,True,35,5265.360863761789,1415560.7885547327
35,2020-02-26,0,244.5506709472137,756087.1980642977,True,36,5408.915866267755,1415560.7885547327
36,2020-02-27,0,244.5506709472137,756087.1980642977,True,37,5556.370326381955,1415560.7885547327
37,2020-02-28,0,244.5506709472137,756087.1980642977,True,38,5707.829369602691,1415560.7885547327
38,2020-02-29,0,244.5506709472137,756087.1980642977,True,39,5863.400911450078,1415560.7885547327
39,2020-03-01,0,244.5506709472137,756087.1980642977,True,40,6023.195729074905,1415560.7885547327
40,2020-03-02,0,244.5506709472137,756087.1980642977,True,41,6187.327534569576,1415560.7885547327
41,2020-03-03,0,244.5506709472137,756087.1980642977,True,42,6355.9130500138335,1415560.7885547327
42,2020-03-04,0,244.5506709472137,756087.1980642977,True,43,6529.07208428821,1415560.7885547327
43,2020-03-05,0,244.5506709472137,756087.1980642977,True,44,6706.927611688186,1415560.7885547327
44,2020-03-06,1,244.5506709472137,756087.1980642977,True,45,6889.605852372218,1415560.7885547327
45,2020-03-07,1,244.5506709472137,756087.1980642977,True,46,7077.236354676766,1415560.7885547327
46,2020-03-08,1,244.5506709472137,756087.1980642977,True,47,7269.952079331563,1415560.7885547327
47,2020-03-09,1,244.5506709472137,756087.1980642977,True,48,7467.889485608231,1415560.7885547327
48,2020-03-10,3,244.5506709472137,756087.1980642977,True,49,7671.188619435375,1415560.7885547327
49,2020-03-11,9,244.5506709472137,756087.1980642977,True,50,7879.993203513054,1415560.7885547327
50,2020-03-12,9,244.5506709472137,756087.1980642977,True,51,8094.450729459432,1415560.7885547327
51,2020-03-13,13,244.5506709472137,756087.1980642977,True,52,8314.712552022065,1415560.7885547327
52,2020-03-14,22,244.5506709472137,756087.1980642977,True,53,8540.93398538609,1415560.7885547327
53,2020-03-15,34,244.5506709472137,756087.1980642977,True,54,8773.274401611061,1415560.7885547327
54,2020-03-16,57,244.5506709472137,756087.1980642977,True,55,9011.897331227847,1415560.7885547327
55,2020-03-17,75,244.5506709472137,756087.1980642977,True,56,9256.97056602639,1415560.7885547327
56,2020-03-18,102,244.5506709472137,756087.1980642977,True,57,9508.666264064537,1415560.7885547327
57,2020-03-19,108,244.5506709472137,756087.1980642977,True,58,9767.161056927473,1415560.7885547327
58,2020-03-20,158,244.5506709472137,756087.1980642977,True,59,10032.636159266407,1415560.7885547327
59,2020-03-21,196,244.5506709472137,756087.1980642977,True,60,10305.277480644374,1415560.7885547327
60,2020-03-22,231,244.5506709472137,756087.1980642977,True,61,10585.27573971591,1415560.7885547327
61,2020-03-23,277,244.5506709472137,756087.1980642977,True,62,10872.826580766254,1415560.7885547327
62,2020-03-24,378,244.5506709472137,756087.1980642977,True,63,11168.130692634544,1415560.7885547327
63,2020-03-25,470,244.5506709472137,756087.1980642977,True,64,11471.393930044034,1415560.7885547327
64,2020-03-26,491,244.5506709472137,756087.1980642977,True,65,11782.827437360882,1415560.7885547327
65,2020-03-27,539,244.5506709472137,756087.1980642977,True,66,12102.647774801393,1415560.7885547327
66,2020-03-28,608,244.5506709472137,756087.1980642977,True,67,12431.077047105848,1415560.7885547327
67,2020-03-29,702,244.5506709472137,756087.1980642977,True,68,12768.343034694995,1415560.7885547327
68,2020-03-30,798,244.5506709472137,756087.1980642977,True,69,13114.679327323263,1415560.7885547327
69,2020-03-31,906,244.5506709472137,756087.1980642977,True,70,13470.325460240307,1415560.7885547327
70,2020-04-01,1065,244.5506709472137,756087.1980642977,True,71,13835.527052870117,1415560.7885547327
71,2020-04-02,1161,244.5506709472137,756087.1980642977,True,72,14210.535950014191,1415560.7885547327
72,2020-04-03,1267,244.5506709472137,756087.1980642977,True,73,14595.610365582299,1415560.7885547327
73,2020-04-04,1406,244.5506709472137,756087.1980642977,True,74,14991.015028851292,1415560.7885547327
74,2020-04-05,1485,244.5506709472137,756087.1980642977,True,75,15397.02133324907,1415560.7885547327
75,2020-04-06,1579,244.5506709472137,756087.1980642977,True,76,15813.907487657112,1415560.7885547327
76,2020-04-07,1780,244.5506709472137,756087.1980642977,True,77,16241.958670221282,1415560.7885547327
77,2020-04-08,2054,244.5506709472137,756087.1980642977,True,78,16681.467184656256,1415560.7885547327
78,2020-04-09,2223,244.5506709472137,756087.1980642977,True,79,17132.73261902469,1415560.7885547327
79,2020-04-10,2473,244.5506709472137,756087.1980642977,True,80,17596.062006967513,1415560.7885547327
80,2020-04-11,2709,244.5506709472137,756087.1980642977,True,81,18071.76999135653,1415560.7885547327
81,2020-04-12,2776,244.5506709472137,756087.1980642977,True,82,18560.17899033544,1415560.7885547327
82,2020-04-13,2852,244.5506709472137,756087.1980642977,True,83,19061.619365709408,1415560.7885547327
83,2020-04-14,2979,244.5506709472137,756087.1980642977,True,84,19576.42959363745,1415560.7885547327
84,2020-04-15,3105,244.5506709472137,756087.1980642977,True,85,20104.956437575544,1415560.7885547327
85,2020-04-16,3233,244.5506709472137,756087.1980642977,True,86,20647.555123411174,1415560.7885547327
86,2020-04-17,3439,244.5506709472137,756087.1980642977,True,87,21204.589516723325,1415560.7885547327
87,2020-04-18,3621,244.5506709472137,756087.1980642977,True,88,21776.43230209392,1415560.7885547327
88,2020-04-19,3792,244.5506709472137,756087.1980642977,True,89,22363.465164388766,1415560.7885547327
89,2020-04-20,3977,244.5506709472137,756087.1980642977,True,90,22966.0789719174,1415560.7885547327
90,2020-04-21,4149,244.5506709472137,756087.1980642977,True,91,23584.67396137244,1415560.7885547327
91,2020-04-22,4356,244.5506709472137,756087.1980642977,True,92,24219.659924439253,1415560.7885547327
92,2020-04-23,4561,244.5506709472137,756087.1980642977,True,93,24871.456395956942,1415560.7885547327
93,2020-04-24,4881,244.5506709472137,756087.1980642977,True,94,25540.49284350085,1415560.7885547327
94,2020-04-25,5142,244.5506709472137,756087.1980642977,True,95,26227.208858245835,1415560.7885547327
95,2020-04-26,5379,244.5506709472137,756087.1980642977,True,96,26932.054346957906,1415560.7885547327
96,2020-04-27,5597,244.5506709472137,756087.1980642977,True,97,27655.489724949228,1415560.7885547327
97,2020-04-28,5949,244.5506709472137,756087.1980642977,True,98,28397.986109818856,1415560.7885547327
98,2020-04-29,6207,244.5506709472137,756087.1980642977,True,99,29160.025515787973,1415560.7885547327
99,2020-04-30,6507,244.5506709472137,756087.1980642977,True,100,29942.101048424,1415560.7885547327
100,2020-05-01,7006,244.5506709472137,756087.1980642977,True,101,30744.71709953346,1415560.7885547327
101,2020-05-02,7285,244.5506709472137,756087.1980642977,True,102,31568.389541987435,1415560.7885547327
102,2020-05-03,7668,244.5506709472137,756087.1980642977,True,103,32413.64592422743,1415560.7885547327
103,2020-05-04,7973,244.5506709472137,756087.1980642977,True,104,33281.0256641827,1415560.7885547327
104,2020-05-05,8613,244.5506709472137,756087.1980642977,True,105,34171.08024231163,1415560.7885547327
105,2020-05-06,8959,244.5506709472137,756087.1980642977,True,106,35084.37339346203,1415560.7885547327
106,2020-05-07,9456,244.5506709472137,756087.1980642977,True,107,36021.48129722535,1415560.7885547327
107,2020-05-08,10051,244.5506709472137,756087.1980642977,True,108,36982.992766439835,1415560.7885547327
108,2020-05-09,10495,244.5506709472137,756087.1980642977,True,109,37969.509433477244,1415560.7885547327
109,2020-05-10,11063,244.5506709472137,756087.1980642977,True,110,38981.645933925,1415560.7885547327
110,2020-05-11,11613,244.5506709472137,756087.1980642977,True,111,40020.03008725407,1415560.7885547327
111,2020-05-12,12272,244.5506709472137,756087.1980642977,True,112,41085.30307403917,1415560.7885547327
112,2020-05-13,12930,244.5506709472137,756087.1980642977,True,113,42178.1196092733,1415560.7885547327
113,2020-05-14,13610,244.5506709472137,756087.1980642977,True,114,43299.14811129403,1415560.7885547327
114,2020-05-15,14216,244.5506709472137,756087.1980642977,True,115,44449.07086581287,1415560.7885547327
115,2020-05-16,14939,244.5506709472137,756087.1980642977,True,116,45628.58418451208,1415560.7885547327
116,2020-05-17,15574,244.5506709472137,756087.1980642977,True,117,46838.39855764608,1415560.7885547327
117,2020-05-18,16295,244.5506709472137,756087.1980642977,True,118,48079.23880005577,1415560.7885547327
118,2020-05-19,16935,244.5506709472137,756087.1980642977,True,119,49351.844189975025,1415560.7885547327
119,2020-05-20,17687,244.5506709472137,756087.1980642977,True,120,50656.968599978754,1415560.7885547327
120,2020-05-21,18330,244.5506709472137,756087.1980642977,True,121,51995.380619390526,1415560.7885547327
121,2020-05-22,19131,244.5506709472137,756087.1980642977,True,122,53367.86366743703,1415560.7885547327
122,2020-05-23,20177,244.5506709472137,756087.1980642977,True,123,54775.216096403456,1415560.7885547327
123,2020-05-24,21175,244.5506709472137,756087.1980642977,True,124,56218.25128401165,1415560.7885547327
124,2020-05-25,21981,244.5506709472137,756087.1980642977,True,125,57697.79771420896,1415560.7885547327
125,2020-05-26,23003,244.5506709472137,756087.1980642977,True,126,59214.699045521564,1415560.7885547327
126,2020-05-27,24104,244.5506709472137,756087.1980642977,True,127,60769.81416609133,1415560.7885547327
127,2020-05-28,25366,244.5506709472137,756087.1980642977,True,128,62364.01723448069,1415560.7885547327
128,2020-05-29,26688,244.5506709472137,756087.1980642977,True,129,63998.19770529348,1415560.7885547327
129,2020-05-30,28236,244.5506709472137,756087.1980642977,True,130,65673.2603386251,1415560.7885547327
130,2020-05-31,29383,244.5506709472137,756087.1980642977,True,131,67390.12519231856,1415560.7885547327
131,2020-06-01,30493,244.5506709472137,756087.1980642977,True,132,69149.72759596743,1415560.7885547327
132,2020-06-02,31833,244.5506709472137,756087.1980642977,True,133,70953.01810557053,1415560.7885547327
133,2020-06-03,33354,244.5506709472137,756087.1980642977,True,134,72800.96243770758,1415560.7885547327
134,2020-06-04,35120,244.5506709472137,756087.1980642977,True,135,74694.54138206912,1415560.7885547327
135,2020-06-05,36635,244.5506709472137,756087.1980642977,True,136,76634.75069113987,1415560.7885547327
136,2020-06-06,38027,244.5506709472137,756087.1980642977,True,137,78622.6009457991,1415560.7885547327
137,2020-06-07,39236,244.5506709472137,756087.1980642977,True,138,80659.11739556937,1415560.7885547327
138,2020-06-08,40719,244.5506709472137,756087.1980642977,True,139,82745.33977221118,1415560.7885547327
139,2020-06-09,42078,244.5506709472137,756087.1980642977,True,140,84882.32207533068,1415560.7885547327
140,2020-06-10,43682,244.5506709472137,756087.1980642977,True,141,87071.1323286375,1415560.7885547327
141,2020-06-11,45212,244.5506709472137,756087.1980642977,True,142,89312.85230546125,1415560.7885547327
142,2020-06-12,46858,244.5506709472137,756087.1980642977,True,143,91608.57722210886,1415560.7885547327
143,2020-06-13,48746,244.5506709472137,756087.1980642977,True,144,93959.41539762258,1415560.7885547327
144,2020-06-14,50939,244.5506709472137,756087.1980642977,True,145,96366.48787847404,1415560.7885547327
145,2020-06-15,53063,244.5506709472137,756087.1980642977,True,146,98830.92802671384,1415560.7885547327
146,2020-06-16,54931,244.5506709472137,756087.1980642977,True,147,101353.88107007931,1415560.7885547327
147,2020-06-17,57046,244.5506709472137,756087.1980642977,True,148,103936.50361255063,1415560.7885547327
148,2020-06-18,60217,244.5506709472137,756087.1980642977,True,149,106579.96310383902,1415560.7885547327
149,2020-06-19,63276,244.5506709472137,756087.1980642977,True,150,109285.43726628409,1415560.7885547327
150,2020-06-20,65633,244.5506709472137,756087.1980642977,True,151,112054.113477641,1415560.7885547327
151,2020-06-21,68652,244.5506709472137,756087.1980642977,True,152,114887.18810824117,1415560.7885547327
152,2020-06-22,71183,244.5506709472137,756087.1980642977,True,153,117785.8658110226,1415560.7885547327
153,2020-06-23,73572,244.5506709472137,756087.1980642977,True,154,120751.35876294288,1415560.7885547327
154,2020-06-24,77113,244.5506709472137,756087.1980642977,True,155,123784.88585631036,1415560.7885547327
155,2020-06-25,80599,244.5506709472137,756087.1980642977,True,156,126887.67183859939,1415560.7885547327
156,2020-06-26,84442,244.5506709472137,756087.1980642977,True,157,130060.94639935227,1415560.7885547327
157,2020-06-27,88591,244.5506709472137,756087.1980642977,True,158,133305.94320281674,1415560.7885547327
158,2020-06-28,91769,244.5506709472137,756087.1980642977,True,159,136623.89886501827,1415560.7885547327
159,2020-06-29,95043,244.5506709472137,756087.1980642977,True,160,140016.05187403056,1415560.7885547327
160,2020-06-30,97846,244.5506709472137,756087.1980642977,True,161,143483.64145227682,1415560.7885547327
161,2020-07-01,102009,244.5506709472137,756087.1980642977,True,162,147027.9063597754,1415560.7885547327
162,2020-07-02,106110,244.5506709472137,756087.1980642977,True,163,150650.0836373332,1415560.7885547327
163,2020-07-03,109505,244.5506709472137,756087.1980642977,True,164,154351.4072887915,1415560.7885547327
164,2020-07-04,113389,244.5506709472137,756087.1980642977,True,165,158133.1069015404,1415560.7885547327
165,2020-07-05,117110,244.5506709472137,756087.1980642977,True,166,161996.40620464028,1415560.7885547327
166,2020-07-06,120281,244.5506709472137,756087.1980642977,True,167,165942.52156402645,1415560.7885547327
167,2020-07-07,124494,244.5506709472137,756087.1980642977,True,168,169972.66041441524,1415560.7885547327
168,2020-07-08,128638,244.5506709472137,756087.1980642977,True,169,174088.01962769343,1415560.7885547327
169,2020-07-09,133973,244.5506709472137,756087.1980642977,True,170,178289.78381774295,1415560.7885547327
170,2020-07-10,140776,244.5506709472137,756087.1980642977,True,171,182579.12358183766,1415560.7885547327
171,2020-07-11,145632,244.5506709472137,756087.1980642977,True,172,186957.1936789481,1415560.7885547327
172,2020-07-12,150445,244.5506709472137,756087.1980642977,True,173,191425.13114549906,1415560.7885547327
173,2020-07-13,154277,244.5506709472137,756087.1980642977,True,174,195984.05334935416,1415560.7885547327
174,2020-07-14,159898,244.5506709472137,756087.1980642977,True,175,200635.0559830325,1415560.7885547327
175,2020-07-15,165169,244.5506709472137,756087.1980642977,True,176,205379.21099742022,1415560.7885547327
176,2020-07-16,173206,244.5506709472137,756087.1980642977,True,177,210217.5644774997,1415560.7885547327
177,2020-07-17,182140,244.5506709472137,756087.1980642977,True,178,215151.13446189713,1415560.7885547327
178,2020-07-18,190700,244.5506709472137,756087.1980642977,True,179,220180.90870833772,1415560.7885547327
179,2020-07-19,197278,244.5506709472137,756087.1980642977,True,180,225307.84240739958,1415560.7885547327
180,2020-07-20,204005,244.5506709472137,756087.1980642977,True,181,230532.8558472675,1415560.7885547327
181,2020-07-21,211038,244.5506709472137,756087.1980642977,True,182,235856.83203251107,1415560.7885547327
182,2020-07-22,218428,244.5506709472137,756087.1980642977,True,183,241280.6142602456,1415560.7885547327
183,2020-07-23,226373,244.5506709472137,756087.1980642977,True,184,246805.0036573691,1415560.7885547327
184,2020-07-24,233541,244.5506709472137,756087.1980642977,True,185,252430.75668292283,1415560.7885547327
185,2020-07-25,240795,244.5506709472137,756087.1980642977,True,186,258158.5825999726,1415560.7885547327
186,2020-07-26,248976,244.5506709472137,756087.1980642977,True,187,263989.1409217682,1415560.7885547327
187,2020-07-27,257101,244.5506709472137,756087.1980642977,True,188,269923.03883729945,1415560.7885547327
188,2020-07-28,267385,244.5506709472137,756087.1980642977,True,189,275960.8286217303,1415560.7885547327
189,2020-07-29,276055,244.5506709472137,756087.1980642977,True,190,282103.0050375572,1415560.7885547327
190,2020-07-30,286020,244.5506709472137,756087.1980642977,True,191,288350.002732692,1415560.7885547327
191,2020-07-31,295508,244.5506709472137,756087.1980642977,True,192,294702.19364203204,1415560.7885547327
192,2020-08-01,306181,244.5506709472137,756087.1980642977,True,193,301159.88439942343,1415560.7885547327
193,2020-08-02,317651,244.5506709472137,756087.1980642977,True,194,307723.31376726326,1415560.7885547327
194,2020-08-03,327850,244.5506709472137,756087.1980642977,True,195,314392.65009131393,1415560.7885547327
195,2020-08-04,334979,244.5506709472137,756087.1980642977,True,196,321167.9887886145,1415560.7885547327
196,2020-08-05,345714,244.5506709472137,756087.1980642977,True,197,328049.349876668,1415560.7885547327
197,2020-08-06,357710,244.5506709472137,756087.1980642977,True,198,335036.6755523572,1415560.7885547327
198,2020-08-07,367204,244.5506709472137,756087.1980642977,True,199,342129.82782929635,1415560.7885547327
199,2020-08-08,376870,244.5506709472137,756087.1980642977,True,200,349328.58624254604,1415560.7885547327
200,2020-08-09,387481,244.5506709472137,756087.1980642977,True,201,356632.64562981774,1415560.7885547327
201,2020-08-10,397623,244.5506709472137,756087.1980642977,True,202,364041.61399845855,1415560.7885547327
202,2020-08-11,410453,244.5506709472137,756087.1980642977,True,203,371555.01048763475,1415560.7885547327
203,2020-08-12,422519,244.5506709472137,756087.1980642977,True,204,379172.2634352247,1415560.7885547327
204,2020-08-13,433805,244.5506709472137,756087.1980642977,True,205,386892.7085589822,1415560.7885547327
205,2020-08-14,445111,244.5506709472137,756087.1980642977,True,206,394715.58726154023,1415560.7885547327
206,2020-08-15,456689,244.5506709472137,756087.1980642977,True,207,402640.0450687853,1415560.7885547327
207,2020-08-16,468332,244.5506709472137,756087.1980642977,True,208,410665.13021104725,1415560.7885547327
208,2020-08-17,476660,244.5506709472137,756087.1980642977,True,209,418789.7923564143,1415560.7885547327
209,2020-08-18,489122,244.5506709472137,756087.1980642977,True,210,427012.8815052946,1415560.7885547327
210,2020-08-19,502178,244.5506709472137,756087.1980642977,True,211,435333.14705510146,1415560.7885547327
211,2020-08-20,513719,244.5506709472137,756087.1980642977,True,212,443749.23704364756,1415560.7885547327
212,2020-08-21,522138,244.5506709472137,756087.1980642977,True,213,452259.69757947733,1415560.7885547327
213,2020-08-22,533103,244.5506709472137,756087.1980642977,True,214,460862.97246695874,1415560.7885547327
214,2020-08-23,541139,244.5506709472137,756087.1980642977,True,215,469557.40303349553,1415560.7885547327
215,2020-08-24,551688,244.5506709472137,756087.1980642977,True,216,478341.22816569096,1415560.7885547327
216,2020-08-25,562113,244.5506709472137,756087.1980642977,True,217,487212.58456072595,1415560.7885547327
217,2020-08-26,572243,244.5506709472137,756087.1980642977,True,218,496169.5071985802,1415560.7885547327
218,2020-08-27,581995,244.5506709472137,756087.1980642977,True,219,505209.9300400411,1415560.7885547327
219,2020-08-28,590492,244.5506709472137,756087.1980642977,True,220,514331.68695471244,1415560.7885547327
220,2020-08-29,599884,244.5506709472137,756087.1980642977,True,221,523532.51288245205,1415560.7885547327
221,2020-08-30,607904,244.5506709472137,756087.1980642977,True,222,532810.0452308474,1415560.7885547327
222,2020-08-31,615094,244.5506709472137,756087.1980642977,True,223,542161.8255104567,1415560.7885547327
223,2020-09-01,624026,244.5506709472137,756087.1980642977,True,224,551585.3012086574,1415560.7885547327
224,2020-09-02,633321,244.5506709472137,756087.1980642977,True,225,561077.8279019915,1415560.7885547327
225,2020-09-03,641574,244.5506709472137,756087.1980642977,True,226,570636.671605943,1415560.7885547327
226,2020-09-04,650063,244.5506709472137,756087.1980642977,True,227,580259.01136009,1415560.7885547327
227,2020-09-05,658456,244.5506709472137,756087.1980642977,True,228,589941.9420455778,1415560.7885547327
228,2020-09-06,666521,244.5506709472137,756087.1980642977,True,229,599682.4774308399,1415560.7885547327
229,2020-09-07,671848,244.5506709472137,756087.1980642977,True,230,609477.5534404819,1415560.7885547327
230,2020-09-08,679513,244.5506709472137,756087.1980642977,True,231,619324.0316412281,1415560.7885547327
231,2020-09-09,686851,244.5506709472137,756087.1980642977,True,232,629218.7029378228,1415560.7885547327
232,2020-09-10,694664,244.5506709472137,756087.1980642977,True,233,639158.2914707933,1415560.7885547327
233,2020-09-11,702088,244.5506709472137,756087.1980642977,True,234,649139.4587070158,1415560.7885547327
234,2020-09-12,708964,244.5506709472137,756087.1980642977,True,235,659158.8077130852,1415560.7885547327
235,2020-09-13,716319,244.5506709472137,756087.1980642977,True,236,669212.8876005977,1415560.7885547327
236,2020-09-14,721892,244.5506709472137,756087.1980642977,True,237,679298.1981315913,1415560.7885547327
237,2020-09-15,728590,244.5506709472137,756087.1980642977,True,238,689411.1944715944,1415560.7885547327
238,2020-09-16,736377,244.5506709472137,756087.1980642977,True,239,699548.2920769671,1415560.7885547327
239,2020-09-17,743945,244.5506709472137,756087.1980642977,True,240,709705.8717025486,1415560.7885547327
240,2020-09-18,750471,244.5506709472137,756087.1980642977,True,241,719880.2845149885,1415560.7885547327
241,2020-09-19,758398,244.5506709472137,756087.1980642977,True,242,730067.8572965977,1415560.7885547327
242,2020-09-20,765076,244.5506709472137,756087.1980642977,True,243,740264.897724078,1415560.7885547327
243,2020-09-21,770435,244.5506709472137,756087.1980642977,True,244,750467.6997060999,1415560.7885547327
244,2020-09-22,777537,244.5506709472137,756087.1980642977,True,245,760672.5487633792,1415560.7885547327
245,2020-09-23,784268,244.5506709472137,756087.1980642977,True,246,770875.7274346874,1415560.7885547327
246,2020-09-24,790823,244.5506709472137,756087.1980642977,True,247,781073.52069209,1415560.7885547327
247,2020-09-25,798317,244.5506709472137,756087.1980642977,True,248,791262.2213486544,1415560.7885547327
248,2020-09-26,806038,244.5506709472137,756087.1980642977,True,249,801438.1354419115,1415560.7885547327
249,2020-09-27,813056,244.5506709472137,756087.1980642977,True,250,811597.5875764905,1415560.7885547327
250,2020-09-28,818203,244.5506709472137,756087.1980642977,True,251,821736.9262095462,1415560.7885547327
251,2020-09-29,824042,244.5506709472137,756087.1980642977,True,252,831852.5288629199,1415560.7885547327
252,2020-09-30,829679,244.5506709472137,756087.1980642977,True,253,841940.8072463414,1415560.7885547327
253,2020-10-01,835339,244.5506709472137,756087.1980642977,True,254,851998.2122764628,1415560.7885547327
254,2020-10-02,841532,244.5506709472137,756087.1980642977,True,255,862021.2389770411,1415560.7885547327
255,2020-10-03,848147,244.5506709472137,756087.1980642977,True,256,872006.4312462116,1415560.7885547327
256,2020-10-04,855052,244.5506709472137,756087.1980642977,True,257,881950.3864774748,1415560.7885547327
257,2020-10-05,862158,244.5506709472137,756087.1980642977,True,258,891849.7600217566,1415560.7885547327
258,2020-10-06,869808,244.5506709472137,756087.1980642977,True,259,901701.2694787123,1415560.7885547327
259,2020-10-07,877684,244.5506709472137,756087.1980642977,True,260,911501.6988062881,1415560.7885547327
260,2020-10-08,886179,244.5506709472137,756087.1980642977,True,261,921247.902238451,1415560.7885547327
261,2020-10-09,894300,244.5506709472137,756087.1980642977,True,262,930936.8080019327,1415560.7885547327
262,2020-10-10,902747,244.5506709472137,756087.1980642977,True,263,940565.4218237944,1415560.7885547327
263,2020-10-11,911316,244.5506709472137,756087.1980642977,True,264,950130.8302226014,1415560.7885547327
264,2020-10-12,919084,244.5506709472137,756087.1980642977,True,265,959630.20357701,1415560.7885547327
265,2020-10-13,924098,244.5506709472137,756087.1980642977,True,266,969060.7989665719,1415560.7885547327
266,2020-10-14,930159,244.5506709472137,756087.1980642977,True,267,978419.9627805891,1415560.7885547327
267,2020-10-15,936982,244.5506709472137,756087.1980642977,True,268,987705.1330918522,1415560.7885547327
268,2020-10-16,945354,244.5506709472137,756087.1980642977,True,269,996913.841793114,1415560.7885547327
269,2020-10-17,952371,244.5506709472137,756087.1980642977,True,270,1006043.7164951272,1415560.7885547327
270,2020-10-18,959572,244.5506709472137,756087.1980642977,True,271,1015092.4821860467,1415560.7885547327
271,2020-10-19,965883,244.5506709472137,756087.1980642977,True,272,1024057.9626529329,1415560.7885547327
272,2020-10-20,974139,244.5506709472137,756087.1980642977,True,273,1032938.0816670076,1415560.7885547327
273,2020-10-21,981700,244.5506709472137,756087.1980642977,True,274,1041730.863935176,1415560.7885547327
274,2020-10-22,990373,244.5506709472137,756087.1980642977,True,275,1050434.4358211644,1415560.7885547327
275,2020-10-23,998942,244.5506709472137,756087.1980642977,True,276,1059047.0258404105,1415560.7885547327
276,2020-10-24,1007711,244.5506709472137,756087.1980642977,True,277,1067566.964933576,1415560.7885547327
277,2020-10-25,1015885,244.5506709472137,756087.1980642977,True,278,1075992.6865242473,1415560.7885547327
278,2020-10-26,1025052,244.5506709472137,756087.1980642977,True,279,1084322.7263670191,1415560.7885547327
279,2020-10-27,1033218,244.5506709472137,756087.1980642977,True,280,1092555.722192744,1415560.7885547327
280,2020-10-28,1041935,244.5506709472137,756087.1980642977,True,281,1100690.413158253,1415560.7885547327
281,2020-10-29,1053122,244.5506709472137,756087.1980642977,True,282,1108725.6391083265,1415560.7885547327
282,2020-10-30,1063151,244.5506709472137,756087.1980642977,True,283,1116660.3396581037,1415560.7885547327
283,2020-10-31,1074184,244.5506709472137,756087.1980642977,True,284,1124493.553104486,1415560.7885547327
