,Report_Date,France_saint pierre and miquelon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,0,90.83804267152118,1.1873210917237695,False,50,0.06769300648890215,0.002433148400953153
50,2020-03-12,0,90.83804267152118,1.1873210917237695,False,51,0.07361292257588768,0.002433148400953153
51,2020-03-13,0,90.83804267152118,1.1873210917237695,False,52,0.08003258914498637,0.002433148400953153
52,2020-03-14,0,90.83804267152118,1.1873210917237695,False,53,0.08699093946492828,0.002433148400953153
53,2020-03-15,0,90.83804267152118,1.1873210917237695,False,54,0.09452935313665212,0.002433148400953153
54,2020-03-16,0,90.83804267152118,1.1873210917237695,False,55,0.10269170201748003,0.002433148400953153
55,2020-03-17,0,90.83804267152118,1.1873210917237695,False,56,0.11152437436685092,0.002433148400953153
56,2020-03-18,0,90.83804267152118,1.1873210917237695,False,57,0.12107627215457034,0.002433148400953153
57,2020-03-19,0,90.83804267152118,1.1873210917237695,False,58,0.131398775857069,0.002433148400953153
58,2020-03-20,0,90.83804267152118,1.1873210917237695,False,59,0.1425456704544912,0.002433148400953153
59,2020-03-21,0,90.83804267152118,1.1873210917237695,False,60,0.15457302575670195,0.002433148400953153
60,2020-03-22,0,90.83804267152118,1.1873210917237695,False,61,0.16753902366210685,0.002433148400953153
61,2020-03-23,0,90.83804267152118,1.1873210917237695,False,62,0.18150372453044883,0.002433148400953153
62,2020-03-24,0,90.83804267152118,1.1873210917237695,False,63,0.196528764579414,0.002433148400953153
63,2020-03-25,0,90.83804267152118,1.1873210917237695,False,64,0.21267697615410136,0.002433148400953153
64,2020-03-26,0,90.83804267152118,1.1873210917237695,False,65,0.2300119229362141,0.002433148400953153
65,2020-03-27,0,90.83804267152118,1.1873210917237695,False,66,0.24859734273183473,0.002433148400953153
66,2020-03-28,0,90.83804267152118,1.1873210917237695,False,67,0.2684964914836955,0.002433148400953153
67,2020-03-29,0,90.83804267152118,1.1873210917237695,False,68,0.28977138367815813,0.002433148400953153
68,2020-03-30,0,90.83804267152118,1.1873210917237695,False,69,0.31248192643673756,0.002433148400953153
69,2020-03-31,0,90.83804267152118,1.1873210917237695,False,70,0.336684947363481,0.002433148400953153
70,2020-04-01,0,90.83804267152118,1.1873210917237695,False,71,0.3624331197085477,0.002433148400953153
71,2020-04-02,0,90.83804267152118,1.1873210917237695,False,72,0.38977379261881495,0.002433148400953153
72,2020-04-03,0,90.83804267152118,1.1873210917237695,False,73,0.4187477391480931,0.002433148400953153
73,2020-04-04,0,90.83804267152118,1.1873210917237695,False,74,0.4493878402058258,0.002433148400953153
74,2020-04-05,1,90.83804267152118,1.1873210917237695,False,75,0.4817177285790123,0.002433148400953153
75,2020-04-06,1,90.83804267152118,1.1873210917237695,False,76,0.5157504233355702,0.002433148400953153
76,2020-04-07,1,90.83804267152118,1.1873210917237695,False,77,0.551486990995453,0.002433148400953153
77,2020-04-08,1,90.83804267152118,1.1873210917237695,False,78,0.5889152754476622,0.002433148400953153
78,2020-04-09,1,90.83804267152118,1.1873210917237695,False,79,0.6280087432405895,0.002433148400953153
79,2020-04-10,1,90.83804267152118,1.1873210917237695,False,80,0.6687254940816898,0.002433148400953153
