,Report_Date,France_saint pierre and miquelon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,90.83804267152118,1.1873210917237695,False,1,0.0010095742737587432,0.002433148400953153
1,2020-01-23,0,90.83804267152118,1.1873210917237695,False,2,0.0011006462409988375,0.002433148400953153
2,2020-01-24,0,90.83804267152118,1.1873210917237695,False,3,0.0011999295014145325,0.002433148400953153
3,2020-01-25,0,90.83804267152118,1.1873210917237695,False,4,0.001308163624252822,0.002433148400953153
4,2020-01-26,0,90.83804267152118,1.1873210917237695,False,5,0.0014261546421798924,0.002433148400953153
5,2020-01-27,0,90.83804267152118,1.1873210917237695,False,6,0.001554780996369019,0.002433148400953153
6,2020-01-28,0,90.83804267152118,1.1873210917237695,False,7,0.0016950000081199425,0.002433148400953153
7,2020-01-29,0,90.83804267152118,1.1873210917237695,False,8,0.0018478549226493592,0.002433148400953153
8,2020-01-30,0,90.83804267152118,1.1873210917237695,False,9,0.00201448257445917,0.002433148400953153
9,2020-01-31,0,90.83804267152118,1.1873210917237695,False,10,0.0021961217277305482,0.002433148400953153
10,2020-02-01,0,90.83804267152118,1.1873210917237695,False,11,0.002394122149520248,0.002433148400953153
11,2020-02-02,0,90.83804267152118,1.1873210917237695,False,12,0.002609954478162501,0.002433148400953153
12,2020-02-03,0,90.83804267152118,1.1873210917237695,False,13,0.002845220954215213,0.002433148400953153
13,2020-02-04,0,90.83804267152118,1.1873210917237695,False,14,0.003101667086540799,0.002433148400953153
14,2020-02-05,0,90.83804267152118,1.1873210917237695,False,15,0.0033811943316846686,0.002433148400953153
15,2020-02-06,0,90.83804267152118,1.1873210917237695,False,16,0.0036858738706090606,0.002433148400953153
16,2020-02-07,0,90.83804267152118,1.1873210917237695,False,17,0.004017961573052685,0.002433148400953153
17,2020-02-08,0,90.83804267152118,1.1873210917237695,False,18,0.00437991424630718,0.002433148400953153
18,2020-02-09,0,90.83804267152118,1.1873210917237695,False,19,0.004774407272011599,0.002433148400953153
19,2020-02-10,0,90.83804267152118,1.1873210917237695,False,20,0.00520435374163814,0.002433148400953153
20,2020-02-11,0,90.83804267152118,1.1873210917237695,False,21,0.0056729252086362425,0.002433148400953153
21,2020-02-12,0,90.83804267152118,1.1873210917237695,False,22,0.006183574182663287,0.002433148400953153
22,2020-02-13,0,90.83804267152118,1.1873210917237695,False,23,0.00674005849888597,0.002433148400953153
23,2020-02-14,0,90.83804267152118,1.1873210917237695,False,24,0.007346467702892981,0.002433148400953153
24,2020-02-15,0,90.83804267152118,1.1873210917237695,False,25,0.008007251599196474,0.002433148400953153
25,2020-02-16,0,90.83804267152118,1.1873210917237695,False,26,0.008727251118466086,0.002433148400953153
26,2020-02-17,0,90.83804267152118,1.1873210917237695,False,27,0.009511731665346449,0.002433148400953153
27,2020-02-18,0,90.83804267152118,1.1873210917237695,False,28,0.01036641911472505,0.002433148400953153
28,2020-02-19,0,90.83804267152118,1.1873210917237695,False,29,0.011297538629357876,0.002433148400953153
29,2020-02-20,0,90.83804267152118,1.1873210917237695,False,30,0.012311856475480512,0.002433148400953153
30,2020-02-21,0,90.83804267152118,1.1873210917237695,False,31,0.01341672501501586,0.002433148400953153
31,2020-02-22,0,90.83804267152118,1.1873210917237695,False,32,0.014620131052737203,0.002433148400953153
32,2020-02-23,0,90.83804267152118,1.1873210917237695,False,33,0.01593074771366157,0.002433148400953153
33,2020-02-24,0,90.83804267152118,1.1873210917237695,False,34,0.017357990019327148,0.002433148400953153
34,2020-02-25,0,90.83804267152118,1.1873210917237695,False,35,0.018912074320617825,0.002433148400953153
35,2020-02-26,0,90.83804267152118,1.1873210917237695,False,36,0.02060408172846038,0.002433148400953153
36,2020-02-27,0,90.83804267152118,1.1873210917237695,False,37,0.022446025660897977,0.002433148400953153
37,2020-02-28,0,90.83804267152118,1.1873210917237695,False,38,0.024450923594415856,0.002433148400953153
38,2020-02-29,0,90.83804267152118,1.1873210917237695,False,39,0.026632873067441748,0.002433148400953153
39,2020-03-01,0,90.83804267152118,1.1873210917237695,False,40,0.029007131932922727,0.002433148400953153
40,2020-03-02,0,90.83804267152118,1.1873210917237695,False,41,0.03159020279281613,0.002433148400953153
41,2020-03-03,0,90.83804267152118,1.1873210917237695,False,42,0.03439992146799632,0.002433148400953153
42,2020-03-04,0,90.83804267152118,1.1873210917237695,False,43,0.03745554925998752,0.002433148400953153
43,2020-03-05,0,90.83804267152118,1.1873210917237695,False,44,0.04077786864334066,0.002433148400953153
44,2020-03-06,0,90.83804267152118,1.1873210917237695,False,45,0.04438928188639146,0.002433148400953153
45,2020-03-07,0,90.83804267152118,1.1873210917237695,False,46,0.048313911930359284,0.002433148400953153
46,2020-03-08,0,90.83804267152118,1.1873210917237695,False,47,0.05257770465889713,0.002433148400953153
47,2020-03-09,0,90.83804267152118,1.1873210917237695,False,48,0.05720853145881998,0.002433148400953153
48,2020-03-10,0,90.83804267152118,1.1873210917237695,False,49,0.06223629070438247,0.002433148400953153
