,Report_Date,UAE_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,140,90.96813155653884,7756.490011728735,False,58,235.6045610036906,15512.98002345747
58,2020-03-20,140,90.96813155653884,7756.490011728735,False,59,266.8412010168747,15512.98002345747
59,2020-03-21,153,90.96813155653884,7756.490011728735,False,60,302.1373164583728,15512.98002345747
60,2020-03-22,153,90.96813155653884,7756.490011728735,False,61,341.9974570295269,15512.98002345747
61,2020-03-23,198,90.96813155653884,7756.490011728735,False,62,386.98244952163134,15512.98002345747
62,2020-03-24,248,90.96813155653884,7756.490011728735,False,63,437.7138681398025,15512.98002345747
63,2020-03-25,333,90.96813155653884,7756.490011728735,False,64,494.87832699526837,15512.98002345747
64,2020-03-26,333,90.96813155653884,7756.490011728735,False,65,559.2313954370184,15512.98002345747
65,2020-03-27,405,90.96813155653884,7756.490011728735,False,66,631.6008793651168,15512.98002345747
66,2020-03-28,468,90.96813155653884,7756.490011728735,False,67,712.8891449455493,15512.98002345747
67,2020-03-29,570,90.96813155653884,7756.490011728735,False,68,804.0740859873961,15512.98002345747
68,2020-03-30,611,90.96813155653884,7756.490011728735,False,69,906.2082546653611,15512.98002345747
69,2020-03-31,664,90.96813155653884,7756.490011728735,False,70,1020.4155910726558,15512.98002345747
70,2020-04-01,814,90.96813155653884,7756.490011728735,False,71,1147.8851064500739,15512.98002345747
71,2020-04-02,1024,90.96813155653884,7756.490011728735,False,72,1289.8608070410598,15512.98002345747
72,2020-04-03,1264,90.96813155653884,7756.490011728735,False,73,1447.6271031102465,15512.98002345747
73,2020-04-04,1505,90.96813155653884,7756.490011728735,False,74,1622.4889473375758,15512.98002345747
74,2020-04-05,1799,90.96813155653884,7756.490011728735,False,75,1815.746008851363,15512.98002345747
75,2020-04-06,2076,90.96813155653884,7756.490011728735,False,76,2028.6603365859935,15512.98002345747
76,2020-04-07,2359,90.96813155653884,7756.490011728735,False,77,2262.417222001715,15512.98002345747
77,2020-04-08,2659,90.96813155653884,7756.490011728735,False,78,2518.0793569680573,15512.98002345747
78,2020-04-09,2990,90.96813155653884,7756.490011728735,False,79,2796.5349098934403,15512.98002345747
79,2020-04-10,3360,90.96813155653884,7756.490011728735,False,80,3098.440808903626,15512.98002345747
80,2020-04-11,3736,90.96813155653884,7756.490011728735,False,81,3424.163299212032,15512.98002345747
81,2020-04-12,3736,90.96813155653884,7756.490011728735,False,82,3773.7186773883,15512.98002345747
