,Report_Date,Qatar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,470,114.73515620959948,42697.638942964186,False,59,316.9259241137839,85395.27788592839
59,2020-03-21,481,114.73515620959948,42697.638942964186,False,60,350.2404444513754,85395.27788592839
60,2020-03-22,494,114.73515620959948,42697.638942964186,False,61,387.0409789817285,85395.27788592839
61,2020-03-23,501,114.73515620959948,42697.638942964186,False,62,427.6887811119458,85395.27788592839
62,2020-03-24,526,114.73515620959948,42697.638942964186,False,63,472.581763148682,85395.27788592839
63,2020-03-25,537,114.73515620959948,42697.638942964186,False,64,522.1580444710859,85395.27788592839
64,2020-03-26,549,114.73515620959948,42697.638942964186,False,65,576.8998048614543,85395.27788592839
65,2020-03-27,562,114.73515620959948,42697.638942964186,False,66,637.3374604885793,85395.27788592839
66,2020-03-28,590,114.73515620959948,42697.638942964186,False,67,704.054178853819,85395.27788592839
67,2020-03-29,634,114.73515620959948,42697.638942964186,False,68,777.6907471067502,85395.27788592839
68,2020-03-30,693,114.73515620959948,42697.638942964186,False,69,858.9508053349202,85395.27788592839
69,2020-03-31,781,114.73515620959948,42697.638942964186,False,70,948.6064525159683,85395.27788592839
70,2020-04-01,835,114.73515620959948,42697.638942964186,False,71,1047.5042275375872,85395.27788592839
71,2020-04-02,949,114.73515620959948,42697.638942964186,False,72,1156.5714607468085,85395.27788592839
72,2020-04-03,1075,114.73515620959948,42697.638942964186,False,73,1276.8229825450717,85395.27788592839
73,2020-04-04,1325,114.73515620959948,42697.638942964186,False,74,1409.3681642121971,85395.27788592839
74,2020-04-05,1604,114.73515620959948,42697.638942964186,False,75,1555.4182519853714,85395.27788592839
75,2020-04-06,1832,114.73515620959948,42697.638942964186,False,76,1716.293937958023,85395.27788592839
76,2020-04-07,2057,114.73515620959948,42697.638942964186,False,77,1893.4330900782477,85395.27788592839
77,2020-04-08,2210,114.73515620959948,42697.638942964186,False,78,2088.3985378710445,85395.27788592839
78,2020-04-09,2376,114.73515620959948,42697.638942964186,False,79,2302.8857799301722,85395.27788592839
79,2020-04-10,2512,114.73515620959948,42697.638942964186,False,80,2538.730443195087,85395.27788592839
