,Report_Date,Holy See_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,1,66.53447757004822,4.468516314074169,True,57,1.440056675677641,8.78555158205213
57,2020-03-19,1,66.53447757004822,4.468516314074169,True,58,1.6615215594558441,8.78555158205213
58,2020-03-20,1,66.53447757004822,4.468516314074169,True,59,1.9083755313115598,8.78555158205213
59,2020-03-21,1,66.53447757004822,4.468516314074169,True,60,2.1809110303824206,8.78555158205213
60,2020-03-22,1,66.53447757004822,4.468516314074169,True,61,2.4786420188611276,8.78555158205213
61,2020-03-23,1,66.53447757004822,4.468516314074169,True,62,2.8001722640088524,8.78555158205213
62,2020-03-24,4,66.53447757004822,4.468516314074169,True,63,3.143112942409179,8.78555158205213
63,2020-03-25,4,66.53447757004822,4.468516314074169,True,64,3.504072298410741,8.78555158205213
64,2020-03-26,4,66.53447757004822,4.468516314074169,True,65,3.8787340037267097,8.78555158205213
65,2020-03-27,4,66.53447757004822,4.468516314074169,True,66,4.262029474946035,8.78555158205213
66,2020-03-28,6,66.53447757004822,4.468516314074169,True,67,4.648394359323567,8.78555158205213
67,2020-03-29,6,66.53447757004822,4.468516314074169,True,68,5.032083999117654,8.78555158205213
68,2020-03-30,6,66.53447757004822,4.468516314074169,True,69,5.407511006063894,8.78555158205213
69,2020-03-31,6,66.53447757004822,4.468516314074169,True,70,5.769563531152437,8.78555158205213
70,2020-04-01,6,66.53447757004822,4.468516314074169,True,71,6.113866789316973,8.78555158205213
71,2020-04-02,7,66.53447757004822,4.468516314074169,True,72,6.4369616782923815,8.78555158205213
72,2020-04-03,7,66.53447757004822,4.468516314074169,True,73,6.736389606202605,8.78555158205213
73,2020-04-04,7,66.53447757004822,4.468516314074169,True,74,7.010687834702894,8.78555158205213
74,2020-04-05,7,66.53447757004822,4.468516314074169,True,75,7.259311360927317,8.78555158205213
75,2020-04-06,7,66.53447757004822,4.468516314074169,True,76,7.482503827390433,8.78555158205213
76,2020-04-07,7,66.53447757004822,4.468516314074169,True,77,7.681141146309705,8.78555158205213
77,2020-04-08,8,66.53447757004822,4.468516314074169,True,78,7.856568697562634,8.78555158205213
78,2020-04-09,8,66.53447757004822,4.468516314074169,True,79,8.010447871393572,8.78555158205213
79,2020-04-10,8,66.53447757004822,4.468516314074169,True,80,8.144622023578291,8.78555158205213
