,Report_Date,Australia_victoria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.45182036757787,747.4656482816453,True,1,0.017687244203770883,1456.0963046294544
1,2020-01-23,0,68.45182036757787,747.4656482816453,True,2,0.020926823304783137,1456.0963046294544
2,2020-01-24,0,68.45182036757787,747.4656482816453,True,3,0.024759750855546183,1456.0963046294544
3,2020-01-25,0,68.45182036757787,747.4656482816453,True,4,0.029294698273337753,1456.0963046294544
4,2020-01-26,1,68.45182036757787,747.4656482816453,True,5,0.034660238509846376,1456.0963046294544
5,2020-01-27,1,68.45182036757787,747.4656482816453,True,6,0.04100849008934316,1456.0963046294544
6,2020-01-28,1,68.45182036757787,747.4656482816453,True,7,0.04851942813131206,1456.0963046294544
7,2020-01-29,1,68.45182036757787,747.4656482816453,True,8,0.05740598433819184,1456.0963046294544
8,2020-01-30,2,68.45182036757787,747.4656482816453,True,9,0.0679200801969826,1456.0963046294544
9,2020-01-31,3,68.45182036757787,747.4656482816453,True,10,0.08035976396062701,1456.0963046294544
10,2020-02-01,4,68.45182036757787,747.4656482816453,True,11,0.09507765307109427,1456.0963046294544
11,2020-02-02,4,68.45182036757787,747.4656482816453,True,12,0.11249092041972704,1456.0963046294544
12,2020-02-03,4,68.45182036757787,747.4656482816453,True,13,0.133093106221095,1456.0963046294544
13,2020-02-04,4,68.45182036757787,747.4656482816453,True,14,0.1574680884894205,1456.0963046294544
14,2020-02-05,4,68.45182036757787,747.4656482816453,True,15,0.18630660554082357,1456.0963046294544
15,2020-02-06,4,68.45182036757787,747.4656482816453,True,16,0.22042579522578026,1456.0963046294544
16,2020-02-07,4,68.45182036757787,747.4656482816453,True,17,0.2607922996223862,1456.0963046294544
17,2020-02-08,4,68.45182036757787,747.4656482816453,True,18,0.3085495829026913,1456.0963046294544
18,2020-02-09,4,68.45182036757787,747.4656482816453,True,19,0.36505022658747555,1456.0963046294544
19,2020-02-10,4,68.45182036757787,747.4656482816453,True,20,0.4318941033963801,1456.0963046294544
20,2020-02-11,4,68.45182036757787,747.4656482816453,True,21,0.5109734917945098,1456.0963046294544
21,2020-02-12,4,68.45182036757787,747.4656482816453,True,22,0.6045263820387522,1456.0963046294544
22,2020-02-13,4,68.45182036757787,747.4656482816453,True,23,0.7151994454703834,1456.0963046294544
23,2020-02-14,4,68.45182036757787,747.4656482816453,True,24,0.8461223969691792,1456.0963046294544
24,2020-02-15,4,68.45182036757787,747.4656482816453,True,25,1.0009957814117045,1456.0963046294544
25,2020-02-16,4,68.45182036757787,747.4656482816453,True,26,1.1841945647036987,1456.0963046294544
26,2020-02-17,4,68.45182036757787,747.4656482816453,True,27,1.4008903149279053,1456.0963046294544
27,2020-02-18,4,68.45182036757787,747.4656482816453,True,28,1.6571952260130898,1456.0963046294544
28,2020-02-19,4,68.45182036757787,747.4656482816453,True,29,1.9603317716018158,1456.0963046294544
29,2020-02-20,4,68.45182036757787,747.4656482816453,True,30,2.3188323863111155,1456.0963046294544
30,2020-02-21,4,68.45182036757787,747.4656482816453,True,31,2.742774259668153,1456.0963046294544
31,2020-02-22,4,68.45182036757787,747.4656482816453,True,32,3.2440550962308747,1456.0963046294544
32,2020-02-23,4,68.45182036757787,747.4656482816453,True,33,3.836716540759635,1456.0963046294544
33,2020-02-24,4,68.45182036757787,747.4656482816453,True,34,4.537322879578372,1456.0963046294544
34,2020-02-25,4,68.45182036757787,747.4656482816453,True,35,5.365403587337653,1456.0963046294544
35,2020-02-26,4,68.45182036757787,747.4656482816453,True,36,6.343969255083344,1456.0963046294544
36,2020-02-27,4,68.45182036757787,747.4656482816453,True,37,7.500111350496019,1456.0963046294544
37,2020-02-28,4,68.45182036757787,747.4656482816453,True,38,8.865697031278472,1456.0963046294544
38,2020-02-29,7,68.45182036757787,747.4656482816453,True,39,10.478170719259516,1456.0963046294544
39,2020-03-01,7,68.45182036757787,747.4656482816453,True,40,12.38147414494466,1456.0963046294544
40,2020-03-02,9,68.45182036757787,747.4656482816453,True,41,14.627095805607937,1456.0963046294544
41,2020-03-03,9,68.45182036757787,747.4656482816453,True,42,17.27525885058718,1456.0963046294544
42,2020-03-04,10,68.45182036757787,747.4656482816453,True,43,20.396252780768865,1456.0963046294544
43,2020-03-05,10,68.45182036757787,747.4656482816453,True,44,24.071908316542146,1456.0963046294544
44,2020-03-06,10,68.45182036757787,747.4656482816453,True,45,28.39720543362887,1456.0963046294544
45,2020-03-07,11,68.45182036757787,747.4656482816453,True,46,33.481990741428426,1456.0963046294544
46,2020-03-08,11,68.45182036757787,747.4656482816453,True,47,39.452760703150815,1456.0963046294544
47,2020-03-09,15,68.45182036757787,747.4656482816453,True,48,46.45444010205334,1456.0963046294544
48,2020-03-10,18,68.45182036757787,747.4656482816453,True,49,54.65204901276936,1456.0963046294544
49,2020-03-11,21,68.45182036757787,747.4656482816453,True,50,64.23210490796386,1456.0963046294544
50,2020-03-12,21,68.45182036757787,747.4656482816453,True,51,75.40354864259085,1456.0963046294544
51,2020-03-13,36,68.45182036757787,747.4656482816453,True,52,88.39791452903566,1456.0963046294544
52,2020-03-14,49,68.45182036757787,747.4656482816453,True,53,103.46838864062276,1456.0963046294544
53,2020-03-15,57,68.45182036757787,747.4656482816453,True,54,120.88732287496093,1456.0963046294544
54,2020-03-16,71,68.45182036757787,747.4656482816453,True,55,140.94170781903674,1456.0963046294544
55,2020-03-17,94,68.45182036757787,747.4656482816453,True,56,163.92607499591622,1456.0963046294544
56,2020-03-18,121,68.45182036757787,747.4656482816453,True,57,190.13232667686003,1456.0963046294544
57,2020-03-19,121,68.45182036757787,747.4656482816453,True,58,219.83611420420786,1456.0963046294544
58,2020-03-20,121,68.45182036757787,747.4656482816453,True,59,253.27964123266256,1456.0963046294544
59,2020-03-21,229,68.45182036757787,747.4656482816453,True,60,290.6511866871824,1456.0963046294544
60,2020-03-22,355,68.45182036757787,747.4656482816453,True,61,332.06223076089236,1456.0963046294544
61,2020-03-23,355,68.45182036757787,747.4656482816453,True,62,377.523790069059,1456.0963046294544
62,2020-03-24,411,68.45182036757787,747.4656482816453,True,63,426.92432743211896,1456.0963046294544
63,2020-03-25,466,68.45182036757787,747.4656482816453,True,64,480.0122310532145,1456.0963046294544
64,2020-03-26,520,68.45182036757787,747.4656482816453,True,65,536.3861391557956,1456.0963046294544
65,2020-03-27,574,68.45182036757787,747.4656482816453,True,66,595.4961019626517,1456.0963046294544
66,2020-03-28,685,68.45182036757787,747.4656482816453,True,67,656.6575881865205,1456.0963046294544
67,2020-03-29,769,68.45182036757787,747.4656482816453,True,68,719.0786930038878,1456.0963046294544
68,2020-03-30,821,68.45182036757787,747.4656482816453,True,69,781.8988444047665,1456.0963046294544
69,2020-03-31,917,68.45182036757787,747.4656482816453,True,70,844.2352820664265,1456.0963046294544
70,2020-04-01,968,68.45182036757787,747.4656482816453,True,71,905.2321148704176,1456.0963046294544
71,2020-04-02,1036,68.45182036757787,747.4656482816453,True,72,964.1062599160567,1456.0963046294544
72,2020-04-03,1085,68.45182036757787,747.4656482816453,True,73,1020.185173520034,1456.0963046294544
73,2020-04-04,1115,68.45182036757787,747.4656482816453,True,74,1072.9328271204372,1456.0963046294544
74,2020-04-05,1135,68.45182036757787,747.4656482816453,True,75,1121.9624300210141,1456.0963046294544
75,2020-04-06,1158,68.45182036757787,747.4656482816453,True,76,1167.0364385620817,1456.0963046294544
76,2020-04-07,1191,68.45182036757787,747.4656482816453,True,77,1208.055984913536,1456.0963046294544
77,2020-04-08,1212,68.45182036757787,747.4656482816453,True,78,1245.042774139187,1456.0963046294544
78,2020-04-09,1228,68.45182036757787,747.4656482816453,True,79,1278.1167199822048,1456.0963046294544
79,2020-04-10,1241,68.45182036757787,747.4656482816453,True,80,1307.4722649658552,1456.0963046294544
