,Report_Date,China_shaanxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,12.822584339705307,124.05595713946846,True,1,10.567678607666998,248.11191390708177
1,2020-01-23,3,12.822584339705307,124.05595713946846,True,2,13.576299642594643,248.11191390708177
2,2020-01-24,5,12.822584339705307,124.05595713946846,True,3,17.378810074092442,248.11191390708177
3,2020-01-25,15,12.822584339705307,124.05595713946846,True,4,22.14578076741489,248.11191390708177
4,2020-01-26,22,12.822584339705307,124.05595713946846,True,5,28.061297364384746,248.11191390708177
5,2020-01-27,35,12.822584339705307,124.05595713946846,True,6,35.310033618491076,248.11191390708177
6,2020-01-28,46,12.822584339705307,124.05595713946846,True,7,44.05635927377143,248.11191390708177
7,2020-01-29,56,12.822584339705307,124.05595713946846,True,8,54.41517268833847,248.11191390708177
8,2020-01-30,63,12.822584339705307,124.05595713946846,True,9,66.41685742364818,248.11191390708177
9,2020-01-31,87,12.822584339705307,124.05595713946846,True,10,79.97269740038823,248.11191390708177
10,2020-02-01,101,12.822584339705307,124.05595713946846,True,11,94.85096439375987,248.11191390708177
11,2020-02-02,116,12.822584339705307,124.05595713946846,True,12,110.67522825484309,248.11191390708177
12,2020-02-03,128,12.822584339705307,124.05595713946846,True,13,126.95266745009793,248.11191390708177
13,2020-02-04,142,12.822584339705307,124.05595713946846,True,14,143.13091973762633,248.11191390708177
14,2020-02-05,165,12.822584339705307,124.05595713946846,True,15,158.6708635740338,248.11191390708177
15,2020-02-06,173,12.822584339705307,124.05595713946846,True,16,173.11578335679346,248.11191390708177
16,2020-02-07,184,12.822584339705307,124.05595713946846,True,17,186.13898537747951,248.11191390708177
17,2020-02-08,195,12.822584339705307,124.05595713946846,True,18,197.5610586886189,248.11191390708177
18,2020-02-09,208,12.822584339705307,124.05595713946846,True,19,207.3390864967018,248.11191390708177
19,2020-02-10,213,12.822584339705307,124.05595713946846,True,20,215.53760659171772,248.11191390708177
20,2020-02-11,219,12.822584339705307,124.05595713946846,True,21,222.2928702539456,248.11191390708177
21,2020-02-12,225,12.822584339705307,124.05595713946846,True,22,227.77937982193157,248.11191390708177
22,2020-02-13,229,12.822584339705307,124.05595713946846,True,23,232.18355464041767,248.11191390708177
23,2020-02-14,230,12.822584339705307,124.05595713946846,True,24,235.68579572874734,248.11191390708177
24,2020-02-15,232,12.822584339705307,124.05595713946846,True,25,238.45002744768803,248.11191390708177
25,2020-02-16,236,12.822584339705307,124.05595713946846,True,26,240.61889610663135,248.11191390708177
26,2020-02-17,240,12.822584339705307,124.05595713946846,True,27,242.31274482439835,248.11191390708177
27,2020-02-18,240,12.822584339705307,124.05595713946846,True,28,243.63081823678917,248.11191390708177
28,2020-02-19,242,12.822584339705307,124.05595713946846,True,29,244.6535869073004,248.11191390708177
29,2020-02-20,245,12.822584339705307,124.05595713946846,True,30,245.44547298028832,248.11191390708177
30,2020-02-21,245,12.822584339705307,124.05595713946846,True,31,246.05755596938812,248.11191390708177
31,2020-02-22,245,12.822584339705307,124.05595713946846,True,32,246.53004052479912,248.11191390708177
32,2020-02-23,245,12.822584339705307,124.05595713946846,True,33,246.89439543665154,248.11191390708177
33,2020-02-24,245,12.822584339705307,124.05595713946846,True,34,247.1751469259551,248.11191390708177
34,2020-02-25,245,12.822584339705307,124.05595713946846,True,35,247.39134799174974,248.11191390708177
35,2020-02-26,245,12.822584339705307,124.05595713946846,True,36,247.5577628368781,248.11191390708177
36,2020-02-27,245,12.822584339705307,124.05595713946846,True,37,247.68581035685568,248.11191390708177
37,2020-02-28,245,12.822584339705307,124.05595713946846,True,38,247.78430915009457,248.11191390708177
38,2020-02-29,245,12.822584339705307,124.05595713946846,True,39,247.86006197327623,248.11191390708177
39,2020-03-01,245,12.822584339705307,124.05595713946846,True,40,247.9183119980026,248.11191390708177
40,2020-03-02,245,12.822584339705307,124.05595713946846,True,41,247.9630976704542,248.11191390708177
41,2020-03-03,245,12.822584339705307,124.05595713946846,True,42,247.99752793274828,248.11191390708177
42,2020-03-04,245,12.822584339705307,124.05595713946846,True,43,248.02399522197751,248.11191390708177
43,2020-03-05,245,12.822584339705307,124.05595713946846,True,44,248.0443400451444,248.11191390708177
44,2020-03-06,245,12.822584339705307,124.05595713946846,True,45,248.05997798028557,248.11191390708177
45,2020-03-07,245,12.822584339705307,124.05595713946846,True,46,248.0719975886149,248.11191390708177
46,2020-03-08,245,12.822584339705307,124.05595713946846,True,47,248.08123584515533,248.11191390708177
47,2020-03-09,245,12.822584339705307,124.05595713946846,True,48,248.08833621722823,248.11191390708177
48,2020-03-10,245,12.822584339705307,124.05595713946846,True,49,248.09379336326862,248.11191390708177
