,Report_Date,West Bank and Gaza_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.67378001955959,255.11052089780614,True,1,0.03210778438181591,421.26501290854844
1,2020-01-23,0,77.67378001955959,255.11052089780614,True,2,0.036424936688529995,421.26501290854844
2,2020-01-24,0,77.67378001955959,255.11052089780614,True,3,0.04132251816025216,421.26501290854844
3,2020-01-25,0,77.67378001955959,255.11052089780614,True,4,0.04687855239702498,421.26501290854844
4,2020-01-26,0,77.67378001955959,255.11052089780614,True,5,0.05318154736975973,421.26501290854844
5,2020-01-27,0,77.67378001955959,255.11052089780614,True,6,0.06033190313954763,421.26501290854844
6,2020-01-28,0,77.67378001955959,255.11052089780614,True,7,0.06844350827019502,421.26501290854844
7,2020-01-29,0,77.67378001955959,255.11052089780614,True,8,0.07764555013518777,421.26501290854844
8,2020-01-30,0,77.67378001955959,255.11052089780614,True,9,0.08808456765975575,421.26501290854844
9,2020-01-31,0,77.67378001955959,255.11052089780614,True,10,0.0999267788131113,421.26501290854844
10,2020-02-01,0,77.67378001955959,255.11052089780614,True,11,0.11336071942972303,421.26501290854844
11,2020-02-02,0,77.67378001955959,255.11052089780614,True,12,0.12860023475227722,421.26501290854844
12,2020-02-03,0,77.67378001955959,255.11052089780614,True,13,0.1458878705200618,421.26501290854844
13,2020-02-04,0,77.67378001955959,255.11052089780614,True,14,0.16549871654932233,421.26501290854844
14,2020-02-05,0,77.67378001955959,255.11052089780614,True,15,0.18774476264869175,421.26501290854844
15,2020-02-06,0,77.67378001955959,255.11052089780614,True,16,0.21297983447299468,421.26501290854844
16,2020-02-07,0,77.67378001955959,255.11052089780614,True,17,0.2416051856405566,421.26501290854844
17,2020-02-08,0,77.67378001955959,255.11052089780614,True,18,0.27407583222861587,421.26501290854844
18,2020-02-09,0,77.67378001955959,255.11052089780614,True,19,0.3109077267322248,421.26501290854844
19,2020-02-10,0,77.67378001955959,255.11052089780614,True,20,0.35268588084463853,421.26501290854844
20,2020-02-11,0,77.67378001955959,255.11052089780614,True,21,0.40007356011755724,421.26501290854844
21,2020-02-12,0,77.67378001955959,255.11052089780614,True,22,0.45382268881672033,421.26501290854844
22,2020-02-13,0,77.67378001955959,255.11052089780614,True,23,0.5147856202309876,421.26501290854844
23,2020-02-14,0,77.67378001955959,255.11052089780614,True,24,0.5839284464446889,421.26501290854844
24,2020-02-15,0,77.67378001955959,255.11052089780614,True,25,0.6623460422550578,421.26501290854844
25,2020-02-16,0,77.67378001955959,255.11052089780614,True,26,0.751279060598812,421.26501290854844
26,2020-02-17,0,77.67378001955959,255.11052089780614,True,27,0.852133121599811,421.26501290854844
27,2020-02-18,0,77.67378001955959,255.11052089780614,True,28,0.9665004641670962,421.26501290854844
28,2020-02-19,0,77.67378001955959,255.11052089780614,True,29,1.0961843578892834,421.26501290854844
29,2020-02-20,0,77.67378001955959,255.11052089780614,True,30,1.2432266036131983,421.26501290854844
30,2020-02-21,0,77.67378001955959,255.11052089780614,True,31,1.4099384832456643,421.26501290854844
31,2020-02-22,0,77.67378001955959,255.11052089780614,True,32,1.5989355524694802,421.26501290854844
32,2020-02-23,0,77.67378001955959,255.11052089780614,True,33,1.8131767034550577,421.26501290854844
33,2020-02-24,0,77.67378001955959,255.11052089780614,True,34,2.056007957179959,421.26501290854844
34,2020-02-25,0,77.67378001955959,255.11052089780614,True,35,2.3312114751060613,421.26501290854844
35,2020-02-26,0,77.67378001955959,255.11052089780614,True,36,2.643060305613597,421.26501290854844
36,2020-02-27,0,77.67378001955959,255.11052089780614,True,37,2.9963793989429233,421.26501290854844
37,2020-02-28,0,77.67378001955959,255.11052089780614,True,38,3.3966134317350103,421.26501290854844
38,2020-02-29,0,77.67378001955959,255.11052089780614,True,39,3.8499019737479414,421.26501290854844
39,2020-03-01,0,77.67378001955959,255.11052089780614,True,40,4.36316249872068,421.26501290854844
40,2020-03-02,0,77.67378001955959,255.11052089780614,True,41,4.944181680715034,421.26501290854844
41,2020-03-03,0,77.67378001955959,255.11052089780614,True,42,5.601715316599847,421.26501290854844
42,2020-03-04,0,77.67378001955959,255.11052089780614,True,43,6.345597062231624,421.26501290854844
43,2020-03-05,4,77.67378001955959,255.11052089780614,True,44,7.186855949110332,421.26501290854844
44,2020-03-06,7,77.67378001955959,255.11052089780614,True,45,8.137842341467813,421.26501290854844
45,2020-03-07,16,77.67378001955959,255.11052089780614,True,46,9.212361579073802,421.26501290854844
46,2020-03-08,16,77.67378001955959,255.11052089780614,True,47,10.425814003207124,421.26501290854844
47,2020-03-09,19,77.67378001955959,255.11052089780614,True,48,11.795339353634628,421.26501290854844
48,2020-03-10,26,77.67378001955959,255.11052089780614,True,49,13.339962621899103,421.26501290854844
49,2020-03-11,30,77.67378001955959,255.11052089780614,True,50,15.08073731847339,421.26501290854844
50,2020-03-12,30,77.67378001955959,255.11052089780614,True,51,17.040880727580564,421.26501290854844
51,2020-03-13,31,77.67378001955959,255.11052089780614,True,52,19.245894058392516,421.26501290854844
52,2020-03-14,35,77.67378001955959,255.11052089780614,True,53,21.72365844109292,421.26501290854844
53,2020-03-15,38,77.67378001955959,255.11052089780614,True,54,24.50449546710207,421.26501290854844
54,2020-03-16,38,77.67378001955959,255.11052089780614,True,55,27.621178472183264,421.26501290854844
55,2020-03-17,39,77.67378001955959,255.11052089780614,True,56,31.108878092727316,421.26501290854844
56,2020-03-18,41,77.67378001955959,255.11052089780614,True,57,35.00502293632474,421.26501290854844
57,2020-03-19,44,77.67378001955959,255.11052089780614,True,58,39.34905372799766,421.26501290854844
58,2020-03-20,47,77.67378001955959,255.11052089780614,True,59,44.18204735595637,421.26501290854844
59,2020-03-21,48,77.67378001955959,255.11052089780614,True,60,49.54618629621494,421.26501290854844
60,2020-03-22,52,77.67378001955959,255.11052089780614,True,61,55.48404951776958,421.26501290854844
61,2020-03-23,59,77.67378001955959,255.11052089780614,True,62,62.03770384292158,421.26501290854844
62,2020-03-24,59,77.67378001955959,255.11052089780614,True,63,69.24758061112952,421.26501290854844
63,2020-03-25,59,77.67378001955959,255.11052089780614,True,64,77.15113210307935,421.26501290854844
64,2020-03-26,84,77.67378001955959,255.11052089780614,True,65,85.7812761074844,421.26501290854844
65,2020-03-27,91,77.67378001955959,255.11052089780614,True,66,95.16465550276588,421.26501290854844
66,2020-03-28,98,77.67378001955959,255.11052089780614,True,67,105.31976246089512,421.26501290854844
67,2020-03-29,109,77.67378001955959,255.11052089780614,True,68,116.25500273964131,421.26501290854844
68,2020-03-30,116,77.67378001955959,255.11052089780614,True,69,127.96680239330708,421.26501290854844
69,2020-03-31,119,77.67378001955959,255.11052089780614,True,70,140.43788391443528,421.26501290854844
70,2020-04-01,134,77.67378001955959,255.11052089780614,True,71,153.63585721060744,421.26501290854844
71,2020-04-02,161,77.67378001955959,255.11052089780614,True,72,167.5122783241719,421.26501290854844
72,2020-04-03,194,77.67378001955959,255.11052089780614,True,73,182.0023210842069,421.26501290854844
73,2020-04-04,217,77.67378001955959,255.11052089780614,True,74,197.0251808671629,421.26501290854844
74,2020-04-05,237,77.67378001955959,255.11052089780614,True,75,212.48528459102795,421.26501290854844
75,2020-04-06,254,77.67378001955959,255.11052089780614,True,76,228.2743194069121,421.26501290854844
76,2020-04-07,261,77.67378001955959,255.11052089780614,True,77,244.27402018720326,421.26501290854844
77,2020-04-08,263,77.67378001955959,255.11052089780614,True,78,260.35958172899035,421.26501290854844
78,2020-04-09,263,77.67378001955959,255.11052089780614,True,79,276.4034961171113,421.26501290854844
79,2020-04-10,267,77.67378001955959,255.11052089780614,True,80,292.279569088339,421.26501290854844
