,Report_Date,Bangladesh_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,94.61847509628322,1090.2745889678122,False,1,0.03811682757452634,2180.5491779356244
1,2020-01-23,0,94.61847509628322,1090.2745889678122,False,2,0.042848255170530265,2180.5491779356244
2,2020-01-24,0,94.61847509628322,1090.2745889678122,False,3,0.048166980136493766,2180.5491779356244
3,2020-01-25,0,94.61847509628322,1090.2745889678122,False,4,0.05414589844494609,2180.5491779356244
4,2020-01-26,0,94.61847509628322,1090.2745889678122,False,5,0.06086695309193974,2180.5491779356244
5,2020-01-27,0,94.61847509628322,1090.2745889678122,False,6,0.06842225667346963,2180.5491779356244
6,2020-01-28,0,94.61847509628322,1090.2745889678122,False,7,0.07691535319117014,2180.5491779356244
7,2020-01-29,0,94.61847509628322,1090.2745889678122,False,8,0.08646263633888224,2180.5491779356244
8,2020-01-30,0,94.61847509628322,1090.2745889678122,False,9,0.09719494365492844,2180.5491779356244
9,2020-01-31,0,94.61847509628322,1090.2745889678122,False,10,0.10925934832081424,2180.5491779356244
10,2020-02-01,0,94.61847509628322,1090.2745889678122,False,11,0.12282117307762039,2180.5491779356244
11,2020-02-02,0,94.61847509628322,1090.2745889678122,False,12,0.13806625375241796,2180.5491779356244
12,2020-02-03,0,94.61847509628322,1090.2745889678122,False,13,0.15520348327874275,2180.5491779356244
13,2020-02-04,0,94.61847509628322,1090.2745889678122,False,14,0.17446767090236487,2180.5491779356244
14,2020-02-05,0,94.61847509628322,1090.2745889678122,False,15,0.19612275553640174,2180.5491779356244
15,2020-02-06,0,94.61847509628322,1090.2745889678122,False,16,0.22046541702421413,2180.5491779356244
16,2020-02-07,0,94.61847509628322,1090.2745889678122,False,17,0.2478291344469122,2180.5491779356244
17,2020-02-08,0,94.61847509628322,1090.2745889678122,False,18,0.27858874664424976,2180.5491779356244
18,2020-02-09,0,94.61847509628322,1090.2745889678122,False,19,0.31316557688062097,2180.5491779356244
19,2020-02-10,0,94.61847509628322,1090.2745889678122,False,20,0.3520331911678734,2180.5491779356244
20,2020-02-11,0,94.61847509628322,1090.2745889678122,False,21,0.395723868249214,2180.5491779356244
21,2020-02-12,0,94.61847509628322,1090.2745889678122,False,22,0.4448358687594737,2180.5491779356244
22,2020-02-13,0,94.61847509628322,1090.2745889678122,False,23,0.5000416017233973,2180.5491779356244
23,2020-02-14,0,94.61847509628322,1090.2745889678122,False,24,0.5620967984645348,2180.5491779356244
24,2020-02-15,0,94.61847509628322,1090.2745889678122,False,25,0.6318508173147184,2180.5491779356244
25,2020-02-16,0,94.61847509628322,1090.2745889678122,False,26,0.7102582173937069,2180.5491779356244
26,2020-02-17,0,94.61847509628322,1090.2745889678122,False,27,0.7983917563404637,2180.5491779356244
27,2020-02-18,0,94.61847509628322,1090.2745889678122,False,28,0.8974569854066952,2180.5491779356244
28,2020-02-19,0,94.61847509628322,1090.2745889678122,False,29,1.0088086359698014,2180.5491779356244
29,2020-02-20,0,94.61847509628322,1090.2745889678122,False,30,1.1339690145013603,2180.5491779356244
30,2020-02-21,0,94.61847509628322,1090.2745889678122,False,31,1.274648648568071,2180.5491779356244
31,2020-02-22,0,94.61847509628322,1090.2745889678122,False,32,1.4327694547868692,2180.5491779356244
32,2020-02-23,0,94.61847509628322,1090.2745889678122,False,33,1.610490731057379,2180.5491779356244
33,2020-02-24,0,94.61847509628322,1090.2745889678122,False,34,1.8102383101123074,2180.5491779356244
34,2020-02-25,0,94.61847509628322,1090.2745889678122,False,35,2.0347372497203335,2180.5491779356244
35,2020-02-26,0,94.61847509628322,1090.2745889678122,False,36,2.2870484770005883,2180.5491779356244
36,2020-02-27,0,94.61847509628322,1090.2745889678122,False,37,2.5706098504998587,2180.5491779356244
37,2020-02-28,0,94.61847509628322,1090.2745889678122,False,38,2.889282154148646,2180.5491779356244
38,2020-02-29,0,94.61847509628322,1090.2745889678122,False,39,3.247400592104808,2180.5491779356244
39,2020-03-01,0,94.61847509628322,1090.2745889678122,False,40,3.649832412892793,2180.5491779356244
40,2020-03-02,0,94.61847509628322,1090.2745889678122,False,41,4.102041355122589,2180.5491779356244
41,2020-03-03,0,94.61847509628322,1090.2745889678122,False,42,4.610159675244512,2180.5491779356244
42,2020-03-04,0,94.61847509628322,1090.2745889678122,False,43,5.181068589877837,2180.5491779356244
43,2020-03-05,0,94.61847509628322,1090.2745889678122,False,44,5.822488040582043,2180.5491779356244
44,2020-03-06,0,94.61847509628322,1090.2745889678122,False,45,6.543076766496497,2180.5491779356244
45,2020-03-07,0,94.61847509628322,1090.2745889678122,False,46,7.352543748563885,2180.5491779356244
46,2020-03-08,3,94.61847509628322,1090.2745889678122,False,47,8.26177216597276,2180.5491779356244
47,2020-03-09,3,94.61847509628322,1090.2745889678122,False,48,9.282957078126216,2180.5491779356244
48,2020-03-10,3,94.61847509628322,1090.2745889678122,False,49,10.429758110005272,2180.5491779356244
49,2020-03-11,3,94.61847509628322,1090.2745889678122,False,50,11.717468470147713,2180.5491779356244
50,2020-03-12,3,94.61847509628322,1090.2745889678122,False,51,13.163201661967465,2180.5491779356244
51,2020-03-13,3,94.61847509628322,1090.2745889678122,False,52,14.786097252255344,2180.5491779356244
52,2020-03-14,3,94.61847509628322,1090.2745889678122,False,53,16.607547024559686,2180.5491779356244
53,2020-03-15,5,94.61847509628322,1090.2745889678122,False,54,18.65144275605316,2180.5491779356244
54,2020-03-16,8,94.61847509628322,1090.2745889678122,False,55,20.944446697379643,2180.5491779356244
55,2020-03-17,10,94.61847509628322,1090.2745889678122,False,56,23.5162855847708,2180.5491779356244
56,2020-03-18,14,94.61847509628322,1090.2745889678122,False,57,26.400068646700323,2180.5491779356244
57,2020-03-19,17,94.61847509628322,1090.2745889678122,False,58,29.632629552461772,2180.5491779356244
58,2020-03-20,20,94.61847509628322,1090.2745889678122,False,59,33.25489155034,2180.5491779356244
59,2020-03-21,25,94.61847509628322,1090.2745889678122,False,60,37.31225411512588,2180.5491779356244
60,2020-03-22,27,94.61847509628322,1090.2745889678122,False,61,41.854998218639,2180.5491779356244
61,2020-03-23,33,94.61847509628322,1090.2745889678122,False,62,46.93870579638934,2180.5491779356244
62,2020-03-24,39,94.61847509628322,1090.2745889678122,False,63,52.62468704692083,2180.5491779356244
63,2020-03-25,39,94.61847509628322,1090.2745889678122,False,64,58.980406802895935,2180.5491779356244
64,2020-03-26,44,94.61847509628322,1090.2745889678122,False,65,66.07989829013343,2180.5491779356244
