,Report_Date,Western Sahara_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,90.63636265711959,4.1813018449161605,False,1,0.0062593785481580766,0.018010767102827827
1,2020-01-23,0,90.63636265711959,4.1813018449161605,False,2,0.0067822303857415275,0.018010767102827827
2,2020-01-24,0,90.63636265711959,4.1813018449161605,False,3,0.0073487181261476225,0.018010767102827827
3,2020-01-25,0,90.63636265711959,4.1813018449161605,False,4,0.007962476829051228,0.018010767102827827
4,2020-01-26,0,90.63636265711959,4.1813018449161605,False,5,0.008627443207562745,0.018010767102827827
5,2020-01-27,0,90.63636265711959,4.1813018449161605,False,6,0.00934788045842543,0.018010767102827827
6,2020-01-28,0,90.63636265711959,4.1813018449161605,False,7,0.010128405100817398,0.018010767102827827
7,2020-01-29,0,90.63636265711959,4.1813018449161605,False,8,0.010974015980071543,0.018010767102827827
8,2020-01-30,0,90.63636265711959,4.1813018449161605,False,9,0.011890125603699281,0.018010767102827827
9,2020-01-31,0,90.63636265711959,4.1813018449161605,False,10,0.012882593988761593,0.018010767102827827
10,2020-02-01,0,90.63636265711959,4.1813018449161605,False,11,0.013957765211865406,0.018010767102827827
11,2020-02-02,0,90.63636265711959,4.1813018449161605,False,12,0.015122506865855754,0.018010767102827827
12,2020-02-03,0,90.63636265711959,4.1813018449161605,False,13,0.016384252640593566,0.018010767102827827
13,2020-02-04,0,90.63636265711959,4.1813018449161605,False,14,0.01775104825900839,0.018010767102827827
14,2020-02-05,0,90.63636265711959,4.1813018449161605,False,15,0.019231601013829955,0.018010767102827827
15,2020-02-06,0,90.63636265711959,4.1813018449161605,False,16,0.020835333164944275,0.018010767102827827
16,2020-02-07,0,90.63636265711959,4.1813018449161605,False,17,0.02257243947207435,0.018010767102827827
17,2020-02-08,0,90.63636265711959,4.1813018449161605,False,18,0.024453949152305664,0.018010767102827827
18,2020-02-09,0,90.63636265711959,4.1813018449161605,False,19,0.02649179256667688,0.018010767102827827
19,2020-02-10,0,90.63636265711959,4.1813018449161605,False,20,0.02869887295440651,0.018010767102827827
20,2020-02-11,0,90.63636265711959,4.1813018449161605,False,21,0.031089143547042033,0.018010767102827827
21,2020-02-12,0,90.63636265711959,4.1813018449161605,False,22,0.03367769040755306,0.018010767102827827
22,2020-02-13,0,90.63636265711959,4.1813018449161605,False,23,0.03648082135072331,0.018010767102827827
23,2020-02-14,0,90.63636265711959,4.1813018449161605,False,24,0.03951616131062308,0.018010767102827827
24,2020-02-15,0,90.63636265711959,4.1813018449161605,False,25,0.042802754527857985,0.018010767102827827
25,2020-02-16,0,90.63636265711959,4.1813018449161605,False,26,0.046361173932972725,0.018010767102827827
26,2020-02-17,0,90.63636265711959,4.1813018449161605,False,27,0.0502136381019879,0.018010767102827827
27,2020-02-18,0,90.63636265711959,4.1813018449161605,False,28,0.05438413615456086,0.018010767102827827
28,2020-02-19,0,90.63636265711959,4.1813018449161605,False,29,0.05889856095351216,0.018010767102827827
29,2020-02-20,0,90.63636265711959,4.1813018449161605,False,30,0.06378485094507846,0.018010767102827827
30,2020-02-21,0,90.63636265711959,4.1813018449161605,False,31,0.0690731409506454,0.018010767102827827
31,2020-02-22,0,90.63636265711959,4.1813018449161605,False,32,0.07479592218104525,0.018010767102827827
32,2020-02-23,0,90.63636265711959,4.1813018449161605,False,33,0.0809882116916581,0.018010767102827827
33,2020-02-24,0,90.63636265711959,4.1813018449161605,False,34,0.08768773142811519,0.018010767102827827
34,2020-02-25,0,90.63636265711959,4.1813018449161605,False,35,0.09493509692562198,0.018010767102827827
35,2020-02-26,0,90.63636265711959,4.1813018449161605,False,36,0.10277401561668939,0.018010767102827827
36,2020-02-27,0,90.63636265711959,4.1813018449161605,False,37,0.11125149456889961,0.018010767102827827
37,2020-02-28,0,90.63636265711959,4.1813018449161605,False,38,0.12041805731235099,0.018010767102827827
38,2020-02-29,0,90.63636265711959,4.1813018449161605,False,39,0.13032796922133497,0.018010767102827827
39,2020-03-01,0,90.63636265711959,4.1813018449161605,False,40,0.1410394706818978,0.018010767102827827
40,2020-03-02,0,90.63636265711959,4.1813018449161605,False,41,0.15261501700115074,0.018010767102827827
41,2020-03-03,0,90.63636265711959,4.1813018449161605,False,42,0.16512152369009217,0.018010767102827827
42,2020-03-04,0,90.63636265711959,4.1813018449161605,False,43,0.17863061537359812,0.018010767102827827
43,2020-03-05,0,90.63636265711959,4.1813018449161605,False,44,0.1932188761432777,0.018010767102827827
44,2020-03-06,0,90.63636265711959,4.1813018449161605,False,45,0.20896809866522242,0.018010767102827827
45,2020-03-07,0,90.63636265711959,4.1813018449161605,False,46,0.22596552877967604,0.018010767102827827
46,2020-03-08,0,90.63636265711959,4.1813018449161605,False,47,0.2443041016781961,0.018010767102827827
47,2020-03-09,0,90.63636265711959,4.1813018449161605,False,48,0.2640826650117449,0.018010767102827827
48,2020-03-10,0,90.63636265711959,4.1813018449161605,False,49,0.2854061834674879,0.018010767102827827
49,2020-03-11,0,90.63636265711959,4.1813018449161605,False,50,0.3083859184520257,0.018010767102827827
50,2020-03-12,0,90.63636265711959,4.1813018449161605,False,51,0.33313957553617,0.018010767102827827
51,2020-03-13,0,90.63636265711959,4.1813018449161605,False,52,0.3597914112566628,0.018010767102827827
52,2020-03-14,0,90.63636265711959,4.1813018449161605,False,53,0.3884722897434509,0.018010767102827827
53,2020-03-15,0,90.63636265711959,4.1813018449161605,False,54,0.41931967846318946,0.018010767102827827
54,2020-03-16,0,90.63636265711959,4.1813018449161605,False,55,0.45247757116354187,0.018010767102827827
55,2020-03-17,0,90.63636265711959,4.1813018449161605,False,56,0.4880963249001605,0.018010767102827827
56,2020-03-18,0,90.63636265711959,4.1813018449161605,False,57,0.5263323968706646,0.018010767102827827
57,2020-03-19,0,90.63636265711959,4.1813018449161605,False,58,0.5673479657206388,0.018010767102827827
58,2020-03-20,0,90.63636265711959,4.1813018449161605,False,59,0.6113104210918172,0.018010767102827827
59,2020-03-21,0,90.63636265711959,4.1813018449161605,False,60,0.6583917045322112,0.018010767102827827
60,2020-03-22,0,90.63636265711959,4.1813018449161605,False,61,0.7087674845766062,0.018010767102827827
61,2020-03-23,0,90.63636265711959,4.1813018449161605,False,62,0.7626161489424826,0.018010767102827827
62,2020-03-24,0,90.63636265711959,4.1813018449161605,False,63,0.820117597493092,0.018010767102827827
63,2020-03-25,0,90.63636265711959,4.1813018449161605,False,64,0.8814518210287009,0.018010767102827827
64,2020-03-26,0,90.63636265711959,4.1813018449161605,False,65,0.9467972532176592,0.018010767102827827
65,2020-03-27,0,90.63636265711959,4.1813018449161605,False,66,1.0163288862094437,0.018010767102827827
66,2020-03-28,0,90.63636265711959,4.1813018449161605,False,67,1.0902161448115508,0.018010767102827827
67,2020-03-29,0,90.63636265711959,4.1813018449161605,False,68,1.1686205196699495,0.018010767102827827
68,2020-03-30,0,90.63636265711959,4.1813018449161605,False,69,1.2516929667430539,0.018010767102827827
69,2020-03-31,0,90.63636265711959,4.1813018449161605,False,70,1.339571088525435,0.018010767102827827
70,2020-04-01,0,90.63636265711959,4.1813018449161605,False,71,1.4323761219144966,0.018010767102827827
71,2020-04-02,0,90.63636265711959,4.1813018449161605,False,72,1.5302097681887297,0.018010767102827827
72,2020-04-03,0,90.63636265711959,4.1813018449161605,False,73,1.6331509120429473,0.018010767102827827
73,2020-04-04,0,90.63636265711959,4.1813018449161605,False,74,1.7412522886484385,0.018010767102827827
74,2020-04-05,4,90.63636265711959,4.1813018449161605,False,75,1.8545371697916575,0.018010767102827827
75,2020-04-06,4,90.63636265711959,4.1813018449161605,False,76,1.972996151684811,0.018010767102827827
76,2020-04-07,4,90.63636265711959,4.1813018449161605,False,77,2.0965841373120266,0.018010767102827827
77,2020-04-08,4,90.63636265711959,4.1813018449161605,False,78,2.225217614364179,0.018010767102827827
78,2020-04-09,4,90.63636265711959,4.1813018449161605,False,79,2.3587723350659306,0.018010767102827827
79,2020-04-10,4,90.63636265711959,4.1813018449161605,False,80,2.497081505663834,0.018010767102827827
