,Report_Date,Syrian Arab Republic_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
85,2020-04-16,33,297.6465983238235,25623.345509463477,False,86,14.263010606662213,51246.691018926955
86,2020-04-17,38,297.6465983238235,25623.345509463477,False,87,14.825347546677715,51246.691018926955
87,2020-04-18,38,297.6465983238235,25623.345509463477,False,88,15.40984865163279,51246.691018926955
88,2020-04-19,39,297.6465983238235,25623.345509463477,False,89,16.017386972281887,51246.691018926955
89,2020-04-20,39,297.6465983238235,25623.345509463477,False,90,16.648869905907123,51246.691018926955
90,2020-04-21,42,297.6465983238235,25623.345509463477,False,91,17.30524054407198,51246.691018926955
91,2020-04-22,42,297.6465983238235,25623.345509463477,False,92,17.987479072981905,51246.691018926955
92,2020-04-23,42,297.6465983238235,25623.345509463477,False,93,18.69660422848249,51246.691018926955
93,2020-04-24,42,297.6465983238235,25623.345509463477,False,94,19.43367480780309,51246.691018926955
94,2020-04-25,42,297.6465983238235,25623.345509463477,False,95,20.19979124023236,51246.691018926955
95,2020-04-26,43,297.6465983238235,25623.345509463477,False,96,20.996097218995033,51246.691018926955
96,2020-04-27,43,297.6465983238235,25623.345509463477,False,97,21.823781396683753,51246.691018926955
97,2020-04-28,43,297.6465983238235,25623.345509463477,False,98,22.684079146688337,51246.691018926955
98,2020-04-29,43,297.6465983238235,25623.345509463477,False,99,23.57827439315555,51246.691018926955
99,2020-04-30,43,297.6465983238235,25623.345509463477,False,100,24.507701512107182,51246.691018926955
100,2020-05-01,44,297.6465983238235,25623.345509463477,False,101,25.47374730644174,51246.691018926955
101,2020-05-02,44,297.6465983238235,25623.345509463477,False,102,26.47785305764579,51246.691018926955
102,2020-05-03,44,297.6465983238235,25623.345509463477,False,103,27.52151665714605,51246.691018926955
103,2020-05-04,44,297.6465983238235,25623.345509463477,False,104,28.606294820340572,51246.691018926955
104,2020-05-05,44,297.6465983238235,25623.345509463477,False,105,29.733805386459768,51246.691018926955
105,2020-05-06,45,297.6465983238235,25623.345509463477,False,106,30.905729707523104,51246.691018926955
106,2020-05-07,45,297.6465983238235,25623.345509463477,False,107,32.123815129776254,51246.691018926955
107,2020-05-08,47,297.6465983238235,25623.345509463477,False,108,33.389877571117616,51246.691018926955
108,2020-05-09,47,297.6465983238235,25623.345509463477,False,109,34.705804198149615,51246.691018926955
109,2020-05-10,47,297.6465983238235,25623.345509463477,False,110,36.07355620662151,51246.691018926955
110,2020-05-11,47,297.6465983238235,25623.345509463477,False,111,37.4951717091671,51246.691018926955
111,2020-05-12,47,297.6465983238235,25623.345509463477,False,112,38.97276873437928,51246.691018926955
112,2020-05-13,48,297.6465983238235,25623.345509463477,False,113,40.50854834140913,51246.691018926955
113,2020-05-14,48,297.6465983238235,25623.345509463477,False,114,42.10479785442467,51246.691018926955
114,2020-05-15,50,297.6465983238235,25623.345509463477,False,115,43.76389422141938,51246.691018926955
115,2020-05-16,51,297.6465983238235,25623.345509463477,False,116,45.48830750201749,51246.691018926955
116,2020-05-17,58,297.6465983238235,25623.345509463477,False,117,47.280604489086585,51246.691018926955
117,2020-05-18,58,297.6465983238235,25623.345509463477,False,118,49.14345246913489,51246.691018926955
118,2020-05-19,58,297.6465983238235,25623.345509463477,False,119,51.07962312664464,51246.691018926955
119,2020-05-20,58,297.6465983238235,25623.345509463477,False,120,53.091996597668654,51246.691018926955
120,2020-05-21,58,297.6465983238235,25623.345509463477,False,121,55.18356567820034,51246.691018926955
121,2020-05-22,59,297.6465983238235,25623.345509463477,False,122,57.357440193015336,51246.691018926955
122,2020-05-23,70,297.6465983238235,25623.345509463477,False,123,59.61685153087434,51246.691018926955
123,2020-05-24,86,297.6465983238235,25623.345509463477,False,124,61.96515735217501,51246.691018926955
124,2020-05-25,106,297.6465983238235,25623.345509463477,False,125,64.4058464753422,51246.691018926955
125,2020-05-26,121,297.6465983238235,25623.345509463477,False,126,66.9425439484552,51246.691018926955
126,2020-05-27,121,297.6465983238235,25623.345509463477,False,127,69.57901631282081,51246.691018926955
127,2020-05-28,122,297.6465983238235,25623.345509463477,False,128,72.31917706542094,51246.691018926955
128,2020-05-29,122,297.6465983238235,25623.345509463477,False,129,75.16709232738285,51246.691018926955
129,2020-05-30,122,297.6465983238235,25623.345509463477,False,130,78.12698672585054,51246.691018926955
130,2020-05-31,122,297.6465983238235,25623.345509463477,False,131,81.20324949686515,51246.691018926955
131,2020-06-01,123,297.6465983238235,25623.345509463477,False,132,84.40044081709854,51246.691018926955
132,2020-06-02,123,297.6465983238235,25623.345509463477,False,133,87.72329837252639,51246.691018926955
133,2020-06-03,123,297.6465983238235,25623.345509463477,False,134,91.17674417237018,51246.691018926955
134,2020-06-04,124,297.6465983238235,25623.345509463477,False,135,94.76589161688679,51246.691018926955
135,2020-06-05,124,297.6465983238235,25623.345509463477,False,136,98.49605282783531,51246.691018926955
136,2020-06-06,125,297.6465983238235,25623.345509463477,False,137,102.37274625070796,51246.691018926955
137,2020-06-07,141,297.6465983238235,25623.345509463477,False,138,106.40170453806795,51246.691018926955
138,2020-06-08,144,297.6465983238235,25623.345509463477,False,139,110.588882723599,51246.691018926955
139,2020-06-09,146,297.6465983238235,25623.345509463477,False,140,114.94046669673219,51246.691018926955
140,2020-06-10,152,297.6465983238235,25623.345509463477,False,141,119.46288198798122,51246.691018926955
141,2020-06-11,164,297.6465983238235,25623.345509463477,False,142,124.16280287538036,51246.691018926955
142,2020-06-12,164,297.6465983238235,25623.345509463477,False,143,129.04716182268245,51246.691018926955
143,2020-06-13,170,297.6465983238235,25623.345509463477,False,144,134.12315926024127,51246.691018926955
144,2020-06-14,177,297.6465983238235,25623.345509463477,False,145,139.39827371976037,51246.691018926955
145,2020-06-15,177,297.6465983238235,25623.345509463477,False,146,144.88027233435278,51246.691018926955
146,2020-06-16,177,297.6465983238235,25623.345509463477,False,147,150.57722171560815,51246.691018926955
147,2020-06-17,178,297.6465983238235,25623.345509463477,False,148,156.49749921961794,51246.691018926955
148,2020-06-18,187,297.6465983238235,25623.345509463477,False,149,162.6498046141505,51246.691018926955
149,2020-06-19,187,297.6465983238235,25623.345509463477,False,150,169.0431721594054,51246.691018926955
150,2020-06-20,198,297.6465983238235,25623.345509463477,False,151,175.6869831150028,51246.691018926955
151,2020-06-21,204,297.6465983238235,25623.345509463477,False,152,182.59097868608126,51246.691018926955
152,2020-06-22,219,297.6465983238235,25623.345509463477,False,153,189.76527342158005,51246.691018926955
153,2020-06-23,231,297.6465983238235,25623.345509463477,False,154,197.2203690779668,51246.691018926955
154,2020-06-24,231,297.6465983238235,25623.345509463477,False,155,204.967168961849,51246.691018926955
155,2020-06-25,242,297.6465983238235,25623.345509463477,False,156,213.01699276505212,51246.691018926955
156,2020-06-26,255,297.6465983238235,25623.345509463477,False,157,221.38159190588092,51246.691018926955
157,2020-06-27,256,297.6465983238235,25623.345509463477,False,158,230.07316539037885,51246.691018926955
158,2020-06-28,256,297.6465983238235,25623.345509463477,False,159,239.10437620748158,51246.691018926955
159,2020-06-29,269,297.6465983238235,25623.345509463477,False,160,248.4883682719972,51246.691018926955
160,2020-06-30,279,297.6465983238235,25623.345509463477,False,161,258.23878392935774,51246.691018926955
161,2020-07-01,293,297.6465983238235,25623.345509463477,False,162,268.36978203604866,51246.691018926955
162,2020-07-02,312,297.6465983238235,25623.345509463477,False,163,278.89605662955324,51246.691018926955
163,2020-07-03,328,297.6465983238235,25623.345509463477,False,164,289.83285620151787,51246.691018926955
164,2020-07-04,338,297.6465983238235,25623.345509463477,False,165,301.19600358766445,51246.691018926955
165,2020-07-05,358,297.6465983238235,25623.345509463477,False,166,313.0019164877435,51246.691018926955
166,2020-07-06,372,297.6465983238235,25623.345509463477,False,167,325.2676286285101,51246.691018926955
167,2020-07-07,372,297.6465983238235,25623.345509463477,False,168,338.0108115823371,51246.691018926955
168,2020-07-08,372,297.6465983238235,25623.345509463477,False,169,351.2497972536152,51246.691018926955
169,2020-07-09,372,297.6465983238235,25623.345509463477,False,170,365.0036010445668,51246.691018926955
170,2020-07-10,394,297.6465983238235,25623.345509463477,False,171,379.29194571144996,51246.691018926955
171,2020-07-11,394,297.6465983238235,25623.345509463477,False,172,394.1352859214108,51246.691018926955
172,2020-07-12,394,297.6465983238235,25623.345509463477,False,173,409.5548335193807,51246.691018926955
173,2020-07-13,417,297.6465983238235,25623.345509463477,False,174,425.57258351346934,51246.691018926955
174,2020-07-14,439,297.6465983238235,25623.345509463477,False,175,442.21134078619497,51246.691018926955
175,2020-07-15,458,297.6465983238235,25623.345509463477,False,176,459.4947475376584,51246.691018926955
176,2020-07-16,477,297.6465983238235,25623.345509463477,False,177,477.447311465389,51246.691018926955
177,2020-07-17,496,297.6465983238235,25623.345509463477,False,178,496.09443468402645,51246.691018926955
178,2020-07-18,496,297.6465983238235,25623.345509463477,False,179,515.4624433862797,51246.691018926955
179,2020-07-19,496,297.6465983238235,25623.345509463477,False,180,535.5786182446733,51246.691018926955
180,2020-07-20,522,297.6465983238235,25623.345509463477,False,181,556.4712255514789,51246.691018926955
181,2020-07-21,540,297.6465983238235,25623.345509463477,False,182,578.1695490918662,51246.691018926955
182,2020-07-22,561,297.6465983238235,25623.345509463477,False,183,600.7039227427351,51246.691018926955
183,2020-07-23,584,297.6465983238235,25623.345509463477,False,184,624.1057637868412,51246.691018926955
184,2020-07-24,608,297.6465983238235,25623.345509463477,False,185,648.4076069287304,51246.691018926955
185,2020-07-25,627,297.6465983238235,25623.345509463477,False,186,673.6431389955914,51246.691018926955
186,2020-07-26,650,297.6465983238235,25623.345509463477,False,187,699.8472343024198,51246.691018926955
187,2020-07-27,674,297.6465983238235,25623.345509463477,False,188,727.0559906568707,51246.691018926955
188,2020-07-28,694,297.6465983238235,25623.345509463477,False,189,755.3067659747664,51246.691018926955
189,2020-07-29,717,297.6465983238235,25623.345509463477,False,190,784.6382154724887,51246.691018926955
190,2020-07-30,738,297.6465983238235,25623.345509463477,False,191,815.0903293973072,51246.691018926955
191,2020-07-31,757,297.6465983238235,25623.345509463477,False,192,846.7044712511589,51246.691018926955
192,2020-08-01,780,297.6465983238235,25623.345509463477,False,193,879.5234164573542,51246.691018926955
193,2020-08-02,809,297.6465983238235,25623.345509463477,False,194,913.591391413233,51246.691018926955
194,2020-08-03,847,297.6465983238235,25623.345509463477,False,195,948.9541128648158,51246.691018926955
195,2020-08-04,892,297.6465983238235,25623.345509463477,False,196,985.6588275320398,51246.691018926955
196,2020-08-05,944,297.6465983238235,25623.345509463477,False,197,1023.7543519051468,51246.691018926955
197,2020-08-06,999,297.6465983238235,25623.345509463477,False,198,1063.291112124207,51246.691018926955
198,2020-08-07,1060,297.6465983238235,25623.345509463477,False,199,1104.3211838446364,51246.691018926955
199,2020-08-08,1125,297.6465983238235,25623.345509463477,False,200,1146.898331981759,51246.691018926955
200,2020-08-09,1188,297.6465983238235,25623.345509463477,False,201,1191.0780502171062,51246.691018926955
201,2020-08-10,1255,297.6465983238235,25623.345509463477,False,202,1236.917600138048,51246.691018926955
202,2020-08-11,1327,297.6465983238235,25623.345509463477,False,203,1284.4760498706833,51246.691018926955
203,2020-08-12,1327,297.6465983238235,25623.345509463477,False,204,1333.8143120534598,51246.691018926955
204,2020-08-13,1432,297.6465983238235,25623.345509463477,False,205,1384.995180985887,51246.691018926955
205,2020-08-14,1515,297.6465983238235,25623.345509463477,False,206,1438.083368772892,51246.691018926955
206,2020-08-15,1593,297.6465983238235,25623.345509463477,False,207,1493.1455402707866,51246.691018926955
207,2020-08-16,1677,297.6465983238235,25623.345509463477,False,208,1550.2503466255278,51246.691018926955
208,2020-08-17,1764,297.6465983238235,25623.345509463477,False,209,1609.4684571779458,51246.691018926955
