,Report_Date,Canada_diamond princess_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,124.1755085677609,0.0001556005322544073,False,1,9.402733577302446e-09,2.011355443015506e-08
1,2020-01-23,0,124.1755085677609,0.0001556005322544073,False,2,1.0231675176058424e-08,2.011355443015506e-08
2,2020-01-24,0,124.1755085677609,0.0001556005322544073,False,3,1.1133693352399429e-08,2.011355443015506e-08
3,2020-01-25,0,124.1755085677609,0.0001556005322544073,False,4,1.2115229799216902e-08,2.011355443015506e-08
4,2020-01-26,0,124.1755085677609,0.0001556005322544073,False,5,1.318329395537047e-08,2.011355443015506e-08
5,2020-01-27,0,124.1755085677609,0.0001556005322544073,False,6,1.4345513028316494e-08,2.011355443015506e-08
6,2020-01-28,0,124.1755085677609,0.0001556005322544073,False,7,1.5610186421098074e-08,2.011355443015506e-08
7,2020-01-29,0,124.1755085677609,0.0001556005322544073,False,8,1.6986344950936094e-08,2.011355443015506e-08
8,2020-01-30,0,124.1755085677609,0.0001556005322544073,False,9,1.8483815280605772e-08,2.011355443015506e-08
9,2020-01-31,0,124.1755085677609,0.0001556005322544073,False,10,2.0113290020685047e-08,2.011355443015506e-08
10,2020-02-01,0,124.1755085677609,0.0001556005322544073,False,11,2.1886404000873666e-08,2.011355443015506e-08
11,2020-02-02,0,124.1755085677609,0.0001556005322544073,False,12,2.3815817252180655e-08,2.011355443015506e-08
12,2020-02-03,0,124.1755085677609,0.0001556005322544073,False,13,2.5915305289160874e-08,2.011355443015506e-08
13,2020-02-04,0,124.1755085677609,0.0001556005322544073,False,14,2.8199857332871278e-08,2.011355443015506e-08
14,2020-02-05,0,124.1755085677609,0.0001556005322544073,False,15,3.068578317116364e-08,2.011355443015506e-08
15,2020-02-06,0,124.1755085677609,0.0001556005322544073,False,16,3.3390829413709876e-08,2.011355443015506e-08
16,2020-02-07,0,124.1755085677609,0.0001556005322544073,False,17,3.633430596517759e-08,2.011355443015506e-08
17,2020-02-08,0,124.1755085677609,0.0001556005322544073,False,18,3.9537223611676743e-08,2.011355443015506e-08
18,2020-02-09,0,124.1755085677609,0.0001556005322544073,False,19,4.3022443693459705e-08,2.011355443015506e-08
19,2020-02-10,0,124.1755085677609,0.0001556005322544073,False,20,4.6814840921388644e-08,2.011355443015506e-08
20,2020-02-11,0,124.1755085677609,0.0001556005322544073,False,21,5.094148048643955e-08,2.011355443015506e-08
21,2020-02-12,0,124.1755085677609,0.0001556005322544073,False,22,5.543181071108452e-08,2.011355443015506e-08
22,2020-02-13,0,124.1755085677609,0.0001556005322544073,False,23,6.031787259942495e-08,2.011355443015506e-08
23,2020-02-14,0,124.1755085677609,0.0001556005322544073,False,24,6.563452776012146e-08,2.011355443015506e-08
24,2020-02-15,0,124.1755085677609,0.0001556005322544073,False,25,7.141970630322181e-08,2.011355443015506e-08
25,2020-02-16,0,124.1755085677609,0.0001556005322544073,False,26,7.771467644971157e-08,2.011355443015506e-08
26,2020-02-17,0,124.1755085677609,0.0001556005322544073,False,27,8.456433774184793e-08,2.011355443015506e-08
27,2020-02-18,0,124.1755085677609,0.0001556005322544073,False,28,9.201753990398548e-08,2.011355443015506e-08
28,2020-02-19,0,124.1755085677609,0.0001556005322544073,False,29,1.0012742957861971e-07,2.011355443015506e-08
29,2020-02-20,0,124.1755085677609,0.0001556005322544073,False,30,1.0895182735177905e-07,2.011355443015506e-08
30,2020-02-21,0,124.1755085677609,0.0001556005322544073,False,31,1.1855363768676583e-07,2.011355443015506e-08
31,2020-02-22,0,124.1755085677609,0.0001556005322544073,False,32,1.2900129460671944e-07,2.011355443015506e-08
32,2020-02-23,0,124.1755085677609,0.0001556005322544073,False,33,1.4036924620574853e-07,2.011355443015506e-08
33,2020-02-24,0,124.1755085677609,0.0001556005322544073,False,34,1.5273848132670725e-07,2.011355443015506e-08
34,2020-02-25,0,124.1755085677609,0.0001556005322544073,False,35,1.661971020223836e-07,2.011355443015506e-08
35,2020-02-26,0,124.1755085677609,0.0001556005322544073,False,36,1.808409457172789e-07,2.011355443015506e-08
36,2020-02-27,0,124.1755085677609,0.0001556005322544073,False,37,1.9677426131068563e-07,2.011355443015506e-08
37,2020-02-28,0,124.1755085677609,0.0001556005322544073,False,38,2.141104438098399e-07,2.011355443015506e-08
38,2020-02-29,0,124.1755085677609,0.0001556005322544073,False,39,2.329728324559768e-07,2.011355443015506e-08
39,2020-03-01,0,124.1755085677609,0.0001556005322544073,False,40,2.534955777075886e-07,2.011355443015506e-08
40,2020-03-02,0,124.1755085677609,0.0001556005322544073,False,41,2.758245828754907e-07,2.011355443015506e-08
41,2020-03-03,0,124.1755085677609,0.0001556005322544073,False,42,3.0011852666478864e-07,2.011355443015506e-08
42,2020-03-04,0,124.1755085677609,0.0001556005322544073,False,43,3.265499733707856e-07,2.011355443015506e-08
43,2020-03-05,0,124.1755085677609,0.0001556005322544073,False,44,3.5530657800037883e-07,2.011355443015506e-08
44,2020-03-06,0,124.1755085677609,0.0001556005322544073,False,45,3.865923941485218e-07,2.011355443015506e-08
45,2020-03-07,0,124.1755085677609,0.0001556005322544073,False,46,4.2062929305151914e-07,2.011355443015506e-08
46,2020-03-08,0,124.1755085677609,0.0001556005322544073,False,47,4.5765850286561945e-07,2.011355443015506e-08
47,2020-03-09,0,124.1755085677609,0.0001556005322544073,False,48,4.979422778804422e-07,2.011355443015506e-08
48,2020-03-10,0,124.1755085677609,0.0001556005322544073,False,49,5.417657080715375e-07,2.011355443015506e-08
49,2020-03-11,0,124.1755085677609,0.0001556005322544073,False,50,5.894386801234512e-07,2.011355443015506e-08
50,2020-03-12,0,124.1755085677609,0.0001556005322544073,False,51,6.412980018117472e-07,2.011355443015506e-08
51,2020-03-13,0,124.1755085677609,0.0001556005322544073,False,52,6.977097024162104e-07,2.011355443015506e-08
52,2020-03-14,0,124.1755085677609,0.0001556005322544073,False,53,7.590715226431955e-07,2.011355443015506e-08
53,2020-03-15,0,124.1755085677609,0.0001556005322544073,False,54,8.258156083565276e-07,2.011355443015506e-08
54,2020-03-16,0,124.1755085677609,0.0001556005322544073,False,55,8.984114232452619e-07,2.011355443015506e-08
55,2020-03-17,0,124.1755085677609,0.0001556005322544073,False,56,9.773688963823837e-07,2.011355443015506e-08
56,2020-03-18,0,124.1755085677609,0.0001556005322544073,False,57,1.0632418214378115e-06,2.011355443015506e-08
57,2020-03-19,0,124.1755085677609,0.0001556005322544073,False,58,1.1566315250851704e-06,2.011355443015506e-08
58,2020-03-20,0,124.1755085677609,0.0001556005322544073,False,59,1.2581908228640367e-06,2.011355443015506e-08
59,2020-03-21,0,124.1755085677609,0.0001556005322544073,False,60,1.3686282814024867e-06,2.011355443015506e-08
60,2020-03-22,0,124.1755085677609,0.0001556005322544073,False,61,1.4887128064379602e-06,2.011355443015506e-08
61,2020-03-23,0,124.1755085677609,0.0001556005322544073,False,62,1.6192785764605578e-06,2.011355443015506e-08
62,2020-03-24,0,124.1755085677609,0.0001556005322544073,False,63,1.761230341997261e-06,2.011355443015506e-08
63,2020-03-25,0,124.1755085677609,0.0001556005322544073,False,64,1.9155491105049246e-06,2.011355443015506e-08
64,2020-03-26,0,124.1755085677609,0.0001556005322544073,False,65,2.083298236481006e-06,2.011355443015506e-08
65,2020-03-27,0,124.1755085677609,0.0001556005322544073,False,66,2.2656299356591376e-06,2.011355443015506e-08
66,2020-03-28,0,124.1755085677609,0.0001556005322544073,False,67,2.4637922409441366e-06,2.011355443015506e-08
67,2020-03-29,0,124.1755085677609,0.0001556005322544073,False,68,2.6791364159552494e-06,2.011355443015506e-08
68,2020-03-30,0,124.1755085677609,0.0001556005322544073,False,69,2.9131248395683393e-06,2.011355443015506e-08
69,2020-03-31,0,124.1755085677609,0.0001556005322544073,False,70,3.1673393715394418e-06,2.011355443015506e-08
70,2020-04-01,0,124.1755085677609,0.0001556005322544073,False,71,3.443490204995596e-06,2.011355443015506e-08
71,2020-04-02,0,124.1755085677609,0.0001556005322544073,False,72,3.7434252061134035e-06,2.011355443015506e-08
72,2020-04-03,0,124.1755085677609,0.0001556005322544073,False,73,4.069139734466758e-06,2.011355443015506e-08
73,2020-04-04,0,124.1755085677609,0.0001556005322544073,False,74,4.4227869290823966e-06,2.011355443015506e-08
74,2020-04-05,0,124.1755085677609,0.0001556005322544073,False,75,4.80668843493884e-06,2.011355443015506e-08
75,2020-04-06,0,124.1755085677609,0.0001556005322544073,False,76,5.223345532197745e-06,2.011355443015506e-08
76,2020-04-07,0,124.1755085677609,0.0001556005322544073,False,77,5.67545061555817e-06,2.011355443015506e-08
77,2020-04-08,0,124.1755085677609,0.0001556005322544073,False,78,6.165898953442017e-06,2.011355443015506e-08
78,2020-04-09,0,124.1755085677609,0.0001556005322544073,False,79,6.697800635902709e-06,2.011355443015506e-08
79,2020-04-10,0,124.1755085677609,0.0001556005322544073,False,80,7.274492595837675e-06,2.011355443015506e-08
