,Report_Date,Israel_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,416.575214664367,4208431.156996909,False,1,1015.1381363864263,8416862.313993813
1,2020-01-23,0,416.575214664367,4208431.156996909,False,2,1037.4167795659464,8416862.313993813
2,2020-01-24,0,416.575214664367,4208431.156996909,False,3,1060.184297508497,8416862.313993813
3,2020-01-25,0,416.575214664367,4208431.156996909,False,4,1083.4514151779256,8416862.313993813
4,2020-01-26,0,416.575214664367,4208431.156996909,False,5,1107.229092701699,8416862.313993813
5,2020-01-27,0,416.575214664367,4208431.156996909,False,6,1131.5285305218936,8416862.313993813
6,2020-01-28,0,416.575214664367,4208431.156996909,False,7,1156.361174658777,8416862.313993813
7,2020-01-29,0,416.575214664367,4208431.156996909,False,8,1181.738722089424,8416862.313993813
8,2020-01-30,0,416.575214664367,4208431.156996909,False,9,1207.6731262438789,8416862.313993813
9,2020-01-31,0,416.575214664367,4208431.156996909,False,10,1234.176602621409,8416862.313993813
10,2020-02-01,0,416.575214664367,4208431.156996909,False,11,1261.2616345294764,8416862.313993813
11,2020-02-02,0,416.575214664367,4208431.156996909,False,12,1288.9409789480817,8416862.313993813
12,2020-02-03,0,416.575214664367,4208431.156996909,False,13,1317.2276725222177,8416862.313993813
13,2020-02-04,0,416.575214664367,4208431.156996909,False,14,1346.1350376852106,8416862.313993813
14,2020-02-05,0,416.575214664367,4208431.156996909,False,15,1375.6766889157948,8416862.313993813
15,2020-02-06,0,416.575214664367,4208431.156996909,False,16,1405.8665391318295,8416862.313993813
16,2020-02-07,0,416.575214664367,4208431.156996909,False,17,1436.718806223621,8416862.313993813
17,2020-02-08,0,416.575214664367,4208431.156996909,False,18,1468.2480197298878,8416862.313993813
18,2020-02-09,0,416.575214664367,4208431.156996909,False,19,1500.4690276594604,8416862.313993813
19,2020-02-10,0,416.575214664367,4208431.156996909,False,20,1533.397003461884,8416862.313993813
20,2020-02-11,0,416.575214664367,4208431.156996909,False,21,1567.0474531501527,8416862.313993813
21,2020-02-12,0,416.575214664367,4208431.156996909,False,22,1601.4362225788752,8416862.313993813
22,2020-02-13,0,416.575214664367,4208431.156996909,False,23,1636.5795048812483,8416862.313993813
23,2020-02-14,0,416.575214664367,4208431.156996909,False,24,1672.4938480682758,8416862.313993813
24,2020-02-15,0,416.575214664367,4208431.156996909,False,25,1709.1961627937558,8416862.313993813
25,2020-02-16,0,416.575214664367,4208431.156996909,False,26,1746.7037302886233,8416862.313993813
26,2020-02-17,0,416.575214664367,4208431.156996909,False,27,1785.0342104683266,8416862.313993813
27,2020-02-18,0,416.575214664367,4208431.156996909,False,28,1824.2056502169703,8416862.313993813
28,2020-02-19,0,416.575214664367,4208431.156996909,False,29,1864.2364918520764,8416862.313993813
29,2020-02-20,0,416.575214664367,4208431.156996909,False,30,1905.1455817738447,8416862.313993813
30,2020-02-21,1,416.575214664367,4208431.156996909,False,31,1946.9521793029319,8416862.313993813
31,2020-02-22,1,416.575214664367,4208431.156996909,False,32,1989.6759657108091,8416862.313993813
32,2020-02-23,1,416.575214664367,4208431.156996909,False,33,2033.3370534468775,8416862.313993813
33,2020-02-24,1,416.575214664367,4208431.156996909,False,34,2077.955995566579,8416862.313993813
34,2020-02-25,1,416.575214664367,4208431.156996909,False,35,2123.5537953648673,8416862.313993813
35,2020-02-26,2,416.575214664367,4208431.156996909,False,36,2170.151916219456,8416862.313993813
36,2020-02-27,3,416.575214664367,4208431.156996909,False,37,2217.7722916483885,8416862.313993813
37,2020-02-28,4,416.575214664367,4208431.156996909,False,38,2266.4373355865537,8416862.313993813
38,2020-02-29,7,416.575214664367,4208431.156996909,False,39,2316.169952885866,8416862.313993813
39,2020-03-01,10,416.575214664367,4208431.156996909,False,40,2366.993550043949,8416862.313993813
40,2020-03-02,10,416.575214664367,4208431.156996909,False,41,2418.9320461662346,8416862.313993813
41,2020-03-03,12,416.575214664367,4208431.156996909,False,42,2472.009884166521,8416862.313993813
42,2020-03-04,15,416.575214664367,4208431.156996909,False,43,2526.25204221113,8416862.313993813
43,2020-03-05,20,416.575214664367,4208431.156996909,False,44,2581.6840454118965,8416862.313993813
44,2020-03-06,37,416.575214664367,4208431.156996909,False,45,2638.331977773363,8416862.313993813
45,2020-03-07,43,416.575214664367,4208431.156996909,False,46,2696.2224943996443,8416862.313993813
46,2020-03-08,61,416.575214664367,4208431.156996909,False,47,2755.382833966543,8416862.313993813
47,2020-03-09,61,416.575214664367,4208431.156996909,False,48,2815.840831464634,8416862.313993813
48,2020-03-10,75,416.575214664367,4208431.156996909,False,49,2877.624931219124,8416862.313993813
49,2020-03-11,79,416.575214664367,4208431.156996909,False,50,2940.764200192447,8416862.313993813
50,2020-03-12,100,416.575214664367,4208431.156996909,False,51,3005.2883415756555,8416862.313993813
51,2020-03-13,126,416.575214664367,4208431.156996909,False,52,3071.227708674818,8416862.313993813
52,2020-03-14,155,416.575214664367,4208431.156996909,False,53,3138.6133190987343,8416862.313993813
53,2020-03-15,213,416.575214664367,4208431.156996909,False,54,3207.476869254443,8416862.313993813
54,2020-03-16,218,416.575214664367,4208431.156996909,False,55,3277.8507491571145,8416862.313993813
55,2020-03-17,250,416.575214664367,4208431.156996909,False,56,3349.7680575610534,8416862.313993813
56,2020-03-18,304,416.575214664367,4208431.156996909,False,57,3423.262617418698,8416862.313993813
57,2020-03-19,427,416.575214664367,4208431.156996909,False,58,3498.368991674618,8416862.313993813
58,2020-03-20,529,416.575214664367,4208431.156996909,False,59,3575.122499401684,8416862.313993813
59,2020-03-21,712,416.575214664367,4208431.156996909,False,60,3653.559232286721,8416862.313993813
60,2020-03-22,883,416.575214664367,4208431.156996909,False,61,3733.7160714731003,8416862.313993813
61,2020-03-23,1071,416.575214664367,4208431.156996909,False,62,3815.6307047678924,8416862.313993813
62,2020-03-24,1238,416.575214664367,4208431.156996909,False,63,3899.341644221357,8416862.313993813
63,2020-03-25,2369,416.575214664367,4208431.156996909,False,64,3984.888244086712,8416862.313993813
64,2020-03-26,2693,416.575214664367,4208431.156996909,False,65,4072.310719168257,8416862.313993813
65,2020-03-27,3035,416.575214664367,4208431.156996909,False,66,4161.650163566159,8416862.313993813
66,2020-03-28,3619,416.575214664367,4208431.156996909,False,67,4252.948569826292,8416862.313993813
67,2020-03-29,4247,416.575214664367,4208431.156996909,False,68,4346.248848503778,8416862.313993813
68,2020-03-30,4695,416.575214664367,4208431.156996909,False,69,4441.59484814899,8416862.313993813
69,2020-03-31,5358,416.575214664367,4208431.156996909,False,70,4539.031375724998,8416862.313993813
70,2020-04-01,6092,416.575214664367,4208431.156996909,False,71,4638.604217465601,8416862.313993813
71,2020-04-02,6857,416.575214664367,4208431.156996909,False,72,4740.360160183292,8416862.313993813
72,2020-04-03,7428,416.575214664367,4208431.156996909,False,73,4844.347013036656,8416862.313993813
73,2020-04-04,7851,416.575214664367,4208431.156996909,False,74,4950.613629766969,8416862.313993813
74,2020-04-05,8430,416.575214664367,4208431.156996909,False,75,5059.209931413856,8416862.313993813
75,2020-04-06,8904,416.575214664367,4208431.156996909,False,76,5170.186929520177,8416862.313993813
76,2020-04-07,9248,416.575214664367,4208431.156996909,False,77,5283.596749836441,8416862.313993813
77,2020-04-08,9404,416.575214664367,4208431.156996909,False,78,5399.492656535281,8416862.313993813
78,2020-04-09,9968,416.575214664367,4208431.156996909,False,79,5517.929076946737,8416862.313993813
79,2020-04-10,10408,416.575214664367,4208431.156996909,False,80,5638.961626825307,8416862.313993813
80,2020-04-11,10743,416.575214664367,4208431.156996909,False,81,5762.647136159941,8416862.313993813
81,2020-04-12,11145,416.575214664367,4208431.156996909,False,82,5889.043675538387,8416862.313993813
82,2020-04-13,11586,416.575214664367,4208431.156996909,False,83,6018.21058307752,8416862.313993813
83,2020-04-14,12046,416.575214664367,4208431.156996909,False,84,6150.208491931502,8416862.313993813
84,2020-04-15,12501,416.575214664367,4208431.156996909,False,85,6285.099358389897,8416862.313993813
85,2020-04-16,12758,416.575214664367,4208431.156996909,False,86,6422.946490578052,8416862.313993813
86,2020-04-17,12982,416.575214664367,4208431.156996909,False,87,6563.814577772344,8416862.313993813
87,2020-04-18,13265,416.575214664367,4208431.156996909,False,88,6707.7697203431135,8416862.313993813
88,2020-04-19,13491,416.575214664367,4208431.156996909,False,89,6854.879460338379,8416862.313993813
89,2020-04-20,13713,416.575214664367,4208431.156996909,False,90,7005.212812721647,8416862.313993813
90,2020-04-21,13942,416.575214664367,4208431.156996909,False,91,7158.840297277443,8416862.313993813
91,2020-04-22,14498,416.575214664367,4208431.156996909,False,92,7315.833971198414,8416862.313993813
92,2020-04-23,14803,416.575214664367,4208431.156996909,False,93,7476.267462368147,8416862.313993813
93,2020-04-24,15058,416.575214664367,4208431.156996909,False,94,7640.216003354085,8416862.313993813
94,2020-04-25,15298,416.575214664367,4208431.156996909,False,95,7807.7564661252845,8416862.313993813
95,2020-04-26,15443,416.575214664367,4208431.156996909,False,96,7978.967397509906,8416862.313993813
96,2020-04-27,15555,416.575214664367,4208431.156996909,False,97,8153.929055407758,8416862.313993813
97,2020-04-28,15728,416.575214664367,4208431.156996909,False,98,8332.723445773428,8416862.313993813
98,2020-04-29,15834,416.575214664367,4208431.156996909,False,99,8515.434360385807,8416862.313993813
99,2020-04-30,15946,416.575214664367,4208431.156996909,False,100,8702.147415420224,8416862.313993813
100,2020-05-01,16101,416.575214664367,4208431.156996909,False,101,8892.950090839562,8416862.313993813
101,2020-05-02,16185,416.575214664367,4208431.156996909,False,102,9087.931770621202,8416862.313993813
102,2020-05-03,16208,416.575214664367,4208431.156996909,False,103,9287.183783836776,8416862.313993813
103,2020-05-04,16246,416.575214664367,4208431.156996909,False,104,9490.799446602223,8416862.313993813
104,2020-05-05,16289,416.575214664367,4208431.156996909,False,105,9698.874104915772,8416862.313993813
105,2020-05-06,16310,416.575214664367,4208431.156996909,False,106,9911.505178402,8416862.313993813
106,2020-05-07,16381,416.575214664367,4208431.156996909,False,107,10128.792204980224,8416862.313993813
107,2020-05-08,16436,416.575214664367,4208431.156996909,False,108,10350.836886476076,8416862.313993813
108,2020-05-09,16454,416.575214664367,4208431.156996909,False,109,10577.743135195202,8416862.313993813
109,2020-05-10,16477,416.575214664367,4208431.156996909,False,110,10809.617121478597,8416862.313993813
110,2020-05-11,16506,416.575214664367,4208431.156996909,False,111,11046.567322259229,8416862.313993813
111,2020-05-12,16529,416.575214664367,4208431.156996909,False,112,11288.704570640153,8416862.313993813
