,Report_Date,China_hainan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
32,2020-02-23,168,13.513584200200164,84.32772573272017,True,33,166.93109258590383,168.65544876099858
33,2020-02-24,168,13.513584200200164,84.32772573272017,True,34,167.28884056216103,168.65544876099858
34,2020-02-25,168,13.513584200200164,84.32772573272017,True,35,167.57284890071588,168.65544876099858
35,2020-02-26,168,13.513584200200164,84.32772573272017,True,36,167.79813725561024,168.65544876099858
36,2020-02-27,168,13.513584200200164,84.32772573272017,True,37,167.97673324823617,168.65544876099858
37,2020-02-28,168,13.513584200200164,84.32772573272017,True,38,168.1182431748717,168.65544876099858
38,2020-02-29,168,13.513584200200164,84.32772573272017,True,39,168.23032354159446,168.65544876099858
39,2020-03-01,168,13.513584200200164,84.32772573272017,True,40,168.31906682708168,168.65544876099858
40,2020-03-02,168,13.513584200200164,84.32772573272017,True,41,168.389314710101,168.65544876099858
41,2020-03-03,168,13.513584200200164,84.32772573272017,True,42,168.444910935773,168.65544876099858
42,2020-03-04,168,13.513584200200164,84.32772573272017,True,43,168.48890454314628,168.65544876099858
43,2020-03-05,168,13.513584200200164,84.32772573272017,True,44,168.52371263260852,168.65544876099858
44,2020-03-06,168,13.513584200200164,84.32772573272017,True,45,168.55125037587837,168.65544876099858
45,2020-03-07,168,13.513584200200164,84.32772573272017,True,46,168.57303464140156,168.65544876099858
46,2020-03-08,168,13.513584200200164,84.32772573272017,True,47,168.59026645263967,168.65544876099858
47,2020-03-09,168,13.513584200200164,84.32772573272017,True,48,168.60389651739183,168.65544876099858
48,2020-03-10,168,13.513584200200164,84.32772573272017,True,49,168.6146772502827,168.65544876099858
49,2020-03-11,168,13.513584200200164,84.32772573272017,True,50,168.62320403904496,168.65544876099858
50,2020-03-12,168,13.513584200200164,84.32772573272017,True,51,168.6299479576948,168.65544876099858
51,2020-03-13,168,13.513584200200164,84.32772573272017,True,52,168.635281686332,168.65544876099858
52,2020-03-14,168,13.513584200200164,84.32772573272017,True,53,168.63950004015962,168.65544876099858
53,2020-03-15,168,13.513584200200164,84.32772573272017,True,54,168.64283622379833,168.65544876099858
54,2020-03-16,168,13.513584200200164,84.32772573272017,True,55,168.6454746978209,168.65544876099858
55,2020-03-17,168,13.513584200200164,84.32772573272017,True,56,168.64756136160761,168.65544876099858
56,2020-03-18,168,13.513584200200164,84.32772573272017,True,57,168.64921161103436,168.65544876099858
57,2020-03-19,168,13.513584200200164,84.32772573272017,True,58,168.65051671373783,168.65544876099858
58,2020-03-20,168,13.513584200200164,84.32772573272017,True,59,168.65154885275643,168.65544876099858
59,2020-03-21,168,13.513584200200164,84.32772573272017,True,60,168.652365116383,168.65544876099858
60,2020-03-22,168,13.513584200200164,84.32772573272017,True,61,168.6530106542115,168.65544876099858
61,2020-03-23,168,13.513584200200164,84.32772573272017,True,62,168.65352117350812,168.65544876099858
62,2020-03-24,168,13.513584200200164,84.32772573272017,True,63,168.65392491371833,168.65544876099858
63,2020-03-25,168,13.513584200200164,84.32772573272017,True,64,168.65424420815748,168.65544876099858
64,2020-03-26,168,13.513584200200164,84.32772573272017,True,65,168.6544967191656,168.65544876099858
65,2020-03-27,168,13.513584200200164,84.32772573272017,True,66,168.65469641498282,168.65544876099858
66,2020-03-28,168,13.513584200200164,84.32772573272017,True,67,168.6548543423436,168.65544876099858
67,2020-03-29,168,13.513584200200164,84.32772573272017,True,68,168.65497923749948,168.65544876099858
68,2020-03-30,168,13.513584200200164,84.32772573272017,True,69,168.65507800945642,168.65544876099858
69,2020-03-31,168,13.513584200200164,84.32772573272017,True,70,168.65515612214787,168.65544876099858
70,2020-04-01,168,13.513584200200164,84.32772573272017,True,71,168.65521789667804,168.65544876099858
71,2020-04-02,168,13.513584200200164,84.32772573272017,True,72,168.65526675035133,168.65544876099858
72,2020-04-03,168,13.513584200200164,84.32772573272017,True,73,168.65530538570903,168.65544876099858
73,2020-04-04,168,13.513584200200164,84.32772573272017,True,74,168.65533594002773,168.65544876099858
74,2020-04-05,168,13.513584200200164,84.32772573272017,True,75,168.65536010354958,168.65544876099858
75,2020-04-06,168,13.513584200200164,84.32772573272017,True,76,168.65537921298397,168.65544876099858
76,2020-04-07,168,13.513584200200164,84.32772573272017,True,77,168.6553943254525,168.65544876099858
77,2020-04-08,168,13.513584200200164,84.32772573272017,True,78,168.65540627696768,168.65544876099858
78,2020-04-09,168,13.513584200200164,84.32772573272017,True,79,168.65541572868037,168.65544876099858
79,2020-04-10,168,13.513584200200164,84.32772573272017,True,80,168.65542320345395,168.65544876099858
