,Report_Date,China_hainan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,4,13.513584200200164,84.32772573272017,True,1,8.496878243403286,168.65544876099858
1,2020-01-23,5,13.513584200200164,84.32772573272017,True,2,10.602867081385808,168.65544876099858
2,2020-01-24,8,13.513584200200164,84.32772573272017,True,3,13.18785354936331,168.65544876099858
3,2020-01-25,19,13.513584200200164,84.32772573272017,True,4,16.33791546245068,168.65544876099858
4,2020-01-26,22,13.513584200200164,84.32772573272017,True,5,20.142916880894887,168.65544876099858
5,2020-01-27,33,13.513584200200164,84.32772573272017,True,6,24.690434616027602,168.65544876099858
6,2020-01-28,40,13.513584200200164,84.32772573272017,True,7,30.056830553001443,168.65544876099858
7,2020-01-29,43,13.513584200200164,84.32772573272017,True,8,36.29553944468093,168.65544876099858
8,2020-01-30,46,13.513584200200164,84.32772573272017,True,9,43.42347180533573,168.65544876099858
9,2020-01-31,52,13.513584200200164,84.32772573272017,True,10,51.407548423360396,168.65544876099858
10,2020-02-01,62,13.513584200200164,84.32772573272017,True,11,60.154477374300924,168.65544876099858
11,2020-02-02,64,13.513584200200164,84.32772573272017,True,12,69.50739740969665,168.65544876099858
12,2020-02-03,72,13.513584200200164,84.32772573272017,True,13,79.2523287609964,168.65544876099858
13,2020-02-04,80,13.513584200200164,84.32772573272017,True,14,89.13523458150425,168.65544876099858
14,2020-02-05,99,13.513584200200164,84.32772573272017,True,15,98.88740029103384,168.65544876099858
15,2020-02-06,106,13.513584200200164,84.32772573272017,True,16,108.25402693249873,168.65544876099858
16,2020-02-07,117,13.513584200200164,84.32772573272017,True,17,117.01977526535674,168.65544876099858
17,2020-02-08,124,13.513584200200164,84.32772573272017,True,18,125.02609820155979,168.65544876099858
18,2020-02-09,131,13.513584200200164,84.32772573272017,True,19,132.17798199225734,168.65544876099858
19,2020-02-10,138,13.513584200200164,84.32772573272017,True,20,138.44082368343726,168.65544876099858
20,2020-02-11,144,13.513584200200164,84.32772573272017,True,21,143.83034672012235,168.65544876099858
21,2020-02-12,157,13.513584200200164,84.32772573272017,True,22,148.39917822980493,168.65544876099858
22,2020-02-13,157,13.513584200200164,84.32772573272017,True,23,152.2232234342343,168.65544876099858
23,2020-02-14,159,13.513584200200164,84.32772573272017,True,24,155.38988577436362,168.65544876099858
24,2020-02-15,162,13.513584200200164,84.32772573272017,True,25,157.98905972446806,168.65544876099858
25,2020-02-16,162,13.513584200200164,84.32772573272017,True,26,160.1069836784396,168.65544876099858
26,2020-02-17,163,13.513584200200164,84.32772573272017,True,27,161.8225594414371,168.65544876099858
27,2020-02-18,163,13.513584200200164,84.32772573272017,True,28,163.20555906568615,168.65544876099858
28,2020-02-19,168,13.513584200200164,84.32772573272017,True,29,164.31614127513313,168.65544876099858
29,2020-02-20,168,13.513584200200164,84.32772573272017,True,30,165.20519283278531,168.65544876099858
30,2020-02-21,168,13.513584200200164,84.32772573272017,True,31,165.9151304699446,168.65544876099858
31,2020-02-22,168,13.513584200200164,84.32772573272017,True,32,166.48091157568075,168.65544876099858
