,Report_Date,Canada_alberta_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,97,73.55859255969578,1029.2022075619068,True,57,143.4255028966904,1912.512228624163
57,2020-03-19,119,73.55859255969578,1029.2022075619068,True,58,165.76866818470015,1912.512228624163
58,2020-03-20,146,73.55859255969578,1029.2022075619068,True,59,191.24489750658918,1912.512228624163
59,2020-03-21,195,73.55859255969578,1029.2022075619068,True,60,220.18096031701992,1912.512228624163
60,2020-03-22,259,73.55859255969578,1029.2022075619068,True,61,252.9021494219818,1912.512228624163
61,2020-03-23,301,73.55859255969578,1029.2022075619068,True,62,289.71964431547866,1912.512228624163
62,2020-03-24,359,73.55859255969578,1029.2022075619068,True,63,330.9146627546396,1912.512228624163
63,2020-03-25,358,73.55859255969578,1029.2022075619068,True,64,376.7195589069325,1912.512228624163
64,2020-03-26,486,73.55859255969578,1029.2022075619068,True,65,427.2964528994129,1912.512228624163
65,2020-03-27,542,73.55859255969578,1029.2022075619068,True,66,482.71451282911806,1912.512228624163
66,2020-03-28,542,73.55859255969578,1029.2022075619068,True,67,542.9276049021473,1912.512228624163
67,2020-03-29,621,73.55859255969578,1029.2022075619068,True,68,607.7545853967657,1912.512228624163
68,2020-03-30,661,73.55859255969578,1029.2022075619068,True,69,676.8648945315683,1912.512228624163
69,2020-03-31,690,73.55859255969578,1029.2022075619068,True,70,749.7721726644116,1912.512228624163
70,2020-04-01,754,73.55859255969578,1029.2022075619068,True,71,825.8382198909611,1912.512228624163
71,2020-04-02,969,73.55859255969578,1029.2022075619068,True,72,904.2887009418936,1912.512228624163
72,2020-04-03,969,73.55859255969578,1029.2022075619068,True,73,984.2406201241918,1912.512228624163
73,2020-04-04,1075,73.55859255969578,1029.2022075619068,True,74,1064.739959795202,1912.512228624163
74,2020-04-05,1181,73.55859255969578,1029.2022075619068,True,75,1144.8063083526135,1912.512228624163
75,2020-04-06,1250,73.55859255969578,1029.2022075619068,True,76,1223.480152986676,1912.512228624163
76,2020-04-07,1373,73.55859255969578,1029.2022075619068,True,77,1299.868059504529,1912.512228624163
77,2020-04-08,1373,73.55859255969578,1029.2022075619068,True,78,1373.1813212997934,1912.512228624163
78,2020-04-09,1423,73.55859255969578,1029.2022075619068,True,79,1442.7647405536654,1912.512228624163
79,2020-04-10,1451,73.55859255969578,1029.2022075619068,True,80,1508.1137413009158,1912.512228624163
