,Report_Date,Canada_newfoundland and labrador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,3,71.99214328614966,164.5673185348705,True,58,31.7362725287666,311.6374757060875
58,2020-03-20,4,71.99214328614966,164.5673185348705,True,59,36.62739163831158,311.6374757060875
59,2020-03-21,6,71.99214328614966,164.5673185348705,True,60,42.165442812557636,311.6374757060875
60,2020-03-22,9,71.99214328614966,164.5673185348705,True,61,48.40228596659888,311.6374757060875
61,2020-03-23,24,71.99214328614966,164.5673185348705,True,62,55.383602609275115,311.6374757060875
62,2020-03-24,35,71.99214328614966,164.5673185348705,True,63,63.14537670013081,311.6374757060875
63,2020-03-25,35,71.99214328614966,164.5673185348705,True,64,71.70998273750078,311.6374757060875
64,2020-03-26,82,71.99214328614966,164.5673185348705,True,65,81.08212644066757,311.6374757060875
65,2020-03-27,102,71.99214328614966,164.5673185348705,True,66,91.24499607865191,311.6374757060875
66,2020-03-28,120,71.99214328614966,164.5673185348705,True,67,102.15707930407473,311.6374757060875
67,2020-03-29,135,71.99214328614966,164.5673185348705,True,68,113.750152480284,311.6374757060875
68,2020-03-30,148,71.99214328614966,164.5673185348705,True,69,125.92892697394706,311.6374757060875
69,2020-03-31,152,71.99214328614966,164.5673185348705,True,70,138.57271814413593,311.6374757060875
70,2020-04-01,175,71.99214328614966,164.5673185348705,True,71,151.53928560469964,311.6374757060875
71,2020-04-02,183,71.99214328614966,164.5673185348705,True,72,164.6707029477704,311.6374757060875
72,2020-04-03,195,71.99214328614966,164.5673185348705,True,73,177.80080392162517,311.6374757060875
73,2020-04-04,195,71.99214328614966,164.5673185348705,True,74,190.76348868374598,311.6374757060875
74,2020-04-05,217,71.99214328614966,164.5673185348705,True,75,203.40102303623235,311.6374757060875
75,2020-04-06,226,71.99214328614966,164.5673185348705,True,76,215.57146479931362,311.6374757060875
76,2020-04-07,228,71.99214328614966,164.5673185348705,True,77,227.15450435808722,311.6374757060875
77,2020-04-08,228,71.99214328614966,164.5673185348705,True,78,238.0552710825461,311.6374757060875
78,2020-04-09,232,71.99214328614966,164.5673185348705,True,79,248.20596869961662,311.6374757060875
79,2020-04-10,239,71.99214328614966,164.5673185348705,True,80,257.56549227671115,311.6374757060875
