,Report_Date,Saint Lucia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
100,2020-05-01,17,69.68824495480895,8.796057393642528,True,101,17.492962199892453,17.592096258093736
101,2020-05-02,17,69.68824495480895,8.796057393642528,True,102,17.507989056770203,17.592096258093736
102,2020-05-03,18,69.68824495480895,8.796057393642528,True,103,17.520747841786797,17.592096258093736
103,2020-05-04,18,69.68824495480895,8.796057393642528,True,104,17.531578278188334,17.592096258093736
104,2020-05-05,18,69.68824495480895,8.796057393642528,True,105,17.540769936202995,17.592096258093736
105,2020-05-06,18,69.68824495480895,8.796057393642528,True,106,17.54856943057096,17.592096258093736
106,2020-05-07,18,69.68824495480895,8.796057393642528,True,107,17.555186643896242,17.592096258093736
107,2020-05-08,18,69.68824495480895,8.796057393642528,True,108,17.560800090609295,17.592096258093736
108,2020-05-09,18,69.68824495480895,8.796057393642528,True,109,17.565561528009496,17.592096258093736
109,2020-05-10,18,69.68824495480895,8.796057393642528,True,110,17.569599911334812,17.592096258093736
110,2020-05-11,18,69.68824495480895,8.796057393642528,True,111,17.57302477991908,17.592096258093736
111,2020-05-12,18,69.68824495480895,8.796057393642528,True,112,17.575929151784834,17.592096258093736
112,2020-05-13,18,69.68824495480895,8.796057393642528,True,113,17.578391994814087,17.592096258093736
113,2020-05-14,18,69.68824495480895,8.796057393642528,True,114,17.580480334127223,17.592096258093736
114,2020-05-15,18,69.68824495480895,8.796057393642528,True,115,17.58225104756913,17.592096258093736
115,2020-05-16,18,69.68824495480895,8.796057393642528,True,116,17.583752394273898,17.592096258093736
116,2020-05-17,18,69.68824495480895,8.796057393642528,True,117,17.58502531513577,17.592096258093736
117,2020-05-18,18,69.68824495480895,8.796057393642528,True,118,17.58610453860992,17.592096258093736
118,2020-05-19,18,69.68824495480895,8.796057393642528,True,119,17.587019520543418,17.592096258093736
119,2020-05-20,18,69.68824495480895,8.796057393642528,True,120,17.587795242630843,17.592096258093736
120,2020-05-21,18,69.68824495480895,8.796057393642528,True,121,17.588452890534008,17.592096258093736
121,2020-05-22,18,69.68824495480895,8.796057393642528,True,122,17.589010429638673,17.592096258093736
122,2020-05-23,18,69.68824495480895,8.796057393642528,True,123,17.58948309378288,17.592096258093736
123,2020-05-24,18,69.68824495480895,8.796057393642528,True,124,17.589883800027515,17.592096258093736
124,2020-05-25,18,69.68824495480895,8.796057393642528,True,125,17.590223500600416,17.592096258093736
125,2020-05-26,18,69.68824495480895,8.796057393642528,True,126,17.590511481487106,17.592096258093736
126,2020-05-27,18,69.68824495480895,8.796057393642528,True,127,17.59075561572502,17.592096258093736
127,2020-05-28,18,69.68824495480895,8.796057393642528,True,128,17.590962578250465,17.592096258093736
128,2020-05-29,18,69.68824495480895,8.796057393642528,True,129,17.591138028117918,17.592096258093736
129,2020-05-30,18,69.68824495480895,8.796057393642528,True,130,17.591286763035136,17.592096258093736
130,2020-05-31,18,69.68824495480895,8.796057393642528,True,131,17.591412850411782,17.592096258093736
131,2020-06-01,18,69.68824495480895,8.796057393642528,True,132,17.59151973848505,17.592096258093736
132,2020-06-02,18,69.68824495480895,8.796057393642528,True,133,17.59161035054687,17.592096258093736
133,2020-06-03,18,69.68824495480895,8.796057393642528,True,134,17.591687164839218,17.592096258093736
134,2020-06-04,19,69.68824495480895,8.796057393642528,True,135,17.591752282295328,17.592096258093736
135,2020-06-05,19,69.68824495480895,8.796057393642528,True,136,17.59180748397396,17.592096258093736
136,2020-06-06,19,69.68824495480895,8.796057393642528,True,137,17.591854279753953,17.592096258093736
137,2020-06-07,19,69.68824495480895,8.796057393642528,True,138,17.5918939496181,17.592096258093736
138,2020-06-08,19,69.68824495480895,8.796057393642528,True,139,17.59192757865353,17.592096258093736
139,2020-06-09,19,69.68824495480895,8.796057393642528,True,140,17.5919560867246,17.592096258093736
140,2020-06-10,19,69.68824495480895,8.796057393642528,True,141,17.591980253628844,17.592096258093736
141,2020-06-11,19,69.68824495480895,8.796057393642528,True,142,17.59200074042337,17.592096258093736
142,2020-06-12,19,69.68824495480895,8.796057393642528,True,143,17.59201810750455,17.592096258093736
