,Report_Date,China_macau_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,303.7033094261984,120311.75163972024,False,1,2.4991774472600645,240623.50327944028
1,2020-01-23,2,303.7033094261984,120311.75163972024,False,2,2.5957350084244837,240623.50327944028
2,2020-01-24,2,303.7033094261984,120311.75163972024,False,3,2.6960231002741906,240623.50327944028
3,2020-01-25,2,303.7033094261984,120311.75163972024,False,4,2.800185849702342,240623.50327944028
4,2020-01-26,5,303.7033094261984,120311.75163972024,False,5,2.908372951601855,240623.50327944028
5,2020-01-27,6,303.7033094261984,120311.75163972024,False,6,3.020739883951412,240623.50327944028
6,2020-01-28,7,303.7033094261984,120311.75163972024,False,7,3.1374481312084015,240623.50327944028
7,2020-01-29,7,303.7033094261984,120311.75163972024,False,8,3.258665416329505,240623.50327944028
8,2020-01-30,7,303.7033094261984,120311.75163972024,False,9,3.384565941751978,240623.50327944028
9,2020-01-31,7,303.7033094261984,120311.75163972024,False,10,3.515330639681576,240623.50327944028
10,2020-02-01,7,303.7033094261984,120311.75163972024,False,11,3.651147432046349,240623.50327944028
11,2020-02-02,8,303.7033094261984,120311.75163972024,False,12,3.7922115004894534,240623.50327944028
12,2020-02-03,8,303.7033094261984,120311.75163972024,False,13,3.9387255667884586,240623.50327944028
13,2020-02-04,10,303.7033094261984,120311.75163972024,False,14,4.090900184103621,240623.50327944028
14,2020-02-05,10,303.7033094261984,120311.75163972024,False,15,4.248954039473075,240623.50327944028
15,2020-02-06,10,303.7033094261984,120311.75163972024,False,16,4.413114267989024,240623.50327944028
16,2020-02-07,10,303.7033094261984,120311.75163972024,False,17,4.583616779105764,240623.50327944028
17,2020-02-08,10,303.7033094261984,120311.75163972024,False,18,4.760706595547712,240623.50327944028
18,2020-02-09,10,303.7033094261984,120311.75163972024,False,19,4.94463820530371,240623.50327944028
19,2020-02-10,10,303.7033094261984,120311.75163972024,False,20,5.1356759272125565,240623.50327944028
20,2020-02-11,10,303.7033094261984,120311.75163972024,False,21,5.334094290664254,240623.50327944028
21,2020-02-12,10,303.7033094261984,120311.75163972024,False,22,5.540178429961591,240623.50327944028
22,2020-02-13,10,303.7033094261984,120311.75163972024,False,23,5.754224493907725,240623.50327944028
23,2020-02-14,10,303.7033094261984,120311.75163972024,False,24,5.976540071207211,240623.50327944028
24,2020-02-15,10,303.7033094261984,120311.75163972024,False,25,6.207444632290502,240623.50327944028
25,2020-02-16,10,303.7033094261984,120311.75163972024,False,26,6.447269988195557,240623.50327944028
26,2020-02-17,10,303.7033094261984,120311.75163972024,False,27,6.696360767164452,240623.50327944028
27,2020-02-18,10,303.7033094261984,120311.75163972024,False,28,6.955074909638366,240623.50327944028
28,2020-02-19,10,303.7033094261984,120311.75163972024,False,29,7.223784182360528,240623.50327944028
29,2020-02-20,10,303.7033094261984,120311.75163972024,False,30,7.502874712324052,240623.50327944028
30,2020-02-21,10,303.7033094261984,120311.75163972024,False,31,7.7927475413300185,240623.50327944028
31,2020-02-22,10,303.7033094261984,120311.75163972024,False,32,8.093819201950526,240623.50327944028
32,2020-02-23,10,303.7033094261984,120311.75163972024,False,33,8.406522315722071,240623.50327944028
33,2020-02-24,10,303.7033094261984,120311.75163972024,False,34,8.731306214426395,240623.50327944028
34,2020-02-25,10,303.7033094261984,120311.75163972024,False,35,9.068637585348833,240623.50327944028
35,2020-02-26,10,303.7033094261984,120311.75163972024,False,36,9.419001141438539,240623.50327944028
36,2020-02-27,10,303.7033094261984,120311.75163972024,False,37,9.782900317330435,240623.50327944028
37,2020-02-28,10,303.7033094261984,120311.75163972024,False,38,10.160857992225655,240623.50327944028
38,2020-02-29,10,303.7033094261984,120311.75163972024,False,39,10.553417240665603,240623.50327944028
39,2020-03-01,10,303.7033094261984,120311.75163972024,False,40,10.96114211227452,240623.50327944028
40,2020-03-02,10,303.7033094261984,120311.75163972024,False,41,11.384618441586738,240623.50327944028
41,2020-03-03,10,303.7033094261984,120311.75163972024,False,42,11.824454689117731,240623.50327944028
42,2020-03-04,10,303.7033094261984,120311.75163972024,False,43,12.281282814882529,240623.50327944028
43,2020-03-05,10,303.7033094261984,120311.75163972024,False,44,12.755759185611387,240623.50327944028
44,2020-03-06,10,303.7033094261984,120311.75163972024,False,45,13.248565516960516,240623.50327944028
45,2020-03-07,10,303.7033094261984,120311.75163972024,False,46,13.760409852065475,240623.50327944028
46,2020-03-08,10,303.7033094261984,120311.75163972024,False,47,14.292027577836638,240623.50327944028
47,2020-03-09,10,303.7033094261984,120311.75163972024,False,48,14.844182480449774,240623.50327944028
48,2020-03-10,10,303.7033094261984,120311.75163972024,False,49,15.417667841540537,240623.50327944028
49,2020-03-11,10,303.7033094261984,120311.75163972024,False,50,16.013307576669476,240623.50327944028
50,2020-03-12,10,303.7033094261984,120311.75163972024,False,51,16.63195741768429,240623.50327944028
51,2020-03-13,10,303.7033094261984,120311.75163972024,False,52,17.27450614066836,240623.50327944028
52,2020-03-14,10,303.7033094261984,120311.75163972024,False,53,17.941876841229362,240623.50327944028
53,2020-03-15,10,303.7033094261984,120311.75163972024,False,54,18.63502825894874,240623.50327944028
54,2020-03-16,11,303.7033094261984,120311.75163972024,False,55,19.354956152882785,240623.50327944028
55,2020-03-17,12,303.7033094261984,120311.75163972024,False,56,20.10269473007833,240623.50327944028
56,2020-03-18,15,303.7033094261984,120311.75163972024,False,57,20.87931812914101,240623.50327944028
57,2020-03-19,17,303.7033094261984,120311.75163972024,False,58,21.685941960972187,240623.50327944028
58,2020-03-20,17,303.7033094261984,120311.75163972024,False,59,22.523724908871547,240623.50327944028
59,2020-03-21,18,303.7033094261984,120311.75163972024,False,60,23.393870390285986,240623.50327944028
60,2020-03-22,24,303.7033094261984,120311.75163972024,False,61,24.2976282825731,240623.50327944028
61,2020-03-23,24,303.7033094261984,120311.75163972024,False,62,25.236296715237334,240623.50327944028
62,2020-03-24,25,303.7033094261984,120311.75163972024,False,63,26.21122393119115,240623.50327944028
63,2020-03-25,30,303.7033094261984,120311.75163972024,False,64,27.223810219690826,240623.50327944028
64,2020-03-26,31,303.7033094261984,120311.75163972024,False,65,28.275509923697193,240623.50327944028
65,2020-03-27,33,303.7033094261984,120311.75163972024,False,66,29.36783352451689,240623.50327944028
66,2020-03-28,37,303.7033094261984,120311.75163972024,False,67,30.50234980668806,240623.50327944028
67,2020-03-29,37,303.7033094261984,120311.75163972024,False,68,31.68068810618739,240623.50327944028
68,2020-03-30,38,303.7033094261984,120311.75163972024,False,69,32.904540645152565,240623.50327944028
69,2020-03-31,41,303.7033094261984,120311.75163972024,False,70,34.17566495643524,240623.50327944028
70,2020-04-01,41,303.7033094261984,120311.75163972024,False,71,35.495886401425935,240623.50327944028
71,2020-04-02,41,303.7033094261984,120311.75163972024,False,72,36.867100784722766,240623.50327944028
72,2020-04-03,43,303.7033094261984,120311.75163972024,False,73,38.291277069351516,240623.50327944028
73,2020-04-04,43,303.7033094261984,120311.75163972024,False,74,39.77046019638477,240623.50327944028
74,2020-04-05,44,303.7033094261984,120311.75163972024,False,75,41.306774012954115,240623.50327944028
75,2020-04-06,44,303.7033094261984,120311.75163972024,False,76,42.90242431280023,240623.50327944028
76,2020-04-07,44,303.7033094261984,120311.75163972024,False,77,44.559701993662564,240623.50327944028
77,2020-04-08,45,303.7033094261984,120311.75163972024,False,78,46.28098633597279,240623.50327944028
78,2020-04-09,45,303.7033094261984,120311.75163972024,False,79,48.0687484074847,240623.50327944028
79,2020-04-10,45,303.7033094261984,120311.75163972024,False,80,49.92555459864857,240623.50327944028
