,Report_Date,Taiwan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,63.07307639808349,209.19865373019346,True,1,0.027522693402736855,414.4048073049538
1,2020-01-23,1,63.07307639808349,209.19865373019346,True,2,0.03214076715637257,414.4048073049538
2,2020-01-24,3,63.07307639808349,209.19865373019346,True,3,0.03753364487217873,414.4048073049538
3,2020-01-25,3,63.07307639808349,209.19865373019346,True,4,0.04383129511360199,414.4048073049538
4,2020-01-26,4,63.07307639808349,209.19865373019346,True,5,0.051185478668754336,414.4048073049538
5,2020-01-27,5,63.07307639808349,209.19865373019346,True,6,0.059773399174201644,414.4048073049538
6,2020-01-28,8,63.07307639808349,209.19865373019346,True,7,0.06980196407294752,414.4048073049538
7,2020-01-29,8,63.07307639808349,209.19865373019346,True,8,0.08151275750337988,414.4048073049538
8,2020-01-30,9,63.07307639808349,209.19865373019346,True,9,0.09518784346654749,414.4048073049538
9,2020-01-31,10,63.07307639808349,209.19865373019346,True,10,0.11115653707253008,414.4048073049538
10,2020-02-01,10,63.07307639808349,209.19865373019346,True,11,0.12980330423727915,414.4048073049538
11,2020-02-02,10,63.07307639808349,209.19865373019346,True,12,0.15157697635896897,414.4048073049538
12,2020-02-03,10,63.07307639808349,209.19865373019346,True,13,0.1770014967770805,414.4048073049538
13,2020-02-04,11,63.07307639808349,209.19865373019346,True,14,0.20668845080036308,414.4048073049538
14,2020-02-05,11,63.07307639808349,209.19865373019346,True,15,0.241351671437651,414.4048073049538
15,2020-02-06,16,63.07307639808349,209.19865373019346,True,16,0.28182425939645706,414.4048073049538
16,2020-02-07,16,63.07307639808349,209.19865373019346,True,17,0.32907840920186393,414.4048073049538
17,2020-02-08,17,63.07307639808349,209.19865373019346,True,18,0.38424849424760055,414.4048073049538
18,2020-02-09,18,63.07307639808349,209.19865373019346,True,19,0.4486579330548005,414.4048073049538
19,2020-02-10,18,63.07307639808349,209.19865373019346,True,20,0.5238504377927605,414.4048073049538
20,2020-02-11,18,63.07307639808349,209.19865373019346,True,21,0.6116263349396732,414.4048073049538
21,2020-02-12,18,63.07307639808349,209.19865373019346,True,22,0.7140847473892384,414.4048073049538
22,2020-02-13,18,63.07307639808349,209.19865373019346,True,23,0.8336725376018419,414.4048073049538
23,2020-02-14,18,63.07307639808349,209.19865373019346,True,24,0.973241032334941,414.4048073049538
24,2020-02-15,18,63.07307639808349,209.19865373019346,True,25,1.1361116801058684,414.4048073049538
25,2020-02-16,20,63.07307639808349,209.19865373019346,True,26,1.326151930787128,414.4048073049538
26,2020-02-17,22,63.07307639808349,209.19865373019346,True,27,1.5478627689767643,414.4048073049538
27,2020-02-18,22,63.07307639808349,209.19865373019346,True,28,1.8064794731605014,414.4048073049538
28,2020-02-19,23,63.07307639808349,209.19865373019346,True,29,2.10808730222213,414.4048073049538
29,2020-02-20,24,63.07307639808349,209.19865373019346,True,30,2.4597539163528284,414.4048073049538
30,2020-02-21,26,63.07307639808349,209.19865373019346,True,31,2.869680401921489,414.4048073049538
31,2020-02-22,26,63.07307639808349,209.19865373019346,True,32,3.3473727628508216,414.4048073049538
32,2020-02-23,28,63.07307639808349,209.19865373019346,True,33,3.9038356280019273,414.4048073049538
33,2020-02-24,30,63.07307639808349,209.19865373019346,True,34,4.55178965572489,414.4048073049538
34,2020-02-25,31,63.07307639808349,209.19865373019346,True,35,5.305913627733277,414.4048073049538
35,2020-02-26,32,63.07307639808349,209.19865373019346,True,36,6.183111429767401,414.4048073049538
36,2020-02-27,32,63.07307639808349,209.19865373019346,True,37,7.202802907793989,414.4048073049538
37,2020-02-28,34,63.07307639808349,209.19865373019346,True,38,8.387235831169136,414.4048073049538
38,2020-02-29,39,63.07307639808349,209.19865373019346,True,39,9.761813726239428,414.4048073049538
39,2020-03-01,40,63.07307639808349,209.19865373019346,True,40,11.355430978165474,414.4048073049538
40,2020-03-02,41,63.07307639808349,209.19865373019346,True,41,13.200802131813226,414.4048073049538
41,2020-03-03,42,63.07307639808349,209.19865373019346,True,42,15.334766553420108,414.4048073049538
42,2020-03-04,42,63.07307639808349,209.19865373019346,True,43,17.798542379584468,414.4048073049538
43,2020-03-05,44,63.07307639808349,209.19865373019346,True,44,20.63789490904501,414.4048073049538
44,2020-03-06,45,63.07307639808349,209.19865373019346,True,45,23.90317439587085,414.4048073049538
45,2020-03-07,45,63.07307639808349,209.19865373019346,True,46,27.649166991646922,414.4048073049538
46,2020-03-08,45,63.07307639808349,209.19865373019346,True,47,31.93469122956072,414.4048073049538
47,2020-03-09,45,63.07307639808349,209.19865373019346,True,48,36.82186245836942,414.4048073049538
48,2020-03-10,47,63.07307639808349,209.19865373019346,True,49,42.37494135600109,414.4048073049538
49,2020-03-11,48,63.07307639808349,209.19865373019346,True,50,48.65868335938478,414.4048073049538
50,2020-03-12,49,63.07307639808349,209.19865373019346,True,51,55.73611771487806,414.4048073049538
51,2020-03-13,50,63.07307639808349,209.19865373019346,True,52,63.6657126113348,414.4048073049538
52,2020-03-14,53,63.07307639808349,209.19865373019346,True,53,72.49793098441648,414.4048073049538
53,2020-03-15,59,63.07307639808349,209.19865373019346,True,54,82.27125292101654,414.4048073049538
54,2020-03-16,67,63.07307639808349,209.19865373019346,True,55,93.00783440604701,414.4048073049538
55,2020-03-17,77,63.07307639808349,209.19865373019346,True,56,104.70908188220318,414.4048073049538
56,2020-03-18,100,63.07307639808349,209.19865373019346,True,57,117.35153352674844,414.4048073049538
