,Report_Date,France_new caledonia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.84451171905246,10.51070191346378,True,1,0.0002510522144427655,20.782610284618748
1,2020-01-23,0,64.84451171905246,10.51070191346378,True,2,0.000299826887764732,20.782610284618748
2,2020-01-24,0,64.84451171905246,10.51070191346378,True,3,0.00035807739159965764,20.782610284618748
3,2020-01-25,0,64.84451171905246,10.51070191346378,True,4,0.0004276445995303091,20.782610284618748
4,2020-01-26,0,64.84451171905246,10.51070191346378,True,5,0.000510726983090708,20.782610284618748
5,2020-01-27,0,64.84451171905246,10.51070191346378,True,6,0.0006099500642669414,20.782610284618748
6,2020-01-28,0,64.84451171905246,10.51070191346378,True,7,0.0007284493516979225,20.782610284618748
7,2020-01-29,0,64.84451171905246,10.51070191346378,True,8,0.0008699693760659274,20.782610284618748
8,2020-01-30,0,64.84451171905246,10.51070191346378,True,9,0.0010389819465350693,20.782610284618748
9,2020-01-31,0,64.84451171905246,10.51070191346378,True,10,0.0012408273540854007,20.782610284618748
10,2020-02-01,0,64.84451171905246,10.51070191346378,True,11,0.001481882967844496,20.782610284618748
11,2020-02-02,0,64.84451171905246,10.51070191346378,True,12,0.0017697645291652434,20.782610284618748
12,2020-02-03,0,64.84451171905246,10.51070191346378,True,13,0.0021135664714695647,20.782610284618748
13,2020-02-04,0,64.84451171905246,10.51070191346378,True,14,0.002524148812821587,20.782610284618748
14,2020-02-05,0,64.84451171905246,10.51070191346378,True,15,0.0030144796194936725,20.782610284618748
15,2020-02-06,0,64.84451171905246,10.51070191346378,True,16,0.003600043765688622,20.782610284618748
16,2020-02-07,0,64.84451171905246,10.51070191346378,True,17,0.0042993307679202114,20.782610284618748
17,2020-02-08,0,64.84451171905246,10.51070191346378,True,18,0.005134416911899853,20.782610284618748
18,2020-02-09,0,64.84451171905246,10.51070191346378,True,19,0.006131659784636216,20.782610284618748
19,2020-02-10,0,64.84451171905246,10.51070191346378,True,20,0.00732252675551335,20.782610284618748
20,2020-02-11,0,64.84451171905246,10.51070191346378,True,21,0.00874458301042789,20.782610284618748
21,2020-02-12,0,64.84451171905246,10.51070191346378,True,22,0.010442669539077694,20.782610284618748
22,2020-02-13,0,64.84451171905246,10.51070191346378,True,23,0.01247030712765415,20.782610284618748
23,2020-02-14,0,64.84451171905246,10.51070191346378,True,24,0.014891369051893793,20.782610284618748
24,2020-02-15,0,64.84451171905246,10.51070191346378,True,25,0.01778207294579327,20.782610284618748
25,2020-02-16,0,64.84451171905246,10.51070191346378,True,26,0.021233351395999606,20.782610284618748
26,2020-02-17,0,64.84451171905246,10.51070191346378,True,27,0.025353671341314703,20.782610284618748
27,2020-02-18,0,64.84451171905246,10.51070191346378,True,28,0.030272384494615112,20.782610284618748
28,2020-02-19,0,64.84451171905246,10.51070191346378,True,29,0.036143704881185554,20.782610284618748
29,2020-02-20,0,64.84451171905246,10.51070191346378,True,30,0.04315142528409757,20.782610284618748
30,2020-02-21,0,64.84451171905246,10.51070191346378,True,31,0.05151450189633504,20.782610284618748
31,2020-02-22,0,64.84451171905246,10.51070191346378,True,32,0.061493655646556206,20.782610284618748
32,2020-02-23,0,64.84451171905246,10.51070191346378,True,33,0.07339915910498418,20.782610284618748
33,2020-02-24,0,64.84451171905246,10.51070191346378,True,34,0.08759999884989993,20.782610284618748
34,2020-02-25,0,64.84451171905246,10.51070191346378,True,35,0.10453462342314108,20.782610284618748
35,2020-02-26,0,64.84451171905246,10.51070191346378,True,36,0.12472350450663656,20.782610284618748
36,2020-02-27,0,64.84451171905246,10.51070191346378,True,37,0.148783750615427,20.782610284618748
37,2020-02-28,0,64.84451171905246,10.51070191346378,True,38,0.17744601382679823,20.782610284618748
38,2020-02-29,0,64.84451171905246,10.51070191346378,True,39,0.21157391419662075,20.782610284618748
39,2020-03-01,0,64.84451171905246,10.51070191346378,True,40,0.2521861641551027,20.782610284618748
40,2020-03-02,0,64.84451171905246,10.51070191346378,True,41,0.300481493361279,20.782610284618748
41,2020-03-03,0,64.84451171905246,10.51070191346378,True,42,0.35786633579237587,20.782610284618748
42,2020-03-04,0,64.84451171905246,10.51070191346378,True,43,0.4259850224717807,20.782610284618748
43,2020-03-05,0,64.84451171905246,10.51070191346378,True,44,0.506751896493369,20.782610284618748
44,2020-03-06,0,64.84451171905246,10.51070191346378,True,45,0.6023842974097278,20.782610284618748
45,2020-03-07,0,64.84451171905246,10.51070191346378,True,46,0.7154347110418459,20.782610284618748
46,2020-03-08,0,64.84451171905246,10.51070191346378,True,47,0.8488195099974695,20.782610284618748
47,2020-03-09,0,64.84451171905246,10.51070191346378,True,48,1.0058405902389906,20.782610284618748
48,2020-03-10,0,64.84451171905246,10.51070191346378,True,49,1.1901948346001965,20.782610284618748
49,2020-03-11,0,64.84451171905246,10.51070191346378,True,50,1.4059647478965966,20.782610284618748
50,2020-03-12,0,64.84451171905246,10.51070191346378,True,51,1.6575819350119252,20.782610284618748
51,2020-03-13,0,64.84451171905246,10.51070191346378,True,52,1.9497535832223425,20.782610284618748
52,2020-03-14,0,64.84451171905246,10.51070191346378,True,53,2.2873411840929796,20.782610284618748
53,2020-03-15,0,64.84451171905246,10.51070191346378,True,54,2.6751810118683648,20.782610284618748
54,2020-03-16,0,64.84451171905246,10.51070191346378,True,55,3.117838176878813,20.782610284618748
55,2020-03-17,0,64.84451171905246,10.51070191346378,True,56,3.6192912939336876,20.782610284618748
56,2020-03-18,0,64.84451171905246,10.51070191346378,True,57,4.182553694543092,20.782610284618748
57,2020-03-19,2,64.84451171905246,10.51070191346378,True,58,4.809249858856439,20.782610284618748
58,2020-03-20,2,64.84451171905246,10.51070191346378,True,59,5.499181454038268,20.782610284618748
59,2020-03-21,4,64.84451171905246,10.51070191346378,True,60,6.249933572516115,20.782610284618748
60,2020-03-22,4,64.84451171905246,10.51070191346378,True,61,7.05658428441739,20.782610284618748
61,2020-03-23,8,64.84451171905246,10.51070191346378,True,62,7.911584144005921,20.782610284618748
62,2020-03-24,10,64.84451171905246,10.51070191346378,True,63,8.804861926203333,20.782610284618748
63,2020-03-25,14,64.84451171905246,10.51070191346378,True,64,9.724186414424448,20.782610284618748
64,2020-03-26,14,64.84451171905246,10.51070191346378,True,65,10.655774139161009,20.782610284618748
65,2020-03-27,15,64.84451171905246,10.51070191346378,True,66,11.585087711259058,20.782610284618748
66,2020-03-28,15,64.84451171905246,10.51070191346378,True,67,12.497730667916487,20.782610284618748
67,2020-03-29,15,64.84451171905246,10.51070191346378,True,68,13.380324087249342,20.782610284618748
68,2020-03-30,15,64.84451171905246,10.51070191346378,True,69,14.2212541812171,20.782610284618748
69,2020-03-31,16,64.84451171905246,10.51070191346378,True,70,15.011207373775214,20.782610284618748
70,2020-04-01,16,64.84451171905246,10.51070191346378,True,71,15.743451474944965,20.782610284618748
71,2020-04-02,18,64.84451171905246,10.51070191346378,True,72,16.413866318272348,20.782610284618748
72,2020-04-03,18,64.84451171905246,10.51070191346378,True,73,17.020763586894837,20.782610284618748
73,2020-04-04,17,64.84451171905246,10.51070191346378,True,74,17.56455702718759,20.782610284618748
74,2020-04-05,18,64.84451171905246,10.51070191346378,True,75,18.04734988307633,20.782610284618748
75,2020-04-06,18,64.84451171905246,10.51070191346378,True,76,18.472499476903437,20.782610284618748
76,2020-04-07,18,64.84451171905246,10.51070191346378,True,77,18.844204658085367,20.782610284618748
77,2020-04-08,18,64.84451171905246,10.51070191346378,True,78,19.16714541706666,20.782610284618748
78,2020-04-09,18,64.84451171905246,10.51070191346378,True,79,19.44618898967605,20.782610284618748
79,2020-04-10,18,64.84451171905246,10.51070191346378,True,80,19.686165195741346,20.782610284618748
