,Report_Date,Gambia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.47569143896968,9.876933232954292,False,1,0.0050686400854545,0.030770539461755533
1,2020-01-23,0,87.47569143896968,9.876933232954292,False,2,0.005577021749029695,0.030770539461755533
2,2020-01-24,0,87.47569143896968,9.876933232954292,False,3,0.0061363779550683535,0.030770539461755533
3,2020-01-25,0,87.47569143896968,9.876933232954292,False,4,0.006751816494620003,0.030770539461755533
4,2020-01-26,0,87.47569143896968,9.876933232954292,False,5,0.007428956270662945,0.030770539461755533
5,2020-01-27,0,87.47569143896968,9.876933232954292,False,6,0.008173978294529793,0.030770539461755533
6,2020-01-28,0,87.47569143896968,9.876933232954292,False,7,0.00899368173932078,0.030770539461755533
7,2020-01-29,0,87.47569143896968,9.876933232954292,False,8,0.009895545545188662,0.030770539461755533
8,2020-01-30,0,87.47569143896968,9.876933232954292,False,9,0.01088779611841401,0.030770539461755533
9,2020-01-31,0,87.47569143896968,9.876933232954292,False,10,0.011979481717396495,0.030770539461755533
10,2020-02-01,0,87.47569143896968,9.876933232954292,False,11,0.013180554174371235,0.030770539461755533
11,2020-02-02,0,87.47569143896968,9.876933232954292,False,12,0.014501958662130934,0.030770539461755533
12,2020-02-03,0,87.47569143896968,9.876933232954292,False,13,0.015955732280609057,0.030770539461755533
13,2020-02-04,0,87.47569143896968,9.876933232954292,False,14,0.017555112309168862,0.030770539461755533
14,2020-02-05,0,87.47569143896968,9.876933232954292,False,15,0.019314655047149635,0.030770539461755533
15,2020-02-06,0,87.47569143896968,9.876933232954292,False,16,0.021250366247928695,0.030770539461755533
16,2020-02-07,0,87.47569143896968,9.876933232954292,False,17,0.023379844240717783,0.030770539461755533
17,2020-02-08,0,87.47569143896968,9.876933232954292,False,18,0.02572243692973159,0.030770539461755533
18,2020-02-09,0,87.47569143896968,9.876933232954292,False,19,0.02829941396238723,0.030770539461755533
19,2020-02-10,0,87.47569143896968,9.876933232954292,False,20,0.0311341554668693,0.030770539461755533
20,2020-02-11,0,87.47569143896968,9.876933232954292,False,21,0.03425235887466342,0.030770539461755533
21,2020-02-12,0,87.47569143896968,9.876933232954292,False,22,0.037682265465306515,0.030770539461755533
22,2020-02-13,0,87.47569143896968,9.876933232954292,False,23,0.04145490839821256,0.030770539461755533
23,2020-02-14,0,87.47569143896968,9.876933232954292,False,24,0.04560438412934734,0.030770539461755533
24,2020-02-15,0,87.47569143896968,9.876933232954292,False,25,0.05016814924777217,0.030770539461755533
25,2020-02-16,0,87.47569143896968,9.876933232954292,False,26,0.05518734490728626,0.030770539461755533
26,2020-02-17,0,87.47569143896968,9.876933232954292,False,27,0.06070715116972438,0.030770539461755533
27,2020-02-18,0,87.47569143896968,9.876933232954292,False,28,0.06677717371646162,0.030770539461755533
28,2020-02-19,0,87.47569143896968,9.876933232954292,False,29,0.0734518655201667,0.030770539461755533
29,2020-02-20,0,87.47569143896968,9.876933232954292,False,30,0.08079098619576876,0.030770539461755533
30,2020-02-21,0,87.47569143896968,9.876933232954292,False,31,0.08886010186282658,0.030770539461755533
31,2020-02-22,0,87.47569143896968,9.876933232954292,False,32,0.09773112844459166,0.030770539461755533
32,2020-02-23,0,87.47569143896968,9.876933232954292,False,33,0.10748292139407849,0.030770539461755533
33,2020-02-24,0,87.47569143896968,9.876933232954292,False,34,0.1182019148646023,0.030770539461755533
34,2020-02-25,0,87.47569143896968,9.876933232954292,False,35,0.1299828133195573,0.030770539461755533
35,2020-02-26,0,87.47569143896968,9.876933232954292,False,36,0.1429293384891948,0.030770539461755533
36,2020-02-27,0,87.47569143896968,9.876933232954292,False,37,0.15715503441335113,0.030770539461755533
37,2020-02-28,0,87.47569143896968,9.876933232954292,False,38,0.17278413303759232,0.030770539461755533
38,2020-02-29,0,87.47569143896968,9.876933232954292,False,39,0.18995248243125823,0.030770539461755533
39,2020-03-01,0,87.47569143896968,9.876933232954292,False,40,0.20880853914013708,0.030770539461755533
40,2020-03-02,0,87.47569143896968,9.876933232954292,False,41,0.22951442543969966,0.030770539461755533
41,2020-03-03,0,87.47569143896968,9.876933232954292,False,42,0.25224705127717323,0.030770539461755533
42,2020-03-04,0,87.47569143896968,9.876933232954292,False,43,0.2771992994364441,0.030770539461755533
43,2020-03-05,0,87.47569143896968,9.876933232954292,False,44,0.3045812708766879,0.030770539461755533
44,2020-03-06,0,87.47569143896968,9.876933232954292,False,45,0.33462158522505575,0.030770539461755533
45,2020-03-07,0,87.47569143896968,9.876933232954292,False,46,0.3675687289805673,0.030770539461755533
46,2020-03-08,0,87.47569143896968,9.876933232954292,False,47,0.4036924410395683,0.030770539461755533
47,2020-03-09,0,87.47569143896968,9.876933232954292,False,48,0.44328512160685596,0.030770539461755533
48,2020-03-10,0,87.47569143896968,9.876933232954292,False,49,0.48666324633218366,0.030770539461755533
49,2020-03-11,0,87.47569143896968,9.876933232954292,False,50,0.5341687625306624,0.030770539461755533
50,2020-03-12,0,87.47569143896968,9.876933232954292,False,51,0.5861704385333787,0.030770539461755533
51,2020-03-13,0,87.47569143896968,9.876933232954292,False,52,0.6430651305076062,0.030770539461755533
52,2020-03-14,0,87.47569143896968,9.876933232954292,False,53,0.7052789234392279,0.030770539461755533
53,2020-03-15,0,87.47569143896968,9.876933232954292,False,54,0.7732680943677686,0.030770539461755533
54,2020-03-16,0,87.47569143896968,9.876933232954292,False,55,0.8475198364342048,0.030770539461755533
55,2020-03-17,1,87.47569143896968,9.876933232954292,False,56,0.9285526719310245,0.030770539461755533
56,2020-03-18,1,87.47569143896968,9.876933232954292,False,57,1.016916471500848,0.030770539461755533
57,2020-03-19,1,87.47569143896968,9.876933232954292,False,58,1.113191985186675,0.030770539461755533
58,2020-03-20,1,87.47569143896968,9.876933232954292,False,59,1.2179897795966652,0.030770539461755533
59,2020-03-21,1,87.47569143896968,9.876933232954292,False,60,1.3319484645718553,0.030770539461755533
60,2020-03-22,1,87.47569143896968,9.876933232954292,False,61,1.4557320831859224,0.030770539461755533
61,2020-03-23,2,87.47569143896968,9.876933232954292,False,62,1.590026531623699,0.030770539461755533
