,Report_Date,Georgia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
119,2020-05-20,713,319.1343651725767,41265.76251532016,False,120,62.59485142846355,82531.52503064027
120,2020-05-21,721,319.1343651725767,41265.76251532016,False,121,64.89228703181313,82531.52503064027
121,2020-05-22,723,319.1343651725767,41265.76251532016,False,122,67.27397724292126,82531.52503064027
122,2020-05-23,728,319.1343651725767,41265.76251532016,False,123,69.74300681690794,82531.52503064027
123,2020-05-24,730,319.1343651725767,41265.76251532016,False,124,72.30257306457024,82531.52503064027
124,2020-05-25,731,319.1343651725767,41265.76251532016,False,125,74.95598993054779,82531.52503064027
125,2020-05-26,732,319.1343651725767,41265.76251532016,False,126,77.70669221709953,82531.52503064027
126,2020-05-27,735,319.1343651725767,41265.76251532016,False,127,80.55823995852779,82531.52503064027
127,2020-05-28,738,319.1343651725767,41265.76251532016,False,128,83.51432295144954,82531.52503064027
128,2020-05-29,746,319.1343651725767,41265.76251532016,False,129,86.57876544628063,82531.52503064027
129,2020-05-30,757,319.1343651725767,41265.76251532016,False,130,89.75553100546857,82531.52503064027
130,2020-05-31,783,319.1343651725767,41265.76251532016,False,131,93.04872753418455,82531.52503064027
131,2020-06-01,794,319.1343651725767,41265.76251532016,False,132,96.46261248936594,82531.52503064027
132,2020-06-02,796,319.1343651725767,41265.76251532016,False,133,100.00159827318139,82531.52503064027
133,2020-06-03,800,319.1343651725767,41265.76251532016,False,134,103.67025781718034,82531.52503064027
134,2020-06-04,801,319.1343651725767,41265.76251532016,False,135,107.4733303635817,82531.52503064027
135,2020-06-05,805,319.1343651725767,41265.76251532016,False,136,111.4157274503491,82531.52503064027
136,2020-06-06,808,319.1343651725767,41265.76251532016,False,137,115.5025391069062,82531.52503064027
137,2020-06-07,809,319.1343651725767,41265.76251532016,False,138,119.73904026754525,82531.52503064027
138,2020-06-08,812,319.1343651725767,41265.76251532016,False,139,124.13069740979405,82531.52503064027
139,2020-06-09,818,319.1343651725767,41265.76251532016,False,140,128.68317542521967,82531.52503064027
140,2020-06-10,827,319.1343651725767,41265.76251532016,False,141,133.40234473036134,82531.52503064027
141,2020-06-11,831,319.1343651725767,41265.76251532016,False,142,138.29428862570816,82531.52503064027
142,2020-06-12,843,319.1343651725767,41265.76251532016,False,143,143.36531091086164,82531.52503064027
143,2020-06-13,851,319.1343651725767,41265.76251532016,False,144,148.62194376424767,82531.52503064027
144,2020-06-14,864,319.1343651725767,41265.76251532016,False,145,154.07095589597614,82531.52503064027
145,2020-06-15,879,319.1343651725767,41265.76251532016,False,146,159.71936098268054,82531.52503064027
146,2020-06-16,879,319.1343651725767,41265.76251532016,False,147,165.57442639340235,82531.52503064027
147,2020-06-17,888,319.1343651725767,41265.76251532016,False,148,171.64368221582728,82531.52503064027
148,2020-06-18,893,319.1343651725767,41265.76251532016,False,149,177.9349305924217,82531.52503064027
149,2020-06-19,896,319.1343651725767,41265.76251532016,False,150,184.45625537625307,82531.52503064027
150,2020-06-20,898,319.1343651725767,41265.76251532016,False,151,191.21603211653195,82531.52503064027
151,2020-06-21,906,319.1343651725767,41265.76251532016,False,152,198.22293838414564,82531.52503064027
152,2020-06-22,908,319.1343651725767,41265.76251532016,False,153,205.48596444770462,82531.52503064027
153,2020-06-23,911,319.1343651725767,41265.76251532016,False,154,213.0144243108652,82531.52503064027
154,2020-06-24,914,319.1343651725767,41265.76251532016,False,155,220.81796712192838,82531.52503064027
155,2020-06-25,917,319.1343651725767,41265.76251532016,False,156,228.90658896696002,82531.52503064027
156,2020-06-26,919,319.1343651725767,41265.76251532016,False,157,237.2906450579125,82531.52503064027
157,2020-06-27,921,319.1343651725767,41265.76251532016,False,158,245.980862327458,82531.52503064027
158,2020-06-28,924,319.1343651725767,41265.76251532016,False,159,254.98835244247329,82531.52503064027
159,2020-06-29,926,319.1343651725767,41265.76251532016,False,160,264.32462524834057,82531.52503064027
160,2020-06-30,928,319.1343651725767,41265.76251532016,False,161,274.0016026564345,82531.52503064027
161,2020-07-01,931,319.1343651725767,41265.76251532016,False,162,284.031632987384,82531.52503064027
162,2020-07-02,939,319.1343651725767,41265.76251532016,False,163,294.4275057828802,82531.52503064027
163,2020-07-03,943,319.1343651725767,41265.76251532016,False,164,305.2024670989944,82531.52503064027
164,2020-07-04,948,319.1343651725767,41265.76251532016,False,165,316.37023529414256,82531.52503064027
165,2020-07-05,951,319.1343651725767,41265.76251532016,False,166,327.94501732497844,82531.52503064027
166,2020-07-06,953,319.1343651725767,41265.76251532016,False,167,339.9415255636462,82531.52503064027
167,2020-07-07,958,319.1343651725767,41265.76251532016,False,168,352.3749951499423,82531.52503064027
168,2020-07-08,963,319.1343651725767,41265.76251532016,False,169,365.26120189202476,82531.52503064027
169,2020-07-09,968,319.1343651725767,41265.76251532016,False,170,378.61648072939306,82531.52503064027
170,2020-07-10,973,319.1343651725767,41265.76251532016,False,171,392.45774477190446,82531.52503064027
171,2020-07-11,981,319.1343651725767,41265.76251532016,False,172,406.8025049286064,82531.52503064027
172,2020-07-12,986,319.1343651725767,41265.76251532016,False,173,421.6688901401518,82531.52503064027
173,2020-07-13,995,319.1343651725767,41265.76251532016,False,174,437.07566822851646,82531.52503064027
174,2020-07-14,999,319.1343651725767,41265.76251532016,False,175,453.04226737763344,82531.52503064027
175,2020-07-15,1004,319.1343651725767,41265.76251532016,False,176,469.58879825843917,82531.52503064027
176,2020-07-16,1006,319.1343651725767,41265.76251532016,False,177,486.7360768116257,82531.52503064027
177,2020-07-17,1010,319.1343651725767,41265.76251532016,False,178,504.5056477011688,82531.52503064027
178,2020-07-18,1018,319.1343651725767,41265.76251532016,False,179,522.9198084514057,82531.52503064027
179,2020-07-19,1028,319.1343651725767,41265.76251532016,False,180,542.0016342800724,82531.52503064027
180,2020-07-20,1039,319.1343651725767,41265.76251532016,False,181,561.7750036392903,82531.52503064027
181,2020-07-21,1049,319.1343651725767,41265.76251532016,False,182,582.2646244760035,82531.52503064027
182,2020-07-22,1073,319.1343651725767,41265.76251532016,False,183,603.4960612227679,82531.52503064027
183,2020-07-23,1085,319.1343651725767,41265.76251532016,False,184,625.4957625291453,82531.52503064027
184,2020-07-24,1104,319.1343651725767,41265.76251532016,False,185,648.2910897431944,82531.52503064027
185,2020-07-25,1117,319.1343651725767,41265.76251532016,False,186,671.9103461516811,82531.52503064027
186,2020-07-26,1131,319.1343651725767,41265.76251532016,False,187,696.3828069866639,82531.52503064027
187,2020-07-27,1137,319.1343651725767,41265.76251532016,False,188,721.7387502050386,82531.52503064027
188,2020-07-28,1145,319.1343651725767,41265.76251532016,False,189,748.0094880463731,82531.52503064027
189,2020-07-29,1155,319.1343651725767,41265.76251532016,False,190,775.2273993730644,82531.52503064027
190,2020-07-30,1160,319.1343651725767,41265.76251532016,False,191,803.4259627953013,82531.52503064027
191,2020-07-31,1168,319.1343651725767,41265.76251532016,False,192,832.6397905816959,82531.52503064027
192,2020-08-01,1171,319.1343651725767,41265.76251532016,False,193,862.9046633546184,82531.52503064027
193,2020-08-02,1177,319.1343651725767,41265.76251532016,False,194,894.2575655672508,82531.52503064027
194,2020-08-03,1179,319.1343651725767,41265.76251532016,False,195,926.7367217572009,82531.52503064027
195,2020-08-04,1182,319.1343651725767,41265.76251532016,False,196,960.3816335691148,82531.52503064027
196,2020-08-05,1197,319.1343651725767,41265.76251532016,False,197,995.2331175360928,82531.52503064027
197,2020-08-06,1206,319.1343651725767,41265.76251532016,False,198,1031.33334360688,82531.52503064027
198,2020-08-07,1213,319.1343651725767,41265.76251532016,False,199,1068.7258744027072,82531.52503064027
199,2020-08-08,1216,319.1343651725767,41265.76251532016,False,200,1107.4557051842667,82531.52503064027
