,ds,yhat,yhat_lower,yhat_upper,y,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,31.460591859426792,-1319.8524467797229,1446.164417489054,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
1,2020-01-23,-23.492741647414277,-1408.2992305821492,1212.9913005596952,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
2,2020-01-24,2.154336267665549,-1407.2007663757338,1325.464819882503,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
3,2020-01-25,17.000043384234488,-1332.4860250159243,1418.4147223676955,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
4,2020-01-26,36.688786281773595,-1310.8800306153842,1430.8180736000247,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
5,2020-01-27,37.326567613836225,-1355.8924810565438,1408.286015752215,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
6,2020-01-28,39.342971693924525,-1345.2426451841081,1463.9881719929317,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
7,2020-01-29,41.594120513487624,-1350.1172832586533,1364.628316100909,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
8,2020-01-30,-12.62850124921815,-1363.945978688984,1348.0681399642403,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
9,2020-01-31,13.80193879165747,-1390.7988610760535,1436.3547767310363,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
10,2020-02-01,29.487446082923967,-1322.4540616544077,1463.8122236756014,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
11,2020-02-02,50.076486461490816,-1344.5870257097736,1428.3334312086997,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
12,2020-02-03,51.679412769979166,-1334.619973800618,1365.330797467337,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
13,2020-02-04,54.73047113934097,-1325.2115029316094,1519.6687945629333,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
14,2020-02-05,58.09077915546006,-1303.093403652169,1568.2501873254735,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
15,2020-02-06,5.057174561697089,-1431.5369642390694,1340.2771730081042,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
16,2020-02-07,32.76222562569701,-1403.3767388823803,1440.340527887418,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
17,2020-02-08,49.8140836039142,-1280.5943693749355,1462.2649447735348,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
18,2020-02-09,71.8677990535544,-1190.7536024447977,1550.2799216206336,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
19,2020-02-10,75.04077944493896,-1447.16359772579,1431.7328303998083,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
20,2020-02-11,79.77482856910197,-1327.2949856576442,1454.6153899958974,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
21,2020-02-12,84.9391601058428,-1299.9356581693905,1427.0313651047015,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
22,2020-02-13,33.83928414724541,-1450.179202502251,1427.9530678608448,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
23,2020-02-14,63.617057968361785,-1389.0931270691888,1306.2304244352172,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
24,2020-02-15,82.89058162339916,-1294.9558773586623,1378.9433325530606,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
25,2020-02-16,107.32556031324452,-1193.8791288370849,1484.4922606149296,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
26,2020-02-17,113.05081113404316,-1257.1639053757658,1489.2753255468474,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
27,2020-02-18,120.52035490786565,-1145.3871283056026,1425.1143950146654,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
28,2020-02-19,128.6164856574531,-1186.5929462040228,1594.3318224708823,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
29,2020-02-20,80.65871669346964,-1220.4084011025016,1498.0404886944293,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
30,2020-02-21,113.80389488180435,-1293.2153142335958,1500.3702647969637,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
31,2020-02-22,136.68616384084038,-1253.9416887765476,1427.6519359598144,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
32,2020-02-23,164.98839826109437,-1075.8711738588017,1521.4066286021946,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
33,2020-02-24,174.857787188949,-1171.4598190058825,1492.2858442605677,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
34,2020-02-25,186.76800724196423,-1148.0205163337666,1544.4276293547612,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
35,2020-02-26,199.62237851057006,-1065.3701631464141,1569.9359240492297,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
36,2020-02-27,156.7629024457092,-1206.007589481107,1574.9584292973666,0.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
37,2020-02-28,195.37047346022604,-1218.4825543424251,1555.7277150985167,1.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
38,2020-02-29,224.1049453187288,-1034.5755674914105,1540.5594181964632,1.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
39,2020-03-01,258.6766747306259,-1139.8591200049423,1659.3496249413247,1.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
40,2020-03-02,275.26222019052534,-1050.7944348020355,1692.7903988063422,1.0,2020-07-08,120.78183474917023,True,169,64218.7406779196
