,Report_Date,China_gansu_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,22.143552206863117,69.33493261156752,True,1,22.498746009442037,137.9591467938483
1,2020-01-23,2,22.143552206863117,69.33493261156752,True,2,24.000786918618772,137.9591467938483
2,2020-01-24,2,22.143552206863117,69.33493261156752,True,3,25.581024406155162,137.9591467938483
3,2020-01-25,4,22.143552206863117,69.33493261156752,True,4,27.240589780938976,137.9591467938483
4,2020-01-26,7,22.143552206863117,69.33493261156752,True,5,28.980229153208036,137.9591467938483
5,2020-01-27,14,22.143552206863117,69.33493261156752,True,6,30.800257042374323,137.9591467938483
6,2020-01-28,19,22.143552206863117,69.33493261156752,True,7,32.70051147047248,137.9591467938483
7,2020-01-29,24,22.143552206863117,69.33493261156752,True,8,34.68031176864327,137.9591467938483
8,2020-01-30,26,22.143552206863117,69.33493261156752,True,9,36.738420426293146,137.9591467938483
9,2020-01-31,29,22.143552206863117,69.33493261156752,True,10,38.87301037831839,137.9591467938483
10,2020-02-01,40,22.143552206863117,69.33493261156752,True,11,41.08163914499893,137.9591467938483
11,2020-02-02,51,22.143552206863117,69.33493261156752,True,12,43.36123120275938,137.9591467938483
12,2020-02-03,55,22.143552206863117,69.33493261156752,True,13,45.70806986472207,137.9591467938483
13,2020-02-04,57,22.143552206863117,69.33493261156752,True,14,48.117799783383646,137.9591467938483
14,2020-02-05,62,22.143552206863117,69.33493261156752,True,15,50.58544095302592,137.9591467938483
15,2020-02-06,62,22.143552206863117,69.33493261156752,True,16,53.10541479017251,137.9591467938483
16,2020-02-07,67,22.143552206863117,69.33493261156752,True,17,55.671582514836594,137.9591467938483
17,2020-02-08,79,22.143552206863117,69.33493261156752,True,18,58.27729565659854,137.9591467938483
18,2020-02-09,83,22.143552206863117,69.33493261156752,True,19,60.91545808521975,137.9591467938483
19,2020-02-10,83,22.143552206863117,69.33493261156752,True,20,63.578598536573885,137.9591467938483
20,2020-02-11,86,22.143552206863117,69.33493261156752,True,21,66.25895219437045,137.9591467938483
21,2020-02-12,87,22.143552206863117,69.33493261156752,True,22,68.9485495201825,137.9591467938483
22,2020-02-13,90,22.143552206863117,69.33493261156752,True,23,71.63931022103114,137.9591467938483
23,2020-02-14,90,22.143552206863117,69.33493261156752,True,24,74.32314002433588,137.9591467938483
24,2020-02-15,90,22.143552206863117,69.33493261156752,True,25,76.9920278086004,137.9591467938483
25,2020-02-16,90,22.143552206863117,69.33493261156752,True,26,79.63814062273974,137.9591467938483
26,2020-02-17,91,22.143552206863117,69.33493261156752,True,27,82.25391421848737,137.9591467938483
27,2020-02-18,91,22.143552206863117,69.33493261156752,True,28,84.83213691282492,137.9591467938483
28,2020-02-19,91,22.143552206863117,69.33493261156752,True,29,87.36602487834227,137.9591467938483
29,2020-02-20,91,22.143552206863117,69.33493261156752,True,30,89.84928731100192,137.9591467938483
30,2020-02-21,91,22.143552206863117,69.33493261156752,True,31,92.27618032533451,137.9591467938483
31,2020-02-22,91,22.143552206863117,69.33493261156752,True,32,94.6415488531049,137.9591467938483
32,2020-02-23,91,22.143552206863117,69.33493261156752,True,33,96.94085624941414,137.9591467938483
33,2020-02-24,91,22.143552206863117,69.33493261156752,True,34,99.17020171823599,137.9591467938483
34,2020-02-25,91,22.143552206863117,69.33493261156752,True,35,101.32632603888463,137.9591467938483
35,2020-02-26,91,22.143552206863117,69.33493261156752,True,36,103.4066063914302,137.9591467938483
36,2020-02-27,91,22.143552206863117,69.33493261156752,True,37,105.40904133290707,137.9591467938483
37,2020-02-28,91,22.143552206863117,69.33493261156752,True,38,107.33222716241006,137.9591467938483
38,2020-02-29,91,22.143552206863117,69.33493261156752,True,39,109.17532703146456,137.9591467938483
39,2020-03-01,91,22.143552206863117,69.33493261156752,True,40,110.9380342098753,137.9591467938483
40,2020-03-02,91,22.143552206863117,69.33493261156752,True,41,112.62053091314644,137.9591467938483
41,2020-03-03,91,22.143552206863117,69.33493261156752,True,42,114.22344404417454,137.9591467938483
42,2020-03-04,91,22.143552206863117,69.33493261156752,True,43,115.74779910910844,137.9591467938483
43,2020-03-05,102,22.143552206863117,69.33493261156752,True,44,117.19497344528051,137.9591467938483
44,2020-03-06,119,22.143552206863117,69.33493261156752,True,45,118.56664975784993,137.9591467938483
45,2020-03-07,120,22.143552206863117,69.33493261156752,True,46,119.86477081031968,137.9591467938483
46,2020-03-08,124,22.143552206863117,69.33493261156752,True,47,121.09149596024005,137.9591467938483
47,2020-03-09,124,22.143552206863117,69.33493261156752,True,48,122.2491600816253,137.9591467938483
48,2020-03-10,125,22.143552206863117,69.33493261156752,True,49,123.3402352748527,137.9591467938483
49,2020-03-11,127,22.143552206863117,69.33493261156752,True,50,124.36729563662172,137.9591467938483
50,2020-03-12,127,22.143552206863117,69.33493261156752,True,51,125.33298524917204,137.9591467938483
51,2020-03-13,127,22.143552206863117,69.33493261156752,True,52,126.23998945051449,137.9591467938483
52,2020-03-14,129,22.143552206863117,69.33493261156752,True,53,127.09100936612444,137.9591467938483
53,2020-03-15,133,22.143552206863117,69.33493261156752,True,54,127.88873961687489,137.9591467938483
54,2020-03-16,133,22.143552206863117,69.33493261156752,True,55,128.635849066913,137.9591467938483
55,2020-03-17,133,22.143552206863117,69.33493261156752,True,56,129.33496443733907,137.9591467938483
56,2020-03-18,133,22.143552206863117,69.33493261156752,True,57,129.9886565853499,137.9591467938483
57,2020-03-19,134,22.143552206863117,69.33493261156752,True,58,130.59942923231307,137.9591467938483
