,Report_Date,Bahamas_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,3,80.85965313919749,46.48026968210588,False,58,3.4539504260974248,2.802165766386794
58,2020-03-20,3,80.85965313919749,46.48026968210588,False,59,3.9599483375325213,2.802165766386794
59,2020-03-21,4,80.85965313919749,46.48026968210588,False,60,4.536317188454746,2.802165766386794
60,2020-03-22,4,80.85965313919749,46.48026968210588,False,61,5.191682707954976,2.802165766386794
61,2020-03-23,4,80.85965313919749,46.48026968210588,False,62,5.935374062847953,2.802165766386794
62,2020-03-24,5,80.85965313919749,46.48026968210588,False,63,6.777370563259174,2.802165766386794
63,2020-03-25,5,80.85965313919749,46.48026968210588,False,64,7.728205966704893,2.802165766386794
64,2020-03-26,9,80.85965313919749,46.48026968210588,False,65,8.79882021725151,2.802165766386794
65,2020-03-27,10,80.85965313919749,46.48026968210588,False,66,10.000348287576593,2.802165766386794
66,2020-03-28,10,80.85965313919749,46.48026968210588,False,67,11.343836637596668,2.802165766386794
67,2020-03-29,11,80.85965313919749,46.48026968210588,False,68,12.839880102670959,2.802165766386794
68,2020-03-30,14,80.85965313919749,46.48026968210588,False,69,14.498176228425042,2.802165766386794
69,2020-03-31,14,80.85965313919749,46.48026968210588,False,70,16.327000551195766,2.802165766386794
70,2020-04-01,21,80.85965313919749,46.48026968210588,False,71,18.332615243098456,2.802165766386794
71,2020-04-02,24,80.85965313919749,46.48026968210588,False,72,20.518634673944085,2.802165766386794
72,2020-04-03,24,80.85965313919749,46.48026968210588,False,73,22.88538399964554,2.802165766386794
73,2020-04-04,28,80.85965313919749,46.48026968210588,False,74,25.429299383999656,2.802165766386794
74,2020-04-05,28,80.85965313919749,46.48026968210588,False,75,28.14242871438421,2.802165766386794
75,2020-04-06,29,80.85965313919749,46.48026968210588,False,76,31.012097007134244,2.802165766386794
76,2020-04-07,33,80.85965313919749,46.48026968210588,False,77,34.020798420881135,2.802165766386794
77,2020-04-08,40,80.85965313919749,46.48026968210588,False,78,37.14636490232217,2.802165766386794
78,2020-04-09,41,80.85965313919749,46.48026968210588,False,79,40.36243947089375,2.802165766386794
79,2020-04-10,42,80.85965313919749,46.48026968210588,False,80,43.63925163713334,2.802165766386794
