,Report_Date,South Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
114,2020-05-15,236,135.55632938746507,1164.5181252286584,True,115,346.02280539331184,2327.0909324162776
115,2020-05-16,236,135.55632938746507,1164.5181252286584,True,116,371.79853582615596,2327.0909324162776
116,2020-05-17,290,135.55632938746507,1164.5181252286584,True,117,399.10789719587757,2327.0909324162776
117,2020-05-18,290,135.55632938746507,1164.5181252286584,True,118,427.9845552832323,2327.0909324162776
118,2020-05-19,290,135.55632938746507,1164.5181252286584,True,119,458.45421048235596,2327.0909324162776
119,2020-05-20,290,135.55632938746507,1164.5181252286584,True,120,490.5333686756125,2327.0909324162776
120,2020-05-21,481,135.55632938746507,1164.5181252286584,True,121,524.2281216407515,2327.0909324162776
121,2020-05-22,563,135.55632938746507,1164.5181252286584,True,122,559.5329714909899,2327.0909324162776
122,2020-05-23,655,135.55632938746507,1164.5181252286584,True,123,596.4297380276283,2327.0909324162776
123,2020-05-24,655,135.55632938746507,1164.5181252286584,True,124,634.8865912424101,2327.0909324162776
124,2020-05-25,806,135.55632938746507,1164.5181252286584,True,125,674.8572531241588,2327.0909324162776
125,2020-05-26,806,135.55632938746507,1164.5181252286584,True,126,716.2804129955803,2327.0909324162776
126,2020-05-27,994,135.55632938746507,1164.5181252286584,True,127,759.0793984798838,2327.0909324162776
127,2020-05-28,994,135.55632938746507,1164.5181252286584,True,128,803.1621396201022,2327.0909324162776
128,2020-05-29,994,135.55632938746507,1164.5181252286584,True,129,848.4214565370437,2327.0909324162776
129,2020-05-30,994,135.55632938746507,1164.5181252286584,True,130,894.735691387609,2327.0909324162776
130,2020-05-31,994,135.55632938746507,1164.5181252286584,True,131,941.9696935548658,2327.0909324162776
131,2020-06-01,994,135.55632938746507,1164.5181252286584,True,132,989.9761534625283,2327.0909324162776
132,2020-06-02,994,135.55632938746507,1164.5181252286584,True,133,1038.5972658577994,2327.0909324162776
133,2020-06-03,994,135.55632938746507,1164.5181252286584,True,134,1087.6666887064343,2327.0909324162776
134,2020-06-04,994,135.55632938746507,1164.5181252286584,True,135,1137.0117499469234,2327.0909324162776
135,2020-06-05,994,135.55632938746507,1164.5181252286584,True,136,1186.4558422241496,2327.0909324162776
136,2020-06-06,994,135.55632938746507,1164.5181252286584,True,137,1235.8209362551443,2327.0909324162776
137,2020-06-07,1317,135.55632938746507,1164.5181252286584,True,138,1284.9301373896237,2327.0909324162776
138,2020-06-08,1604,135.55632938746507,1164.5181252286584,True,139,1333.6102076890268,2327.0909324162776
139,2020-06-09,1604,135.55632938746507,1164.5181252286584,True,140,1381.693977636016,2327.0909324162776
140,2020-06-10,1604,135.55632938746507,1164.5181252286584,True,141,1429.0225772609838,2327.0909324162776
141,2020-06-11,1670,135.55632938746507,1164.5181252286584,True,142,1475.4474255912671,2327.0909324162776
142,2020-06-12,1670,135.55632938746507,1164.5181252286584,True,143,1520.831929197819,2327.0909324162776
143,2020-06-13,1693,135.55632938746507,1164.5181252286584,True,144,1565.0528543592793,2327.0909324162776
144,2020-06-14,1693,135.55632938746507,1164.5181252286584,True,145,1608.0013520217406,2327.0909324162776
145,2020-06-15,1693,135.55632938746507,1164.5181252286584,True,146,1649.583629343589,2327.0909324162776
146,2020-06-16,1776,135.55632938746507,1164.5181252286584,True,147,1689.7212753056428,2327.0909324162776
147,2020-06-17,1813,135.55632938746507,1164.5181252286584,True,148,1728.3512599184614,2327.0909324162776
148,2020-06-18,1830,135.55632938746507,1164.5181252286584,True,149,1765.4256364494984,2327.0909324162776
149,2020-06-19,1864,135.55632938746507,1164.5181252286584,True,150,1800.91098351728,2327.0909324162776
150,2020-06-20,1882,135.55632938746507,1164.5181252286584,True,151,1834.787628762577,2327.0909324162776
151,2020-06-21,1892,135.55632938746507,1164.5181252286584,True,152,1867.0486981984814,2327.0909324162776
152,2020-06-22,1916,135.55632938746507,1164.5181252286584,True,153,1897.6990355013907,2327.0909324162776
153,2020-06-23,1930,135.55632938746507,1164.5181252286584,True,154,1926.754033775861,2327.0909324162776
154,2020-06-24,1942,135.55632938746507,1164.5181252286584,True,155,1954.2384191099734,2327.0909324162776
155,2020-06-25,1942,135.55632938746507,1164.5181252286584,True,156,1980.1850209533272,2327.0909324162776
156,2020-06-26,1942,135.55632938746507,1164.5181252286584,True,157,2004.6335594003112,2327.0909324162776
157,2020-06-27,1942,135.55632938746507,1164.5181252286584,True,158,2027.6294742087966,2327.0909324162776
158,2020-06-28,1989,135.55632938746507,1164.5181252286584,True,159,2049.2228151335503,2327.0909324162776
159,2020-06-29,1989,135.55632938746507,1164.5181252286584,True,160,2069.4672081447625,2327.0909324162776
160,2020-06-30,2007,135.55632938746507,1164.5181252286584,True,161,2088.4189075095314,2327.0909324162776
161,2020-07-01,2021,135.55632938746507,1164.5181252286584,True,162,2106.135939651666,2327.0909324162776
