,Report_Date,Haiti_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,0,75.38863897590649,22.687440813008184,True,58,2.9789142926216727,41.54547425194698
58,2020-03-20,2,75.38863897590649,22.687440813008184,True,59,3.433223275952859,41.54547425194698
59,2020-03-21,2,75.38863897590649,22.687440813008184,True,60,3.950362220666503,41.54547425194698
60,2020-03-22,2,75.38863897590649,22.687440813008184,True,61,4.5369704583109565,41.54547425194698
61,2020-03-23,6,75.38863897590649,22.687440813008184,True,62,5.199752827701159,41.54547425194698
62,2020-03-24,7,75.38863897590649,22.687440813008184,True,63,5.945262023956287,41.54547425194698
63,2020-03-25,8,75.38863897590649,22.687440813008184,True,64,6.7796205365075926,41.54547425194698
64,2020-03-26,8,75.38863897590649,22.687440813008184,True,65,7.708182036536346,41.54547425194698
65,2020-03-27,8,75.38863897590649,22.687440813008184,True,66,8.73513865670811,41.54547425194698
66,2020-03-28,8,75.38863897590649,22.687440813008184,True,67,9.863089343284832,41.54547425194698
67,2020-03-29,15,75.38863897590649,22.687440813008184,True,68,11.092594824148126,41.54547425194698
68,2020-03-30,15,75.38863897590649,22.687440813008184,True,69,12.421755513889627,41.54547425194698
69,2020-03-31,15,75.38863897590649,22.687440813008184,True,70,13.845857914049526,41.54547425194698
70,2020-04-01,16,75.38863897590649,22.687440813008184,True,71,15.357140229774416,41.54547425194698
71,2020-04-02,16,75.38863897590649,22.687440813008184,True,72,16.944726371937595,41.54547425194698
72,2020-04-03,18,75.38863897590649,22.687440813008184,True,73,18.59476725780718,41.54547425194698
73,2020-04-04,20,75.38863897590649,22.687440813008184,True,74,20.290808918639005,41.54547425194698
74,2020-04-05,21,75.38863897590649,22.687440813008184,True,75,22.014380165098306,41.54547425194698
75,2020-04-06,24,75.38863897590649,22.687440813008184,True,76,23.745762612721887,41.54547425194698
76,2020-04-07,25,75.38863897590649,22.687440813008184,True,77,25.46487855187972,41.54547425194698
77,2020-04-08,27,75.38863897590649,22.687440813008184,True,78,27.15221346951349,41.54547425194698
78,2020-04-09,30,75.38863897590649,22.687440813008184,True,79,28.789684396625077,41.54547425194698
79,2020-04-10,31,75.38863897590649,22.687440813008184,True,80,30.361374034859548,41.54547425194698
80,2020-04-11,31,75.38863897590649,22.687440813008184,True,81,31.854071682230266,41.54547425194698
