,Report_Date,Jamaica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,300.6966932572477,16590.22220262256,False,1,2.538603672760981,33180.444405245114
1,2020-01-23,0,300.6966932572477,16590.22220262256,False,2,2.6201645677763614,33180.444405245114
2,2020-01-24,0,300.6966932572477,16590.22220262256,False,3,2.7043456580766554,33180.444405245114
3,2020-01-25,0,300.6966932572477,16590.22220262256,False,4,2.791231105145933,33180.444405245114
4,2020-01-26,0,300.6966932572477,16590.22220262256,False,5,2.8809077728507604,33180.444405245114
5,2020-01-27,0,300.6966932572477,16590.22220262256,False,6,2.9734653141528855,33180.444405245114
6,2020-01-28,0,300.6966932572477,16590.22220262256,False,7,3.0689962606004353,33180.444405245114
7,2020-01-29,0,300.6966932572477,16590.22220262256,False,8,3.167596114686405,33180.444405245114
8,2020-01-30,0,300.6966932572477,16590.22220262256,False,9,3.269363445166028,33180.444405245114
9,2020-01-31,0,300.6966932572477,16590.22220262256,False,10,3.3743999854275426,33180.444405245114
10,2020-02-01,0,300.6966932572477,16590.22220262256,False,11,3.4828107350138575,33180.444405245114
11,2020-02-02,0,300.6966932572477,16590.22220262256,False,12,3.5947040643957116,33180.444405245114
12,2020-02-03,0,300.6966932572477,16590.22220262256,False,13,3.710191823100122,33180.444405245114
13,2020-02-04,0,300.6966932572477,16590.22220262256,False,14,3.829389451301201,33180.444405245114
14,2020-02-05,0,300.6966932572477,16590.22220262256,False,15,3.952416094983814,33180.444405245114
15,2020-02-06,0,300.6966932572477,16590.22220262256,False,16,4.07939472479405,33180.444405245114
16,2020-02-07,0,300.6966932572477,16590.22220262256,False,17,4.210452258694083,33180.444405245114
17,2020-02-08,0,300.6966932572477,16590.22220262256,False,18,4.345719688542733,33180.444405245114
18,2020-02-09,0,300.6966932572477,16590.22220262256,False,19,4.4853322107268525,33180.444405245114
19,2020-02-10,0,300.6966932572477,16590.22220262256,False,20,4.6294293609726465,33180.444405245114
20,2020-02-11,0,300.6966932572477,16590.22220262256,False,21,4.778155153470081,33180.444405245114
21,2020-02-12,0,300.6966932572477,16590.22220262256,False,22,4.931658224447771,33180.444405245114
22,2020-02-13,0,300.6966932572477,16590.22220262256,False,23,5.090091980340048,33180.444405245114
23,2020-02-14,0,300.6966932572477,16590.22220262256,False,24,5.253614750692402,33180.444405245114
24,2020-02-15,0,300.6966932572477,16590.22220262256,False,25,5.422389945956073,33180.444405245114
25,2020-02-16,0,300.6966932572477,16590.22220262256,False,26,5.596586220327343,33180.444405245114
26,2020-02-17,0,300.6966932572477,16590.22220262256,False,27,5.776377639791956,33180.444405245114
27,2020-02-18,0,300.6966932572477,16590.22220262256,False,28,5.9619438555401585,33180.444405245114
28,2020-02-19,0,300.6966932572477,16590.22220262256,False,29,6.153470282923027,33180.444405245114
29,2020-02-20,0,300.6966932572477,16590.22220262256,False,30,6.351148286126154,33180.444405245114
30,2020-02-21,0,300.6966932572477,16590.22220262256,False,31,6.555175368742247,33180.444405245114
31,2020-02-22,0,300.6966932572477,16590.22220262256,False,32,6.765755370429917,33180.444405245114
32,2020-02-23,0,300.6966932572477,16590.22220262256,False,33,6.983098669851791,33180.444405245114
33,2020-02-24,0,300.6966932572477,16590.22220262256,False,34,7.207422394091133,33180.444405245114
34,2020-02-25,0,300.6966932572477,16590.22220262256,False,35,7.43895063475241,33180.444405245114
35,2020-02-26,0,300.6966932572477,16590.22220262256,False,36,7.677914670957598,33180.444405245114
36,2020-02-27,0,300.6966932572477,16590.22220262256,False,37,7.9245531994567555,33180.444405245114
37,2020-02-28,0,300.6966932572477,16590.22220262256,False,38,8.179112572078056,33180.444405245114
38,2020-02-29,0,300.6966932572477,16590.22220262256,False,39,8.441847040749641,33180.444405245114
39,2020-03-01,0,300.6966932572477,16590.22220262256,False,40,8.713019010332792,33180.444405245114
40,2020-03-02,0,300.6966932572477,16590.22220262256,False,41,8.992899299513406,33180.444405245114
41,2020-03-03,0,300.6966932572477,16590.22220262256,False,42,9.281767410006436,33180.444405245114
42,2020-03-04,0,300.6966932572477,16590.22220262256,False,43,9.57991180433586,33180.444405245114
43,2020-03-05,0,300.6966932572477,16590.22220262256,False,44,9.887630192460852,33180.444405245114
44,2020-03-06,0,300.6966932572477,16590.22220262256,False,45,10.205229827527313,33180.444405245114
45,2020-03-07,0,300.6966932572477,16590.22220262256,False,46,10.533027811032369,33180.444405245114
46,2020-03-08,0,300.6966932572477,16590.22220262256,False,47,10.871351407698556,33180.444405245114
47,2020-03-09,0,300.6966932572477,16590.22220262256,False,48,11.22053837036335,33180.444405245114
48,2020-03-10,0,300.6966932572477,16590.22220262256,False,49,11.580937275199288,33180.444405245114
49,2020-03-11,1,300.6966932572477,16590.22220262256,False,50,11.952907867589492,33180.444405245114
50,2020-03-12,2,300.6966932572477,16590.22220262256,False,51,12.336821418993509,33180.444405245114
51,2020-03-13,8,300.6966932572477,16590.22220262256,False,52,12.733061095148503,33180.444405245114
52,2020-03-14,8,300.6966932572477,16590.22220262256,False,53,13.142022335961562,33180.444405245114
53,2020-03-15,10,300.6966932572477,16590.22220262256,False,54,13.564113247459643,33180.444405245114
54,2020-03-16,10,300.6966932572477,16590.22220262256,False,55,13.99975500617489,33180.444405245114
55,2020-03-17,12,300.6966932572477,16590.22220262256,False,56,14.449382276354651,33180.444405245114
56,2020-03-18,13,300.6966932572477,16590.22220262256,False,57,14.913443640397167,33180.444405245114
57,2020-03-19,15,300.6966932572477,16590.22220262256,False,58,15.392402042926326,33180.444405245114
58,2020-03-20,16,300.6966932572477,16590.22220262256,False,59,15.886735248931219,33180.444405245114
59,2020-03-21,16,300.6966932572477,16590.22220262256,False,60,16.3969363164091,33180.444405245114
60,2020-03-22,19,300.6966932572477,16590.22220262256,False,61,16.923514083963784,33180.444405245114
61,2020-03-23,19,300.6966932572477,16590.22220262256,False,62,17.466993673824838,33180.444405245114
62,2020-03-24,21,300.6966932572477,16590.22220262256,False,63,18.027917010767105,33180.444405245114
63,2020-03-25,26,300.6966932572477,16590.22220262256,False,64,18.606843357424477,33180.444405245114
64,2020-03-26,26,300.6966932572477,16590.22220262256,False,65,19.204349866506345,33180.444405245114
65,2020-03-27,26,300.6966932572477,16590.22220262256,False,66,19.82103215044069,33180.444405245114
66,2020-03-28,30,300.6966932572477,16590.22220262256,False,67,20.457504868983087,33180.444405245114
67,2020-03-29,32,300.6966932572477,16590.22220262256,False,68,21.114402335346853,33180.444405245114
68,2020-03-30,36,300.6966932572477,16590.22220262256,False,69,21.792379141426355,33180.444405245114
69,2020-03-31,36,300.6966932572477,16590.22220262256,False,70,22.492110802701806,33180.444405245114
70,2020-04-01,44,300.6966932572477,16590.22220262256,False,71,23.21429442343176,33180.444405245114
71,2020-04-02,47,300.6966932572477,16590.22220262256,False,72,23.95964938275667,33180.444405245114
72,2020-04-03,47,300.6966932572477,16590.22220262256,False,73,24.728918042355804,33180.444405245114
73,2020-04-04,53,300.6966932572477,16590.22220262256,False,74,25.5228664763176,33180.444405245114
74,2020-04-05,58,300.6966932572477,16590.22220262256,False,75,26.342285223903712,33180.444405245114
75,2020-04-06,58,300.6966932572477,16590.22220262256,False,76,27.187990065905627,33180.444405245114
76,2020-04-07,63,300.6966932572477,16590.22220262256,False,77,28.06082282531372,33180.444405245114
77,2020-04-08,63,300.6966932572477,16590.22220262256,False,78,28.961652193038713,33180.444405245114
78,2020-04-09,63,300.6966932572477,16590.22220262256,False,79,29.891374579446694,33180.444405245114
79,2020-04-10,63,300.6966932572477,16590.22220262256,False,80,30.8509149924908,33180.444405245114
80,2020-04-11,65,300.6966932572477,16590.22220262256,False,81,31.84122794324431,33180.444405245114
81,2020-04-12,69,300.6966932572477,16590.22220262256,False,82,32.86329837966314,33180.444405245114
82,2020-04-13,73,300.6966932572477,16590.22220262256,False,83,33.91814264942828,33180.444405245114
83,2020-04-14,73,300.6966932572477,16590.22220262256,False,84,35.006809492743166,33180.444405245114
84,2020-04-15,125,300.6966932572477,16590.22220262256,False,85,36.13038106598426,33180.444405245114
85,2020-04-16,143,300.6966932572477,16590.22220262256,False,86,37.289973997129145,33180.444405245114
86,2020-04-17,143,300.6966932572477,16590.22220262256,False,87,38.486740473910345,33180.444405245114
87,2020-04-18,163,300.6966932572477,16590.22220262256,False,88,39.721869365670095,33180.444405245114
88,2020-04-19,173,300.6966932572477,16590.22220262256,False,89,40.996587379917074,33180.444405245114
89,2020-04-20,223,300.6966932572477,16590.22220262256,False,90,42.31216025461291,33180.444405245114
