,Report_Date,China_ningxia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,15.486652478301124,37.361003458129225,True,1,3.6040111099708163,74.72199064169156
1,2020-01-23,1,15.486652478301124,37.361003458129225,True,2,4.379556057392568,74.72199064169156
2,2020-01-24,2,15.486652478301124,37.361003458129225,True,3,5.309530438443952,74.72199064169156
3,2020-01-25,3,15.486652478301124,37.361003458129225,True,4,6.418959533472827,74.72199064169156
4,2020-01-26,4,15.486652478301124,37.361003458129225,True,5,7.734374034637201,74.72199064169156
5,2020-01-27,7,15.486652478301124,37.361003458129225,True,6,9.282716789122956,74.72199064169156
6,2020-01-28,11,15.486652478301124,37.361003458129225,True,7,11.08970812143485,74.72199064169156
7,2020-01-29,12,15.486652478301124,37.361003458129225,True,8,13.177618866846057,74.72199064169156
8,2020-01-30,17,15.486652478301124,37.361003458129225,True,9,15.562490002120771,74.72199064169156
9,2020-01-31,21,15.486652478301124,37.361003458129225,True,10,18.250978236673156,74.72199064169156
10,2020-02-01,26,15.486652478301124,37.361003458129225,True,11,21.237186188249094,74.72199064169156
11,2020-02-02,28,15.486652478301124,37.361003458129225,True,12,24.500014828110256,74.72199064169156
12,2020-02-03,31,15.486652478301124,37.361003458129225,True,13,28.001687196571737,74.72199064169156
13,2020-02-04,34,15.486652478301124,37.361003458129225,True,14,31.688055951252718,74.72199064169156
14,2020-02-05,34,15.486652478301124,37.361003458129225,True,15,35.49106762472676,74.72199064169156
15,2020-02-06,40,15.486652478301124,37.361003458129225,True,16,39.333327825015566,74.72199064169156
16,2020-02-07,43,15.486652478301124,37.361003458129225,True,17,43.13420201530495,74.72199064169156
17,2020-02-08,45,15.486652478301124,37.361003458129225,True,18,46.81647086003955,74.72199064169156
18,2020-02-09,45,15.486652478301124,37.361003458129225,True,19,50.312401357718144,74.72199064169156
19,2020-02-10,49,15.486652478301124,37.361003458129225,True,20,53.56826107284147,74.72199064169156
20,2020-02-11,53,15.486652478301124,37.361003458129225,True,21,56.546723324933595,74.72199064169156
21,2020-02-12,58,15.486652478301124,37.361003458129225,True,22,59.22712073977038,74.72199064169156
22,2020-02-13,64,15.486652478301124,37.361003458129225,True,23,61.60392915879445,74.72199064169156
23,2020-02-14,67,15.486652478301124,37.361003458129225,True,24,63.68409795093861,74.72199064169156
24,2020-02-15,70,15.486652478301124,37.361003458129225,True,25,65.48387433286175,74.72199064169156
25,2020-02-16,70,15.486652478301124,37.361003458129225,True,26,67.02565513095489,74.72199064169156
26,2020-02-17,70,15.486652478301124,37.361003458129225,True,27,68.33521958569953,74.72199064169156
27,2020-02-18,70,15.486652478301124,37.361003458129225,True,28,69.43951820212266,74.72199064169156
28,2020-02-19,71,15.486652478301124,37.361003458129225,True,29,70.36505347340483,74.72199064169156
29,2020-02-20,71,15.486652478301124,37.361003458129225,True,30,71.13679988292654,74.72199064169156
30,2020-02-21,71,15.486652478301124,37.361003458129225,True,31,71.77756719430849,74.72199064169156
31,2020-02-22,71,15.486652478301124,37.361003458129225,True,32,72.30769988860237,74.72199064169156
