,Report_Date,Peru_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,132.2752433963762,165345.4038863301,True,1,66.7769408909898,315420.97315475956
1,2020-01-23,0,132.2752433963762,165345.4038863301,True,2,71.2468045141398,315420.97315475956
2,2020-01-24,0,132.2752433963762,165345.4038863301,True,3,76.01579964723958,315420.97315475956
3,2020-01-25,0,132.2752433963762,165345.4038863301,True,4,81.10393520489755,315420.97315475956
4,2020-01-26,0,132.2752433963762,165345.4038863301,True,5,86.53255718188393,315420.97315475956
5,2020-01-27,0,132.2752433963762,165345.4038863301,True,6,92.32443782030549,315420.97315475956
6,2020-01-28,0,132.2752433963762,165345.4038863301,True,7,98.50387069794635,315420.97315475956
7,2020-01-29,0,132.2752433963762,165345.4038863301,True,8,105.09677212747778,315420.97315475956
8,2020-01-30,0,132.2752433963762,165345.4038863301,True,9,112.13078928140317,315420.97315475956
9,2020-01-31,0,132.2752433963762,165345.4038863301,True,10,119.63541548432431,315420.97315475956
10,2020-02-01,0,132.2752433963762,165345.4038863301,True,11,127.64211314247862,315420.97315475956
11,2020-02-02,0,132.2752433963762,165345.4038863301,True,12,136.18444481059416,315420.97315475956
12,2020-02-03,0,132.2752433963762,165345.4038863301,True,13,145.29821292803368,315420.97315475956
13,2020-02-04,0,132.2752433963762,165345.4038863301,True,14,155.0216087900469,315420.97315475956
14,2020-02-05,0,132.2752433963762,165345.4038863301,True,15,165.39537135582145,315420.97315475956
15,2020-02-06,0,132.2752433963762,165345.4038863301,True,16,176.46295653301843,315420.97315475956
16,2020-02-07,0,132.2752433963762,165345.4038863301,True,17,188.27071761870627,315420.97315475956
17,2020-02-08,0,132.2752433963762,165345.4038863301,True,18,200.86809761916783,315420.97315475956
18,2020-02-09,0,132.2752433963762,165345.4038863301,True,19,214.30783421606142,315420.97315475956
19,2020-02-10,0,132.2752433963762,165345.4038863301,True,20,228.646178193977,315420.97315475956
20,2020-02-11,0,132.2752433963762,165345.4038863301,True,21,243.94312619464318,315420.97315475956
21,2020-02-12,0,132.2752433963762,165345.4038863301,True,22,260.2626687160302,315420.97315475956
22,2020-02-13,0,132.2752433963762,165345.4038863301,True,23,277.67305433044646,315420.97315475956
23,2020-02-14,0,132.2752433963762,165345.4038863301,True,24,296.24707115455425,315420.97315475956
24,2020-02-15,0,132.2752433963762,165345.4038863301,True,25,316.06234666612636,315420.97315475956
25,2020-02-16,0,132.2752433963762,165345.4038863301,True,26,337.2016670274064,315420.97315475956
26,2020-02-17,0,132.2752433963762,165345.4038863301,True,27,359.7533171432165,315420.97315475956
27,2020-02-18,0,132.2752433963762,165345.4038863301,True,28,383.8114427535242,315420.97315475956
28,2020-02-19,0,132.2752433963762,165345.4038863301,True,29,409.476435935092,315420.97315475956
29,2020-02-20,0,132.2752433963762,165345.4038863301,True,30,436.8553454651197,315420.97315475956
30,2020-02-21,0,132.2752433963762,165345.4038863301,True,31,466.0623135814466,315420.97315475956
