,Report_Date,Solomon Islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,313.7079547364093,1.229796586483613,False,28,0.0002857724928192411,0.00016791159128527928
28,2020-02-19,0,313.7079547364093,1.229796586483613,False,29,0.0002949788485324458,0.00016791159128527928
29,2020-02-20,0,313.7079547364093,1.229796586483613,False,30,0.00030448175655233033,0.00016791159128527928
30,2020-02-21,0,313.7079547364093,1.229796586483613,False,31,0.00031429076692683524,0.00016791159128527928
31,2020-02-22,0,313.7079547364093,1.229796586483613,False,32,0.00032441573709231285,0.00016791159128527928
32,2020-02-23,0,313.7079547364093,1.229796586483613,False,33,0.0003348668417571663,0.00016791159128527928
33,2020-02-24,0,313.7079547364093,1.229796586483613,False,34,0.0003456545831026089,0.00016791159128527928
34,2020-02-25,0,313.7079547364093,1.229796586483613,False,35,0.000356789801310673,0.00016791159128527928
35,2020-02-26,0,313.7079547364093,1.229796586483613,False,36,0.0003682836854299216,0.00016791159128527928
36,2020-02-27,0,313.7079547364093,1.229796586483613,False,37,0.00038014778458964245,0.00016791159128527928
37,2020-02-28,0,313.7079547364093,1.229796586483613,False,38,0.0003923940195736508,0.00016791159128527928
38,2020-02-29,0,313.7079547364093,1.229796586483613,False,39,0.00040503469476517185,0.00016791159128527928
39,2020-03-01,0,313.7079547364093,1.229796586483613,False,40,0.00041808251047464277,0.00016791159128527928
40,2020-03-02,0,313.7079547364093,1.229796586483613,False,41,0.00043155057566264315,0.00016791159128527928
41,2020-03-03,0,313.7079547364093,1.229796586483613,False,42,0.0004454524210705509,0.00016791159128527928
42,2020-03-04,0,313.7079547364093,1.229796586483613,False,43,0.0004598020127719144,0.00016791159128527928
43,2020-03-05,0,313.7079547364093,1.229796586483613,False,44,0.0004746137661579448,0.00016791159128527928
44,2020-03-06,0,313.7079547364093,1.229796586483613,False,45,0.0004899025603709512,0.00016791159128527928
45,2020-03-07,0,313.7079547364093,1.229796586483613,False,46,0.0005056837531999769,0.00016791159128527928
46,2020-03-08,0,313.7079547364093,1.229796586483613,False,47,0.0005219731964533436,0.00016791159128527928
47,2020-03-09,0,313.7079547364093,1.229796586483613,False,48,0.0005387872518232716,0.00016791159128527928
48,2020-03-10,0,313.7079547364093,1.229796586483613,False,49,0.0005561428072582193,0.00016791159128527928
49,2020-03-11,0,313.7079547364093,1.229796586483613,False,50,0.0005740572938590775,0.00016791159128527928
50,2020-03-12,0,313.7079547364093,1.229796586483613,False,51,0.0005925487033158569,0.00016791159128527928
51,2020-03-13,0,313.7079547364093,1.229796586483613,False,52,0.0006116356059020282,0.00016791159128527928
52,2020-03-14,0,313.7079547364093,1.229796586483613,False,53,0.0006313371690442132,0.00016791159128527928
53,2020-03-15,0,313.7079547364093,1.229796586483613,False,54,0.0006516731764854731,0.00016791159128527928
54,2020-03-16,0,313.7079547364093,1.229796586483613,False,55,0.000672664048061012,0.00016791159128527928
55,2020-03-17,0,313.7079547364093,1.229796586483613,False,56,0.0006943308601057023,0.00016791159128527928
56,2020-03-18,0,313.7079547364093,1.229796586483613,False,57,0.0007166953665134361,0.00016791159128527928
57,2020-03-19,0,313.7079547364093,1.229796586483613,False,58,0.0007397800204689338,0.00016791159128527928
58,2020-03-20,0,313.7079547364093,1.229796586483613,False,59,0.000763607996873281,0.00016791159128527928
59,2020-03-21,0,313.7079547364093,1.229796586483613,False,60,0.00078820321548512,0.00016791159128527928
60,2020-03-22,0,313.7079547364093,1.229796586483613,False,61,0.0008135903648001095,0.00016791159128527928
61,2020-03-23,0,313.7079547364093,1.229796586483613,False,62,0.0008397949266919523,0.00016791159128527928
62,2020-03-24,0,313.7079547364093,1.229796586483613,False,63,0.0008668432018390272,0.00016791159128527928
63,2020-03-25,0,313.7079547364093,1.229796586483613,False,64,0.0008947623359613859,0.00016791159128527928
64,2020-03-26,0,313.7079547364093,1.229796586483613,False,65,0.0009235803468936492,0.00016791159128527928
65,2020-03-27,0,313.7079547364093,1.229796586483613,False,66,0.0009533261525201187,0.00016791159128527928
66,2020-03-28,0,313.7079547364093,1.229796586483613,False,67,0.0009840295995992207,0.00016791159128527928
67,2020-03-29,0,313.7079547364093,1.229796586483613,False,68,0.001015721493505249,0.00016791159128527928
68,2020-03-30,0,313.7079547364093,1.229796586483613,False,69,0.0010484336289162018,0.00016791159128527928
69,2020-03-31,0,313.7079547364093,1.229796586483613,False,70,0.0010821988214774097,0.00016791159128527928
70,2020-04-01,0,313.7079547364093,1.229796586483613,False,71,0.0011170509404715495,0.00016791159128527928
71,2020-04-02,0,313.7079547364093,1.229796586483613,False,72,0.0011530249425265623,0.00016791159128527928
72,2020-04-03,0,313.7079547364093,1.229796586483613,False,73,0.00119015690639396,0.00016791159128527928
73,2020-04-04,0,313.7079547364093,1.229796586483613,False,74,0.0012284840688309897,0.00016791159128527928
74,2020-04-05,0,313.7079547364093,1.229796586483613,False,75,0.0012680448616211259,0.00016791159128527928
75,2020-04-06,0,313.7079547364093,1.229796586483613,False,76,0.0013088789497684094,0.00016791159128527928
76,2020-04-07,0,313.7079547364093,1.229796586483613,False,77,0.0013510272709022257,0.00016791159128527928
77,2020-04-08,0,313.7079547364093,1.229796586483613,False,78,0.0013945320759301957,0.00016791159128527928
78,2020-04-09,0,313.7079547364093,1.229796586483613,False,79,0.0014394369709779978,0.00016791159128527928
79,2020-04-10,0,313.7079547364093,1.229796586483613,False,80,0.001485786960656099,0.00016791159128527928
80,2020-04-11,0,313.7079547364093,1.229796586483613,False,81,0.0015336284926945412,0.00016791159128527928
81,2020-04-12,0,313.7079547364093,1.229796586483613,False,82,0.0015830095039881893,0.00016791159128527928
82,2020-04-13,0,313.7079547364093,1.229796586483613,False,83,0.0016339794680960689,0.00016791159128527928
83,2020-04-14,0,313.7079547364093,1.229796586483613,False,84,0.0016865894442397197,0.00016791159128527928
84,2020-04-15,0,313.7079547364093,1.229796586483613,False,85,0.0017408921278468411,0.00016791159128527928
85,2020-04-16,0,313.7079547364093,1.229796586483613,False,86,0.0017969419026878102,0.00016791159128527928
86,2020-04-17,0,313.7079547364093,1.229796586483613,False,87,0.001854794894654095,0.00016791159128527928
87,2020-04-18,0,313.7079547364093,1.229796586483613,False,88,0.001914509027228996,0.00016791159128527928
88,2020-04-19,0,313.7079547364093,1.229796586483613,False,89,0.0019761440787025917,0.00016791159128527928
89,2020-04-20,0,313.7079547364093,1.229796586483613,False,90,0.0020397617411843103,0.00016791159128527928
90,2020-04-21,0,313.7079547364093,1.229796586483613,False,91,0.0021054256814680445,0.00016791159128527928
91,2020-04-22,0,313.7079547364093,1.229796586483613,False,92,0.0021732016038063374,0.00016791159128527928
92,2020-04-23,0,313.7079547364093,1.229796586483613,False,93,0.002243157314651746,0.00016791159128527928
93,2020-04-24,0,313.7079547364093,1.229796586483613,False,94,0.0023153627894251893,0.00016791159128527928
94,2020-04-25,0,313.7079547364093,1.229796586483613,False,95,0.002389890241372732,0.00016791159128527928
95,2020-04-26,0,313.7079547364093,1.229796586483613,False,96,0.0024668141925740204,0.00016791159128527928
96,2020-04-27,0,313.7079547364093,1.229796586483613,False,97,0.002546211547167349,0.00016791159128527928
97,2020-04-28,0,313.7079547364093,1.229796586483613,False,98,0.002628161666858143,0.00016791159128527928
98,2020-04-29,0,313.7079547364093,1.229796586483613,False,99,0.002712746448779498,0.00016791159128527928
99,2020-04-30,0,313.7079547364093,1.229796586483613,False,100,0.0028000504057753227,0.00016791159128527928
100,2020-05-01,0,313.7079547364093,1.229796586483613,False,101,0.0028901607491785357,0.00016791159128527928
101,2020-05-02,0,313.7079547364093,1.229796586483613,False,102,0.0029831674741587683,0.00016791159128527928
102,2020-05-03,0,313.7079547364093,1.229796586483613,False,103,0.0030791634477160402,0.00016791159128527928
103,2020-05-04,0,313.7079547364093,1.229796586483613,False,104,0.0031782444993988888,0.00016791159128527928
104,2020-05-05,0,313.7079547364093,1.229796586483613,False,105,0.0032805095148275834,0.00016791159128527928
105,2020-05-06,0,313.7079547364093,1.229796586483613,False,106,0.0033860605321051583,0.00016791159128527928
106,2020-05-07,0,313.7079547364093,1.229796586483613,False,107,0.003495002841201164,0.00016791159128527928
107,2020-05-08,0,313.7079547364093,1.229796586483613,False,108,0.0036074450863952663,0.00016791159128527928
108,2020-05-09,0,313.7079547364093,1.229796586483613,False,109,0.003723499371870077,0.00016791159128527928
109,2020-05-10,0,313.7079547364093,1.229796586483613,False,110,0.003843281370544858,0.00016791159128527928
110,2020-05-11,0,313.7079547364093,1.229796586483613,False,111,0.003966910436244077,0.00016791159128527928
111,2020-05-12,0,313.7079547364093,1.229796586483613,False,112,0.004094509719297177,0.00016791159128527928
112,2020-05-13,0,313.7079547364093,1.229796586483613,False,113,0.004226206285668259,0.00016791159128527928
113,2020-05-14,0,313.7079547364093,1.229796586483613,False,114,0.004362131239716821,0.00016791159128527928
114,2020-05-15,0,313.7079547364093,1.229796586483613,False,115,0.004502419850693195,0.00016791159128527928
115,2020-05-16,0,313.7079547364093,1.229796586483613,False,116,0.004647211683074697,0.00016791159128527928
116,2020-05-17,0,313.7079547364093,1.229796586483613,False,117,0.004796650730851113,0.00016791159128527928
117,2020-05-18,0,313.7079547364093,1.229796586483613,False,118,0.004950885555870618,0.00016791159128527928
118,2020-05-19,0,313.7079547364093,1.229796586483613,False,119,0.005110069430359757,0.00016791159128527928
119,2020-05-20,0,313.7079547364093,1.229796586483613,False,120,0.005274360483733742,0.00016791159128527928
120,2020-05-21,0,313.7079547364093,1.229796586483613,False,121,0.005443921853815821,0.00016791159128527928
121,2020-05-22,0,313.7079547364093,1.229796586483613,False,122,0.005618921842587099,0.00016791159128527928
122,2020-05-23,0,313.7079547364093,1.229796586483613,False,123,0.005799534076590806,0.00016791159128527928
123,2020-05-24,0,313.7079547364093,1.229796586483613,False,124,0.005985937672117532,0.00016791159128527928
124,2020-05-25,0,313.7079547364093,1.229796586483613,False,125,0.0061783174053005666,0.00016791159128527928
125,2020-05-26,0,313.7079547364093,1.229796586483613,False,126,0.006376863887253115,0.00016791159128527928
126,2020-05-27,0,313.7079547364093,1.229796586483613,False,127,0.006581773744381591,0.00016791159128527928
127,2020-05-28,0,313.7079547364093,1.229796586483613,False,128,0.006793249804011833,0.00016791159128527928
128,2020-05-29,0,313.7079547364093,1.229796586483613,False,129,0.007011501285467581,0.00016791159128527928
129,2020-05-30,0,313.7079547364093,1.229796586483613,False,130,0.007236743996742937,0.00016791159128527928
130,2020-05-31,0,313.7079547364093,1.229796586483613,False,131,0.007469200536913075,0.00016791159128527928
131,2020-06-01,0,313.7079547364093,1.229796586483613,False,132,0.007709100504429695,0.00016791159128527928
132,2020-06-02,0,313.7079547364093,1.229796586483613,False,133,0.007956680711450195,0.00016791159128527928
133,2020-06-03,0,313.7079547364093,1.229796586483613,False,134,0.008212185404351513,0.00016791159128527928
134,2020-06-04,0,313.7079547364093,1.229796586483613,False,135,0.008475866490581987,0.00016791159128527928
135,2020-06-05,0,313.7079547364093,1.229796586483613,False,136,0.00874798377200642,0.00016791159128527928
136,2020-06-06,0,313.7079547364093,1.229796586483613,False,137,0.009028805184901567,0.00016791159128527928
137,2020-06-07,0,313.7079547364093,1.229796586483613,False,138,0.00931860704676098,0.00016791159128527928
138,2020-06-08,0,313.7079547364093,1.229796586483613,False,139,0.009617674310069935,0.00016791159128527928
139,2020-06-09,0,313.7079547364093,1.229796586483613,False,140,0.009926300823212435,0.00016791159128527928
140,2020-06-10,0,313.7079547364093,1.229796586483613,False,141,0.010244789598673826,0.00016791159128527928
141,2020-06-11,0,313.7079547364093,1.229796586483613,False,142,0.010573453088703555,0.00016791159128527928
142,2020-06-12,0,313.7079547364093,1.229796586483613,False,143,0.010912613468603501,0.00016791159128527928
143,2020-06-13,0,313.7079547364093,1.229796586483613,False,144,0.011262602927808047,0.00016791159128527928
144,2020-06-14,0,313.7079547364093,1.229796586483613,False,145,0.011623763968922445,0.00016791159128527928
145,2020-06-15,0,313.7079547364093,1.229796586483613,False,146,0.011996449714886049,0.00016791159128527928
146,2020-06-16,0,313.7079547364093,1.229796586483613,False,147,0.01238102422442696,0.00016791159128527928
147,2020-06-17,0,313.7079547364093,1.229796586483613,False,148,0.012777862815973975,0.00016791159128527928
148,2020-06-18,0,313.7079547364093,1.229796586483613,False,149,0.013187352400190899,0.00016791159128527928
149,2020-06-19,0,313.7079547364093,1.229796586483613,False,150,0.013609891821296866,0.00016791159128527928
150,2020-06-20,0,313.7079547364093,1.229796586483613,False,151,0.014045892207334877,0.00016791159128527928
151,2020-06-21,0,313.7079547364093,1.229796586483613,False,152,0.014495777329548059,0.00016791159128527928
152,2020-06-22,0,313.7079547364093,1.229796586483613,False,153,0.014959983971020937,0.00016791159128527928
153,2020-06-23,0,313.7079547364093,1.229796586483613,False,154,0.015438962304739443,0.00016791159128527928
154,2020-06-24,0,313.7079547364093,1.229796586483613,False,155,0.01593317628121964,0.00016791159128527928
155,2020-06-25,0,313.7079547364093,1.229796586483613,False,156,0.016443104025850544,0.00016791159128527928
156,2020-06-26,0,313.7079547364093,1.229796586483613,False,157,0.01696923824609153,0.00016791159128527928
157,2020-06-27,0,313.7079547364093,1.229796586483613,False,158,0.017512086648658397,0.00016791159128527928
158,2020-06-28,0,313.7079547364093,1.229796586483613,False,159,0.018072172366825998,0.00016791159128527928
159,2020-06-29,0,313.7079547364093,1.229796586483613,False,160,0.01865003439796742,0.00016791159128527928
160,2020-06-30,0,313.7079547364093,1.229796586483613,False,161,0.019246228051441334,0.00016791159128527928
161,2020-07-01,0,313.7079547364093,1.229796586483613,False,162,0.019861325406929926,0.00016791159128527928
162,2020-07-02,0,313.7079547364093,1.229796586483613,False,163,0.0204959157833189,0.00016791159128527928
163,2020-07-03,0,313.7079547364093,1.229796586483613,False,164,0.021150606218199888,0.00016791159128527928
164,2020-07-04,0,313.7079547364093,1.229796586483613,False,165,0.021826021958062682,0.00016791159128527928
165,2020-07-05,0,313.7079547364093,1.229796586483613,False,166,0.0225228069592307,0.00016791159128527928
166,2020-07-06,0,313.7079547364093,1.229796586483613,False,167,0.023241624399577648,0.00016791159128527928
167,2020-07-07,0,313.7079547364093,1.229796586483613,False,168,0.023983157201046917,0.00016791159128527928
168,2020-07-08,0,313.7079547364093,1.229796586483613,False,169,0.024748108562976403,0.00016791159128527928
169,2020-07-09,0,313.7079547364093,1.229796586483613,False,170,0.025537202506212123,0.00016791159128527928
170,2020-07-10,0,313.7079547364093,1.229796586483613,False,171,0.02635118442797194,0.00016791159128527928
171,2020-07-11,0,313.7079547364093,1.229796586483613,False,172,0.027190821667397672,0.00016791159128527928
172,2020-07-12,0,313.7079547364093,1.229796586483613,False,173,0.028056904081708103,0.00016791159128527928
173,2020-07-13,0,313.7079547364093,1.229796586483613,False,174,0.028950244632838757,0.00016791159128527928
174,2020-07-14,0,313.7079547364093,1.229796586483613,False,175,0.029871679984423836,0.00016791159128527928
175,2020-07-15,0,313.7079547364093,1.229796586483613,False,176,0.03082207110894494,0.00016791159128527928
176,2020-07-16,0,313.7079547364093,1.229796586483613,False,177,0.03180230390483645,0.00016791159128527928
177,2020-07-17,0,313.7079547364093,1.229796586483613,False,178,0.03281328982330106,0.00016791159128527928
178,2020-07-18,0,313.7079547364093,1.229796586483613,False,179,0.03385596650454949,0.00016791159128527928
179,2020-07-19,0,313.7079547364093,1.229796586483613,False,180,0.0349312984231367,0.00016791159128527928
180,2020-07-20,0,313.7079547364093,1.229796586483613,False,181,0.03604027754202138,0.00016791159128527928
181,2020-07-21,0,313.7079547364093,1.229796586483613,False,182,0.03718392397492797,0.00016791159128527928
182,2020-07-22,0,313.7079547364093,1.229796586483613,False,183,0.038363286656538764,0.00016791159128527928
183,2020-07-23,0,313.7079547364093,1.229796586483613,False,184,0.03957944401998953,0.00016791159128527928
184,2020-07-24,0,313.7079547364093,1.229796586483613,False,185,0.040833504681083,0.00016791159128527928
185,2020-07-25,0,313.7079547364093,1.229796586483613,False,186,0.042126608128574224,0.00016791159128527928
186,2020-07-26,0,313.7079547364093,1.229796586483613,False,187,0.04345992541981422,0.00016791159128527928
187,2020-07-27,0,313.7079547364093,1.229796586483613,False,188,0.04483465988097038,0.00016791159128527928
188,2020-07-28,0,313.7079547364093,1.229796586483613,False,189,0.04625204781096721,0.00016791159128527928
189,2020-07-29,0,313.7079547364093,1.229796586483613,False,190,0.047713359188213275,0.00016791159128527928
190,2020-07-30,0,313.7079547364093,1.229796586483613,False,191,0.04921989837909719,0.00016791159128527928
191,2020-07-31,0,313.7079547364093,1.229796586483613,False,192,0.05077300484714903,0.00016791159128527928
192,2020-08-01,0,313.7079547364093,1.229796586483613,False,193,0.05237405386167018,0.00016791159128527928
193,2020-08-02,0,313.7079547364093,1.229796586483613,False,194,0.05402445720453887,0.00016791159128527928
194,2020-08-03,0,313.7079547364093,1.229796586483613,False,195,0.05572566387379571,0.00016791159128527928
195,2020-08-04,0,313.7079547364093,1.229796586483613,False,196,0.05747916078250638,0.00016791159128527928
196,2020-08-05,0,313.7079547364093,1.229796586483613,False,197,0.05928647345128652,0.00016791159128527928
197,2020-08-06,0,313.7079547364093,1.229796586483613,False,198,0.06114916669275426,0.00016791159128527928
198,2020-08-07,0,313.7079547364093,1.229796586483613,False,199,0.06306884528605351,0.00016791159128527928
199,2020-08-08,0,313.7079547364093,1.229796586483613,False,200,0.06504715463946081,0.00016791159128527928
200,2020-08-09,0,313.7079547364093,1.229796586483613,False,201,0.0670857814389535,0.00016791159128527928
201,2020-08-10,0,313.7079547364093,1.229796586483613,False,202,0.06918645428047558,0.00016791159128527928
202,2020-08-11,0,313.7079547364093,1.229796586483613,False,203,0.07135094428349184,0.00016791159128527928
203,2020-08-12,0,313.7079547364093,1.229796586483613,False,204,0.07358106568326613,0.00016791159128527928
204,2020-08-13,0,313.7079547364093,1.229796586483613,False,205,0.0758786763991427,0.00016791159128527928
205,2020-08-14,0,313.7079547364093,1.229796586483613,False,206,0.07824567857594442,0.00016791159128527928
206,2020-08-15,0,313.7079547364093,1.229796586483613,False,207,0.08068401909543155,0.00016791159128527928
207,2020-08-16,0,313.7079547364093,1.229796586483613,False,208,0.08319569005458864,0.00016791159128527928
208,2020-08-17,0,313.7079547364093,1.229796586483613,False,209,0.08578272920732759,0.00016791159128527928
209,2020-08-18,0,313.7079547364093,1.229796586483613,False,210,0.08844722036600598,0.00016791159128527928
210,2020-08-19,0,313.7079547364093,1.229796586483613,False,211,0.09119129375897105,0.00016791159128527928
211,2020-08-20,0,313.7079547364093,1.229796586483613,False,212,0.09401712634014266,0.00016791159128527928
212,2020-08-21,0,313.7079547364093,1.229796586483613,False,213,0.09692694204644865,0.00016791159128527928
213,2020-08-22,0,313.7079547364093,1.229796586483613,False,214,0.09992301199872258,0.00016791159128527928
214,2020-08-23,0,313.7079547364093,1.229796586483613,False,215,0.10300765464146766,0.00016791159128527928
215,2020-08-24,0,313.7079547364093,1.229796586483613,False,216,0.10618323581667931,0.00016791159128527928
216,2020-08-25,0,313.7079547364093,1.229796586483613,False,217,0.10945216876671028,0.00016791159128527928
217,2020-08-26,0,313.7079547364093,1.229796586483613,False,218,0.11281691406094782,0.00016791159128527928
218,2020-08-27,0,313.7079547364093,1.229796586483613,False,219,0.11627997944086159,0.00016791159128527928
219,2020-08-28,0,313.7079547364093,1.229796586483613,False,220,0.11984391957776827,0.00016791159128527928
220,2020-08-29,0,313.7079547364093,1.229796586483613,False,221,0.12351133573745174,0.00016791159128527928
221,2020-08-30,0,313.7079547364093,1.229796586483613,False,222,0.12728487534556834,0.00016791159128527928
222,2020-08-31,0,313.7079547364093,1.229796586483613,False,223,0.13116723144756862,0.00016791159128527928
223,2020-09-01,0,313.7079547364093,1.229796586483613,False,224,0.1351611420566698,0.00016791159128527928
224,2020-09-02,0,313.7079547364093,1.229796586483613,False,225,0.13926938938322694,0.00016791159128527928
225,2020-09-03,0,313.7079547364093,1.229796586483613,False,226,0.1434947989386715,0.00016791159128527928
226,2020-09-04,0,313.7079547364093,1.229796586483613,False,227,0.1478402385070232,0.00016791159128527928
227,2020-09-05,0,313.7079547364093,1.229796586483613,False,228,0.15230861697682366,0.00016791159128527928
228,2020-09-06,0,313.7079547364093,1.229796586483613,False,229,0.1569028830262085,0.00016791159128527928
229,2020-09-07,0,313.7079547364093,1.229796586483613,False,230,0.16162602365371395,0.00016791159128527928
230,2020-09-08,0,313.7079547364093,1.229796586483613,False,231,0.1664810625473156,0.00016791159128527928
231,2020-09-09,0,313.7079547364093,1.229796586483613,False,232,0.17147105828412776,0.00016791159128527928
232,2020-09-10,0,313.7079547364093,1.229796586483613,False,233,0.17659910235313833,0.00016791159128527928
233,2020-09-11,0,313.7079547364093,1.229796586483613,False,234,0.18186831699334152,0.00016791159128527928
234,2020-09-12,0,313.7079547364093,1.229796586483613,False,235,0.1872818528396442,0.00016791159128527928
235,2020-09-13,0,313.7079547364093,1.229796586483613,False,236,0.19284288636897176,0.00016791159128527928
236,2020-09-14,0,313.7079547364093,1.229796586483613,False,237,0.19855461713909117,0.00016791159128527928
237,2020-09-15,0,313.7079547364093,1.229796586483613,False,238,0.2044202648128038,0.00016791159128527928
238,2020-09-16,0,313.7079547364093,1.229796586483613,False,239,0.21044306596033752,0.00016791159128527928
239,2020-09-17,0,313.7079547364093,1.229796586483613,False,240,0.2166262706330032,0.00016791159128527928
240,2020-09-18,0,313.7079547364093,1.229796586483613,False,241,0.2229731387014629,0.00016791159128527928
241,2020-09-19,0,313.7079547364093,1.229796586483613,False,242,0.22948693595230263,0.00016791159128527928
242,2020-09-20,0,313.7079547364093,1.229796586483613,False,243,0.23617092993700678,0.00016791159128527928
243,2020-09-21,0,313.7079547364093,1.229796586483613,False,244,0.2430283855679063,0.00016791159128527928
244,2020-09-22,0,313.7079547364093,1.229796586483613,False,245,0.2500625604562094,0.00016791159128527928
245,2020-09-23,0,313.7079547364093,1.229796586483613,False,246,0.2572766999878425,0.00016791159128527928
246,2020-09-24,0,313.7079547364093,1.229796586483613,False,247,0.26467403213351937,0.00016791159128527928
247,2020-09-25,0,313.7079547364093,1.229796586483613,False,248,0.2722577619902278,0.00016791159128527928
248,2020-09-26,0,313.7079547364093,1.229796586483613,False,249,0.2800310660521778,0.00016791159128527928
249,2020-09-27,0,313.7079547364093,1.229796586483613,False,250,0.28799708621020026,0.00016791159128527928
250,2020-09-28,0,313.7079547364093,1.229796586483613,False,251,0.29615892347960493,0.00016791159128527928
251,2020-09-29,0,313.7079547364093,1.229796586483613,False,252,0.3045196314576365,0.00016791159128527928
252,2020-09-30,0,313.7079547364093,1.229796586483613,False,253,0.31308220951286997,0.00016791159128527928
253,2020-10-01,0,313.7079547364093,1.229796586483613,False,254,0.3218495957101897,0.00016791159128527928
254,2020-10-02,0,313.7079547364093,1.229796586483613,False,255,0.3308246594763964,0.00016791159128527928
255,2020-10-03,0,313.7079547364093,1.229796586483613,False,256,0.34001019401296234,0.00016791159128527928
256,2020-10-04,0,313.7079547364093,1.229796586483613,False,257,0.34940890846403727,0.00016791159128527928
257,2020-10-05,0,313.7079547364093,1.229796586483613,False,258,0.3590234198494666,0.00016791159128527928
258,2020-10-06,0,313.7079547364093,1.229796586483613,False,259,0.368856244774328,0.00016791159128527928
259,2020-10-07,0,313.7079547364093,1.229796586483613,False,260,0.3789097909283186,0.00016791159128527928
260,2020-10-08,0,313.7079547364093,1.229796586483613,False,261,0.3891863483902188,0.00016791159128527928
261,2020-10-09,0,313.7079547364093,1.229796586483613,False,262,0.3996880807546264,0.00016791159128527928
262,2020-10-10,0,313.7079547364093,1.229796586483613,False,263,0.41041701610016645,0.00016791159128527928
263,2020-10-11,0,313.7079547364093,1.229796586483613,False,264,0.4213750378204662,0.00016791159128527928
264,2020-10-12,2,313.7079547364093,1.229796586483613,False,265,0.43256387534126856,0.00016791159128527928
265,2020-10-13,2,313.7079547364093,1.229796586483613,False,266,0.4439850947492053,0.00016791159128527928
266,2020-10-14,2,313.7079547364093,1.229796586483613,False,267,0.45564008935988226,0.00016791159128527928
267,2020-10-15,3,313.7079547364093,1.229796586483613,False,268,0.4675300702550659,0.00016791159128527928
