,Report_Date,Australia_tasmania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,69.76264656727344,63.61461326149924,True,1,0.001500559973081082,122.87394292880872
1,2020-01-23,0,69.76264656727344,63.61461326149924,True,2,0.0017697993505444412,122.87394292880872
2,2020-01-24,0,69.76264656727344,63.61461326149924,True,3,0.0020873464627077284,122.87394292880872
3,2020-01-25,0,69.76264656727344,63.61461326149924,True,4,0.002461868517945047,122.87394292880872
4,2020-01-26,0,69.76264656727344,63.61461326149924,True,5,0.0029035876442896342,122.87394292880872
5,2020-01-27,0,69.76264656727344,63.61461326149924,True,6,0.0034245597986612827,122.87394292880872
6,2020-01-28,0,69.76264656727344,63.61461326149924,True,7,0.004039003686099291,122.87394292880872
7,2020-01-29,0,69.76264656727344,63.61461326149924,True,8,0.004763688648830903,122.87394292880872
8,2020-01-30,0,69.76264656727344,63.61461326149924,True,9,0.005618392087420108,122.87394292880872
9,2020-01-31,0,69.76264656727344,63.61461326149924,True,10,0.0066264388641299994,122.87394292880872
10,2020-02-01,0,69.76264656727344,63.61461326149924,True,11,0.00781533736241636,122.87394292880872
11,2020-02-02,0,69.76264656727344,63.61461326149924,True,12,0.009217529495308999,122.87394292880872
12,2020-02-03,0,69.76264656727344,63.61461326149924,True,13,0.010871275038669215,122.87394292880872
13,2020-02-04,0,69.76264656727344,63.61461326149924,True,14,0.012821694294114007,122.87394292880872
14,2020-02-05,0,69.76264656727344,63.61461326149924,True,15,0.015121997355674698,122.87394292880872
15,2020-02-06,0,69.76264656727344,63.61461326149924,True,16,0.01783493327477775,122.87394292880872
16,2020-02-07,0,69.76264656727344,63.61461326149924,True,17,0.02103449831892485,122.87394292880872
17,2020-02-08,0,69.76264656727344,63.61461326149924,True,18,0.02480794945043537,122.87394292880872
18,2020-02-09,0,69.76264656727344,63.61461326149924,True,19,0.029258177286507835,122.87394292880872
19,2020-02-10,0,69.76264656727344,63.61461326149924,True,20,0.03450650234120241,122.87394292880872
20,2020-02-11,0,69.76264656727344,63.61461326149924,True,21,0.04069596952425991,122.87394292880872
21,2020-02-12,0,69.76264656727344,63.61461326149924,True,22,0.04799522894449516,122.87394292880872
22,2020-02-13,0,69.76264656727344,63.61461326149924,True,23,0.05660310633609445,122.87394292880872
23,2020-02-14,0,69.76264656727344,63.61461326149924,True,24,0.06675398423145404,122.87394292880872
24,2020-02-15,0,69.76264656727344,63.61461326149924,True,25,0.07872413571943951,122.87394292880872
25,2020-02-16,0,69.76264656727344,63.61461326149924,True,26,0.092839176664995,122.87394292880872
26,2020-02-17,0,69.76264656727344,63.61461326149924,True,27,0.10948283006827055,122.87394292880872
27,2020-02-18,0,69.76264656727344,63.61461326149924,True,28,0.1291072282732833,122.87394292880872
28,2020-02-19,0,69.76264656727344,63.61461326149924,True,29,0.15224501546470803,122.87394292880872
29,2020-02-20,0,69.76264656727344,63.61461326149924,True,30,0.17952355475668252,122.87394292880872
30,2020-02-21,0,69.76264656727344,63.61461326149924,True,31,0.21168159154611618,122.87394292880872
31,2020-02-22,0,69.76264656727344,63.61461326149924,True,32,0.24958877789865191,122.87394292880872
32,2020-02-23,0,69.76264656727344,63.61461326149924,True,33,0.29426852153711786,122.87394292880872
33,2020-02-24,0,69.76264656727344,63.61461326149924,True,34,0.34692468709755064,122.87394292880872
34,2020-02-25,0,69.76264656727344,63.61461326149924,True,35,0.40897274569489045,122.87394292880872
35,2020-02-26,0,69.76264656727344,63.61461326149924,True,36,0.4820760395979485,122.87394292880872
36,2020-02-27,0,69.76264656727344,63.61461326149924,True,37,0.5681878987606578,122.87394292880872
37,2020-02-28,0,69.76264656727344,63.61461326149924,True,38,0.66960041007104,122.87394292880872
38,2020-02-29,0,69.76264656727344,63.61461326149924,True,39,0.7890006908792238,122.87394292880872
39,2020-03-01,0,69.76264656727344,63.61461326149924,True,40,0.9295355445555481,122.87394292880872
40,2020-03-02,1,69.76264656727344,63.61461326149924,True,41,1.094885361668704,122.87394292880872
41,2020-03-03,1,69.76264656727344,63.61461326149924,True,42,1.289348053730977,122.87394292880872
42,2020-03-04,1,69.76264656727344,63.61461326149924,True,43,1.5179336370360146,122.87394292880872
43,2020-03-05,1,69.76264656727344,63.61461326149924,True,44,1.786469781284071,122.87394292880872
44,2020-03-06,1,69.76264656727344,63.61461326149924,True,45,2.1017181481647307,122.87394292880872
45,2020-03-07,1,69.76264656727344,63.61461326149924,True,46,2.4715006007425155,122.87394292880872
46,2020-03-08,2,69.76264656727344,63.61461326149924,True,47,2.9048332810311965,122.87394292880872
47,2020-03-09,2,69.76264656727344,63.61461326149924,True,48,3.4120650303594013,122.87394292880872
48,2020-03-10,2,69.76264656727344,63.61461326149924,True,49,4.005014552808956,122.87394292880872
49,2020-03-11,3,69.76264656727344,63.61461326149924,True,50,4.697097981697625,122.87394292880872
50,2020-03-12,3,69.76264656727344,63.61461326149924,True,51,5.503435005365576,122.87394292880872
51,2020-03-13,5,69.76264656727344,63.61461326149924,True,52,6.440917394320037,122.87394292880872
52,2020-03-14,5,69.76264656727344,63.61461326149924,True,53,7.528218702703932,122.87394292880872
53,2020-03-15,6,69.76264656727344,63.61461326149924,True,54,8.78571832716256,122.87394292880872
54,2020-03-16,7,69.76264656727344,63.61461326149924,True,55,10.235307508023043,122.87394292880872
55,2020-03-17,7,69.76264656727344,63.61461326149924,True,56,11.900040158979166,122.87394292880872
56,2020-03-18,10,69.76264656727344,63.61461326149924,True,57,13.803589025704213,122.87394292880872
57,2020-03-19,10,69.76264656727344,63.61461326149924,True,58,15.969469578301174,122.87394292880872
58,2020-03-20,10,69.76264656727344,63.61461326149924,True,59,18.420002706824015,122.87394292880872
59,2020-03-21,16,69.76264656727344,63.61461326149924,True,60,21.17500536976731,122.87394292880872
60,2020-03-22,22,69.76264656727344,63.61461326149924,True,61,24.250228038186382,122.87394292880872
61,2020-03-23,28,69.76264656727344,63.61461326149924,True,62,27.65559977215294,122.87394292880872
62,2020-03-24,28,69.76264656727344,63.61461326149924,True,63,31.39339389056226,122.87394292880872
63,2020-03-25,36,69.76264656727344,63.61461326149924,True,64,35.45648310204399,122.87394292880872
64,2020-03-26,47,69.76264656727344,63.61461326149924,True,65,39.8269015034743,122.87394292880872
65,2020-03-27,47,69.76264656727344,63.61461326149924,True,66,44.4749569908581,122.87394292880872
66,2020-03-28,62,69.76264656727344,63.61461326149924,True,67,49.35912560690921,122.87394292880872
67,2020-03-29,66,69.76264656727344,63.61461326149924,True,68,54.42689800779311,122.87394292880872
68,2020-03-30,66,69.76264656727344,63.61461326149924,True,69,59.6166371155124,122.87394292880872
69,2020-03-31,69,69.76264656727344,63.61461326149924,True,70,64.8603596413584,122.87394292880872
70,2020-04-01,69,69.76264656727344,63.61461326149924,True,71,70.08720142722684,122.87394292880872
71,2020-04-02,72,69.76264656727344,63.61461326149924,True,72,75.22720391440335,122.87394292880872
72,2020-04-03,74,69.76264656727344,63.61461326149924,True,73,80.21499896008095,122.87394292880872
73,2020-04-04,80,69.76264656727344,63.61461326149924,True,74,84.99298840728511,122.87394292880872
74,2020-04-05,82,69.76264656727344,63.61461326149924,True,75,89.51370787928366,122.87394292880872
75,2020-04-06,86,69.76264656727344,63.61461326149924,True,76,93.74120578709854,122.87394292880872
76,2020-04-07,89,69.76264656727344,63.61461326149924,True,77,97.65142257418233,122.87394292880872
77,2020-04-08,98,69.76264656727344,63.61461326149924,True,78,101.23168767105807,122.87394292880872
78,2020-04-09,111,69.76264656727344,63.61461326149924,True,79,104.47953995721065,122.87394292880872
79,2020-04-10,122,69.76264656727344,63.61461326149924,True,80,107.4011146071239,122.87394292880872
