,Report_Date,China_hebei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,15.98054570322737,160.18885060515282,True,1,10.579387636387237,320.3776830533276
1,2020-01-23,1,15.98054570322737,160.18885060515282,True,2,13.144706014755862,320.3776830533276
2,2020-01-24,2,15.98054570322737,160.18885060515282,True,3,16.29934217970036,320.3776830533276
3,2020-01-25,8,15.98054570322737,160.18885060515282,True,4,20.16138650667035,320.3776830533276
4,2020-01-26,13,15.98054570322737,160.18885060515282,True,5,24.863697504164133,320.3776830533276
5,2020-01-27,18,15.98054570322737,160.18885060515282,True,6,30.551136997203653,320.3776830533276
6,2020-01-28,33,15.98054570322737,160.18885060515282,True,7,37.375008387146345,320.3776830533276
7,2020-01-29,48,15.98054570322737,160.18885060515282,True,8,45.48385715237772,320.3776830533276
8,2020-01-30,65,15.98054570322737,160.18885060515282,True,9,55.01002428850225,320.3776830533276
9,2020-01-31,82,15.98054570322737,160.18885060515282,True,10,66.0519558278572,320.3776830533276
10,2020-02-01,96,15.98054570322737,160.18885060515282,True,11,78.65336036853893,320.3776830533276
11,2020-02-02,104,15.98054570322737,160.18885060515282,True,12,92.78181242898586,320.3776830533276
12,2020-02-03,113,15.98054570322737,160.18885060515282,True,13,108.31098282453092,320.3776830533276
13,2020-02-04,126,15.98054570322737,160.18885060515282,True,14,125.01167343490451,320.3776830533276
14,2020-02-05,135,15.98054570322737,160.18885060515282,True,15,142.5564233855732,320.3776830533276
15,2020-02-06,157,15.98054570322737,160.18885060515282,True,16,160.5401054713283,320.3776830533276
16,2020-02-07,172,15.98054570322737,160.18885060515282,True,17,178.51493775972475,320.3776830533276
17,2020-02-08,195,15.98054570322737,160.18885060515282,True,18,196.0340136176608,320.3776830533276
18,2020-02-09,206,15.98054570322737,160.18885060515282,True,19,212.69465285844845,320.3776830533276
19,2020-02-10,218,15.98054570322737,160.18885060515282,True,20,228.17293718257395,320.3776830533276
20,2020-02-11,239,15.98054570322737,160.18885060515282,True,21,242.24368470373236,320.3776830533276
21,2020-02-12,251,15.98054570322737,160.18885060515282,True,22,254.78446137029525,320.3776830533276
22,2020-02-13,265,15.98054570322737,160.18885060515282,True,23,265.7661755225232,320.3776830533276
23,2020-02-14,283,15.98054570322737,160.18885060515282,True,24,275.2350733614088,320.3776830533276
24,2020-02-15,291,15.98054570322737,160.18885060515282,True,25,283.2912951218835,320.3776830533276
25,2020-02-16,300,15.98054570322737,160.18885060515282,True,26,290.0681173218351,320.3776830533276
26,2020-02-17,301,15.98054570322737,160.18885060515282,True,27,295.71441558839103,320.3776830533276
27,2020-02-18,306,15.98054570322737,160.18885060515282,True,28,300.38138870302623,320.3776830533276
28,2020-02-19,306,15.98054570322737,160.18885060515282,True,29,304.2135145662263,320.3776830533276
29,2020-02-20,307,15.98054570322737,160.18885060515282,True,30,307.3431135267629,320.3776830533276
30,2020-02-21,308,15.98054570322737,160.18885060515282,True,31,309.8876750000594,320.3776830533276
31,2020-02-22,309,15.98054570322737,160.18885060515282,True,32,311.9491196740787,320.3776830533276
32,2020-02-23,311,15.98054570322737,160.18885060515282,True,33,313.61430163572976,320.3776830533276
33,2020-02-24,311,15.98054570322737,160.18885060515282,True,34,314.95622150474287,320.3776830533276
34,2020-02-25,311,15.98054570322737,160.18885060515282,True,35,316.03557862184533,320.3776830533276
35,2020-02-26,312,15.98054570322737,160.18885060515282,True,36,316.9024186950369,320.3776830533276
36,2020-02-27,317,15.98054570322737,160.18885060515282,True,37,317.59772929444523,320.3776830533276
37,2020-02-28,318,15.98054570322737,160.18885060515282,True,38,318.15490269414084,320.3776830533276
38,2020-02-29,318,15.98054570322737,160.18885060515282,True,39,318.6010298084836,320.3776830533276
39,2020-03-01,318,15.98054570322737,160.18885060515282,True,40,318.95801646183037,320.3776830533276
40,2020-03-02,318,15.98054570322737,160.18885060515282,True,41,319.24352911888747,320.3776830533276
41,2020-03-03,318,15.98054570322737,160.18885060515282,True,42,319.4717854388443,320.3776830533276
42,2020-03-04,318,15.98054570322737,160.18885060515282,True,43,319.6542084385682,320.3776830533276
43,2020-03-05,318,15.98054570322737,160.18885060515282,True,44,319.79996360319797,320.3776830533276
44,2020-03-06,318,15.98054570322737,160.18885060515282,True,45,319.91639724579,320.3776830533276
45,2020-03-07,318,15.98054570322737,160.18885060515282,True,46,320.0093926011486,320.3776830533276
46,2020-03-08,318,15.98054570322737,160.18885060515282,True,47,320.083658034234,320.3776830533276
47,2020-03-09,318,15.98054570322737,160.18885060515282,True,48,320.1429596335978,320.3776830533276
48,2020-03-10,318,15.98054570322737,160.18885060515282,True,49,320.19030849562273,320.3776830533276
49,2020-03-11,318,15.98054570322737,160.18885060515282,True,50,320.2281112550368,320.3776830533276
50,2020-03-12,318,15.98054570322737,160.18885060515282,True,51,320.2582909023204,320.3776830533276
51,2020-03-13,318,15.98054570322737,160.18885060515282,True,52,320.28238364356235,320.3776830533276
52,2020-03-14,318,15.98054570322737,160.18885060515282,True,53,320.30161648377344,320.3776830533276
53,2020-03-15,318,15.98054570322737,160.18885060515282,True,54,320.31696932563324,320.3776830533276
54,2020-03-16,318,15.98054570322737,160.18885060515282,True,55,320.32922464595305,320.3776830533276
55,2020-03-17,318,15.98054570322737,160.18885060515282,True,56,320.33900721684654,320.3776830533276
56,2020-03-18,318,15.98054570322737,160.18885060515282,True,57,320.3468158552321,320.3776830533276
57,2020-03-19,318,15.98054570322737,160.18885060515282,True,58,320.35304879321734,320.3776830533276
58,2020-03-20,318,15.98054570322737,160.18885060515282,True,59,320.35802394642053,320.3776830533276
59,2020-03-21,318,15.98054570322737,160.18885060515282,True,60,320.3619951033108,320.3776830533276
60,2020-03-22,319,15.98054570322737,160.18885060515282,True,61,320.3651648545779,320.3776830533276
61,2020-03-23,319,15.98054570322737,160.18885060515282,True,62,320.3676949177748,320.3776830533276
62,2020-03-24,319,15.98054570322737,160.18885060515282,True,63,320.3697143812142,320.3776830533276
63,2020-03-25,319,15.98054570322737,160.18885060515282,True,64,320.37132628596794,320.3776830533276
64,2020-03-26,319,15.98054570322737,160.18885060515282,True,65,320.3726128806846,320.3776830533276
65,2020-03-27,319,15.98054570322737,160.18885060515282,True,66,320.37363981663634,320.3776830533276
66,2020-03-28,319,15.98054570322737,160.18885060515282,True,67,320.374459496601,320.3776830533276
67,2020-03-29,319,15.98054570322737,160.18885060515282,True,68,320.3751137481751,320.3776830533276
68,2020-03-30,321,15.98054570322737,160.18885060515282,True,69,320.37563595774867,320.3776830533276
69,2020-03-31,321,15.98054570322737,160.18885060515282,True,70,320.37605277392055,320.3776830533276
70,2020-04-01,323,15.98054570322737,160.18885060515282,True,71,320.37638546720535,320.3776830533276
71,2020-04-02,325,15.98054570322737,160.18885060515282,True,72,320.3766510153702,320.3776830533276
72,2020-04-03,326,15.98054570322737,160.18885060515282,True,73,320.37686296975716,320.3776830533276
73,2020-04-04,326,15.98054570322737,160.18885060515282,True,74,320.3770321467827,320.3776830533276
74,2020-04-05,327,15.98054570322737,160.18885060515282,True,75,320.3771671798882,320.3776830533276
75,2020-04-06,327,15.98054570322737,160.18885060515282,True,76,320.3772749601026,320.3776830533276
76,2020-04-07,327,15.98054570322737,160.18885060515282,True,77,320.3773609876942,320.3776830533276
77,2020-04-08,327,15.98054570322737,160.18885060515282,True,78,320.37742965285355,320.3776830533276
78,2020-04-09,327,15.98054570322737,160.18885060515282,True,79,320.37748445973085,320.3776830533276
79,2020-04-10,327,15.98054570322737,160.18885060515282,True,80,320.3775282052576,320.3776830533276
