,Report_Date,Niger_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
55,2020-03-17,0,83.98114500604441,459.8379973872415,True,56,28.3175078650395,919.4904038426426
56,2020-03-18,0,83.98114500604441,459.8379973872415,True,57,31.903637427947846,919.4904038426426
57,2020-03-19,0,83.98114500604441,459.8379973872415,True,58,35.92561037276545,919.4904038426426
58,2020-03-20,1,83.98114500604441,459.8379973872415,True,59,40.431526754548464,919.4904038426426
59,2020-03-21,1,83.98114500604441,459.8379973872415,True,60,45.47351124305151,919.4904038426426
60,2020-03-22,2,83.98114500604441,459.8379973872415,True,61,51.107705121414675,919.4904038426426
61,2020-03-23,3,83.98114500604441,459.8379973872415,True,62,57.39414768230085,919.4904038426426
62,2020-03-24,3,83.98114500604441,459.8379973872415,True,63,64.39651664475669,919.4904038426426
63,2020-03-25,7,83.98114500604441,459.8379973872415,True,64,72.18169363882281,919.4904038426426
64,2020-03-26,10,83.98114500604441,459.8379973872415,True,65,80.81911815527613,919.4904038426426
65,2020-03-27,10,83.98114500604441,459.8379973872415,True,66,90.37989231778334,919.4904038426426
66,2020-03-28,10,83.98114500604441,459.8379973872415,True,67,100.93560025843865,919.4904038426426
67,2020-03-29,18,83.98114500604441,459.8379973872415,True,68,112.55681076599437,919.4904038426426
68,2020-03-30,27,83.98114500604441,459.8379973872415,True,69,125.31124130978428,919.4904038426426
69,2020-03-31,27,83.98114500604441,459.8379973872415,True,70,139.26157655848192,919.4904038426426
70,2020-04-01,74,83.98114500604441,459.8379973872415,True,71,154.46295591323857,919.4904038426426
71,2020-04-02,98,83.98114500604441,459.8379973872415,True,72,170.9601726644734,919.4904038426426
72,2020-04-03,120,83.98114500604441,459.8379973872415,True,73,188.78466165374473,919.4904038426426
73,2020-04-04,144,83.98114500604441,459.8379973872415,True,74,207.9513911314998,919.4904038426426
74,2020-04-05,184,83.98114500604441,459.8379973872415,True,75,228.45581480140092,919.4904038426426
75,2020-04-06,253,83.98114500604441,459.8379973872415,True,76,250.27107728880904,919.4904038426426
76,2020-04-07,278,83.98114500604441,459.8379973872415,True,77,273.3456946154069,919.4904038426426
77,2020-04-08,342,83.98114500604441,459.8379973872415,True,78,297.60194412744335,919.4904038426426
78,2020-04-09,410,83.98114500604441,459.8379973872415,True,79,322.9351894113688,919.4904038426426
79,2020-04-10,438,83.98114500604441,459.8379973872415,True,80,349.21433036304626,919.4904038426426
80,2020-04-11,491,83.98114500604441,459.8379973872415,True,81,376.28350517558687,919.4904038426426
81,2020-04-12,529,83.98114500604441,459.8379973872415,True,82,403.9650823179718,919.4904038426426
82,2020-04-13,529,83.98114500604441,459.8379973872415,True,83,432.0638742119592,919.4904038426426
83,2020-04-14,570,83.98114500604441,459.8379973872415,True,84,460.3723923060417,919.4904038426426
84,2020-04-15,584,83.98114500604441,459.8379973872415,True,85,488.676860397307,919.4904038426426
85,2020-04-16,584,83.98114500604441,459.8379973872415,True,86,516.7636243629623,919.4904038426426
86,2020-04-17,627,83.98114500604441,459.8379973872415,True,87,544.4255541391686,919.4904038426426
87,2020-04-18,639,83.98114500604441,459.8379973872415,True,88,571.4680346201121,919.4904038426426
88,2020-04-19,648,83.98114500604441,459.8379973872415,True,89,597.7141860093518,919.4904038426426
89,2020-04-20,648,83.98114500604441,459.8379973872415,True,90,623.0090340036229,919.4904038426426
90,2020-04-21,657,83.98114500604441,459.8379973872415,True,91,647.2224536626906,919.4904038426426
91,2020-04-22,662,83.98114500604441,459.8379973872415,True,92,670.2508228729445,919.4904038426426
92,2020-04-23,671,83.98114500604441,459.8379973872415,True,93,692.0174272048482,919.4904038426426
93,2020-04-24,681,83.98114500604441,459.8379973872415,True,94,712.4717458111321,919.4904038426426
94,2020-04-25,684,83.98114500604441,459.8379973872415,True,95,731.5878103764163,919.4904038426426
95,2020-04-26,696,83.98114500604441,459.8379973872415,True,96,749.3618634465358,919.4904038426426
96,2020-04-27,701,83.98114500604441,459.8379973872415,True,97,765.8095504586611,919.4904038426426
97,2020-04-28,709,83.98114500604441,459.8379973872415,True,98,780.9628662242517,919.4904038426426
98,2020-04-29,713,83.98114500604441,459.8379973872415,True,99,794.8670478194189,919.4904038426426
99,2020-04-30,719,83.98114500604441,459.8379973872415,True,100,807.5775683760919,919.4904038426426
100,2020-05-01,728,83.98114500604441,459.8379973872415,True,101,819.1573459504826,919.4904038426426
101,2020-05-02,736,83.98114500604441,459.8379973872415,True,102,829.6742429611712,919.4904038426426
102,2020-05-03,750,83.98114500604441,459.8379973872415,True,103,839.1988976283524,919.4904038426426
103,2020-05-04,755,83.98114500604441,459.8379973872415,True,104,847.8029010052456,919.4904038426426
104,2020-05-05,763,83.98114500604441,459.8379973872415,True,105,855.557312042584,919.4904038426426
105,2020-05-06,770,83.98114500604441,459.8379973872415,True,106,862.5314883382223,919.4904038426426
106,2020-05-07,781,83.98114500604441,459.8379973872415,True,107,868.7922009812021,919.4904038426426
107,2020-05-08,795,83.98114500604441,459.8379973872415,True,108,874.4029971613447,919.4904038426426
108,2020-05-09,815,83.98114500604441,459.8379973872415,True,109,879.4237729020331,919.4904038426426
109,2020-05-10,821,83.98114500604441,459.8379973872415,True,110,883.9105193891014,919.4904038426426
110,2020-05-11,832,83.98114500604441,459.8379973872415,True,111,887.9152090646435,919.4904038426426
111,2020-05-12,854,83.98114500604441,459.8379973872415,True,112,891.4857912546489,919.4904038426426
112,2020-05-13,860,83.98114500604441,459.8379973872415,True,113,894.666271095252,919.4904038426426
113,2020-05-14,876,83.98114500604441,459.8379973872415,True,114,897.4968495542844,919.4904038426426
114,2020-05-15,885,83.98114500604441,459.8379973872415,True,115,900.0141061759389,919.4904038426426
115,2020-05-16,889,83.98114500604441,459.8379973872415,True,116,902.2512096654506,919.4904038426426
116,2020-05-17,904,83.98114500604441,459.8379973872415,True,117,904.2381445073813,919.4904038426426
117,2020-05-18,909,83.98114500604441,459.8379973872415,True,118,906.0019444544475,919.4904038426426
118,2020-05-19,914,83.98114500604441,459.8379973872415,True,119,907.5669259456391,919.4904038426426
119,2020-05-20,920,83.98114500604441,459.8379973872415,True,120,908.9549163441401,919.4904038426426
120,2020-05-21,924,83.98114500604441,459.8379973872415,True,121,910.1854733692147,919.4904038426426
121,2020-05-22,937,83.98114500604441,459.8379973872415,True,122,911.2760932776873,919.4904038426426
122,2020-05-23,943,83.98114500604441,459.8379973872415,True,123,912.2424062754975,919.4904038426426
123,2020-05-24,945,83.98114500604441,459.8379973872415,True,124,913.0983583508779,919.4904038426426
124,2020-05-25,951,83.98114500604441,459.8379973872415,True,125,913.8563792564635,919.4904038426426
125,2020-05-26,952,83.98114500604441,459.8379973872415,True,126,914.5275367618367,919.4904038426426
126,2020-05-27,952,83.98114500604441,459.8379973872415,True,127,915.1216775794315,919.4904038426426
127,2020-05-28,955,83.98114500604441,459.8379973872415,True,128,915.6475555595414,919.4904038426426
128,2020-05-29,955,83.98114500604441,459.8379973872415,True,129,916.1129478743691,919.4904038426426
129,2020-05-30,956,83.98114500604441,459.8379973872415,True,130,916.5247599828939,919.4904038426426
130,2020-05-31,958,83.98114500604441,459.8379973872415,True,131,916.8891202008984,919.4904038426426
131,2020-06-01,958,83.98114500604441,459.8379973872415,True,132,917.211464704209,919.4904038426426
132,2020-06-02,960,83.98114500604441,459.8379973872415,True,133,917.496613776269,919.4904038426426
133,2020-06-03,961,83.98114500604441,459.8379973872415,True,134,917.7488400799284,919.4904038426426
134,2020-06-04,963,83.98114500604441,459.8379973872415,True,135,917.9719296927141,919.4904038426426
135,2020-06-05,966,83.98114500604441,459.8379973872415,True,136,918.1692365985531,919.4904038426426
136,2020-06-06,970,83.98114500604441,459.8379973872415,True,137,918.3437312797199,919.4904038426426
137,2020-06-07,973,83.98114500604441,459.8379973872415,True,138,918.4980440027241,919.4904038426426
138,2020-06-08,973,83.98114500604441,459.8379973872415,True,139,918.6345033423923,919.4904038426426
139,2020-06-09,974,83.98114500604441,459.8379973872415,True,140,918.7551704405549,919.4904038426426
140,2020-06-10,974,83.98114500604441,459.8379973872415,True,141,918.8618694501914,919.4904038426426
141,2020-06-11,974,83.98114500604441,459.8379973872415,True,142,918.9562145730534,919.4904038426426
142,2020-06-12,974,83.98114500604441,459.8379973872415,True,143,919.0396340588851,919.4904038426426
