,Report_Date,Brunei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,58.272911031795836,70.22933183561672,True,1,0.0017113798025163844,140.45866367123114
1,2020-01-23,0,58.272911031795836,70.22933183561672,True,2,0.0020852033207889404,140.45866367123114
2,2020-01-24,0,58.272911031795836,70.22933183561672,True,3,0.0025406811245818873,140.45866367123114
3,2020-01-25,0,58.272911031795836,70.22933183561672,True,4,0.0030956482468899585,140.45866367123114
4,2020-01-26,0,58.272911031795836,70.22933183561672,True,5,0.0037718349244906186,140.45866367123114
5,2020-01-27,0,58.272911031795836,70.22933183561672,True,6,0.004595717149501832,140.45866367123114
6,2020-01-28,0,58.272911031795836,70.22933183561672,True,7,0.00559955286481594,140.45866367123114
7,2020-01-29,0,58.272911031795836,70.22933183561672,True,8,0.006822644283119543,140.45866367123114
8,2020-01-30,0,58.272911031795836,70.22933183561672,True,9,0.008312875616693225,140.45866367123114
9,2020-01-31,0,58.272911031795836,70.22933183561672,True,10,0.01012858621970262,140.45866367123114
10,2020-02-01,0,58.272911031795836,70.22933183561672,True,11,0.012340852174654927,140.45866367123114
11,2020-02-02,0,58.272911031795836,70.22933183561672,True,12,0.015036265193781366,140.45866367123114
12,2020-02-03,0,58.272911031795836,70.22933183561672,True,13,0.01832031694998122,140.45866367123114
13,2020-02-04,0,58.272911031795836,70.22933183561672,True,14,0.022321520317732754,140.45866367123114
14,2020-02-05,0,58.272911031795836,70.22933183561672,True,15,0.027196427352927186,140.45866367123114
15,2020-02-06,0,58.272911031795836,70.22933183561672,True,16,0.0331357382017917,140.45866367123114
16,2020-02-07,0,58.272911031795836,70.22933183561672,True,17,0.0403717367295467,140.45866367123114
17,2020-02-08,0,58.272911031795836,70.22933183561672,True,18,0.04918733895193589,140.45866367123114
18,2020-02-09,0,58.272911031795836,70.22933183561672,True,19,0.0599271010455016,140.45866367123114
19,2020-02-10,0,58.272911031795836,70.22933183561672,True,20,0.07301060679535423,140.45866367123114
20,2020-02-11,0,58.272911031795836,70.22933183561672,True,21,0.08894874210165268,140.45866367123114
21,2020-02-12,0,58.272911031795836,70.22933183561672,True,22,0.10836346919821108,140.45866367123114
22,2020-02-13,0,58.272911031795836,70.22933183561672,True,23,0.13201183840060726,140.45866367123114
23,2020-02-14,0,58.272911031795836,70.22933183561672,True,24,0.16081512355165536,140.45866367123114
24,2020-02-15,0,58.272911031795836,70.22933183561672,True,25,0.19589414195615576,140.45866367123114
25,2020-02-16,0,58.272911031795836,70.22933183561672,True,26,0.23861202332561154,140.45866367123114
26,2020-02-17,0,58.272911031795836,70.22933183561672,True,27,0.2906259271782979,140.45866367123114
27,2020-02-18,0,58.272911031795836,70.22933183561672,True,28,0.3539494748324222,140.45866367123114
28,2020-02-19,0,58.272911031795836,70.22933183561672,True,29,0.43102795842519565,140.45866367123114
29,2020-02-20,0,58.272911031795836,70.22933183561672,True,30,0.5248287085316662,140.45866367123114
30,2020-02-21,0,58.272911031795836,70.22933183561672,True,31,0.6389493298267114,140.45866367123114
31,2020-02-22,0,58.272911031795836,70.22933183561672,True,32,0.7777468253027559,140.45866367123114
32,2020-02-23,0,58.272911031795836,70.22933183561672,True,33,0.9464908810782506,140.45866367123114
33,2020-02-24,0,58.272911031795836,70.22933183561672,True,34,1.1515447077118868,140.45866367123114
34,2020-02-25,0,58.272911031795836,70.22933183561672,True,35,1.400576725650823,140.45866367123114
35,2020-02-26,0,58.272911031795836,70.22933183561672,True,36,1.7028058864759994,140.45866367123114
36,2020-02-27,0,58.272911031795836,70.22933183561672,True,37,2.0692823132715485,140.45866367123114
37,2020-02-28,0,58.272911031795836,70.22933183561672,True,38,2.513202907845089,140.45866367123114
38,2020-02-29,0,58.272911031795836,70.22933183561672,True,39,3.050258183511946,140.45866367123114
39,2020-03-01,0,58.272911031795836,70.22933183561672,True,40,3.699001287718268,140.45866367123114
40,2020-03-02,0,58.272911031795836,70.22933183561672,True,41,4.4812223056613805,140.45866367123114
41,2020-03-03,0,58.272911031795836,70.22933183561672,True,42,5.422299736184094,140.45866367123114
42,2020-03-04,0,58.272911031795836,70.22933183561672,True,43,6.5514858061008825,140.45866367123114
43,2020-03-05,0,58.272911031795836,70.22933183561672,True,44,7.902062644577698,140.45866367123114
44,2020-03-06,0,58.272911031795836,70.22933183561672,True,45,9.511282634528294,140.45866367123114
45,2020-03-07,0,58.272911031795836,70.22933183561672,True,46,11.41998030720739,140.45866367123114
46,2020-03-08,0,58.272911031795836,70.22933183561672,True,47,13.671719174760964,140.45866367123114
47,2020-03-09,1,58.272911031795836,70.22933183561672,True,48,16.311322611774735,140.45866367123114
48,2020-03-10,1,58.272911031795836,70.22933183561672,True,49,19.38264525656702,140.45866367123114
49,2020-03-11,11,58.272911031795836,70.22933183561672,True,50,22.925486225526043,140.45866367123114
50,2020-03-12,11,58.272911031795836,70.22933183561672,True,51,26.97164459790729,140.45866367123114
51,2020-03-13,37,58.272911031795836,70.22933183561672,True,52,31.540282515061193,140.45866367123114
52,2020-03-14,40,58.272911031795836,70.22933183561672,True,53,36.632987077426876,140.45866367123114
53,2020-03-15,50,58.272911031795836,70.22933183561672,True,54,42.229175729649675,140.45866367123114
54,2020-03-16,54,58.272911031795836,70.22933183561672,True,55,48.28270179041095,140.45866367123114
55,2020-03-17,56,58.272911031795836,70.22933183561672,True,56,54.72058984072912,140.45866367123114
