,Report_Date,Chad_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,74.15130155378563,8.128872759640572,True,1,0.00018988250335065727,14.978930229391237
1,2020-01-23,0,74.15130155378563,8.128872759640572,True,2,0.00022177561715127625,14.978930229391237
2,2020-01-24,0,74.15130155378563,8.128872759640572,True,3,0.0002590254883347726,14.978930229391237
3,2020-01-25,0,74.15130155378563,8.128872759640572,True,4,0.0003025318051114236,14.978930229391237
4,2020-01-26,0,74.15130155378563,8.128872759640572,True,5,0.00035334535050458507,14.978930229391237
5,2020-01-27,0,74.15130155378563,8.128872759640572,True,6,0.0004126933732902122,14.978930229391237
6,2020-01-28,0,74.15130155378563,8.128872759640572,True,7,0.000482009217572659,14.978930229391237
7,2020-01-29,0,74.15130155378563,8.128872759640572,True,8,0.0005629669252832548,14.978930229391237
8,2020-01-30,0,74.15130155378563,8.128872759640572,True,9,0.0006575216454939558,14.978930229391237
9,2020-01-31,0,74.15130155378563,8.128872759640572,True,10,0.0007679568239993862,14.978930229391237
10,2020-02-01,0,74.15130155378563,8.128872759640572,True,11,0.0008969393094397097,14.978930229391237
11,2020-02-02,0,74.15130155378563,8.128872759640572,True,12,0.0010475837021538844,14.978930229391237
12,2020-02-03,0,74.15130155378563,8.128872759640572,True,13,0.0012235274934285939,14.978930229391237
13,2020-02-04,0,74.15130155378563,8.128872759640572,True,14,0.001429018801019288,14.978930229391237
14,2020-02-05,0,74.15130155378563,8.128872759640572,True,15,0.0016690188077676425,14.978930229391237
15,2020-02-06,0,74.15130155378563,8.128872759640572,True,16,0.0019493213607722298,14.978930229391237
16,2020-02-07,0,74.15130155378563,8.128872759640572,True,17,0.0022766925969176337,14.978930229391237
17,2020-02-08,0,74.15130155378563,8.128872759640572,True,18,0.0026590339358978743,14.978930229391237
18,2020-02-09,0,74.15130155378563,8.128872759640572,True,19,0.003105572334850394,14.978930229391237
19,2020-02-10,0,74.15130155378563,8.128872759640572,True,20,0.003627082341594765,14.978930229391237
20,2020-02-11,0,74.15130155378563,8.128872759640572,True,21,0.004236145230262971,14.978930229391237
21,2020-02-12,0,74.15130155378563,8.128872759640572,True,22,0.004947451369795576,14.978930229391237
22,2020-02-13,0,74.15130155378563,8.128872759640572,True,23,0.005778152980491085,14.978930229391237
23,2020-02-14,0,74.15130155378563,8.128872759640572,True,24,0.0067482755969862475,14.978930229391237
24,2020-02-15,0,74.15130155378563,8.128872759640572,True,25,0.007881197900614421,14.978930229391237
25,2020-02-16,0,74.15130155378563,8.128872759640572,True,26,0.009204211135447919,14.978930229391237
