,ds,yhat,yhat_lower,yhat_upper,y,current_date,fastest_growth_day,growth_stabilized,current_day,cap
66,2020-03-28,2593.150514438146,-23216.204099148465,31575.581004839205,9762.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
67,2020-03-29,2686.599450483265,-28928.846894558013,31660.344229288672,10866.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
68,2020-03-30,1740.5113971363317,-26669.961021310217,31783.083005659617,11750.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
69,2020-03-31,1691.03044576498,-28514.13268099421,30181.93504704009,12595.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
70,2020-04-01,1832.0509799224033,-27488.064786308318,30614.525000935293,13614.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
71,2020-04-02,2156.920617751964,-27472.984408060518,29306.07776672912,14697.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
72,2020-04-03,2596.229995519665,-27592.18371475271,34426.72534160045,15723.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
73,2020-04-04,2956.9935270335095,-25570.744999854585,30494.83581648589,16627.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
74,2020-04-05,3059.070578474909,-24631.31996155026,34101.22360051583,17851.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
75,2020-04-06,2121.8139830666987,-28167.340437048515,32645.34780166911,18803.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
76,2020-04-07,2081.372562513442,-26203.76222450563,31399.01573044954,19580.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
77,2020-04-08,2231.6455388955137,-25143.820926631055,31215.63930297853,20549.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
78,2020-04-09,2565.985478329044,-26641.56711007349,32788.43577342315,21762.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
79,2020-04-10,3014.988076826277,-27614.792738005788,33228.94852884743,23097.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
80,2020-04-11,3385.6729220732946,-26623.15439142296,35367.018520524405,24413.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
81,2020-04-12,3497.904670685495,-26082.487988155663,35993.81945644028,25587.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
82,2020-04-13,2571.0415642285006,-25974.906360027286,30913.647199378964,26551.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
83,2020-04-14,2541.237956386814,-25702.544107403737,30857.035882072953,27419.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
84,2020-04-15,2702.398724217586,-27294.11930302085,34933.464971685884,28153.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
85,2020-04-16,3047.8822154402187,-27418.202642643668,34156.96836951446,29214.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
86,2020-04-17,3508.2900368425107,-26336.345288013934,31853.13448034085,30449.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
87,2020-04-18,3890.647818982382,-24751.96294511881,33163.84152531846,31589.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
88,2020-04-19,4014.8263959127567,-26251.658698794618,33390.457485282845,32655.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
89,2020-04-20,3100.1903240453585,-25106.851905361804,32453.10368482931,33405.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
90,2020-04-21,3082.9004121271787,-25732.96016172275,33003.302371394784,34134.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
91,2020-04-22,3256.868135347128,-26537.716920882023,32409.816900301215,34842.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
92,2020-04-23,3615.458585523908,-26557.4218821782,32085.122932213966,35729.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
93,2020-04-24,4089.280262540959,-24093.936380586165,36157.07829781607,36535.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
94,2020-04-25,4485.3658417779225,-26590.5727855301,33207.90646627173,37190.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
95,2020-04-26,4623.593357118921,-26145.737079357103,33428.598359159296,37845.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
96,2020-04-27,3723.3347228225093,-25951.49383704306,32469.652670573516,38245.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
97,2020-04-28,3720.75826645242,-27889.681628087677,32119.77716342914,38416.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
98,2020-04-29,3909.7831466087982,-25079.16349364515,33263.21720428516,38802.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
99,2020-04-30,4283.782305878644,-24736.99406353586,34342.95282583614,39316.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
100,2020-05-01,4773.3722656782065,-24301.23588859626,36574.485955556804,39791.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
101,2020-05-02,5185.59389698071,-24710.083373703488,34937.25688339136,40236.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
102,2020-05-03,5340.333606660996,-24953.190117311646,34610.03748141239,40571.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
103,2020-05-04,4456.971862748884,-27485.19564384006,33851.53997323715,40770.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
104,2020-05-05,4471.685730933225,-25384.89052564141,34519.836557313705,41087.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
105,2020-05-06,4678.403295327562,-25947.319206149907,35502.70136381937,41319.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
106,2020-05-07,5070.50661534672,-23632.949052347525,35271.65180751556,41774.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
107,2020-05-08,5578.621524072263,-25403.016673387046,36031.284459607676,42093.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
108,2020-05-09,6009.798402218945,-24710.4661901088,35519.40222524236,42382.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
109,2020-05-10,6183.933368431423,-21544.266640255755,34890.16885307911,42627.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
110,2020-05-11,5320.416808090241,-24329.728431449264,36764.59787697609,42788.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
111,2020-05-12,5355.435913496045,-24844.037886046775,35354.46518965101,42984.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
112,2020-05-13,5582.929108353269,-23794.30191134259,35313.212251183315,43211.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
113,2020-05-14,5996.289008410427,-23184.909328540045,35536.568073015376,43481.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
114,2020-05-15,6526.152223474059,-24860.159500014346,35611.75287860061,43681.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
115,2020-05-16,6979.580135535072,-21095.3690221336,36187.50481387581,43870.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
116,2020-05-17,7176.480092560283,-21585.803878613115,36089.45201812532,43995.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
117,2020-05-18,6336.253941260291,-24996.314915661136,36816.66318752292,44141.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
118,2020-05-19,6395.1005706172,-22327.43507094687,36859.4989117207,44249.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
119,2020-05-20,6646.970341823848,-22246.96020079272,39035.54364186868,44447.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
120,2020-05-21,7085.268051291715,-20992.681031178578,39221.737181550925,44700.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
121,2020-05-22,7640.642737093103,-21267.226896865122,38191.22746008143,44888.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
122,2020-05-23,8120.168461007023,-21006.05959905757,37891.6563854284,45064.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
123,2020-05-24,8343.765506248268,-21150.879634152618,36546.36295744962,45236.0,2020-12-20,323.36297167283465,True,334,758417.6314646127
