,Report_Date,China_guangdong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,1294,13.231273299923533,701.7506308818726,True,25,1332.372405738661,1403.5012547486795
25,2020-02-16,1316,13.231273299923533,701.7506308818726,True,26,1347.423337185819,1403.5012547486795
26,2020-02-17,1322,13.231273299923533,701.7506308818726,True,27,1359.3949058006035,1403.5012547486795
27,2020-02-18,1328,13.231273299923533,701.7506308818726,True,28,1368.8764465916631,1403.5012547486795
28,2020-02-19,1331,13.231273299923533,701.7506308818726,True,29,1376.3604354542142,1403.5012547486795
29,2020-02-20,1332,13.231273299923533,701.7506308818726,True,30,1382.251906560428,1403.5012547486795
30,2020-02-21,1333,13.231273299923533,701.7506308818726,True,31,1386.8799573555157,1403.5012547486795
31,2020-02-22,1339,13.231273299923533,701.7506308818726,True,32,1390.509505438246,1403.5012547486795
32,2020-02-23,1342,13.231273299923533,701.7506308818726,True,33,1393.3522791280668,1403.5012547486795
33,2020-02-24,1345,13.231273299923533,701.7506308818726,True,34,1395.5765601926637,1403.5012547486795
34,2020-02-25,1347,13.231273299923533,701.7506308818726,True,35,1397.3155253873251,1403.5012547486795
35,2020-02-26,1347,13.231273299923533,701.7506308818726,True,36,1398.6742187874145,1403.5012547486795
36,2020-02-27,1347,13.231273299923533,701.7506308818726,True,37,1399.7352803035715,1403.5012547486795
37,2020-02-28,1348,13.231273299923533,701.7506308818726,True,38,1400.5635933453398,1403.5012547486795
38,2020-02-29,1349,13.231273299923533,701.7506308818726,True,39,1401.210020359783,1403.5012547486795
39,2020-03-01,1349,13.231273299923533,701.7506308818726,True,40,1401.7143841124168,1403.5012547486795
40,2020-03-02,1350,13.231273299923533,701.7506308818726,True,41,1402.1078342683359,1403.5012547486795
41,2020-03-03,1350,13.231273299923533,701.7506308818726,True,42,1402.4147183244372,1403.5012547486795
42,2020-03-04,1350,13.231273299923533,701.7506308818726,True,43,1402.6540560471599,1403.5012547486795
43,2020-03-05,1351,13.231273299923533,701.7506308818726,True,44,1402.8406986246043,1403.5012547486795
44,2020-03-06,1352,13.231273299923533,701.7506308818726,True,45,1402.9862382441408,1403.5012547486795
45,2020-03-07,1352,13.231273299923533,701.7506308818726,True,46,1403.0997207950184,1403.5012547486795
46,2020-03-08,1352,13.231273299923533,701.7506308818726,True,47,1403.1882036803636,1403.5012547486795
47,2020-03-09,1352,13.231273299923533,701.7506308818726,True,48,1403.2571920191676,1403.5012547486795
48,2020-03-10,1353,13.231273299923533,701.7506308818726,True,49,1403.3109795190976,1403.5012547486795
49,2020-03-11,1356,13.231273299923533,701.7506308818726,True,50,1403.3529147130125,1403.5012547486795
50,2020-03-12,1356,13.231273299923533,701.7506308818726,True,51,1403.3856088158245,1403.5012547486795
51,2020-03-13,1356,13.231273299923533,701.7506308818726,True,52,1403.4110979511124,1403.5012547486795
52,2020-03-14,1356,13.231273299923533,701.7506308818726,True,53,1403.4309697330361,1403.5012547486795
53,2020-03-15,1360,13.231273299923533,701.7506308818726,True,54,1403.4464620162905,1403.5012547486795
54,2020-03-16,1361,13.231273299923533,701.7506308818726,True,55,1403.458539921957,1403.5012547486795
55,2020-03-17,1364,13.231273299923533,701.7506308818726,True,56,1403.467955911279,1403.5012547486795
56,2020-03-18,1370,13.231273299923533,701.7506308818726,True,57,1403.4752966339242,1403.5012547486795
57,2020-03-19,1378,13.231273299923533,701.7506308818726,True,58,1403.481019459781,1403.5012547486795
58,2020-03-20,1395,13.231273299923533,701.7506308818726,True,59,1403.4854809644828,1403.5012547486795
59,2020-03-21,1400,13.231273299923533,701.7506308818726,True,60,1403.4889591399274,1403.5012547486795
60,2020-03-22,1413,13.231273299923533,701.7506308818726,True,61,1403.491670711504,1403.5012547486795
61,2020-03-23,1415,13.231273299923533,701.7506308818726,True,62,1403.4937846397363,1403.5012547486795
62,2020-03-24,1428,13.231273299923533,701.7506308818726,True,63,1403.4954326468269,1403.5012547486795
63,2020-03-25,1433,13.231273299923533,701.7506308818726,True,64,1403.4967174235396,1403.5012547486795
64,2020-03-26,1448,13.231273299923533,701.7506308818726,True,65,1403.497719027508,1403.5012547486795
65,2020-03-27,1456,13.231273299923533,701.7506308818726,True,66,1403.4984998714783,1403.5012547486795
66,2020-03-28,1467,13.231273299923533,701.7506308818726,True,67,1403.4991086122127,1403.5012547486795
67,2020-03-29,1475,13.231273299923533,701.7506308818726,True,68,1403.4995831823123,1403.5012547486795
68,2020-03-30,1484,13.231273299923533,701.7506308818726,True,69,1403.4999531538429,1403.5012547486795
69,2020-03-31,1494,13.231273299923533,701.7506308818726,True,70,1403.5002415810222,1403.5012547486795
70,2020-04-01,1501,13.231273299923533,701.7506308818726,True,71,1403.5004664367807,1403.5012547486795
71,2020-04-02,1507,13.231273299923533,701.7506308818726,True,72,1403.5006417327018,1403.5012547486795
72,2020-04-03,1514,13.231273299923533,701.7506308818726,True,73,1403.5007783921242,1403.5012547486795
73,2020-04-04,1516,13.231273299923533,701.7506308818726,True,74,1403.500884930808,1403.5012547486795
74,2020-04-05,1524,13.231273299923533,701.7506308818726,True,75,1403.5009679875825,1403.5012547486795
75,2020-04-06,1532,13.231273299923533,701.7506308818726,True,76,1403.5010327380305,1403.5012547486795
76,2020-04-07,1533,13.231273299923533,701.7506308818726,True,77,1403.5010832170008,1403.5012547486795
77,2020-04-08,1536,13.231273299923533,701.7506308818726,True,78,1403.501122570032,1403.5012547486795
78,2020-04-09,1539,13.231273299923533,701.7506308818726,True,79,1403.5011532493627,1403.5012547486795
79,2020-04-10,1544,13.231273299923533,701.7506308818726,True,80,1403.501177166741,1403.5012547486795
