,Report_Date,China_guangdong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,26,13.231273299923533,701.7506308818726,True,1,63.742705588950265,1403.5012547486795
1,2020-01-23,32,13.231273299923533,701.7506308818726,True,2,80.72756126305562,1403.5012547486795
2,2020-01-24,53,13.231273299923533,701.7506308818726,True,3,101.89399125838946,1403.5012547486795
3,2020-01-25,78,13.231273299923533,701.7506308818726,True,4,128.07283627078994,1403.5012547486795
4,2020-01-26,111,13.231273299923533,701.7506308818726,True,5,160.15005197291282,1403.5012547486795
5,2020-01-27,151,13.231273299923533,701.7506308818726,True,6,199.00777563888008,1403.5012547486795
6,2020-01-28,207,13.231273299923533,701.7506308818726,True,7,245.432589872093,1403.5012547486795
7,2020-01-29,277,13.231273299923533,701.7506308818726,True,8,299.99012806159374,1403.5012547486795
8,2020-01-30,354,13.231273299923533,701.7506308818726,True,9,362.87518846061926,1403.5012547486795
9,2020-01-31,436,13.231273299923533,701.7506308818726,True,10,433.7608785555617,1403.5012547486795
10,2020-02-01,535,13.231273299923533,701.7506308818726,True,11,511.6849452863352,1403.5012547486795
11,2020-02-02,632,13.231273299923533,701.7506308818726,True,12,595.01838032832,1403.5012547486795
12,2020-02-03,725,13.231273299923533,701.7506308818726,True,13,681.5516447689845,1403.5012547486795
13,2020-02-04,813,13.231273299923533,701.7506308818726,True,14,768.7040887015976,1403.5012547486795
14,2020-02-05,895,13.231273299923533,701.7506308818726,True,15,853.820880120707,1403.5012547486795
15,2020-02-06,970,13.231273299923533,701.7506308818726,True,16,934.488183649824,1403.5012547486795
16,2020-02-07,1034,13.231273299923533,701.7506308818726,True,17,1008.7899593001787,1403.5012547486795
17,2020-02-08,1095,13.231273299923533,701.7506308818726,True,18,1075.4528964725696,1403.5012547486795
18,2020-02-09,1131,13.231273299923533,701.7506308818726,True,19,1133.8663996460302,1403.5012547486795
19,2020-02-10,1159,13.231273299923533,701.7506308818726,True,20,1184.0014874390847,1403.5012547486795
20,2020-02-11,1177,13.231273299923533,701.7506308818726,True,21,1226.2716839459756,1403.5012547486795
21,2020-02-12,1219,13.231273299923533,701.7506308818726,True,22,1261.3788053441288,1403.5012547486795
22,2020-02-13,1241,13.231273299923533,701.7506308818726,True,23,1290.174302517247,1403.5012547486795
23,2020-02-14,1261,13.231273299923533,701.7506308818726,True,24,1313.5515758403762,1403.5012547486795
