,Report_Date,Maldives_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,53.38583501479763,9.040058705680208,True,1,0.00033000503428833614,18.071307389916647
1,2020-01-23,0,53.38583501479763,9.040058705680208,True,2,0.00040642074582385277,18.071307389916647
2,2020-01-24,0,53.38583501479763,9.040058705680208,True,3,0.0005005307307876712,18.071307389916647
3,2020-01-25,0,53.38583501479763,9.040058705680208,True,4,0.0006164318949421198,18.071307389916647
4,2020-01-26,0,53.38583501479763,9.040058705680208,True,5,0.0007591696047195948,18.071307389916647
5,2020-01-27,0,53.38583501479763,9.040058705680208,True,6,0.0009349571945288444,18.071307389916647
6,2020-01-28,0,53.38583501479763,9.040058705680208,True,7,0.0011514462408829021,18.071307389916647
7,2020-01-29,0,53.38583501479763,9.040058705680208,True,8,0.001418059326459558,18.071307389916647
8,2020-01-30,0,53.38583501479763,9.040058705680208,True,9,0.0017463997149841522,18.071307389916647
9,2020-01-31,0,53.38583501479763,9.040058705680208,True,10,0.0021507556716011096,18.071307389916647
10,2020-02-01,0,53.38583501479763,9.040058705680208,True,11,0.0026487212313241596,18.071307389916647
11,2020-02-02,0,53.38583501479763,9.040058705680208,True,12,0.003261960208049834,18.071307389916647
12,2020-02-03,0,53.38583501479763,9.040058705680208,True,13,0.004017146351664936,18.071307389916647
13,2020-02-04,0,53.38583501479763,9.040058705680208,True,14,0.004947120045899269,18.071307389916647
14,2020-02-05,0,53.38583501479763,9.040058705680208,True,15,0.0060923110883805845,18.071307389916647
15,2020-02-06,0,53.38583501479763,9.040058705680208,True,16,0.007502488256301457,18.071307389916647
16,2020-02-07,0,53.38583501479763,9.040058705680208,True,17,0.00923890994825463,18.071307389916647
17,2020-02-08,0,53.38583501479763,9.040058705680208,True,18,0.011376966684915658,18.071307389916647
18,2020-02-09,0,53.38583501479763,9.040058705680208,True,19,0.014009426197496936,18.071307389916647
19,2020-02-10,0,53.38583501479763,9.040058705680208,True,20,0.01725041584673993,18.071307389916647
20,2020-02-11,0,53.38583501479763,9.040058705680208,True,21,0.021240305857746746,18.071307389916647
21,2020-02-12,0,53.38583501479763,9.040058705680208,True,22,0.02615169099972611,18.071307389916647
22,2020-02-13,0,53.38583501479763,9.040058705680208,True,23,0.03219670850119827,18.071307389916647
23,2020-02-14,0,53.38583501479763,9.040058705680208,True,24,0.0396359766138261,18.071307389916647
24,2020-02-15,0,53.38583501479763,9.040058705680208,True,25,0.0487894913993079,18.071307389916647
25,2020-02-16,0,53.38583501479763,9.040058705680208,True,26,0.060049878417257535,18.071307389916647
26,2020-02-17,0,53.38583501479763,9.040058705680208,True,27,0.07389845928870749,18.071307389916647
27,2020-02-18,0,53.38583501479763,9.040058705680208,True,28,0.09092465697124766,18.071307389916647
28,2020-02-19,0,53.38583501479763,9.040058705680208,True,29,0.11184932141986409,18.071307389916647
29,2020-02-20,0,53.38583501479763,9.040058705680208,True,30,0.13755259800786235,18.071307389916647
30,2020-02-21,0,53.38583501479763,9.040058705680208,True,31,0.16910696679122472,18.071307389916647
31,2020-02-22,0,53.38583501479763,9.040058705680208,True,32,0.2078160238036974,18.071307389916647
32,2020-02-23,0,53.38583501479763,9.040058705680208,True,33,0.25525941475761627,18.071307389916647
33,2020-02-24,0,53.38583501479763,9.040058705680208,True,34,0.3133440069979911,18.071307389916647
34,2020-02-25,0,53.38583501479763,9.040058705680208,True,35,0.38436081385466814,18.071307389916647
35,2020-02-26,0,53.38583501479763,9.040058705680208,True,36,0.47104625526399085,18.071307389916647
36,2020-02-27,0,53.38583501479763,9.040058705680208,True,37,0.5766449097353283,18.071307389916647
37,2020-02-28,0,53.38583501479763,9.040058705680208,True,38,0.7049688251185977,18.071307389916647
38,2020-02-29,0,53.38583501479763,9.040058705680208,True,39,0.8604455543034047,18.071307389916647
39,2020-03-01,0,53.38583501479763,9.040058705680208,True,40,1.0481432739214842,18.071307389916647
40,2020-03-02,0,53.38583501479763,9.040058705680208,True,41,1.2737567020123377,18.071307389916647
41,2020-03-03,0,53.38583501479763,9.040058705680208,True,42,1.5435324595266684,18.071307389916647
42,2020-03-04,0,53.38583501479763,9.040058705680208,True,43,1.8641079882444465,18.071307389916647
43,2020-03-05,0,53.38583501479763,9.040058705680208,True,44,2.2422359281467643,18.071307389916647
44,2020-03-06,0,53.38583501479763,9.040058705680208,True,45,2.684368726158975,18.071307389916647
45,2020-03-07,0,53.38583501479763,9.040058705680208,True,46,3.196089739882065,18.071307389916647
46,2020-03-08,4,53.38583501479763,9.040058705680208,True,47,3.7814006775915274,18.071307389916647
47,2020-03-09,4,53.38583501479763,9.040058705680208,True,48,4.441912392566659,18.071307389916647
48,2020-03-10,6,53.38583501479763,9.040058705680208,True,49,5.176033609475171,18.071307389916647
49,2020-03-11,8,53.38583501479763,9.040058705680208,True,50,5.978299475929026,18.071307389916647
50,2020-03-12,8,53.38583501479763,9.040058705680208,True,51,6.839010484972328,18.071307389916647
51,2020-03-13,9,53.38583501479763,9.040058705680208,True,52,7.7443406718785655,18.071307389916647
52,2020-03-14,10,53.38583501479763,9.040058705680208,True,53,8.677007584907974,18.071307389916647
53,2020-03-15,13,53.38583501479763,9.040058705680208,True,54,9.6174805089342,18.071307389916647
54,2020-03-16,13,53.38583501479763,9.040058705680208,True,55,10.54556855791623,18.071307389916647
55,2020-03-17,13,53.38583501479763,9.040058705680208,True,56,11.442124505025747,18.071307389916647
56,2020-03-18,13,53.38583501479763,9.040058705680208,True,57,12.290566503911853,18.071307389916647
57,2020-03-19,13,53.38583501479763,9.040058705680208,True,58,13.077972601521138,18.071307389916647
58,2020-03-20,13,53.38583501479763,9.040058705680208,True,59,13.795619724577659,18.071307389916647
59,2020-03-21,13,53.38583501479763,9.040058705680208,True,60,14.438973269806832,18.071307389916647
60,2020-03-22,13,53.38583501479763,9.040058705680208,True,61,15.00723992174674,18.071307389916647
61,2020-03-23,13,53.38583501479763,9.040058705680208,True,62,15.502649792948542,18.071307389916647
62,2020-03-24,13,53.38583501479763,9.040058705680208,True,63,15.929634683699494,18.071307389916647
63,2020-03-25,13,53.38583501479763,9.040058705680208,True,64,16.29403442642999,18.071307389916647
64,2020-03-26,13,53.38583501479763,9.040058705680208,True,65,16.60241453708156,18.071307389916647
65,2020-03-27,16,53.38583501479763,9.040058705680208,True,66,16.86153256947972,18.071307389916647
66,2020-03-28,16,53.38583501479763,9.040058705680208,True,67,17.07795643333013,18.071307389916647
67,2020-03-29,17,53.38583501479763,9.040058705680208,True,68,17.257817361485372,18.071307389916647
68,2020-03-30,17,53.38583501479763,9.040058705680208,True,69,17.406671019382145,18.071307389916647
69,2020-03-31,18,53.38583501479763,9.040058705680208,True,70,17.52943883177643,18.071307389916647
70,2020-04-01,19,53.38583501479763,9.040058705680208,True,71,17.63040454900362,18.071307389916647
71,2020-04-02,19,53.38583501479763,9.040058705680208,True,72,17.71324585425944,18.071307389916647
72,2020-04-03,19,53.38583501479763,9.040058705680208,True,73,17.781085847367745,18.071307389916647
73,2020-04-04,19,53.38583501479763,9.040058705680208,True,74,17.83655371259814,18.071307389916647
74,2020-04-05,19,53.38583501479763,9.040058705680208,True,75,17.881847477369686,18.071307389916647
75,2020-04-06,19,53.38583501479763,9.040058705680208,True,76,17.918794472519227,18.071307389916647
76,2020-04-07,19,53.38583501479763,9.040058705680208,True,77,17.94890702753059,18.071307389916647
77,2020-04-08,19,53.38583501479763,9.040058705680208,True,78,17.97343223545087,18.071307389916647
78,2020-04-09,19,53.38583501479763,9.040058705680208,True,79,17.993395459275646,18.071307389916647
79,2020-04-10,19,53.38583501479763,9.040058705680208,True,80,18.00963775809284,18.071307389916647
