,Report_Date,Canada_ontario_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,85.3072666130347,9565.727613262168,False,1,0.21895491054052216,19131.45522652433
1,2020-01-23,0,85.3072666130347,9565.727613262168,False,2,0.2505910901986704,19131.45522652433
2,2020-01-24,0,85.3072666130347,9565.727613262168,False,3,0.2867982240184962,19131.45522652433
3,2020-01-25,0,85.3072666130347,9565.727613262168,False,4,0.328236725187196,19131.45522652433
4,2020-01-26,1,85.3072666130347,9565.727613262168,False,5,0.37566241706040165,19131.45522652433
5,2020-01-27,1,85.3072666130347,9565.727613262168,False,6,0.42994031507055996,19131.45522652433
6,2020-01-28,1,85.3072666130347,9565.727613262168,False,7,0.4920603987872972,19131.45522652433
7,2020-01-29,1,85.3072666130347,9565.727613262168,False,8,0.5631556613184098,19131.45522652433
8,2020-01-30,1,85.3072666130347,9565.727613262168,False,9,0.644522764622184,19131.45522652433
9,2020-01-31,3,85.3072666130347,9565.727613262168,False,10,0.7376456766278886,19131.45522652433
10,2020-02-01,3,85.3072666130347,9565.727613262168,False,11,0.8442227201794831,19131.45522652433
11,2020-02-02,3,85.3072666130347,9565.727613262168,False,12,0.9661975256949356,19131.45522652433
12,2020-02-03,3,85.3072666130347,9565.727613262168,False,13,1.1057944501724963,19131.45522652433
13,2020-02-04,3,85.3072666130347,9565.727613262168,False,14,1.2655591060317932,19131.45522652433
14,2020-02-05,3,85.3072666130347,9565.727613262168,False,15,1.4484047356815133,19131.45522652433
15,2020-02-06,3,85.3072666130347,9565.727613262168,False,16,1.6576652732833257,19131.45522652433
16,2020-02-07,3,85.3072666130347,9565.727613262168,False,17,1.897156055782146,19131.45522652433
17,2020-02-08,3,85.3072666130347,9565.727613262168,False,18,2.171243282994612,19131.45522652433
18,2020-02-09,3,85.3072666130347,9565.727613262168,False,19,2.484923483770535,19131.45522652433
19,2020-02-10,3,85.3072666130347,9565.727613262168,False,20,2.843914424660721,19131.45522652433
20,2020-02-11,3,85.3072666130347,9565.727613262168,False,21,3.2547591021848357,19131.45522652433
21,2020-02-12,3,85.3072666130347,9565.727613262168,False,22,3.724944693131325,19131.45522652433
22,2020-02-13,3,85.3072666130347,9565.727613262168,False,23,4.263038603205614,19131.45522652433
23,2020-02-14,3,85.3072666130347,9565.727613262168,False,24,4.878844057114647,19131.45522652433
24,2020-02-15,3,85.3072666130347,9565.727613262168,False,25,5.58357801769332,19131.45522652433
25,2020-02-16,3,85.3072666130347,9565.727613262168,False,26,6.390074613356321,19131.45522652433
26,2020-02-17,3,85.3072666130347,9565.727613262168,False,27,7.313017698004713,19131.45522652433
27,2020-02-18,3,85.3072666130347,9565.727613262168,False,28,8.369206672158727,19131.45522652433
28,2020-02-19,3,85.3072666130347,9565.727613262168,False,29,9.577860265788857,19131.45522652433
29,2020-02-20,3,85.3072666130347,9565.727613262168,False,30,10.96096362996771,19131.45522652433
30,2020-02-21,3,85.3072666130347,9565.727613262168,False,31,12.54366481454617,19131.45522652433
31,2020-02-22,3,85.3072666130347,9565.727613262168,False,32,14.354727531561325,19131.45522652433
32,2020-02-23,3,85.3072666130347,9565.727613262168,False,33,16.427048028368958,19131.45522652433
33,2020-02-24,4,85.3072666130347,9565.727613262168,False,34,18.798244930061994,19131.45522652433
34,2020-02-25,4,85.3072666130347,9565.727613262168,False,35,21.511332066887586,19131.45522652433
35,2020-02-26,4,85.3072666130347,9565.727613262168,False,36,24.61548558771371,19131.45522652433
36,2020-02-27,6,85.3072666130347,9565.727613262168,False,37,28.16691808232634,19131.45522652433
37,2020-02-28,6,85.3072666130347,9565.727613262168,False,38,32.22987399828345,19131.45522652433
38,2020-02-29,11,85.3072666130347,9565.727613262168,False,39,36.877762343328904,19131.45522652433
39,2020-03-01,15,85.3072666130347,9565.727613262168,False,40,42.194444507563496,19131.45522652433
40,2020-03-02,18,85.3072666130347,9565.727613262168,False,41,48.27569700834563,19131.45522652433
41,2020-03-03,20,85.3072666130347,9565.727613262168,False,42,55.23087103177668,19131.45522652433
42,2020-03-04,20,85.3072666130347,9565.727613262168,False,43,63.18477277884942,19131.45522652433
43,2020-03-05,22,85.3072666130347,9565.727613262168,False,44,72.27979076238051,19131.45522652433
44,2020-03-06,25,85.3072666130347,9565.727613262168,False,45,82.67829825548458,19131.45522652433
45,2020-03-07,28,85.3072666130347,9565.727613262168,False,46,94.56536093970462,19131.45522652433
46,2020-03-08,29,85.3072666130347,9565.727613262168,False,47,108.15178126930647,19131.45522652433
47,2020-03-09,34,85.3072666130347,9565.727613262168,False,48,123.67751192415285,19131.45522652433
48,2020-03-10,36,85.3072666130347,9565.727613262168,False,49,141.41547065457175,19131.45522652433
49,2020-03-11,41,85.3072666130347,9565.727613262168,False,50,161.6757874156611,19131.45522652433
50,2020-03-12,42,85.3072666130347,9565.727613262168,False,51,184.81051140949188,19131.45522652433
