,Report_Date,Rwanda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,405.94936949763087,498223.2689959418,False,1,10.251003069377248,996446.5379918833
1,2020-01-23,0,405.94936949763087,498223.2689959418,False,2,10.545885260585342,996446.5379918833
2,2020-01-24,0,405.94936949763087,498223.2689959418,False,3,10.849249993387373,996446.5379918833
3,2020-01-25,0,405.94936949763087,498223.2689959418,False,4,11.161341270047986,996446.5379918833
4,2020-01-26,0,405.94936949763087,498223.2689959418,False,5,11.48241011129865,996446.5379918833
5,2020-01-27,0,405.94936949763087,498223.2689959418,False,6,11.812714758198084,996446.5379918833
6,2020-01-28,0,405.94936949763087,498223.2689959418,False,7,12.15252087979736,996446.5379918833
7,2020-01-29,0,405.94936949763087,498223.2689959418,False,8,12.502101786776581,996446.5379918833
8,2020-01-30,0,405.94936949763087,498223.2689959418,False,9,12.861738651224764,996446.5379918833
9,2020-01-31,0,405.94936949763087,498223.2689959418,False,10,13.231720732739506,996446.5379918833
10,2020-02-01,0,405.94936949763087,498223.2689959418,False,11,13.612345611028084,996446.5379918833
11,2020-02-02,0,405.94936949763087,498223.2689959418,False,12,14.003919425196912,996446.5379918833
12,2020-02-03,0,405.94936949763087,498223.2689959418,False,13,14.406757119921483,996446.5379918833
13,2020-02-04,0,405.94936949763087,498223.2689959418,False,14,14.821182698694642,996446.5379918833
14,2020-02-05,0,405.94936949763087,498223.2689959418,False,15,15.247529484356615,996446.5379918833
15,2020-02-06,0,405.94936949763087,498223.2689959418,False,16,15.686140387116012,996446.5379918833
16,2020-02-07,0,405.94936949763087,498223.2689959418,False,17,16.13736818027715,996446.5379918833
17,2020-02-08,0,405.94936949763087,498223.2689959418,False,18,16.601575783895143,996446.5379918833
18,2020-02-09,0,405.94936949763087,498223.2689959418,False,19,17.079136556586562,996446.5379918833
19,2020-02-10,0,405.94936949763087,498223.2689959418,False,20,17.57043459573006,996446.5379918833
20,2020-02-11,0,405.94936949763087,498223.2689959418,False,21,18.075865046298027,996446.5379918833
21,2020-02-12,0,405.94936949763087,498223.2689959418,False,22,18.59583441856732,996446.5379918833
22,2020-02-13,0,405.94936949763087,498223.2689959418,False,23,19.13076091496417,996446.5379918833
23,2020-02-14,0,405.94936949763087,498223.2689959418,False,24,19.681074766305684,996446.5379918833
24,2020-02-15,0,405.94936949763087,498223.2689959418,False,25,20.24721857770806,996446.5379918833
25,2020-02-16,0,405.94936949763087,498223.2689959418,False,26,20.829647684439074,996446.5379918833
26,2020-02-17,0,405.94936949763087,498223.2689959418,False,27,21.428830518000673,996446.5379918833
27,2020-02-18,0,405.94936949763087,498223.2689959418,False,28,22.045248982735494,996446.5379918833
28,2020-02-19,0,405.94936949763087,498223.2689959418,False,29,22.679398843259712,996446.5379918833
29,2020-02-20,0,405.94936949763087,498223.2689959418,False,30,23.331790123033134,996446.5379918833
30,2020-02-21,0,405.94936949763087,498223.2689959418,False,31,24.002947514386545,996446.5379918833
31,2020-02-22,0,405.94936949763087,498223.2689959418,False,32,24.693410800335382,996446.5379918833
32,2020-02-23,0,405.94936949763087,498223.2689959418,False,33,25.403735288518234,996446.5379918833
33,2020-02-24,0,405.94936949763087,498223.2689959418,False,34,26.134492257608528,996446.5379918833
34,2020-02-25,0,405.94936949763087,498223.2689959418,False,35,26.886269416557482,996446.5379918833
35,2020-02-26,0,405.94936949763087,498223.2689959418,False,36,27.65967137703699,996446.5379918833
36,2020-02-27,0,405.94936949763087,498223.2689959418,False,37,28.45532013946144,996446.5379918833
37,2020-02-28,0,405.94936949763087,498223.2689959418,False,38,29.273855592978375,996446.5379918833
38,2020-02-29,0,405.94936949763087,498223.2689959418,False,39,30.11593602982918,996446.5379918833
39,2020-03-01,0,405.94936949763087,498223.2689959418,False,40,30.982238674492415,996446.5379918833
40,2020-03-02,0,405.94936949763087,498223.2689959418,False,41,31.87346022803417,996446.5379918833
41,2020-03-03,0,405.94936949763087,498223.2689959418,False,42,32.790317428102085,996446.5379918833
42,2020-03-04,0,405.94936949763087,498223.2689959418,False,43,33.73354762501225,996446.5379918833
43,2020-03-05,0,405.94936949763087,498223.2689959418,False,44,34.703909374390676,996446.5379918833
44,2020-03-06,0,405.94936949763087,498223.2689959418,False,45,35.70218304684501,996446.5379918833
45,2020-03-07,0,405.94936949763087,498223.2689959418,False,46,36.72917145515485,996446.5379918833
46,2020-03-08,0,405.94936949763087,498223.2689959418,False,47,37.78570049948381,996446.5379918833
47,2020-03-09,0,405.94936949763087,498223.2689959418,False,48,38.872619831130436,996446.5379918833
48,2020-03-10,0,405.94936949763087,498223.2689959418,False,49,39.99080353535006,996446.5379918833
49,2020-03-11,0,405.94936949763087,498223.2689959418,False,50,41.14115083379472,996446.5379918833
50,2020-03-12,0,405.94936949763087,498223.2689959418,False,51,42.3245868071344,996446.5379918833
51,2020-03-13,0,405.94936949763087,498223.2689959418,False,52,43.542063138438195,996446.5379918833
52,2020-03-14,1,405.94936949763087,498223.2689959418,False,53,44.79455887791143,996446.5379918833
53,2020-03-15,1,405.94936949763087,498223.2689959418,False,54,46.08308122960113,996446.5379918833
54,2020-03-16,5,405.94936949763087,498223.2689959418,False,55,47.40866636070009,996446.5379918833
55,2020-03-17,7,405.94936949763087,498223.2689959418,False,56,48.772380234097795,996446.5379918833
56,2020-03-18,8,405.94936949763087,498223.2689959418,False,57,50.17531946484494,996446.5379918833
57,2020-03-19,8,405.94936949763087,498223.2689959418,False,58,51.61861220121724,996446.5379918833
58,2020-03-20,17,405.94936949763087,498223.2689959418,False,59,53.103419031084066,996446.5379918833
59,2020-03-21,17,405.94936949763087,498223.2689959418,False,60,54.630933914307505,996446.5379918833
60,2020-03-22,19,405.94936949763087,498223.2689959418,False,61,56.20238514191801,996446.5379918833
61,2020-03-23,36,405.94936949763087,498223.2689959418,False,62,57.81903632283446,996446.5379918833
62,2020-03-24,40,405.94936949763087,498223.2689959418,False,63,59.48218739891796,996446.5379918833
63,2020-03-25,41,405.94936949763087,498223.2689959418,False,64,61.19317568917184,996446.5379918833
64,2020-03-26,50,405.94936949763087,498223.2689959418,False,65,62.95337696392277,996446.5379918833
65,2020-03-27,54,405.94936949763087,498223.2689959418,False,66,64.76420654984247,996446.5379918833
66,2020-03-28,60,405.94936949763087,498223.2689959418,False,67,66.6271204666934,996446.5379918833
67,2020-03-29,70,405.94936949763087,498223.2689959418,False,68,68.54361659670757,996446.5379918833
68,2020-03-30,70,405.94936949763087,498223.2689959418,False,69,70.51523588753324,996446.5379918833
69,2020-03-31,75,405.94936949763087,498223.2689959418,False,70,72.54356358971083,996446.5379918833
70,2020-04-01,82,405.94936949763087,498223.2689959418,False,71,74.630230529667,996446.5379918833
71,2020-04-02,84,405.94936949763087,498223.2689959418,False,72,76.77691441924424,996446.5379918833
72,2020-04-03,89,405.94936949763087,498223.2689959418,False,73,78.9853412028117,996446.5379918833
73,2020-04-04,102,405.94936949763087,498223.2689959418,False,74,81.25728644303328,996446.5379918833
74,2020-04-05,104,405.94936949763087,498223.2689959418,False,75,83.59457674639962,996446.5379918833
75,2020-04-06,105,405.94936949763087,498223.2689959418,False,76,85.9990912296619,996446.5379918833
76,2020-04-07,105,405.94936949763087,498223.2689959418,False,77,88.47276302833767,996446.5379918833
77,2020-04-08,110,405.94936949763087,498223.2689959418,False,78,91.01758084849322,996446.5379918833
78,2020-04-09,110,405.94936949763087,498223.2689959418,False,79,93.63559056303953,996446.5379918833
79,2020-04-10,118,405.94936949763087,498223.2689959418,False,80,96.32889685381555,996446.5379918833
80,2020-04-11,120,405.94936949763087,498223.2689959418,False,81,99.09966490076823,996446.5379918833
81,2020-04-12,126,405.94936949763087,498223.2689959418,False,82,101.95012211957562,996446.5379918833
82,2020-04-13,127,405.94936949763087,498223.2689959418,False,83,104.88255994909821,996446.5379918833
83,2020-04-14,134,405.94936949763087,498223.2689959418,False,84,107.89933569008267,996446.5379918833
84,2020-04-15,136,405.94936949763087,498223.2689959418,False,85,111.00287439658236,996446.5379918833
85,2020-04-16,138,405.94936949763087,498223.2689959418,False,86,114.19567082160123,996446.5379918833
86,2020-04-17,143,405.94936949763087,498223.2689959418,False,87,117.48029141850986,996446.5379918833
87,2020-04-18,144,405.94936949763087,498223.2689959418,False,88,120.85937639982653,996446.5379918833
88,2020-04-19,147,405.94936949763087,498223.2689959418,False,89,124.33564185500119,996446.5379918833
89,2020-04-20,147,405.94936949763087,498223.2689959418,False,90,127.91188192888704,996446.5379918833
90,2020-04-21,150,405.94936949763087,498223.2689959418,False,91,131.5909710626318,996446.5379918833
91,2020-04-22,153,405.94936949763087,498223.2689959418,False,92,135.37586629876964,996446.5379918833
92,2020-04-23,154,405.94936949763087,498223.2689959418,False,93,139.2696096523453,996446.5379918833
93,2020-04-24,176,405.94936949763087,498223.2689959418,False,94,143.27533054995453,996446.5379918833
94,2020-04-25,183,405.94936949763087,498223.2689959418,False,95,147.39624833863618,996446.5379918833
95,2020-04-26,191,405.94936949763087,498223.2689959418,False,96,151.6356748666083,996446.5379918833
96,2020-04-27,207,405.94936949763087,498223.2689959418,False,97,155.99701713789548,996446.5379918833
97,2020-04-28,212,405.94936949763087,498223.2689959418,False,98,160.48378004295245,996446.5379918833
98,2020-04-29,225,405.94936949763087,498223.2689959418,False,99,165.09956916744918,996446.5379918833
99,2020-04-30,243,405.94936949763087,498223.2689959418,False,100,169.84809368144275,996446.5379918833
100,2020-05-01,249,405.94936949763087,498223.2689959418,False,101,174.73316931122508,996446.5379918833
101,2020-05-02,255,405.94936949763087,498223.2689959418,False,102,179.7587213961981,996446.5379918833
102,2020-05-03,259,405.94936949763087,498223.2689959418,False,103,184.92878803319726,996446.5379918833
103,2020-05-04,261,405.94936949763087,498223.2689959418,False,104,190.24752331074902,996446.5379918833
104,2020-05-05,261,405.94936949763087,498223.2689959418,False,105,195.7192006358198,996446.5379918833
105,2020-05-06,268,405.94936949763087,498223.2689959418,False,106,201.3482161556852,996446.5379918833
106,2020-05-07,271,405.94936949763087,498223.2689959418,False,107,207.1390922776223,996446.5379918833
107,2020-05-08,273,405.94936949763087,498223.2689959418,False,108,213.09648128920293,996446.5379918833
108,2020-05-09,280,405.94936949763087,498223.2689959418,False,109,219.22516908204378,996446.5379918833
109,2020-05-10,284,405.94936949763087,498223.2689959418,False,110,225.53007898195114,996446.5379918833
110,2020-05-11,285,405.94936949763087,498223.2689959418,False,111,232.01627568847644,996446.5379918833
111,2020-05-12,286,405.94936949763087,498223.2689959418,False,112,238.68896932698652,996446.5379918833
112,2020-05-13,287,405.94936949763087,498223.2689959418,False,113,245.55351961643748,996446.5379918833
