,Report_Date,Cote d'Ivoire_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,83.07970764437674,575.813165892111,False,23,0.27888121825969936,1151.6263317842224
23,2020-02-14,0,83.07970764437674,575.813165892111,False,24,0.32032202618798195,1151.6263317842224
24,2020-02-15,0,83.07970764437674,575.813165892111,False,25,0.36791883052113156,1151.6263317842224
25,2020-02-16,0,83.07970764437674,575.813165892111,False,26,0.42258547103410304,1151.6263317842224
26,2020-02-17,0,83.07970764437674,575.813165892111,False,27,0.4853712438349271,1151.6263317842224
27,2020-02-18,0,83.07970764437674,575.813165892111,False,28,0.5574809157307677,1151.6263317842224
28,2020-02-19,0,83.07970764437674,575.813165892111,False,29,0.6402976753787623,1151.6263317842224
29,2020-02-20,0,83.07970764437674,575.813165892111,False,30,0.73540944561086,1151.6263317842224
30,2020-02-21,0,83.07970764437674,575.813165892111,False,31,0.8446390405506886,1151.6263317842224
31,2020-02-22,0,83.07970764437674,575.813165892111,False,32,0.9700787179541314,1151.6263317842224
32,2020-02-23,0,83.07970764437674,575.813165892111,False,33,1.1141297523477267,1151.6263317842224
33,2020-02-24,0,83.07970764437674,575.813165892111,False,34,1.2795477387452452,1151.6263317842224
34,2020-02-25,0,83.07970764437674,575.813165892111,False,35,1.4694944306808615,1151.6263317842224
35,2020-02-26,0,83.07970764437674,575.813165892111,False,36,1.6875970205938924,1151.6263317842224
36,2020-02-27,0,83.07970764437674,575.813165892111,False,37,1.9380158856434986,1151.6263317842224
37,2020-02-28,0,83.07970764437674,575.813165892111,False,38,2.2255219479461292,1151.6263317842224
38,2020-02-29,0,83.07970764437674,575.813165892111,False,39,2.555584934709006,1151.6263317842224
39,2020-03-01,0,83.07970764437674,575.813165892111,False,40,2.9344739698510414,1151.6263317842224
40,2020-03-02,0,83.07970764437674,575.813165892111,False,41,3.369372082645516,1151.6263317842224
41,2020-03-03,0,83.07970764437674,575.813165892111,False,42,3.8685063776474182,1151.6263317842224
42,2020-03-04,0,83.07970764437674,575.813165892111,False,43,4.4412957689668175,1151.6263317842224
43,2020-03-05,0,83.07970764437674,575.813165892111,False,44,5.098518333845934,1151.6263317842224
44,2020-03-06,0,83.07970764437674,575.813165892111,False,45,5.852500475516897,1151.6263317842224
45,2020-03-07,0,83.07970764437674,575.813165892111,False,46,6.717330189539762,1151.6263317842224
46,2020-03-08,0,83.07970764437674,575.813165892111,False,47,7.709096782200608,1151.6263317842224
47,2020-03-09,0,83.07970764437674,575.813165892111,False,48,8.846159368462533,1151.6263317842224
48,2020-03-10,0,83.07970764437674,575.813165892111,False,49,10.149446346449096,1151.6263317842224
49,2020-03-11,1,83.07970764437674,575.813165892111,False,50,11.642787761134938,1151.6263317842224
50,2020-03-12,1,83.07970764437674,575.813165892111,False,51,13.35328197468378,1151.6263317842224
51,2020-03-13,1,83.07970764437674,575.813165892111,False,52,15.311697282216599,1151.6263317842224
52,2020-03-14,1,83.07970764437674,575.813165892111,False,53,17.5529079592377,1151.6263317842224
53,2020-03-15,1,83.07970764437674,575.813165892111,False,54,20.116362589682396,1151.6263317842224
54,2020-03-16,1,83.07970764437674,575.813165892111,False,55,23.04658026889162,1151.6263317842224
55,2020-03-17,5,83.07970764437674,575.813165892111,False,56,26.393667249317783,1151.6263317842224
56,2020-03-18,6,83.07970764437674,575.813165892111,False,57,30.213842625245793,1151.6263317842224
57,2020-03-19,9,83.07970764437674,575.813165892111,False,58,34.569956552142614,1151.6263317842224
58,2020-03-20,9,83.07970764437674,575.813165892111,False,59,39.53197808632036,1151.6263317842224
59,2020-03-21,14,83.07970764437674,575.813165892111,False,60,45.177421860708414,1151.6263317842224
60,2020-03-22,14,83.07970764437674,575.813165892111,False,61,51.59167340102601,1151.6263317842224
61,2020-03-23,25,83.07970764437674,575.813165892111,False,62,58.86816197896864,1151.6263317842224
62,2020-03-24,73,83.07970764437674,575.813165892111,False,63,67.10831774788552,1151.6263317842224
63,2020-03-25,80,83.07970764437674,575.813165892111,False,64,76.42123707591425,1151.6263317842224
64,2020-03-26,96,83.07970764437674,575.813165892111,False,65,86.92296748250129,1151.6263317842224
65,2020-03-27,101,83.07970764437674,575.813165892111,False,66,98.73531297061113,1151.6263317842224
66,2020-03-28,101,83.07970764437674,575.813165892111,False,67,111.98405409985274,1151.6263317842224
67,2020-03-29,165,83.07970764437674,575.813165892111,False,68,126.79647790496993,1151.6263317842224
68,2020-03-30,168,83.07970764437674,575.813165892111,False,69,143.2981244946568,1151.6263317842224
69,2020-03-31,179,83.07970764437674,575.813165892111,False,70,161.60868411702364,1151.6263317842224
70,2020-04-01,190,83.07970764437674,575.813165892111,False,71,181.83702485293293,1151.6263317842224
71,2020-04-02,194,83.07970764437674,575.813165892111,False,72,204.07540015111104,1151.6263317842224
72,2020-04-03,218,83.07970764437674,575.813165892111,False,73,228.39297816292256,1151.6263317842224
73,2020-04-04,245,83.07970764437674,575.813165892111,False,74,254.82894845851507,1151.6263317842224
74,2020-04-05,261,83.07970764437674,575.813165892111,False,75,283.3855879826859,1151.6263317842224
75,2020-04-06,323,83.07970764437674,575.813165892111,False,76,314.0217923070785,1151.6263317842224
76,2020-04-07,349,83.07970764437674,575.813165892111,False,77,346.6476792267846,1151.6263317842224
77,2020-04-08,384,83.07970764437674,575.813165892111,False,78,381.12092402390766,1151.6263317842224
78,2020-04-09,444,83.07970764437674,575.813165892111,False,79,417.24546373502733,1151.6263317842224
79,2020-04-10,444,83.07970764437674,575.813165892111,False,80,454.7730923654494,1151.6263317842224
