,Report_Date,Cote d'Ivoire_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,83.07970764437674,575.813165892111,False,1,0.013227865364268123,1151.6263317842224
1,2020-01-23,0,83.07970764437674,575.813165892111,False,2,0.015194002461794098,1151.6263317842224
2,2020-01-24,0,83.07970764437674,575.813165892111,False,3,0.01745237389919959,1151.6263317842224
3,2020-01-25,0,83.07970764437674,575.813165892111,False,4,0.02004641414940117,1151.6263317842224
4,2020-01-26,0,83.07970764437674,575.813165892111,False,5,0.02302601285220384,1151.6263317842224
5,2020-01-27,0,83.07970764437674,575.813165892111,False,6,0.026448474027365096,1151.6263317842224
6,2020-01-28,0,83.07970764437674,575.813165892111,False,7,0.030379617776973886,1151.6263317842224
7,2020-01-29,0,83.07970764437674,575.813165892111,False,8,0.034895045628952404,1151.6263317842224
8,2020-01-30,0,83.07970764437674,575.813165892111,False,9,0.040081593808665654,1151.6263317842224
9,2020-01-31,0,83.07970764437674,575.813165892111,False,10,0.0460390023240024,1151.6263317842224
10,2020-02-01,0,83.07970764437674,575.813165892111,False,11,0.0528818318788262,1151.6263317842224
11,2020-02-02,0,83.07970764437674,575.813165892111,False,12,0.06074166536815644,1151.6263317842224
12,2020-02-03,0,83.07970764437674,575.813165892111,False,13,0.06976963614477742,1151.6263317842224
13,2020-02-04,0,83.07970764437674,575.813165892111,False,14,0.08013933148286953,1151.6263317842224
14,2020-02-05,0,83.07970764437674,575.813165892111,False,15,0.09205012681584206,1151.6263317842224
15,2020-02-06,0,83.07970764437674,575.813165892111,False,16,0.10573101452536053,1151.6263317842224
16,2020-02-07,0,83.07970764437674,575.813165892111,False,17,0.12144500045769875,1151.6263317842224
17,2020-02-08,0,83.07970764437674,575.813165892111,False,18,0.13949415211405905,1151.6263317842224
18,2020-02-09,0,83.07970764437674,575.813165892111,False,19,0.16022539479904974,1151.6263317842224
19,2020-02-10,0,83.07970764437674,575.813165892111,False,20,0.1840371661382107,1151.6263317842224
20,2020-02-11,0,83.07970764437674,575.813165892111,False,21,0.2113870555430446,1151.6263317842224
21,2020-02-12,0,83.07970764437674,575.813165892111,False,22,0.24280057369504982,1151.6263317842224
