,Report_Date,Turkey_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
92,2020-04-23,101790,89.5536165235743,81909.64895013064,True,93,96237.4833353419,163575.18788930454
93,2020-04-24,104912,89.5536165235743,81909.64895013064,True,94,100269.80069588353,163575.18788930454
94,2020-04-25,107773,89.5536165235743,81909.64895013064,True,95,104210.54721648029,163575.18788930454
95,2020-04-26,110130,89.5536165235743,81909.64895013064,True,96,108042.85862107368,163575.18788930454
96,2020-04-27,112261,89.5536165235743,81909.64895013064,True,97,111751.88876936334,163575.18788930454
97,2020-04-28,114653,89.5536165235743,81909.64895013064,True,98,115324.97962828795,163575.18788930454
98,2020-04-29,117589,89.5536165235743,81909.64895013064,True,99,118751.75470501746,163575.18788930454
99,2020-04-30,120204,89.5536165235743,81909.64895013064,True,100,122024.13932103947,163575.18788930454
100,2020-05-01,122392,89.5536165235743,81909.64895013064,True,101,125136.31456072602,163575.18788930454
101,2020-05-02,124375,89.5536165235743,81909.64895013064,True,102,128084.61427942642,163575.18788930454
102,2020-05-03,126045,89.5536165235743,81909.64895013064,True,103,130867.37613662866,163575.18788930454
103,2020-05-04,127659,89.5536165235743,81909.64895013064,True,104,133484.7582650307,163575.18788930454
104,2020-05-05,129491,89.5536165235743,81909.64895013064,True,105,135938.5330131709,163575.18788930454
105,2020-05-06,131744,89.5536165235743,81909.64895013064,True,106,138231.86837551324,163575.18788930454
106,2020-05-07,133721,89.5536165235743,81909.64895013064,True,107,140369.10643957875,163575.18788930454
107,2020-05-08,135569,89.5536165235743,81909.64895013064,True,108,142355.54662216455,163575.18788930454
108,2020-05-09,137115,89.5536165235743,81909.64895013064,True,109,144197.23980237148,163575.18788930454
109,2020-05-10,138657,89.5536165235743,81909.64895013064,True,110,145900.79782284866,163575.18788930454
110,2020-05-11,139771,89.5536165235743,81909.64895013064,True,111,147473.2213211131,163575.18788930454
111,2020-05-12,141475,89.5536165235743,81909.64895013064,True,112,148921.74753356437,163575.18788930454
112,2020-05-13,143114,89.5536165235743,81909.64895013064,True,113,150253.71861850977,163575.18788930454
113,2020-05-14,144749,89.5536165235743,81909.64895013064,True,114,151476.47017893972,163575.18788930454
114,2020-05-15,146457,89.5536165235743,81909.64895013064,True,115,152597.23902058112,163575.18788930454
115,2020-05-16,148067,89.5536165235743,81909.64895013064,True,116,153623.08873365552,163575.18788930454
116,2020-05-17,149435,89.5536165235743,81909.64895013064,True,117,154560.8514089929,163575.18788930454
117,2020-05-18,150593,89.5536165235743,81909.64895013064,True,118,155417.08365957366,163575.18788930454
118,2020-05-19,151615,89.5536165235743,81909.64895013064,True,119,156198.0350867198,163575.18788930454
119,2020-05-20,152587,89.5536165235743,81909.64895013064,True,120,156909.62737818214,163575.18788930454
120,2020-05-21,153548,89.5536165235743,81909.64895013064,True,121,157557.44232909952,163575.18788930454
121,2020-05-22,154500,89.5536165235743,81909.64895013064,True,122,158146.717216199,163575.18788930454
122,2020-05-23,155686,89.5536165235743,81909.64895013064,True,123,158682.34611469126,163575.18788930454
123,2020-05-24,156827,89.5536165235743,81909.64895013064,True,124,159168.88591390083,163575.18788930454
124,2020-05-25,157814,89.5536165235743,81909.64895013064,True,125,159610.56595283604,163575.18788930454
125,2020-05-26,158762,89.5536165235743,81909.64895013064,True,126,160011.3003544884,163575.18788930454
126,2020-05-27,159797,89.5536165235743,81909.64895013064,True,127,160374.70228368693,163575.18788930454
127,2020-05-28,160979,89.5536165235743,81909.64895013064,True,128,160704.09948558456,163575.18788930454
128,2020-05-29,162120,89.5536165235743,81909.64895013064,True,129,161002.5505793427,163575.18788930454
129,2020-05-30,163103,89.5536165235743,81909.64895013064,True,130,161272.86168426994,163575.18788930454
130,2020-05-31,163942,89.5536165235743,81909.64895013064,True,131,161517.60304413622,163575.18788930454
131,2020-06-01,164769,89.5536165235743,81909.64895013064,True,132,161739.12539060318,163575.18788930454
132,2020-06-02,165555,89.5536165235743,81909.64895013064,True,133,161939.57584989385,163575.18788930454
133,2020-06-03,166422,89.5536165235743,81909.64895013064,True,134,162120.91324927154,163575.18788930454
134,2020-06-04,167410,89.5536165235743,81909.64895013064,True,135,162284.92272292858,163575.18788930454
135,2020-06-05,168340,89.5536165235743,81909.64895013064,True,136,162433.22955176598,163575.18788930454
136,2020-06-06,169218,89.5536165235743,81909.64895013064,True,137,162567.31219946014,163575.18788930454
137,2020-06-07,170132,89.5536165235743,81909.64895013064,True,138,162688.51452923607,163575.18788930454
138,2020-06-08,171121,89.5536165235743,81909.64895013064,True,139,162798.05720285876,163575.18788930454
139,2020-06-09,172114,89.5536165235743,81909.64895013064,True,140,162897.04827635983,163575.18788930454
140,2020-06-10,173036,89.5536165235743,81909.64895013064,True,141,162986.49301666478,163575.18788930454
141,2020-06-11,174023,89.5536165235743,81909.64895013064,True,142,163067.30297020462,163575.18788930454
142,2020-06-12,174023,89.5536165235743,81909.64895013064,True,143,163140.30431931614,163575.18788930454
