,Report_Date,Canada_british columbia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.18766703646627,747.3345403265001,True,1,0.01778617892914523,1471.288878877053
1,2020-01-23,0,66.18766703646627,747.3345403265001,True,2,0.021165301021460296,1471.288878877053
2,2020-01-24,0,66.18766703646627,747.3345403265001,True,3,0.025186397634973375,1471.288878877053
3,2020-01-25,0,66.18766703646627,747.3345403265001,True,4,0.02997142828020934,1471.288878877053
4,2020-01-26,0,66.18766703646627,747.3345403265001,True,5,0.035665519929164266,1471.288878877053
5,2020-01-27,0,66.18766703646627,747.3345403265001,True,6,0.0424413671333751,1471.288878877053
6,2020-01-28,1,66.18766703646627,747.3345403265001,True,7,0.05050446751744276,1471.288878877053
7,2020-01-29,1,66.18766703646627,747.3345403265001,True,8,0.060099351111624226,1471.288878877053
8,2020-01-30,1,66.18766703646627,747.3345403265001,True,9,0.07151699199017093,1471.288878877053
9,2020-01-31,1,66.18766703646627,747.3345403265001,True,10,0.08510362634246965,1471.288878877053
10,2020-02-01,1,66.18766703646627,747.3345403265001,True,11,0.10127124347872692,1471.288878877053
11,2020-02-02,1,66.18766703646627,747.3345403265001,True,12,0.120510066611313,1471.288878877053
12,2020-02-03,1,66.18766703646627,747.3345403265001,True,13,0.14340340003440846,1471.288878877053
13,2020-02-04,1,66.18766703646627,747.3345403265001,True,14,0.17064529029159242,1471.288878877053
14,2020-02-05,2,66.18766703646627,747.3345403265001,True,15,0.20306153312702083,1471.288878877053
15,2020-02-06,2,66.18766703646627,747.3345403265001,True,16,0.2416346578748547,1471.288878877053
16,2020-02-07,4,66.18766703646627,747.3345403265001,True,17,0.2875336392842737,1471.288878877053
17,2020-02-08,4,66.18766703646627,747.3345403265001,True,18,0.3421492269128329,1471.288878877053
18,2020-02-09,4,66.18766703646627,747.3345403265001,True,19,0.4071359480030202,1471.288878877053
19,2020-02-10,4,66.18766703646627,747.3345403265001,True,20,0.4844620356533079,1471.288878877053
20,2020-02-11,4,66.18766703646627,747.3345403265001,True,21,0.5764687652549668,1471.288878877053
21,2020-02-12,4,66.18766703646627,747.3345403265001,True,22,0.6859409544809096,1471.288878877053
22,2020-02-13,4,66.18766703646627,747.3345403265001,True,23,0.8161907022607946,1471.288878877053
23,2020-02-14,4,66.18766703646627,747.3345403265001,True,24,0.9711568176353099,1471.288878877053
24,2020-02-15,4,66.18766703646627,747.3345403265001,True,25,1.1555228283902352,1471.288878877053
25,2020-02-16,4,66.18766703646627,747.3345403265001,True,26,1.3748569708027782,1471.288878877053
26,2020-02-17,5,66.18766703646627,747.3345403265001,True,27,1.6357781549471344,1471.288878877053
27,2020-02-18,5,66.18766703646627,747.3345403265001,True,28,1.9461525839934055,1471.288878877053
28,2020-02-19,5,66.18766703646627,747.3345403265001,True,29,2.3153264891748226,1471.288878877053
29,2020-02-20,5,66.18766703646627,747.3345403265001,True,30,2.7544013309990008,1471.288878877053
30,2020-02-21,6,66.18766703646627,747.3345403265001,True,31,3.2765588145003504,1471.288878877053
31,2020-02-22,6,66.18766703646627,747.3345403265001,True,32,3.897444168157621,1471.288878877053
32,2020-02-23,6,66.18766703646627,747.3345403265001,True,33,4.63561732861122,1471.288878877053
33,2020-02-24,6,66.18766703646627,747.3345403265001,True,34,5.513082926896118,1471.288878877053
34,2020-02-25,7,66.18766703646627,747.3345403265001,True,35,6.555911233517215,1471.288878877053
35,2020-02-26,7,66.18766703646627,747.3345403265001,True,36,7.794963402126772,1471.288878877053
36,2020-02-27,7,66.18766703646627,747.3345403265001,True,37,9.266735318768621,1471.288878877053
37,2020-02-28,7,66.18766703646627,747.3345403265001,True,38,11.014334911060251,1471.288878877053
38,2020-02-29,8,66.18766703646627,747.3345403265001,True,39,13.088607600368103,1471.288878877053
39,2020-03-01,8,66.18766703646627,747.3345403265001,True,40,15.549423263736946,1471.288878877053
40,2020-03-02,8,66.18766703646627,747.3345403265001,True,41,18.467135016870763,1471.288878877053
41,2020-03-03,9,66.18766703646627,747.3345403265001,True,42,21.924214525294982,1471.288878877053
42,2020-03-04,12,66.18766703646627,747.3345403265001,True,43,26.017059322166368,1471.288878877053
43,2020-03-05,13,66.18766703646627,747.3345403265001,True,44,30.857953369410467,1471.288878877053
44,2020-03-06,21,66.18766703646627,747.3345403265001,True,45,36.57714111556822,1471.288878877053
45,2020-03-07,21,66.18766703646627,747.3345403265001,True,46,43.32494553059676,1471.288878877053
46,2020-03-08,27,66.18766703646627,747.3345403265001,True,47,51.27381977732655,1471.288878877053
47,2020-03-09,32,66.18766703646627,747.3345403265001,True,48,60.620168113017556,1471.288878877053
48,2020-03-10,32,66.18766703646627,747.3345403265001,True,49,71.58570268299381,1471.288878877053
49,2020-03-11,39,66.18766703646627,747.3345403265001,True,50,84.41801891805235,1471.288878877053
50,2020-03-12,46,66.18766703646627,747.3345403265001,True,51,99.3899759650358,1471.288878877053
51,2020-03-13,64,66.18766703646627,747.3345403265001,True,52,116.79736742894085,1471.288878877053
52,2020-03-14,64,66.18766703646627,747.3345403265001,True,53,136.95427635287555,1471.288878877053
53,2020-03-15,73,66.18766703646627,747.3345403265001,True,54,160.18545122632239,1471.288878877053
54,2020-03-16,103,66.18766703646627,747.3345403265001,True,55,186.8150528282974,1471.288878877053
55,2020-03-17,103,66.18766703646627,747.3345403265001,True,56,217.15125170945774,1471.288878877053
56,2020-03-18,186,66.18766703646627,747.3345403265001,True,57,251.4664554345777,1471.288878877053
57,2020-03-19,231,66.18766703646627,747.3345403265001,True,58,289.9734583934113,1471.288878877053
58,2020-03-20,271,66.18766703646627,747.3345403265001,True,59,332.79855096099925,1471.288878877053
59,2020-03-21,424,66.18766703646627,747.3345403265001,True,60,379.9535566901272,1471.288878877053
60,2020-03-22,424,66.18766703646627,747.3345403265001,True,61,431.30975693872836,1471.288878877053
61,2020-03-23,472,66.18766703646627,747.3345403265001,True,62,486.57748388422505,1471.288878877053
62,2020-03-24,617,66.18766703646627,747.3345403265001,True,63,545.2955130380604,1471.288878877053
63,2020-03-25,617,66.18766703646627,747.3345403265001,True,64,606.8339651621505,1471.288878877053
64,2020-03-26,725,66.18766703646627,747.3345403265001,True,65,670.41305919864,1471.288878877053
65,2020-03-27,725,66.18766703646627,747.3345403265001,True,66,735.1378186958652,1471.288878877053
66,2020-03-28,884,66.18766703646627,747.3345403265001,True,67,800.0461176157316,1471.288878877053
67,2020-03-29,884,66.18766703646627,747.3345403265001,True,68,864.1649069804139,1471.288878877053
68,2020-03-30,970,66.18766703646627,747.3345403265001,True,69,926.5677994910321,1471.288878877053
69,2020-03-31,1013,66.18766703646627,747.3345403265001,True,70,986.426905981573,1471.288878877053
70,2020-04-01,1013,66.18766703646627,747.3345403265001,True,71,1043.0530031684752,1471.288878877053
71,2020-04-02,1121,66.18766703646627,747.3345403265001,True,72,1095.9204039194776,1471.288878877053
72,2020-04-03,1174,66.18766703646627,747.3345403265001,True,73,1144.6756380453921,1471.288878877053
73,2020-04-04,1203,66.18766703646627,747.3345403265001,True,74,1189.131532713847,1471.288878877053
74,2020-04-05,1203,66.18766703646627,747.3345403265001,True,75,1229.2500023737884,1471.288878877053
75,2020-04-06,1266,66.18766703646627,747.3345403265001,True,76,1265.1176252213288,1471.288878877053
76,2020-04-07,1266,66.18766703646627,747.3345403265001,True,77,1296.917991127461,1471.288878877053
77,2020-04-08,1291,66.18766703646627,747.3345403265001,True,78,1324.9041237815673,1471.288878877053
78,2020-04-09,1336,66.18766703646627,747.3345403265001,True,79,1349.3733208273177,1471.288878877053
79,2020-04-10,1370,66.18766703646627,747.3345403265001,True,80,1370.6457813177942,1471.288878877053
